numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
122,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bled ; froment,Danemark,6400,64000,livres,13393497,11385400,,,0
123,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Espagne,164500,1645045,livres,13393497,11385400,,,0
124,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Flandre,1039,10392,livres,13393497,11385400,,,0
125,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Hollande,2551721,25517210,livres,13393497,11385400,,,0
126,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Italie,3939510,39395100,livres,13393497,11385400,,,0
127,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Naples,288480,2884800,livres,13393497,11385400,,,0
128,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Genes,195600,1956000,livres,13393497,11385400,,,0
129,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Levant,972200,9722000,livres,13393497,11385400,,,0
130,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Nord,1777240,15498286,livres,13393497,11385400,,,0
131,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Russie,413182,4131820,livres,13393497,11385400,,,0
132,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Savoye,58231,582319,livres,13393497,11385400,,,0
133,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; froment,Suede,974155,7922598,livres,13393497,11385400,,,0
134,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Allemagne,14500,58,leths,13393497,2008097,,,0
135,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Espagne,1680,29450,livres,13393497,2008097,,,0
136,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Flandre,16540,330800,livres,13393497,2008097,,,0
137,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Hollande,482355,7024070,livres,13393497,2008097,,,0
138,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Nord,927542,12554350,livres,13393497,2008097,,,0
139,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Russie,546918,7292240,livres,13393497,2008097,,,0
140,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bled ; seigle,Suede,18562,247500,livres,13393497,2008097,,,0
141,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bleu de Prusse,Allemagne,1482,114,livres,8098,,,,0
142,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bleu de Prusse,Flandre,4416,,,8098,,,,0
143,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bleu de Prusse,Nord,2200,550,livres,8098,,,,0
144,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Boucles de sapin,Allemagne,2910,41,chars,4150,,,,0
145,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Boucles de sapin,Flandre,1240,620,livres,4150,,,,0
146,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; d'acajou,Etats unis,12720,424,pièces,1770311,23364,,,0
147,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; d'acajou,Isles,10644,5322,pièces,1770311,23364,,,0
148,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; en barres,Allemagne,18776,75104,en nombre,1770311,22226,,,0
149,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; en barres,Hollande,3450,3450,en nombre,1770311,22226,,,0
150,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; à batir,Allemagne,12344,205,chars,1770311,,,,0
151,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; bordages,Hollande,21600,2700,pièces,1770311,36255,,,0
152,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; bordages,Nord,14655,4885,en nombre,1770311,36255,,,0
153,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; bourdilles,Nord,8575,343,cents,1770311,,,,0
154,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; à bruler,Allemagne,27212,2741,charetées,1770311,49254,,,0
155,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; à bruler,Espagne,17320,886600,livres,1770311,49254,,,0
156,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; à bruler,Italie,1562,209000,livres,1770311,49254,,,0
157,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; à bruler,Savoye,3160,425000,livres,1770311,49254,,,0
158,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de buis,Hollande,9080,61120,livres,1770311,38830,,,0
159,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de buis,Italie,29750,85000,livres,1770311,38830,,,0
160,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Angleterre,5625,35700,livres,1770311,378273,,,0
161,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Espagne,273607,1876212,livres,1770311,378273,,,0
162,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Flandre,28626,190845,livres,1770311,378273,,,0
163,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Hollande,4469,30255,livres,1770311,378273,,,0
164,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Italie,13145,52580,livres,1770311,378273,,,0
165,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Portugal,13350,53400,livres,1770311,378273,,,0
166,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Etats unis,16068,160696,livres,1770311,378273,,,0
167,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,12,Bois ; de Campeche,Isles,23383,140556,livres,1770311,378273,,,0
168,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de charpente,Allemagne,2410,77,chars,1770311,,,,0
169,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de chesne,Allemagne,115762,57881,en nombre,1770311,,,,0
170,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de construction,Nord,42784,8668,pièces,1770311,,,,0
171,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; à faire corbin,Nord,3600,120,pièces,1770311,,,,0
172,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; d'ebenne,Portugal,1155,11550,livres,1770311,,,,0
173,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; esparts,Danemark,1952,512,en nombre,1770311,,,,0
174,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de fernambourg,Flandre,1000,2000,livres,1770311,101797,,,0
175,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de fernambourg,Portugal,100797,204634,livres,1770311,101797,,,0
176,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; fustes,Savoye,3319,35970,livres,1770311,,,,0
177,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de goyae,Etats unis,1518,10120,livres,1770311,81396,,,0
178,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de goyae,Isles,79878,498191,livres,1770311,81396,,,0
179,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; jaune,Flandre,5533,55335,livres,1770311,18142,,,0
180,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; jaune,Hollande,10953,56760,livres,1770311,18142,,,0
181,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; jaune,Isles,1656,13250,livres,1770311,18142,,,0
182,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; d'inde,Hollande,1300,5200,livres,1770311,,,,0
183,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de marqueterie,Portugal,2046,20460,livres,1770311,,,,0
184,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Allemagne,4447,73728,en nombre,1770311,229730,,,0
185,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Angleterre,5415,14,milliers,1770311,229730,,,0
186,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Danemark,2989,18,milliers,1770311,229730,,,0
187,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Espagne,1160,29,charges,1770311,229730,,,0
188,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Hollande,19496,81,milliers,1770311,229730,,,0
189,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Italie,39563,395630,en nombre,1770311,229730,,,0
190,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Naples,10530,105300,en nombre,1770311,229730,,,0
191,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Genes,44893,129000,en nombre,1770311,229730,,,0
192,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Nord,77255,208,milliers,1770311,229730,,,0
193,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Suede,11275,44,milliers,1770311,229730,,,0
194,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Etats unis,2207,15600,en nombre,1770311,229730,,,0
195,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; merrain,Isles,10500,4200,en nombre,1770311,229730,,,0
196,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; à meubles,Isles,7503,,,1770311,,,,0
197,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; ouvré,Allemagne,8646,,,1770311,17772,,,0
198,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; ouvré,Flandre,5326,,,1770311,17772,,,0
199,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; ouvré,Hollande,3800,,,1770311,17772,,,0
200,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de palissandre,Portugal,58901,589015,livres,1770311,,,,0
201,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; rouge,Etats unis,3520,17600,livres,1770311,,,,0
202,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de roze,Hollande,13095,43650,livres,1770311,37908,,,0
203,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de roze,Portugal,24813,82710,livres,1770311,37908,,,0
204,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de Ste Marthe,Flandre,3249,16245,livres,1770311,49178,,,0
205,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de Ste Marthe,Hollande,45929,194681,livres,1770311,49178,,,0
206,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de sandal,Angleterre,8181,40905,livres,1770311,11631,,,0
207,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de sandal,Hollande,3450,14600,livres,1770311,11631,,,0
208,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de sapin,Allemagne,,227467,en nombre,1770311,236155,,,0
209,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de sapin,Allemagne,231067,1200,radeaux,,236155,,2 qtités pour Allemagne,0
210,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de sapin,Danemark,5088,847,pièces,1770311,236155,,,0
211,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de saxafran,Isles,1370,6850,livres,1770311,,,,0
212,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; scié,Allemagne,5579,11129,pièces,1770311,,,,0
213,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de senteur,Portugal,4200,42000,livres,1770311,,,,0
214,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,14,Bois ; de siramambas,Isles,2022,1348,livres,1770311,,,,0
215,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bois ; à teindre,Angleterre,50492,192110,livres,1770311,85170,,,0
216,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bois ; à teindre,Espagne,1640,8200,livres,1770311,85170,,,0
217,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bois ; à teindre,Flandre,2584,16813,livres,1770311,85170,,,0
218,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bois ; à teindre,Hollande,30454,174991,livres,1770311,85170,,,0
219,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bois ; violet,Portugal,74888,187220,livres,1770311,,,,0
220,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bonnets ; de fil,Savoye,1200,50,douzaines,14000,14000,,,0
221,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bonnets ; de fil,Suisse,12800,640,douzaines,14000,14000,,,0
222,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Borax,Hollande,74941,24647,livres,,,,,0
223,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bouchons de liege,Espagne,285523,192182,livres,288237,,,,0
224,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Bouchons de liege,Flandre,2714,,,288237,,,,0
225,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Boulets de canon,Danemark,15141,151410,livres,17134,,,,0
226,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,16,Boulets de canon,Genes,1993,7973,livres,17134,,,,0
227,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Bourze ; a battier,Hollande,8026,80265,livres,43341,,,,0
228,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Bourze ; de soye,Savoye,35315,7063,livres,43341,,,,0
229,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Bouteilles de verre,Allemagne,66175,369582,livres,73009,,,,0
230,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Bouteilles de verre,Nord,2828,14140,livres,73009,,,,0
231,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Bouteilles de verre,Suisse,1206,6031,livres,73009,,,,0
232,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Bouteilles de verre,Etats unis,2800,14000,livres,73009,,,,0
233,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Boutons ; de crin,Allemagne,19905,8594,livres,37429,37429,,,0
234,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,18,Boutons ; de crin,Suisse,17524,4381,livres,37429,37429,,,0
