numrodeligne,dataentryby,source,sourcepath,sourcetype,direction,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
820,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin rouge commun,Marseille,Italie,"36 505,00",Milleroles,"6,000","219 030,00","0,00",
821,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vinaigre,Marseille,Italie,"1,00",Charge,"6,000","6,00","0,00",
822,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vinaigre,Marseille,Italie,"12,00",Milleroles,"4,000","48,00","0,00",
823,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vinaigre,Marseille,Italie,"300,00",Livres,"0,025","7,00","0,50",
824,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vitriol de chipres,Marseille,Italie,"485,00",Livres,"0,600","291,00","0,00",
825,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Acier,Marseille,Levant,"21 074,00",Livres,"0,350","7 375,00","0,90",
826,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Ajamis,Marseille,Levant,"1 093,00",Pieces,"9,000","9 837,00","0,00",
827,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,alun,Marseille,Levant,"32 800,00",Livres,"0,120","3 936,00","0,00",
828,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Amandes,Marseille,Levant,"87 587,00",Livres,"0,200","17 517,00","0,40",
829,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Amidon,Marseille,Levant,"400,00",Livres,"0,200","80,00","0,00",
830,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Anis,Marseille,Levant,"3 131,00",Livres,"0,200","626,00","0,20",
831,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Arcenic,Marseille,Levant,"2 230,00",Livres,"0,300","669,00","0,00",
832,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Argent vif,Marseille,Levant,"400,00",Livres,"4,000","1 600,00","0,00",
833,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Argenterie,Marseille,Levant,"440,00",Marcs,"57,000","25 080,00","0,00",
834,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Arquifou,Marseille,Levant,"81 470,00",Livres,"0,150","12 220,00","0,50",
835,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Avirons,Marseille,Levant,"272,00",Paires,"3,500","952,00","0,00",
836,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Azur,Marseille,Levant,"437,00",Livres,"0,400","174,00","0,80",
837,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bas de coton,Marseille,Levant,"918,00",Livres,"5,000","4 590,00","0,00",
838,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bas de fil,Marseille,Levant,"10,00",Douzaines,"18,000","180,00","0,00",
839,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bas de fil,Marseille,Levant,"342,00",Livres,"6,000","2 052,00","0,00",
840,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bas de laine,Marseille,Levant,"1 060,00",Livres,"6,000","6 360,00","0,00",
841,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bas de soye,Marseille,Levant,"260,00",Livres,"40,000","10 400,00","0,00",
842,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Batanoni,Marseille,Levant,"1 270,00",Pieces,"4,000","5 080,00","0,00",
843,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Beaume du perou,Marseille,Levant,"100,00",Livres,"16,000","1 600,00","0,00",
844,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bazannes tanées,Marseille,Levant,"400,00",Livres,"1,000","400,00","0,00",
845,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Benjoin,Marseille,Levant,"796,00",Livres,"6,000","4 776,00","0,00",
846,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Beurre,Marseille,Levant,"7 430,00",Livres,"0,400","2 972,00","0,00",
847,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bois de brezil,Marseille,Levant,"93 230,00",Livres,"0,250","23 307,00","0,50",
848,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bois de campeche,Marseille,Levant,"145 775,00",Livres,"0,150","21 866,00","0,25",
849,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bois de roze,Marseille,Levant,"100,00",Livres,"0,600","60,00","0,00",
850,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bois de teinture,Marseille,Levant,"240,00",Pieces,"3,000","720,00","0,00",
851,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bonnets de coton,Marseille,Levant,"10,00",Douzaines,"5,500","55,00","0,00",
852,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bonnets de laine,Marseille,Levant,"12 032,00",Livres,"30,000","360 960,00","0,00",
853,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bouteilles de verre,Marseille,Levant,"15 133,00",Livres,"0,200","3 026,00","0,60",
854,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Bray,Marseille,Levant,"7 633,00",Livres,"0,150","1 144,00","0,95",
855,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Brun rouge,Marseille,Levant,"19 612,00",Livres,"0,025","490,00","0,30",
856,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Cacao,Marseille,Levant,"27 087,00",Livres,"1,400","37 921,00","0,80",
857,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,25,1751,Sortie,Caffé,Marseille,Levant,"930 827,00",Livres,"0,750","698 120,00","0,25",
858,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Calamande,Marseille,Levant,"23,00",Pieces,"70,000","1 610,00","0,00",
859,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Calamande,Marseille,Levant,"2 300,00",Livres,"3,000","6 900,00","0,00",
860,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Canelle,Marseille,Levant,"6 356,00",Livres,"6,000","38 136,00","0,00",
861,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Capots,Marseille,Levant,"500,00",Pieces,"9,000","4 500,00","0,00",
862,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Capots,Marseille,Levant,"200,00",Livres,"0,500","100,00","0,00",
863,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Capres,Marseille,Levant,"700,00",Livres,"0,300","210,00","0,00",
864,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cardres a carder,Marseille,Levant,"416,00",Paires,"3,000","1 248,00","0,00",
865,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cardres a carder,Marseille,Levant,"220,00",Livres,"0,400","88,00","0,00",
866,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Carreaux de brique,Marseille,Levant,"40,00",Milliers,"20,000","800,00","0,00",
867,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cartes a joüer,Marseille,Levant,"193,00",Grosses,"18,000","3 474,00","0,00",
868,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cartes a joüer,Marseille,Levant,"305,00",Livres,"2,500","762,00","0,50",
869,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Ceruze,Marseille,Levant,"10 554,00",Livres,"0,200","2 110,00","0,80",
870,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Chaises de paille,Marseille,Levant,"50,00",Douzaines,"15,000","750,00","0,00",
871,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Chandelle,Marseille,Levant,"1 874,00",Livres,"0,500","937,00","0,00",
872,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Chanvre,Marseille,Levant,"18 180,00",Livres,"0,360","6 534,00","10,80",Erreur de calcul
873,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Chapeaux poil et laine,Marseille,Levant,"313,00",Douzaines,"48,000","15 024,00","0,00",
874,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Charbon de terre,Marseille,Levant,"100,00",Mesures,"2,000","200,00","0,00",
875,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Charbon de terre,Marseille,Levant,"60 000,00",Livres,"0,040","2 400,00","0,00",
876,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Chataignes,Marseille,Levant,"14 632,00",Livres,"0,050","731,00","0,60",
877,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Chocolat,Marseille,Levant,"254,00",Livres,"2,000","508,00","0,00",
878,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cinabre,Marseille,Levant,"1 200,00",Livres,"5,000","6 000,00","0,00",
879,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cire blanche ouvrée,Marseille,Levant,"2 115,00",Livres,"1,800","3 922,00","-115,00",Erreur de calcul
880,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cloux de fer,Marseille,Levant,"39 318,00",Livres,"0,250","9 829,00","0,50",
881,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cochenille,Marseille,Levant,"67 623,00",Livres,"18,000","1 217 214,00","0,00",
882,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cole forte,Marseille,Levant,"967,00",Livres,"0,400","386,00","0,80",
883,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Confitures,Marseille,Levant,"4 036,00",Livres,"1,000","4 036,00","0,00",
884,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Corail ouvré,Marseille,Levant,"2 092,00",Livres,"160,000","334 720,00","0,00",
885,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cordage de chanvre,Marseille,Levant,"3 650,00",Livres,"0,300","1 095,00","0,00",
886,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Coton en laine,Marseille,Levant,"7 055,00",Livres,"0,500","3 527,00","0,50",
887,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Couperoze,Marseille,Levant,"5 768,00",Livres,"0,090","519,00","0,12",
888,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Couteaux,Marseille,Levant,"1 333,00",Grosses,"14,000","18 662,00","0,00",
889,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cuirs tannés,Marseille,Levant,"300,00",Livres,"0,600","180,00","0,00",
890,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cuivre tangoul,Marseille,Levant,"100,00",Livres,"0,900","90,00","0,00",
891,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Cumin,Marseille,Levant,"2 747,00",Livres,"0,200","549,00","0,40",
892,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Dorure fine,Marseille,Levant,"2 199,00",Livres,"100,000","219 900,00","0,00",
893,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,26,1751,Sortie,Drap londrins,Marseille,Levant,"1 992 955,00",Livres,"5,000","9 964 775,00","0,00",
894,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,27,1751,Sortie,Draperie petite,Marseille,Levant,"167 186,00",Livres,"3,000","501 558,00","0,00",
895,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,27,1751,Sortie,Droguerie,Marseille,Levant,"7 566,00",Livres,"1,000","7 566,00","0,00",
896,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,27,1751,Sortie,Eau de fleur d'orange,Marseille,Levant,"200,00",Livres,"0,500","100,00","0,00",
897,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,27,1751,Sortie,Eau de raisine,Marseille,Levant,"2 255,00",Livres,"0,100","225,00","0,50",
898,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,27,1751,Sortie,Eau de la reine d'Hongrie,Marseille,Levant,"1 699,00",Livres,"0,750","1 274,00","0,25",
899,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,27,1751,Sortie,Eau de vie,Marseille,Levant,"2 559,00",Livres,"0,150","383,00","0,85",
