line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,,,filepath,source,sheet,value_total,value_sub_total₁,value_sub_total₂,value_sub_total₃,data_collector,unverified,remarks,,absurd_observation,trade defici,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,rassade,,,NA,,2852,15s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,raves de morue,,,NA,,77,barils,½,22L,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,rechaux de fer,,,NA,,4,15s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,ris,,,NA,,2210,3s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,rhubarbe,,,NA,,60,15s,7d,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,rhubans de fil,,,NA,,20,pacquets,3L;,20480L,3L,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,rhubans de fil,,,NA,,268,5s;,3916L,25s,20s,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Sabres,,,NA,,4,quintaux,25L,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,salemporis ,,,NA,,185,15s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,scies,,,NA,,200,30s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,stokfish,,,NA,,300,5L,4s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,sucre candy,,,NA,,1854,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,sucre en pain,,,à 18 s,,70,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,sumade,,,à 26 s 72,,714,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,tabac,,,à 13 à 20 s,,905,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,tables de sapin,,,à 5 s,,18,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,tapfel  ,,,à 15 s,,1521,pieces,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,térébentine grosse,,,à 14 s,,944,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,terre jaune,,,à 22 s 52,,200,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,teyeres de cuivre,,,à 7 s,,14,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,thé,,,à 3 s,,295,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,toile hollande,,,à 3 s 75,,1000,aunes,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,toile peinte,,,à 4 s,,5899,pieces,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,toile platille,,,à 28 s,,7808,pieces,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,toile à voile,,,à 5 s,,4200,aunes,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,verres à boire,,,à 30 s,,20,3,s,;,4884,20,s,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,vin du rhin,,,NA,,119,pintes,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,acier,,,à 26 s,,2625,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,Amidon,,,à 5 s,,106438,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,Azur,,,à 4 s,,3153,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,Boeuf Fumé,,,à 15 s,,2415,livres,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,Bois Merrain bariques,,,à 7 s 8,,11300,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,Bois Merrain à fond,,,à 20 s 2,,4450,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,Nord qui comprend les Villes Anséatiques,NA,bois merrain pipages,,,à 9 s 2,,18952,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Bouteilles de verre,,,à 40 s 5,,1742,4,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,bray gras,,,NA,,14,barils,17,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,brosserie,,,NA,,19,2,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Canelle,,,NA,,91,5,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,caves garnies,,,NA,,182,9,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,chair fumée,,,NA,,125,4,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,chair salée,,,NA,,380,3,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Chanvre cru,,,,,2567,18.12,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Chevrons de sapin,,,NA,,30,15,pieces,30,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,choux confits,,,NA,,14,2.12,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,cornes à lanterne ,,,NA,,300,12,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Couperose,,,NA,,10800,8,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Cuirs de Russie,,,NA,,726,20,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Cuivre chaudière,,,NA,,375,30,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,cuivre ouvré,,,NA,,4568,25,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,cuivre en planches,,,NA,,13000,20.25,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Cuivre rouge,,,NA,,8887,20.25,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Cuivre vieux,,,NA,,8792,12.18,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Dame Jane,,,NA,,1200,4,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Droguerie,,,NA,,20303,40,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Epicerie,,,NA,,2532,30,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,espart,,,NA,,120,50.3,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Fer en barres,,,NA,,15070,3,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Fer blanc simple,,,NA,,453,barils,42,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Fer noir,,,NA,,12,barils,11.25,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,galles,,,NA,,11800,4.18,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Galets,,,NA,,4270,1,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,gournables de chesne,,,NA,,385,8,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Jambons,,,NA,,235,10,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,limet,,,NA,,,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,lin cru,,,,,24679,10s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,marbre à jouer,,,NA,,14807,12s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,mats,,,NA,,28006,9s,100lt,,,,Nantes -- 1754 -- Imports -- AD44_C716,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,matreaux,,,NA,,36,de,50,50tt,;,11,de,35,40tt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,mercerie,,,NA,,18538,8tt,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,noir de fumée,,,NA,,645,barils,3tt,10s,;,14000L,3s,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,peaux lapin,,,NA,,18,douzs,30s,la,peau,,Nantes -- 1754 -- Imports -- AD44_C716,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
