numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme
3620,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bois de sandal,Hollande,1688,8440,Livres,0.2,0
3621,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bois de Sapan,Hollande,14499,96660,Livres,0.15,0
3622,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bois de Sapan moulu a teindre,Hollande,8290,33160,Livres,0.25,0
3623,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Borax,Hollande,725,290,Livres,2.5,0
3624,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bouteilles de verre,Hollande,127,635,Livres,0.2,0
3625,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bouteilles de verre ; a virole,Hollande,47.7,636,nombre,0.075,0
3626,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Briquets,Hollande,14.4,12,Douzaines,1.2,0
3627,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Brosserie,Hollande,3447,3447,Livres,1,0
3628,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Brosserie a goudronner,Hollande,50,200,En nombre,0.25,0
3629,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cabillaud,Hollande,53981.25,359875,Livres,0.15,0
3630,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cadenats,Hollande,115.25,461,En nombre,0.25,0
3631,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Camphre,Hollande,296,74,Livres,4,0
3632,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Canefice,Hollande,10,50,Livres,0.2,0
3633,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cannevettes,Hollande,5960,1490,En nombre,4,0
3634,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Canelle,Hollande,27252,4542,Livres,6,0
3635,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Canettes de grès,Hollande,802,8020,En nombre,0.1,0
3636,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Casse,Hollande,3000,150,Livres,20,0
3637,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Caves garnies ; de 12 flacons,Hollande,800,100,nombre,8,0
3638,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Caves garnies ; de 9 flacons,Hollande,390,65,nombre,6,0
3639,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Caves garnies ; de 6 flacons,Hollande,6908,1727,nombre,4,0
3640,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cendre gravelée,Hollande,10,50,Livres,0.2,0
3641,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cendre potasse,Hollande,46.8,780,Livres,0.06,0
3642,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Ceruze,Hollande,8471.25,56475,Livres,0.15,0
3643,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Chaises de commodité,Hollande,732,122,En nombre,6,0
3644,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Chasselas,Hollande,560,20,pièces,28,0
3645,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,chauffe pieds,Hollande,18,18,nombre,1,0
3646,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Chevrons de 12 pieds,Hollande,3,4,nombre,0.75,0
3647,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cinabre,Hollande,500,125,Livres,4,0
3648,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cire jaune,Hollande,294,210,Livres,1.4,0
3649,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Cocos,Hollande,3180.2,31802,Livres,0.1,0
3650,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Colle forte,Hollande,3125.6,7814,Livres,0.4,0
3651,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Colle de poisson,Hollande,60,20,Livres,3,0
3652,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Cordages de chanvre,Hollande,2624.7,8749,Livres,0.3,0
3653,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Cornes a lanternes,Hollande,2440,12200,Livres,0.2,0
3654,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Corottes,Hollande,3000,300,Pièces,10,0
3655,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Coton en laine,Hollande,33756,33756,Livres,1,0
3656,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Couperose,Hollande,11051.25,147350,Livres,0.075,0
3657,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Cousus,Hollande,0,48,Pièces,0,0
3658,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Couteaux,Hollande,15420,10280,Douzaines,1.5,0
3659,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Couteaux,Hollande,330,330,Livres,1,0
3660,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Coutelas,Hollande,870,580,Livres,1.5,0
3661,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Coutil,Hollande,566,283,Aunes,2,0
3662,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Crapaudines de fonte,Hollande,204.3,227,Livres,0.9,0
3663,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Crussets,Hollande,28.5,95,En nombre,0.3,0
3664,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Crickes,Hollande,64,8,En nombre,8,0
3665,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Crickes,Hollande,70,1,Valeur,70,0
3666,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Cuirs de Russie,Hollande,162,162,Livres,1,0
3667,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Cuivre en bassins,Hollande,46537.5,31025,Livres,1.5,0
3668,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Cuivre brut,Hollande,30416.1,23397,Livres,1.3,0
3669,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Dez de leton,Hollande,920,230,Livres,4,0
3670,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Dragées,Hollande,8,8,Livres,1,0
3671,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Drogueries,Hollande,3382,1691,Livres,2,0
3672,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Eau de Cologne,Hollande,100,25,Fiolles,4,0
3673,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Eau forte,Hollande,220,220,Livres,1,0
3674,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Ecopes,Hollande,1.2,6,En nombre,0.2,0
3675,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Encens,Hollande,36,60,Livres,0.6,0
3676,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Epars,Hollande,25.9,74,En nombre,0.35,0
3677,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Epiceries,Hollande,5766,3844,Livres,1.5,0
3678,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Esprit de Coclearia,Hollande,6,12,Pintes,0.5,0
3679,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Esprit de Coclearia,Hollande,2,4,Flacons,0.5,0
3680,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Etain en blues,Hollande,9,12,Livres,0.75,0
3681,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Etain ouvré,Hollande,200,200,Livres,1,0
3682,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Etain ouvré,Hollande,50,50,Pots,1,0
3683,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Fayence,Hollande,345,690,Livres,0.5,0
3684,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,7,Fer en barres,Hollande,34140,227600,Livres,0.15,0
3685,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fer blanc simple,Hollande,480,4,Barils,120,0
3686,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fer en cercles,Hollande,2851.4,14257,Livres,0.2,0
3687,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fer coulé,Hollande,228.9,763,Livres,0.3,0
3688,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fer en poëles a frire,Hollande,20935.6,59816,Livres,0.35,0
3689,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fer en taule,Hollande,1869,7476,Livres,0.25,0
3690,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Ferrements,Hollande,1175.1,3917,Livres,0.3,0
3691,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Figues,Hollande,2616,13080,Livres,0.2,0
3692,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fil blanc,Hollande,1230,410,Livres,3,0
3693,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fil de fer,Hollande,5856.9,19523,Livres,0.3,0
3694,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fil a gargousses,Hollande,12,30,Livres,0.4,0
3695,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fil de leton,Hollande,2830,2264,Livres,1.25,0
3696,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fil a voile,Hollande,15000,20000,Livres,0.75,0
3697,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Filasse aprêtée,Hollande,244.8,408,Livres,0.6,0
3698,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fleches marines,Hollande,252,42,En nombre,6,0
3699,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fotas,Hollande,882,63,Pièces,14,0
3700,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fromages de hollande,Hollande,65420,261680,Livres,0.25,0
3701,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Fusils,Hollande,2100,300,Livres,7,0
3702,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Galanga,Hollande,7.5,50,Livres,0.15,0
3703,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Galles,Hollande,408,408,Livres,1,0
3704,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Garance,Hollande,19969.6,49924,Livres,0.4,0
3705,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gentienne,Hollande,6,50,Livres,0.12,0
3706,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Girofle,Hollande,15760,1576,Livres,10,0
3707,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gomme adragant,Hollande,50,50,Livres,1,0
3708,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gomme ammoniac,Hollande,24,16,Livres,1.5,0
3709,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gomme arabique,Hollande,2668.25,821,Livres,3.25,0
3710,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gomme de Cèdre,Hollande,2275,700,Livres,3.25,0
3711,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gomme Gutte,Hollande,100,25,Livres,4,0
3712,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gomme keraque,Hollande,81.25,25,Livres,3.25,0
3713,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Graine d'ambrette,Hollande,50,25,Livres,2,0
3714,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Graine de foin,Hollande,117.5,470,Livres,0.25,0
3715,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Graine de choux,Hollande,5,5,Livres,1,0
3716,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Grelots,Hollande,12,12,Paquets,1,0
3717,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Grelots,Hollande,300,300,Livres,1,0
3718,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,8,Gaines de couteaux,Hollande,37,370,Livres,0.1,0
3719,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Guinée,Hollande,52500,2100,PIèces,25,0
3720,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Harangs blancs,Hollande,14895,496.5,Barils,30,0
3721,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Harangs blancs,Hollande,75,10,Quarts,7.5,0
3722,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Harangs sors,Hollande,1120,56,Barils,20,0
3723,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Harangs sors,Hollande,42200,2110,Livres,20,0
3724,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Huile de girofle,Hollande,210,7,Livres,30,0
3725,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Huile de lin,Hollande,6429.9,21433,Livres,0.3,0
3726,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Huile de palme,Hollande,12.5,25,Livres,0.5,0
3727,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Huile de poisson,Hollande,22948.2,76494,Livres,0.3,0
3728,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Huile de scorpion,Hollande,24,8,Livres,3,0
3729,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Huile de sein,Hollande,56,14,Livres,4,0
3730,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Jalap,Hollande,6810,681,Livres,10,0
3731,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Jambons,Hollande,676,1690,Livres,0.4,0
3732,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Indes flottante,Hollande,300,25,Livres,12,0
3733,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Indienne,Hollande,61560,2280,Pièces,27,0
3734,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Indigo,Hollande,100,25,Livres,4,0
3735,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Ipecacuana,Hollande,30,12,Livres,2.5,0
3736,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Lames d'epées,Hollande,360,120,Livres,3,0
3737,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Liens de fil,Hollande,1580,790,Livres,2,0
3738,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Limes,Hollande,335,670,Livres,0.5,0
3739,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Limeneas,Hollande,13122,486,Pièces,27,0
3740,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Lin cru,Hollande,480,1200,Livres,0.4,0
3741,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Lin peigné,Hollande,3.6,6,Livres,0.6,0
3742,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Manches de gaffe,Hollande,40,200,En nombre,0.2,0
3743,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Mane,Hollande,1060,530,Livres,2,0
3744,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Marbres a joüer,Hollande,380,950,Livres,0.4,0
3745,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Masses,Hollande,5,10,En nombre,0.5,0
3746,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Mastic,Hollande,6.25,25,Livres,0.25,0
3747,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Mats,Hollande,0,20,En nombre,0,0
3748,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Matures,Hollande,200,1,Valeur,200,0
3749,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Matreaux,Hollande,156,26,En nombre,6,0
3750,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Mercerie,Hollande,7868,3934,Livres,2,0
3751,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Mine de plomb,Hollande,650,2600,Livres,0.25,0
3752,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,9,Manchettes d'acier,Hollande,30,10,En nombre,3,0
3753,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Mouchoirs bleus,Hollande,384,32,PIèces,12,0
3754,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Moulin a mahus,Hollande,120,4,En nombre,30,0
3755,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Moulins a sucre,Hollande,0,1,En nombre,0,0
3756,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Muscades,Hollande,7104,888,Livres,8,0
3757,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Naukinel,Hollande,1000,100,PIèces,10,0
3758,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Néganepeaux,Hollande,6000,240,PIèces,25,0
3759,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Neptunes de cuivre,Hollande,855,570,Livres,1.5,0
3760,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Nicaneas,Hollande,10860,543,PIèces,20,0
3761,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Ocre,Hollande,45.8,916,Livres,0.05,0
3762,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Oignons de fleurs,Hollande,0,,Valeur,56,0
3763,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Orge mondée,Hollande,737.7,2459,Livres,0.3,0
3764,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Orpiment,Hollande,482.7,1609,Livres,0.3,0
3765,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Orpin,Hollande,17.5,50,Livres,0.35,0
3766,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Pains a cacheter,Hollande,4,8,Onces,0.5,0
3767,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Papier blanc,Hollande,2490,415,Rames,6,0
3768,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Pareira brava,Hollande,25,50,Livres,0.5,0
3769,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Patenas,Hollande,1600,80,PIèces,20,0
3770,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Peaux de lapin,Hollande,10.8,72,En nombre,0.15,0
3771,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Peaux de loup ; de bois,Hollande,6,2,PIèces,3,0
3772,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,10,Peaux de loup ; cervier,Hollande,120,6,PIèces,20,0
