numrodeligne,dataentryby,source,sourcepath,sourcetype,year,sheet,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
982,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Cochenille mesteque,Marseille,Pour l'Italie,7817,Livres,18,140706,0,
983,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Colle forte,Marseille,Pour l'Italie,5887,Livres,"0,4",2354,"0,8",
984,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Colloquinte,Marseille,Pour l'Italie,2687,Livres,"0,9",2418,"0,3",
985,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Colombine,Marseille,Pour l'Italie,45,Charges,"0,75",33,"0,75",
986,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Colombine,Marseille,Pour l'Italie,82400,Livres,"0,003",206,0,
987,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Confitures,Marseille,Pour l'Italie,2580,Livres,1,2580,0,
988,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Coque levant,Marseille,Pour l'Italie,100,Livres,1,100,0,
989,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Corail gros,Marseille,Pour l'Italie,938,Livres,20,18760,0,
990,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Corail de jardin,Marseille,Pour l'Italie,690,Livres,"0,1",69,0,
991,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Corail ouvré,Marseille,Pour l'Italie,2410,Livres,160,385600,0,
992,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Corail terrail,Marseille,Pour l'Italie,12,Livres,1,12,0,
993,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,45,Exports,Cordages de chanvre,Marseille,Pour l'Italie,49377,Livres,"0,3",14813,"0,1",
994,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cordage d'espars,Marseille,Pour l'Italie,570,Douzaines,5,2850,0,
995,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cordages vieux,Marseille,Pour l'Italie,5600,Livres,"0,075",420,0,
996,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Coton filé,Marseille,Pour l'Italie,364718,Livres,"1,1",401189,"0,8",
997,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cotton en laine,Marseille,Pour l'Italie,445746,Livres,"0,5",222873,0,
998,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cornes de mouton,Marseille,Pour l'Italie,1000,Paires,"0,05",50,0,
999,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couffins de palmes,Marseille,Pour l'Italie,90,Douzaines,5,450,0,
1000,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couperose blanche,Marseille,Pour l'Italie,700,Livres,"0,3",210,0,
1001,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couperoze verte,Marseille,Pour l'Italie,71550,Livres,"0,09",6439,"0,5",
1002,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Coucons de verre a soye,Marseille,Pour l'Italie,7200,Livres,"0,4",2880,0,
1003,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couteaux communs,Marseille,Pour l'Italie,838,Grosses,30,25140,0,
1004,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couteaux communs,Marseille,Pour l'Italie,1200,Livres,2,2400,0,
1005,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couteaux flamans,Marseille,Pour l'Italie,483,Grosses,40,19320,0,
1006,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couteaux de table,Marseille,Pour l'Italie,18,Douzaines,4,72,0,
1007,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couvertures de laine,Marseille,Pour l'Italie,3753,en nombre,12,45036,0,
1008,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couvertures de montpellier,Marseille,Pour l'Italie,52,Douzaines,150,7800,0,
1009,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Couvertures soye et coton,Marseille,Pour l'Italie,8,Nombre,20,160,0,
1010,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Creme de tartre,Marseille,Pour l'Italie,1025,Livres,"0,4",410,0,
1011,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Crin de cheval,Marseille,Pour l'Italie,400,Livres,"0,6",240,0,
1012,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cumin,Marseille,Pour l'Italie,14725,Livres,"0,17",2503,"0,25",
1013,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cuirs de beuf en poil,Marseille,Pour l'Italie,4296,Livres,"0,4",1718,"0,4",
1014,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cuirs de beuf tannés,Marseille,Pour l'Italie,22,Livres,36,792,0,
1015,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,46,Exports,Cuirs de beuf tannés,Marseille,Pour l'Italie,25129,Livres,"0,6",15077,"0,4",
1016,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,cuirs de vache en poil,Marseille,Pour l'Italie,17,Livres,18,306,0,
1017,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Cuirs de vache tannés,Marseille,Pour l'Italie,186,Livres,26,4836,0,
1018,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Cuisses d'oye a la daube,Marseille,Pour l'Italie,400,Livres,"0,4",160,0,
1019,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Cuivre rouge ouvré,Marseille,Pour l'Italie,7600,Livres,2,15200,0,
1020,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Cuivre tangoul,Marseille,Pour l'Italie,3474,Livres,"0,9",3126,"0,6",
1021,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Cuivre vieux,Marseille,Pour l'Italie,566,Livres,1,566,0,
1022,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Dame jannes,Marseille,Pour l'Italie,3195,en nombre,2,6390,0,
1023,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Dattes,Marseille,Pour l'Italie,960,Livres,"0,16",153,"0,6",
1024,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Demitte,Marseille,Pour l'Italie,754,Pieces,3,2262,0,
1025,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Dentelle dupuy,Marseille,Pour l'Italie,2257,Livres,2,4514,0,
1026,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Dindonneaux,Marseille,Pour l'Italie,189,Nombre,"1,25",236,"0,25",
1027,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Doüelle a tonneaux,Marseille,Pour l'Italie,100,Tonneaux,4,400,0,
1028,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Draps londrin,Marseille,Pour l'Italie,200395,Livres,7,1402765,0,
1029,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Draperie petite,Marseille,Pour l'Italie,711344,Livres,3,2134032,0,
1030,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Drogueries,Marseille,Pour l'Italie,37029,Livres,1,37029,0,
1031,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau de fleur d'orange,Marseille,Pour l'Italie,700,Livres,"0,5",350,0,
1032,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau forte,Marseille,Pour l'Italie,84,Livres,"1,25",105,0,
1033,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau de melisse,Marseille,Pour l'Italie,1200,Livres,"1,5",1800,0,
1034,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau de raisine,Marseille,Pour l'Italie,18653,Livres,"0,1",1865,"0,3",
1035,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau de la reyne d'Hongrie,Marseille,Pour l'Italie,36894,Livres,"0,75",27670,"0,5",
1036,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau roze,Marseille,Pour l'Italie,500,Livres,"0,25",125,0,
1037,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,47,Exports,Eau de vie,Marseille,Pour l'Italie,220845,Livres,"0,2",44169,0,
1038,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Ecaille de tortue,Marseille,Pour l'Italie,128,Livres,8,1024,0,
1039,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Encens,Marseille,Pour l'Italie,58092,Livres,1,58092,0,
1040,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Epicerie fine,Marseille,Pour l'Italie,966,Livres,6,5796,0,
1041,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Eponges,Marseille,Pour l'Italie,2106,Livres,1,2106,0,
1042,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Escamitte,Marseille,Pour l'Italie,152,Pieces,"2,5",380,0,
1043,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Escayolle,Marseille,Pour l'Italie,14725,Livres,"0,1",1472,"0,5",
1044,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Essence,Marseille,Pour l'Italie,550,Livres,1,550,0,
1045,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Estampes,Marseille,Pour l'Italie,460,Livres,5,2300,0,
1046,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Etain ouvré,Marseille,Pour l'Italie,1740,Livres,"1,25",2175,0,
1047,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,"Etoffe or, argent et soye",Marseille,Pour l'Italie,801,Livres,80,64080,0,
1048,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Etoffe de soye,Marseille,Pour l'Italie,12836,Livres,2,25672,0,
1049,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Evantails communs,Marseille,Pour l'Italie,250,Livres,10,2500,0,
1050,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Evantails de tafetas,Marseille,Pour l'Italie,742,Douzaines,30,22260,0,
1051,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Evantails de tafetas,Marseille,Pour l'Italie,100,Livres,20,2000,0,
1052,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Farine,Marseille,Pour l'Italie,529,Livres,"0,1",52,"0,9",
1053,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fayance,Marseille,Pour l'Italie,21899,Livres,"0,5",10949,"0,5",
1054,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fer en barre,Marseille,Pour l'Italie,337050,Livres,"0,18",60669,0,
1055,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fer blanc,Marseille,Pour l'Italie,78093,Livres,"0,6",46855,"0,8",
1056,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fer ouvré,Marseille,Pour l'Italie,2449,Livres,"0,2",489,"0,8",
1057,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fer vieux,Marseille,Pour l'Italie,97125,Livres,"0,12",11655,0,
1058,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fer achou,Marseille,Pour l'Italie,2425,Livres,"0,075",181,"0,88",
1059,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,48,Exports,Fenouil de florence,Marseille,Pour l'Italie,3200,Livres,"0,25",800,0,
1060,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Feves,Marseille,Pour l'Italie,3544,Charges,12,42528,0,
1061,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Figues,Marseille,Pour l'Italie,60338,Livres,"0,1",6033,"0,8",
1062,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Fil de chevre,Marseille,Pour l'Italie,1909,Livres,3,5727,0,
1063,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Fil a coudre,Marseille,Pour l'Italie,780,Livres,2,1560,0,
1064,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Fil de fer,Marseille,Pour l'Italie,200,Livres,"0,5",100,0,
1065,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Fil de laton,Marseille,Pour l'Italie,6000,Livres,"1,4",8400,0,
1066,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Filets d'espars,Marseille,Pour l'Italie,433,Grosses,4,1732,0,
1067,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Filets d'espars,Marseille,Pour l'Italie,30,Milliers,45,1350,0,
1068,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Filets pour la pesche,Marseille,Pour l'Italie,3978,Livres,"1,5",5967,0,
1069,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Fleur de roze,Marseille,Pour l'Italie,421,Livres,1,421,0,
1070,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1743,Local,1743,49,Exports,Fleur de souffre,Marseille,Pour l'Italie,1100,Livres,"0,2",220,0,
