numrodeligne,dataentryby,source,sourcepath,sourectype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
948,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Exports,Colombine,Marseille,Pour l'Italie,"112,5",Charges,12,1350,0,
949,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,,Sortie,Colombine,Marseille,Pour l'Italie,85800,Livres,"0,04",3432,0,
950,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Dattes,Marseille,Pour l'Italie,1425,Livres,"0,15",213,"0,75",
951,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Drogueries,Marseille,Pour l'Italie,26831,Livres,1,26831,0,
952,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Draperie fine,Marseille,Pour l'Italie,594,Livres,"0,4",237,"0,6",
953,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Drap londrin,Marseille,Pour l'Italie,484785,Livres,7,3393495,0,
954,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Drap de colmars,Marseille,Pour l'Italie,189,Pieces,100,18900,0,
955,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Draperie petite,Marseille,Pour l'Italie,404884,Livres,3,1214652,0,
956,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Demitte,Marseille,Pour l'Italie,1640,Pieces,"2,5",4160,-60,Erreur de calcul
957,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Demitte,Marseille,Pour l'Italie,450,Livres,1,450,0,
958,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Dame jannes,Marseille,Pour l'Italie,82,Douzaines,40,3280,0,
959,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Douelles a tonneaux,Marseille,Pour l'Italie,328,Tonneaux,6,1968,0,
960,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Epicerie fine,Marseille,Pour l'Italie,1997,Livres,5,9985,0,
961,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau de vie,Marseille,Pour l'Italie,248754,Livres,"0,2",49750,"0,8",
962,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau de melisse,Marseille,Pour l'Italie,350,Livres,"1,5",525,0,
963,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau de fleurs d'orange,Marseille,Pour l'Italie,370,Livres,"0,5",185,0,
964,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau roze,Marseille,Pour l'Italie,2558,Livres,"0,5",1968,-689,Erreur de calcul
965,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau de la Reyne d'Hongrie,Marseille,Pour l'Italie,32482,Livres,"0,75",24361,"0,5",
966,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau medicinale,Marseille,Pour l'Italie,300,Livres,"0,5",150,0,
967,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau de resine,Marseille,Pour l'Italie,1780,Livres,"0,5",890,0,
968,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eau forte,Marseille,Pour l'Italie,180,Livres,"1,25",225,0,
969,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Essence,Marseille,Pour l'Italie,463,Livres,1,463,0,
970,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Encens,Marseille,Pour l'Italie,21388,Livres,"0,45",9624,"0,6",
971,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Eponges,Marseille,Pour l'Italie,2458,Livres,1,2458,0,
972,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Esquine,Marseille,Pour l'Italie,3931,Livres,"1,25",4913,"0,75",
973,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Sortie,Etoffe de soye or et argent,Marseille,Pour l'Italie,1825,Livres,80,146000,0,
974,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Etoffe de soye,Marseille,Pour l'Italie,10598,Livres,40,423920,0,
975,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Etoffe de laine,Marseille,Pour l'Italie,200,Livres,"1,5",300,0,
976,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Escamitte,Marseille,Pour l'Italie,370,Pieces,"2,25",832,"0,5",
977,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Evantails,Marseille,Pour l'Italie,117,Douzaines,30,3510,0,
978,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Evantails,Marseille,Pour l'Italie,2471,Livres,16,39536,0,
979,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Estampes,Marseille,Pour l'Italie,2950,Livres,10,29500,0,
980,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Etoupes de vieux cordages,Marseille,Pour l'Italie,600,Livres,"0,05",30,0,
981,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Escayolles,Marseille,Pour l'Italie,33575,Livres,"0,12",4029,0,
982,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Etain ouvré,Marseille,Pour l'Italie,6893,Livres,"1,25",8616,"0,25",
983,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Ecaille de tortue,Marseille,Pour l'Italie,657,Livres,6,3942,0,
984,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Ecorce de Gayac,Marseille,Pour l'Italie,575,Livres,"0,25",143,"0,75",
985,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Espars,Marseille,Pour l'Italie,62,Milliers,45,2790,0,
986,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Farine,Marseille,Pour l'Italie,725550,Livres,"0,07",50788,"0,5",
987,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Feves,Marseille,Pour l'Italie,1474,Charges,15,22110,0,
988,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Figues,Marseille,Pour l'Italie,158600,Livres,"0,1",15860,0,
989,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fromage,Marseille,Pour l'Italie,40071,Livres,"0,2",8014,"0,2",
990,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fleurs de soulphre,Marseille,Pour l'Italie,1475,Livres,"0,23",339,"0,25",
991,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fleurs artificielles,Marseille,Pour l'Italie,500,Livres,50,25000,0,
992,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Filozelle,Marseille,Pour l'Italie,102,Livres,5,510,0,
993,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fil de laine,Marseille,Pour l'Italie,150,Livres,4,600,0,
994,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fil a coudre,Marseille,Pour l'Italie,3365,Livres,2,6730,0,
995,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fil de bourgogne,Marseille,Pour l'Italie,325,Livres,"1,5",487,"0,5",
996,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fil de chevre,Marseille,Pour l'Italie,2131,Livres,3,6393,0,
997,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Filets pour la pesche,Marseille,Pour l'Italie,100,Nombre,30,3000,0,
998,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Filets d'espars,Marseille,Pour l'Italie,237,Grosses,5,1185,0,
999,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Filets d'espars,Marseille,Pour l'Italie,10,Milliers,45,450,0,
1000,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fil de latton,Marseille,Pour l'Italie,1921,Livres,"1,4",2689,"0,4",
1001,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fil de fer,Marseille,Pour l'Italie,2557,Livres,"0,5",1278,"0,5",
1002,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Faucilles,Marseille,Pour l'Italie,840,Nombre,"0,25",210,0,
1003,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,35,1741,Sortie,Fer blanc,Marseille,Pour l'Italie,24983,Livres,"0,6",14989,"0,8",
1004,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Fer en barres,Marseille,Pour l'Italie,369625,Livres,"0,18",66932,"-399,5",Erreur de calcul
1005,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Fer vieux,Marseille,Pour l'Italie,207850,Livres,"0,075",15588,"0,75",
1006,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Ferrachon,Marseille,Pour l'Italie,750,Livres,"0,075",56,"0,25",
1007,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Fayence,Marseille,Pour l'Italie,33395,Livres,"0,5",16697,"0,5",
1008,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Fumier,Marseille,Pour l'Italie,58,Charges,"0,4",23,"0,2",
1009,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gerofle,Marseille,Pour l'Italie,2599,Livres,"8,5",22091,"0,5",
1010,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Garence,Marseille,Pour l'Italie,26400,Livres,"0,4",10560,0,
1011,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gingembre,Marseille,Pour l'Italie,8400,Livres,"0,13",1092,0,
1012,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Galbanon,Marseille,Pour l'Italie,213,Livres,2,426,0,
1013,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Grabeau de poivre,Marseille,Pour l'Italie,213,Livres,"0,35",74,"0,55",
1014,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Grabeau de Mirthe,Marseille,Pour l'Italie,200,Livres,"0,45",90,0,
1015,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Grabeau de sené,Marseille,Pour l'Italie,661,Livres,"0,4",264,"0,4",
1016,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Grabeau d'encens,Marseille,Pour l'Italie,2700,Livres,"0,2",540,0,
1017,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Grabeau de canefice,Marseille,Pour l'Italie,2500,Livres,"0,1",250,0,
1018,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Grabeau de cire,Marseille,Pour l'Italie,5900,Livres,"0,6",3540,0,
1019,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Graine de jardin,Marseille,Pour l'Italie,5086,Livres,"1,25",6357,"0,5",Erreur de calcul
1020,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Graine de moutarde,Marseille,Pour l'Italie,2869,Livres,"0,2",573,"0,8",
1021,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Graine de canarie,Marseille,Pour l'Italie,200,Livres,"0,1",20,0,
1022,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Graine de chanvre,Marseille,Pour l'Italie,20500,Livres,"0,15",3075,0,
1023,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Galles d'Alep,Marseille,Pour l'Italie,69463,Livres,"0,45",31258,"0,35",
1024,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gomme arabique,Marseille,Pour l'Italie,3489,Livres,"0,35",1221,"0,15",
1025,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gomme armoniac,Marseille,Pour l'Italie,4220,Livres,2,8440,0,
1026,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gomme adragan,Marseille,Pour l'Italie,300,Livres,"0,9",270,0,
1027,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gomme lacque,Marseille,Pour l'Italie,764,Livres,"1,25",955,0,
1028,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gomme sandarasse,Marseille,Pour l'Italie,663,Livres,"0,75",497,"0,25",
1029,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Galanga,Marseille,Pour l'Italie,1132,Livres,3,3396,0,
1030,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gaudron,Marseille,Pour l'Italie,110175,Livres,"0,09",9915,"0,75",
1031,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gans de soye,Marseille,Pour l'Italie,24,Paires,5,120,0,
1032,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,36,1741,Sortie,Gans de coton,Marseille,Pour l'Italie,48,Paires,"1,5",72,0,
1033,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,37,1741,Sortie,Gans de chamois,Marseille,Pour l'Italie,60,Paires,"0,75",45,0,
1034,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,37,1741,Sortie,Gans de chamois,Marseille,Pour l'Italie,510,Livres,12,6120,0,
1035,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,37,1741,Sortie,Harans sors,Marseille,Pour l'Italie,839,Barrils,30,25170,0,
1036,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,37,1741,Sortie,Huile d'olive,Marseille,Pour l'Italie,99,Milleroles,60,5940,0,
