numrodeligne,dataentryby,Source,,,Page,Année,Import/Import,Nom Marchandise,Direction,Pays/Région,Quantité,Unité de poids/quantité,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Prix unitaire en  Lt (décimale),Valeur / unité de compte Lt,Valeur / unité de compte Sous,Valeur/ unité de compte Deniers,"Valeur en livres, sous et deniers",Valeur en décimales de livres tournois,Différence,Remarques
936,Pascal Fontaine,Marseille,,,17,1750,Import,Laine de sigovie,Marseille,Portugal,"1 260,00",livres,,"32,00",,"1,60000",2016,,,"2016,00","2 016,00","0,00",
937,Pascal Fontaine,Marseille,,,17,1750,Import,Salsepareille,Marseille,Portugal,"5 800,00",livres,,"40,00",,"2,00000",11600,,,"11600,00","11 600,00","0,00",
938,Pascal Fontaine,Marseille,,,17,1750,Import,Soyeries,Marseille,Portugal,"3 300,00",livres,"12,000",,,"12,00000",39600,,,"39600,00","39 600,00","0,00",
939,Pascal Fontaine,Marseille,,,17,1750,Import,Sucre blanc,Marseille,Portugal,"86,00",caisses,"400,000",,,"400,00000",34400,,,"34400,00","34 400,00","0,00",
940,Pascal Fontaine,Marseille,,,17,1750,Import,Tabac,Marseille,Portugal,"36 000,00",livres,,"40,00",,"2,00000",72000,,,"72000,00","72 000,00","0,00",
941,Pascal Fontaine,Marseille,,,17,1750,Import,Toille blanche,Marseille,Portugal,"3,00",pièces,"80,000",,,"80,00000",240,,,"240,00","240,00","0,00",
942,Pascal Fontaine,Marseille,,,17,1750,Import,Vin muscat,Marseille,Portugal,"15,00",milleroles,"50,000",,,"50,00000",750,,,"750,00","750,00","0,00",
943,Pascal Fontaine,Marseille,,,17,1750,Import,Bourres a bastier,Marseille, Savoye et Piemont,"35,00",livres,,,,"0,00000",,,,"0,00","0,00","0,00",pas de montant unitaire
944,Pascal Fontaine,Marseille,,,17,1750,Import,Chanvre cru,Marseille, Savoye et Piemont,"20 200,00",livres,"0,180",,,"0,18000",3636,,,"3636,00","3 636,00","0,00",
945,Pascal Fontaine,Marseille,,,17,1750,Import,Cheval jument,Marseille, Savoye et Piemont,"1,00",en nombre,"120,000",,,"120,00000",120,,,"120,00","120,00","0,00",
946,Pascal Fontaine,Marseille,,,17,1750,Import,Corde de chanvre,Marseille, Savoye et Piemont,"12,00",livres,,"6,00",,"0,30000",3,,,"3,00","3,60","-0,60",
947,Pascal Fontaine,Marseille,,,17,1750,Import,Faulx a faucher,Marseille, Savoye et Piemont,"220,00",livres,,"10,00",,"0,50000",110,,,"110,00","110,00","0,00",
948,Pascal Fontaine,Marseille,,,17,1750,Import,Fromage,Marseille, Savoye et Piemont,"2 600,00",livres,,"6,00",,"0,30000",780,,,"780,00","780,00","0,00",
949,Pascal Fontaine,Marseille,,,17,1750,Import,Laine surge,Marseille, Savoye et Piemont,"200,00",livres,,"8,00",,"0,40000",80,,,"80,00","80,00","0,00",
950,Pascal Fontaine,Marseille,,,17,1750,Import,Moutons,Marseille, Savoye et Piemont,"402,00",pièces,"10,000",,,"10,00000",4020,,,"4020,00","4 020,00","0,00",
951,Pascal Fontaine,Marseille,,,17,1750,Import,Mulle,Marseille, Savoye et Piemont,"1,00",pièces,"100,000",,,"100,00000",100,,,"100,00","100,00","0,00",
952,Pascal Fontaine,Marseille,,,17,1750,Import,Œuf,Marseille, Savoye et Piemont,"300,00",en nombre,"0,030",,,"0,03000",9,,,"9,00","9,00","0,00",
953,Pascal Fontaine,Marseille,,,17,1750,Import,Peaux de blereau,Marseille, Savoye et Piemont,"2,00",en nombre,,"30,00",,"1,50000",3,,,"3,00","3,00","0,00",
954,Pascal Fontaine,Marseille,,,17,1750,Import,Peaux de chevre,Marseille, Savoye et Piemont,"2,00",douzaines,"15,000",,,"15,00000",30,,,"30,00","30,00","0,00",
955,Pascal Fontaine,Marseille,,,17,1750,Import,Peaux de lievres,Marseille, Savoye et Piemont,"23,00",en nombre,,"5,00",,"0,25000",6,,,"6,00","5,75","0,25",
956,Pascal Fontaine,Marseille,,,17,1750,Import,Peaux de mouton en laine,Marseille, Savoye et Piemont,"52,00",pièces,"3,000",,,"3,00000",156,,,"156,00","156,00","0,00",
957,Pascal Fontaine,Marseille,,,17,1750,Import,Peaux de renard,Marseille, Savoye et Piemont,"2,00",en nombre,,"20,00",,"1,00000",2,,,"2,00","2,00","0,00",
958,Pascal Fontaine,Marseille,,,17,1750,Import,Peaux de veau,Marseille, Savoye et Piemont,"20,00",en nombre,"5,000",,,"5,00000",100,,,"100,00","100,00","0,00",
959,Pascal Fontaine,Marseille,,,17,1750,Import,Pierres a faulx,Marseille, Savoye et Piemont,"4,00",livres,,"6,00",,"0,30000",1,,,"1,00","1,20","-0,20",
960,Pascal Fontaine,Marseille,,,17,1750,Import,Poules,Marseille, Savoye et Piemont,"16,00",en nombre,,"20,00",,"1,00000",16,,,"16,00","16,00","0,00",
961,Pascal Fontaine,Marseille,,,17,1750,Import,Ris,Marseille, Savoye et Piemont,"27 400,00",livres,"0,120",,,"0,12000",3288,,,"3288,00","3 288,00","0,00",
962,Pascal Fontaine,Marseille,,,17,1750,Import,Vache,Marseille, Savoye et Piemont,"1,00",en nombre,"60,000",,,"60,00000",60,,,"60,00","60,00","0,00",
963,Pascal Fontaine,Marseille,,,17,1750,Import,Veaux de lait,Marseille, Savoye et Piemont,"10,00",en nombre,"30,000",,,"30,00000",300,,,"300,00","300,00","0,00",
964,Pascal Fontaine,Marseille,,,17,1750,Import,Bois de campeche,Marseille,Isles françoises de l'Amerique,"59 090,00",livres,,"3,00",,"0,15000",8863,,,"8863,00","8 863,50","-0,50",
965,Pascal Fontaine,Marseille,,,17,1750,Import,Bois de gayac,Marseille,Isles françoises de l'Amerique,"13 122,00",livres,,"2,00",,"0,10000",1312,,,"1312,00","1 312,20","-0,20",
966,Pascal Fontaine,Marseille,,,17,1750,Import,Cacao,Marseille,Isles françoises de l'Amerique,"353 528,00",livres,,"26,00",,"1,30000",459586,,,"459586,00","459 586,40","-0,40",
967,Pascal Fontaine,Marseille,,,17,1750,Import,Caffé,Marseille,Isles françoises de l'Amerique,"877 731,00",livres,,"15,00",,"0,75000",658298,,,"658298,00","658 298,25","-0,25",
968,Pascal Fontaine,Marseille,,,17,1750,Import,Caffé en parchemin,Marseille,Isles françoises de l'Amerique,"13 143,00",livres,,"12,00",,"0,60000",7885,,,"7885,00","7 885,80","-0,80",
969,Pascal Fontaine,Marseille,,,17,1750,Import,Camphre,Marseille,Isles françoises de l'Amerique,"7 758,00",livres,"5,000",,,"5,00000",38790,,,"38790,00","38 790,00","0,00",
970,Pascal Fontaine,Marseille,,,17,1750,Import,Canefice,Marseille,Isles françoises de l'Amerique,"118 239,00",livres,,"6,00",,"0,30000",35471,,,"35471,00","35 471,70","-0,70",
971,Pascal Fontaine,Marseille,,,17,1750,Import,Confitures,Marseille,Isles françoises de l'Amerique,"4 193,00",livres,,"20,00",,"1,00000",4193,,,"4193,00","4 193,00","0,00",
972,Pascal Fontaine,Marseille,,,17,1750,Import,Cuirs en poil,Marseille,Isles françoises de l'Amerique,"7 651,00",pièces,"14,000",,,"14,00000",107114,,,"107114,00","107 114,00","0,00",
973,Pascal Fontaine,Marseille,,,17,1750,Import,Cuirs tannés,Marseille,Isles françoises de l'Amerique,"88 464,00",livres,,"12,00",,"0,60000",53078,,,"53078,00","53 078,40","-0,40",
974,Pascal Fontaine,Marseille,,,17,1750,Import,Ecaille de tortue,Marseille,Isles françoises de l'Amerique,"556,00",livres,"3,000",,,"3,00000",1668,,,"1668,00","1 668,00","0,00",
975,Pascal Fontaine,Marseille,,,17,1750,Import,Gingembre,Marseille,Isles françoises de l'Amerique,"30 418,00",livres,"0,700",,,"0,70000",21292,,,"21292,00","21 292,60","-0,60",
976,Pascal Fontaine,Marseille,,,17,1750,Import,Indigo,Marseille,Isles françoises de l'Amerique,"180 827,00",livres,"4,000","10,00",,"4,50000",813721,,,"813721,00","813 721,50","-0,50",
977,Pascal Fontaine,Marseille,,,17,1750,Import,Rocou,Marseille,Isles françoises de l'Amerique,"84 349,00",livres,,"20,00",,"1,00000",84349,,,"84349,00","84 349,00","0,00",
978,Pascal Fontaine,Marseille,,,17,1750,Import,Sirop des isles,Marseille,Isles françoises de l'Amerique,"239,00",livres,,"20,00",,"1,00000",239,,,"239,00","239,00","0,00",
979,Pascal Fontaine,Marseille,,,17,1750,Import,Sucre brut,Marseille,Isles françoises de l'Amerique,"1 807 925,00",livres,"0,240",,,"0,24000",433902,,,"433902,00","433 902,00","0,00",
980,Pascal Fontaine,Marseille,,,17,1750,Import,Sucre terré,Marseille,Isles françoises de l'Amerique,"15 918 563,00",livres,,"6,00",,"0,30000",4775568,,,"4775568,00","4 775 568,90","-0,90",
981,Pascal Fontaine,Marseille,,,17,1750,Import,Sucre terré de Cayenne,Marseille,Isles françoises de l'Amerique,"966 025,00",livres,,"7,00",,"0,35000",338108,,,"338108,00","338 108,75","-0,75",
982,Pascal Fontaine,Marseille,,,17,1750,Import,Sucre tete,Marseille,Isles françoises de l'Amerique,"944 075,00",livres,"0,280",,,"0,28000",264341,,,"264341,00","264 341,00","0,00",
