line_number,source_type,year,customs_region,customs_office,partner,exports_imports,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,customs_office,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
770,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Tables de marbre,,,100,,2,pièces,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
771,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Terre à sucre,,,2544,,212,poinçons,12,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
772,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Tuffeaux,,,3470,,17350,en nombre,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
773,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Vin des canaries,,,504,,504,bouteilles,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
774,Local,1773,Nantes,,Isles françoises de l'Amérique,Exports,Vin de Champagne,,,1275,,1700,bouteilles,0.75,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,20,,,,,Thasectra,,,,,,,,,,,,
775,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Vin de Bordeaux,,,75000,,250,tonneaux,300,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
776,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Vin d'amons,,,17200,,86,tonneaux,200,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
777,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Vin nantois,,,81000,,810,tonneaux,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
778,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Vinaigre,,,840,,7,tonneaux,120,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
779,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Vinaigre,,,750,,50,quarts ,15,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
780,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Vaisselle d'argent,,,5000,,100,marcs,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
781,Local,1733,Nantes,,Isles françoises de l'Amérique,Exports,Verres à boire,,,1580,,1580,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,21,,,,,Thasectra,,,,,,,,,,,,
