numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
3037,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; En gobeleterie ***,Levant,3967,22042,434440,livres,10742,38911,,,0
3038,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; En gobeleterie ***,Russie,105,350,434440,livres,10742,38911,,,0
3039,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; En gobeleterie ***,Amériques,1606,1614,434440,livres,10742,38911,,,0
3040,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; En table,Pologne,577,770,434440,livres,,38911,,,0
3041,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Espagne,1663,,26362100,,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3042,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Portugal,10641,360.5,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3043,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Sardaigne,80194,152.600006104,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3044,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Genes,21600,300,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3045,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Barbarie,546,,26362100,,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3046,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Levant,1519,,26362100,,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3047,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Angleterre,102844,,26362100,,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3048,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Hollande,38033,821.400024414,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3049,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Villes ausiatiques,4245,28.7000007629,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3050,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Empreur,1349,,26362100,,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3051,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Suisse,313582,7144.70019531,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3052,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Dannemark,75337,1801.40002441,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3053,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Suede,824,1127,26362100,pintes,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3054,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Prusse,28373,745.400024414,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3055,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Russie,736,,26362100,,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3056,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; De France ; Divers,Amériques,39348,673.299987793,26362100,muids,721036,919319,26231450,Liquides : 1 muids=288 pintes,0
3057,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Vins ; de France ; Commun,Espagne,198283,5269.75,26362100,muids,919319,26200000,,Liquides : 1 muids=288 pintes,0
3058,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; de France ; D'anjou,Hollande,65166,1544.59997559,26362100,muids,403301,26200000,,Liquides : 1 muids=288 pintes,0
3059,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; de France ; D'anjou,Villes ausiatiques,11620,276.700012207,26362100,muids,403301,26200000,,Liquides : 1 muids=288 pintes,0
3060,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; de France ; D'anjou,Empreur,326515,7748.35009766,26362100,muids,403301,26200000,,Liquides : 1 muids=288 pintes,0
3061,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Espagne,125990,1025.15002441,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3062,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Portugal,3486,15.6999998093,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3063,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Sardaigne,36834,161.300003052,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3064,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Genes,5408,38.9000015259,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3065,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Toscane,2939,18.7000007629,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3066,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Etat***,4548,39.0499992371,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3067,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Naples,3671,20.5,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3068,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Barbarie,1555,9,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3069,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Levant,4017,26.7999992371,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3070,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Angleterre,5595956,19731.9003906,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3071,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Hollande,2335109,42961.3515625,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3072,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Villes ausiatiques,3437988,60350.8515625,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3073,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Empreur,800184,19139.5996094,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3074,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Pologne,32846,570.400024414,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3075,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Suisse,4824,63.7000007629,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3076,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Dannemark,970895,8414.299804689999,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3077,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Suede,467269,3550.05004883,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3078,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Prusse,2486114,29124.0996094,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3079,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Russie,1382466,11981.5996094,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3080,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux au muid,Amériques,68343,1019.59997559,26362100,muids,17800000,19700000,26231450,Liquides : 1 muids=288 pintes,0
3081,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux en bouteilles,Angleterre,6904,6921,26362100,en nombre,7054,19700000,26231450,Liquides : 1 muids=288 pintes,0
3082,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bordeaux en bouteilles,Dannemark,150,200,26362100,en nombre,7054,19700000,26231450,Liquides : 1 muids=288 pintes,0
3083,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Sardaigne,3161,9.80000019073,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3084,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Genes,2776,9.60000038147,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3085,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Toscane,1564,5.5,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3086,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Naples,1148,9.89999961853,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3087,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Angleterre,31290,148.669998169,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3088,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Hollande,3246,266,26362100,bouteilles,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3089,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Villes ausiatiques,20444,1170,26362100,bouteilles,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3090,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Empreur,275755,1637,26362100,bouteilles,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3091,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Pologne,413621,1621.80004883,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3092,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Suisse,1047839,4179.85009766,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3093,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Dannemark,2394,11.1999998093,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3094,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Suede,517,2.40000009537,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3095,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Prusse,183,11.6700000763,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3096,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en muid,Russie,1081,4.69999980927,26362100,muids,1805019,19700000,26231450,Liquides : 1 muids=288 pintes,0
3097,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Toscane,800,400,26362100,en nombre,71312,19700000,26231450,Liquides : 1 muids=288 pintes,0
3098,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Angleterre,56522,39844,26362100,en nombre,71312,19700000,26231450,Liquides : 1 muids=288 pintes,0
3099,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Villes ausiatiques,,,,,71312,26200000,,Liquides : 1 muids=288 pintes,0
3100,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Pologne,188,242,26362100,en nombre,71312,19700000,26231450,Liquides : 1 muids=288 pintes,0
3101,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Suisse,9382,6595,26362100,en nombre,71312,19700000,26231450,Liquides : 1 muids=288 pintes,0
3102,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Dannemark,560,560,26362100,en nombre,71312,19700000,26231450,Liquides : 1 muids=288 pintes,0
3103,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,204,Vins ; De France ; De Bourgogne en Bouteilles,Russie,3860,3860,26362100,en nombre,71312,19700000,26231450,Liquides : 1 muids=288 pintes,0
3104,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De santé en muid,Suisse,582557,7424.39990234,26362100,muids,925870,926070,26231450,Liquides : 1 muids=288 pintes,0
3105,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De santé en muid,Pologne,343313,4803.70019531,26362100,muids,925870,926070,26231450,Liquides : 1 muids=288 pintes,0
3106,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De santé en bouteilles,Suisse,200,200,26362100,en nombre,926070,26200000,,Liquides : 1 muids=288 pintes,0
3107,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De champagne en muid,Espagne,325,1.10000002384,26362100,muids,489654,974091,26231450,Liquides : 1 muids=288 pintes,0
3108,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De champagne en muid,Portugal,350,100,26362100,bouteilles,489654,974091,26231450,Liquides : 1 muids=288 pintes,0
3109,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De champagne en muid,Angleterre,5905,22,26362100,muids,489654,974091,26231450,Liquides : 1 muids=288 pintes,0
3110,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De champagne en muid,Empreur,336663,1596.34997559,26362100,muids,489654,974091,26231450,Liquides : 1 muids=288 pintes,0
3111,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De champagne en muid,Pologne,134003,677.400024414,26362100,muids,489654,974091,26231450,Liquides : 1 muids=288 pintes,0
3112,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,206,Vins ; De France ; De champagne en muid,Dannemark,386,1.60000002384,26362100,muids,489654,974091,26231450,Liquides : 1 muids=288 pintes,0
