numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
670,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Raisins fraix,Marseille,Italie,260500,Livres,"0,025",6512,"0,5",
671,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Raisin sec,Marseille,Italie,348125,Livres,"0,2",69625,0,
672,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Reglisse,Marseille,Italie,7850,Livres,"0,08",628,0,
673,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Rubarbe,Marseille,Italie,124,Livres,18,2232,0,
674,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Ris,Marseille,Italie,186525,Livres,"0,12",22383,0,
675,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Rocaille,Marseille,Italie,200,Livres,"0,5",100,0,
676,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Rocou,Marseille,Italie,6058,Livres,1,6058,0,
677,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Ruban de soye,Marseille,Italie,250,Livres,60,15000,0,
678,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Saffran,Marseille,Italie,226,Livres,15,3390,0,
679,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Saffranon,Marseille,Italie,3058,Livres,"0,65",1987,"0,7",
680,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Sardines salées,Marseille,Italie,4100,Livres,"0,3",1230,0,
681,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Saucissons,Marseille,Italie,200,Livres,"0,9",180,0,
682,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Savon blanc,Marseille,Italie,69076,Livres,"0,35",24176,"0,6",
683,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Savon madré ,Marseille,Italie,56546,Livres,"0,4",22618,"0,4",
684,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Savonnettes,Marseille,Italie,30,Livres,"0,125",3,"0,75",
685,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Savonnettes,Marseille,Italie,736,Livres,"0,6",441,"0,6",
686,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Sel armoniac,Marseille,Italie,6290,Livres,1,6290,0,
687,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Sel mineral,Marseille,Italie,1800,Livres,"1,5",2700,0,
688,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Sel de saturne,Marseille,Italie,511,Livres,"1,5",766,"0,5",
689,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Semen contra,Marseille,Italie,630,Livres,"2,5",1575,0,
690,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sené,Marseille,Italie,2795,Livres,"1,5",4142,"50,5",Erreur de calcul
691,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sirop d'alkerme,Marseille,Italie,2527,Livres,"1,75",4421,"1,25",Arrondi?
692,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sirop de capilaire,Marseille,Italie,17145,Livres,1,17145,0,
693,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sirop melasse,Marseille,Italie,297150,Livres,"0,08",23772,0,
694,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Soude,Marseille,Italie,267975,Livres,"0,09",24117,"0,75",
695,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Souffre,Marseille,Italie,1835,Livres,"0,15",274,"1,25",
696,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Souliers,Marseille,Italie,14784,Paires,"3,5",51744,0,
697,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Souliers,Marseille,Italie,659,Livres,5,3295,0,
698,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Soye aprestée,Marseille,Italie,4892,Livres,20,97840,0,
699,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Soye galette,Marseille,Italie,5200,Livres,10,52000,0,
700,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Stocfiche,Marseille,Italie,160050,Livres,"0,15",24007,"0,5",
701,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Storax,Marseille,Italie,270,Livres,3,810,0,
702,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sucre blanc,Marseille,Italie,2960000,Livres,"0,4",1184000,0,
703,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sucre brut,Marseille,Italie,33150,Livres,"0,35",11602,"0,5",
704,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sucre candy,Marseille,Italie,669,Livres,"1,1",735,"0,9",
705,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sucre rafiné,Marseille,Italie,74613,Livres,"0,6",44767,"0,8",
706,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sucre teste,Marseille,Italie,65875,Livres,"0,3",19762,"0,5",
707,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sucre versoir,Marseille,Italie,21350,Livres,"0,25",5337,"0,5",
708,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Suif,Marseille,Italie,800,Livres,"0,4",320,0,
709,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Sumac,Marseille,Italie,200,Livres,"0,2",40,0,
710,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Tabac,Marseille,Italie,7830,Livres,"0,2",1566,0,
711,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Talc de Venise,Marseille,Italie,200,Livres,1,200,0,
712,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,31,1747,Exports,Tapis de laine,Marseille,Italie,18,Livres,10,180,0,
713,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Tapisserie,Marseille,Italie,500,Livres,8,4000,0,
714,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Tartre,Marseille,Italie,32200,Livres,"0,24",7728,0,
715,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Terebenthine,Marseille,Italie,132,Livres,"0,5",66,0,
716,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Terraille,Marseille,Italie,100,Charges,"22,5",2250,0,
717,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Terraille,Marseille,Italie,3110,Livres,"0,07",217,"0,7",
718,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Terre d'ombre,Marseille,Italie,653,Livres,"0,05",32,"0,65",
719,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Terre de plomb,Marseille,Italie,4775,Livres,"0,05",238,"0,75",
720,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Thé,Marseille,Italie,546,Livres,3,1638,0,
721,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Thon mariné,Marseille,Italie,286,Livres,"0,9",258,"-0,6",
722,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile d'Allemagne,Marseille,Italie,5625,Livres,4,22500,0,
723,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile d'aman,Marseille,Italie,53,Pieces,15,795,0,
724,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile d'antioche,Marseille,Italie,429,Pieces,12,5148,0,
725,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile d'antioche,Marseille,Italie,3000,Livres,"0,3",900,0,
726,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile blanche,Marseille,Italie,48640,Livres,4,194560,0,
727,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile de cambray,Marseille,Italie,500,Livres,40,20000,0,
728,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile cordat,Marseille,Italie,750,Livres,"0,2",150,0,
729,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile crüe,Marseille,Italie,320,Livres,2,640,0,
730,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile grise,Marseille,Italie,250,Livres,"1,5",375,0,
731,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile de laval,Marseille,Italie,3750,Livres,"0,4",1500,0,
732,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile manouf,Marseille,Italie,100,Pieces,12,1200,0,
733,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile de montagne,Marseille,Italie,21786,Livres,"0,3",6535,"0,8",
734,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Toile a serviettes,Marseille,Italie,1428,Livres,2,2856,0,
735,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,32,1747,Exports,Treilly,Marseille,Italie,1120,Livres,"1,2",1344,0,
736,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Trenelle d'espars,Marseille,Italie,300,Livres,"0,1",30,0,
737,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Truffles,Marseille,Italie,968,Livres,4,3872,0,
738,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Tuilles,Marseille,Italie,1,Millier,,24,,Estimé
739,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vaisselle d'argent,Marseille,Italie,200,Marcs,57,11400,0,
740,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Verdet,Marseille,Italie,38741,Livres,"0,8",30992,"0,8",
741,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vermichel,Marseille,Italie,3662,Livres,"0,2",732,"0,4",
742,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vermillon,Marseille,Italie,380,Livres,5,1900,0,
743,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Verres a boire,Marseille,Italie,3500,Livres,1,3500,0,
744,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Verres casses,Marseille,Italie,2500,Livres,"0,05",125,0,
745,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Verres de cristal,Marseille,Italie,1138,Livres,2,2276,0,
746,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin blanc,Marseille,Italie,33,Milleroles,20,660,0,
747,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin de bourgogne,Marseille,Italie,728,Milleroles,80,58240,0,
748,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin de champagne,Marseille,Italie,416,Milleroles,160,66560,0,
749,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin de chipres,Marseille,Italie,4,Milleroles,60,240,0,
750,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin d'Espagne,Marseille,Italie,10,Milleroles,30,300,0,
751,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin de malaga,Marseille,Italie,76,Milleroles,60,4560,0,
752,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin muscat,Marseille,Italie,12,Caisses,12,144,0,
753,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin muscat,Marseille,Italie,391,Milleroles,60,23460,0,
754,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin muscat,Marseille,Italie,200,Livres,"1,5",300,0,
755,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin rouge commun,Marseille,Italie,1369,Charges,21,28749,0,
756,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vin rouge commun,Marseille,Italie,78212,Milleroles,7,547484,0,
757,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vinaigre,Marseille,Italie,12,Charges,18,216,0,
758,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vinaigre,Marseille,Italie,385,Milleroles,6,2310,0,
759,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,33,1747,Exports,Vitriol de chipres,Marseille,Italie,181,Livres,"0,6",108,"0,6",
