numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccount
772,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile d'embalage,Rennes,Espagne et Indes Occidentales,4000,Aunes,0,0,0,,
773,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,"Toile ouvrée, nappes et serviettes",Rennes,Espagne et Indes Occidentales,48,Douzaines,0,0,0,,
774,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,"Toile ouvrée, Chaussette",Rennes,Espagne et Indes Occidentales,80,Douzaines,0,0,0,,
775,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile peinte,Rennes,Espagne et Indes Occidentales,2,Pièces,0,0,0,,
776,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile peinte,Rennes,Espagne et Indes Occidentales,1,Coupons,0,0,0,,
777,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile d'Allemagne,Rennes,Espagne et Indes Occidentales,92,Pièces,0,0,0,,
778,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile sangalatte,Rennes,Espagne et Indes Occidentales,200,Pièces,0,0,0,,
779,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Vin de Canarie,Rennes,Espagne et Indes Occidentales,4,Tonneaux,0,0,0,,
780,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Vin de Bordeaux,Rennes,Espagne et Indes Occidentales,"12,5",Tonneaux,0,0,0,,
781,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Anchois,Rennes,Angleterre,2,Barils,0,0,0,,
782,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Eau de vie,Rennes,Angleterre,2,Bariques,0,0,0,,
783,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Figues,Rennes,Angleterre,120,Livres,0,0,0,,
784,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Fil écru,Rennes,Angleterre,6,Livres,0,0,0,,
785,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Liège,Rennes,Angleterre,100,Livres,0,0,0,,
786,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Miel,Rennes,Angleterre,600,Livres,0,0,0,,
787,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Pommes,Rennes,Angleterre,4,Paniers,0,0,0,,
788,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Peaux de veau en poil,Rennes,Angleterre,800,Nombres,0,0,0,,
789,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Plumes a lit,Rennes,Angleterre,100,Livres,0,0,0,,
790,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Piere de moulage,Rennes,Angleterre,150,Nombres,0,0,0,,
791,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Raisin,Rennes,Angleterre,424,Livres,0,0,0,,
792,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Savon,Rennes,Angleterre,2430,Livres,0,0,0,,
793,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Toile de halle,Rennes,Angleterre,4080,Aunes,0,0,0,,
794,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Toile de Leon,Rennes,Angleterre,3600,Aunes,0,0,0,,
795,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Toile de Morlaix,Rennes,Angleterre,66,Aunes,0,0,0,,
796,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Toile de laval,Rennes,Angleterre,18,Pièces,0,0,0,,
797,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Toile de Couti,Rennes,Angleterre,100,Aunes,0,0,0,,
798,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Toile a voile,Rennes,Angleterre,1260,Aunes,0,0,0,,
799,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Vin d'Espagne,Rennes,Angleterre,6,Bariques,0,0,0,,
800,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Septembre 1714,Vin de Bordeaux,Rennes,Angleterre,"12,75",Tonneaux,0,0,0,,
801,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Huitre a la daube,Rennes,Hollande,5,Bariques,0,0,0,,
802,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Ris,Rennes,Nord,4000,Livres,0,0,0,,
803,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Savon,Rennes,Nord,2500,Livres,0,0,0,,
804,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Canelle,Rennes,Espagne,75,Livres,0,0,0,,
805,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Gerofle,Rennes,Espagne,100,Livres,0,0,0,,
806,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Muscade,Rennes,Espagne,100,Livres,0,0,0,,
807,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Merain a bariques ; douelles,Rennes,Espagne,8000,Nombres,0,0,0,,
808,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Poivre,Rennes,Espagne,2559,Livres,0,0,0,,
809,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Peignes de cornes,Rennes,Espagne,500,Livres,0,0,0,,
810,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Papier,Rennes,Espagne,250,Rames,0,0,0,,
811,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Tabatieres de corne,Rennes,Espagne,100,Livres,0,0,0,,
812,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile de bretagne large,Rennes,Espagne,400,Pièces,0,0,0,,
813,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile de bretagne étroite,Rennes,Espagne,3000,Pièces,0,0,0,,
814,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile écruë,Rennes,Espagne,3006,Aunes,0,0,0,,
815,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile de laval,Rennes,Espagne,3600,Aunes,0,0,0,,
816,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile crée large,Rennes,Espagne,46500,Aunes,0,0,0,,
817,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile crée gratienne,Rennes,Espagne,4800,Aunes,0,0,0,,
818,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Toile crée rosconne,Rennes,Espagne,170000,Aunes,0,0,0,,
819,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Couverture de laine,Rennes,Portugal,300,Nombres,0,0,0,,
820,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Drap écarlatte,Rennes,Portugal,40,Aunes,0,0,0,,
821,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Drap d'Elbeuf,Rennes,Portugal,100,Aunes,0,0,0,,
822,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Drap de Berri,Rennes,Portugal,1024,Aunes,0,0,0,,
823,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Dauphine,Rennes,Portugal,3860,Aunes,0,0,0,,
824,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Damas cramoisi,Rennes,Portugal,48,Aunes,0,0,0,,
825,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Damas jaune,Rennes,Portugal,77,Aunes,0,0,0,,
826,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Damas vert,Rennes,Portugal,40,Aunes,0,0,0,,
827,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Eau de vie,Rennes,Portugal,"3,25",Tonneaux,0,0,0,,
828,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Farine,Rennes,Portugal,6000,Livres,0,0,0,,
829,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Galon d'or fin,Rennes,Portugal,18,Marcs,0,0,0,,
830,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Galon d'argent fin,Rennes,Portugal,18,Marcs,0,0,0,,
831,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Lard,Rennes,Portugal,10400,Livres,0,0,0,,
832,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,25,Septembre 1714,Panne de velour sur soie,Rennes,Portugal,40,Aunes,0,0,0,,
833,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Ras de maroc,Rennes,Portugal,4000,Aunes,0,0,0,,
834,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Rubans picard,Rennes,Portugal,400,Pièces,0,0,0,,
835,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Tafetas a la bonne femme,Rennes,Portugal,1300,Aunes,0,0,0,,
836,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Triomphante,Rennes,Portugal,1660,Aunes,0,0,0,,
837,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile de batiste,Rennes,Portugal,100,Pièces,0,0,0,,
838,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile de cambray,Rennes,Portugal,100,Pièces,0,0,0,,
839,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile de Bretagne,Rennes,Portugal,1500,Pièces,0,0,0,,
840,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile cholet,Rennes,Portugal,88,Pièces,0,0,0,,
841,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile haut brin de Dinant,Rennes,Portugal,1500,Aunes,0,0,0,,
842,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile de Rouën,Rennes,Portugal,3000,Aunes,0,0,0,,
843,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Venitiennes,Rennes,Portugal,240,Aunes,0,0,0,,
844,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Acier,Rennes,Barbarie dans l'Ocean,4000,Livres,0,0,0,,
845,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Fer en barres,Rennes,Barbarie dans l'Ocean,12800,Livres,0,0,0,,
846,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Papier,Rennes,Barbarie dans l'Ocean,600,Rames,0,0,0,,
847,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Septembre 1714,Toile de Rouën,Rennes,Barbarie dans l'Ocean,500,Aunes,0,0,0,,
848,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Chataignes,Rennes,Angleterre,9000,Nombres,0,0,0,,
849,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Fil de Rennes,Rennes,Angleterre,406,Livres,0,0,0,,
850,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Huitres a la daube,Rennes,Angleterre,24,Barils,0,0,0,,
851,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Miel,Rennes,Angleterre,2050,Livres,0,0,0,,
852,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Poires,Rennes,Angleterre,6,Paniers,0,0,0,,
853,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Pommes,Rennes,Angleterre,24,Bariques,0,0,0,,
854,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Plumes a lit,Rennes,Angleterre,250,Livres,0,0,0,,
855,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Savon,Rennes,Angleterre,6140,Livres,0,0,0,,
856,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Toile de halle,Rennes,Angleterre,6320,Aunes,0,0,0,,
857,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Toile d'olonne,Rennes,Angleterre,1700,Aunes,0,0,0,,
858,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Toile de Leon,Rennes,Angleterre,400,Aunes,0,0,0,,
859,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Toile de Couti,Rennes,Angleterre,10,Aunes,0,0,0,,
860,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Vin de Bordeaux,Rennes,Angleterre,5,Tonneaux,0,0,0,,
861,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,26,Octobre 1714,Voile de vaisseaux ; grandes,Rennes,Angleterre,4,Nombres,0,0,0,,
862,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Bas de soie,Rennes,Hollande,120,Paires,0,0,0,,
863,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Crin de cheval,Rennes,Hollande,600,Livres,0,0,0,,
864,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Damas,Rennes,Hollande,12,Pièces,0,0,0,,
865,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Graine de lin,Rennes,Hollande,510,Boisseaux,0,0,0,,
866,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Grisette,Rennes,Hollande,6,Pièces,0,0,0,,
867,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Indigo,Rennes,Hollande,15315,Livres,0,0,0,,
868,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Lit complet de satin brodé,Rennes,Hollande,2,Nombres,0,0,0,,
869,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Lampas,Rennes,Hollande,6,Pièces,0,0,0,,
870,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Miel,Rennes,Hollande,1000,Livres,0,0,0,,
871,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Mouchoirs de soie,Rennes,Hollande,100,Nombres,0,0,0,,
872,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Pekin,Rennes,Hollande,134,Pièces,0,0,0,,
873,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Peaux de veau en poil,Rennes,Hollande,1000,Nombres,0,0,0,Pas le même prix original/copie,
874,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Soie a coudre,Rennes,Hollande,"32,5",Livres,0,0,0,,
875,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Thé,Rennes,Hollande,133,Livres,0,0,0,,
876,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Tabac,Rennes,Hollande,6900,Livres,0,0,0,,
877,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Vieus-oin,Rennes,Hollande,300,Livres,0,0,0,,
878,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Azur,Rennes,"Espagne, les Canaries et les Indes Occidentales",600,Livres,0,0,0,,
879,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Acier,Rennes,"Espagne, les Canaries et les Indes Occidentales",600,Livres,0,0,0,,
880,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales",306,Paires,0,0,0,,
881,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales",250,Paires,0,0,0,,
882,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Bas de fil,Rennes,"Espagne, les Canaries et les Indes Occidentales",150,Douzaines,0,0,0,,
883,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Bray,Rennes,"Espagne, les Canaries et les Indes Occidentales",5,Barils,0,0,0,,
884,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Canelle,Rennes,"Espagne, les Canaries et les Indes Occidentales",792,Livres,0,0,0,,
885,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales",27187,Livres,0,0,0,Pas la même quantité original/copie,
886,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Camelot de France,Rennes,"Espagne, les Canaries et les Indes Occidentales",1400,Aunes,0,0,0,,
887,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Camelot de Doüay,Rennes,"Espagne, les Canaries et les Indes Occidentales",964,Aunes,0,0,0,,
888,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Chapeaux de castor,Rennes,"Espagne, les Canaries et les Indes Occidentales",1050,Nombres,0,0,0,,
889,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Chaussettes,Rennes,"Espagne, les Canaries et les Indes Occidentales",25,Douzaines,0,0,0,,
890,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Couvertures de toile peinte,Rennes,"Espagne, les Canaries et les Indes Occidentales",1,Nombres,0,0,0,Mesure d'origine livre,
891,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Couteaux communs,Rennes,"Espagne, les Canaries et les Indes Occidentales",1181,Douzaines,0,0,0,,
892,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Cable de 12 pouces de grosseur,Rennes,"Espagne, les Canaries et les Indes Occidentales",5,Nombres,0,0,0,,
893,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Carreaux de terre,Rennes,"Espagne, les Canaries et les Indes Occidentales",30000,Nombres,0,0,0,,
894,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Dentelles de gisors,Rennes,"Espagne, les Canaries et les Indes Occidentales",168,Pièces,0,0,0,,
895,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",40,Cartons,0,0,0,,
896,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales",124,Pièces,0,0,0,,
897,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Dentelle de Dupui,Rennes,"Espagne, les Canaries et les Indes Occidentales",3000,Pièces,0,0,0,,
898,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Dentelle de Flandre,Rennes,"Espagne, les Canaries et les Indes Occidentales",900,Pièces,0,0,0,,
899,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,27,Octobre 1714,Dentelle de Flandre,Rennes,"Espagne, les Canaries et les Indes Occidentales",700,Livres,0,0,0,,
