numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,probleme,remarks,prix_unitaire,doubleaccounts
35,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marchandises ; à la valeur,Bayonne,19,,,621,,621,"pas de prix, ni de quantité",0,
35,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marchandises ; à la valeur,Etat de Barbarie,60,,,621,,621,"pas de prix, ni de quantité",0,
35,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marchandises ; à la valeur,Etats de l'Empereur en Allemagne et Flandres,67,,,621,,621,"pas de prix, ni de quantité",0,
35,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marchandises ; à la valeur,Etats du Roi de Sardaigne,211,,,621,,621,"pas de prix, ni de quantité",0,
35,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marchandises ; à la valeur,Levant,191,,,621,,621,"pas de prix, ni de quantité",0,
49,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,5,Marchandises ; à la valeur,Marseille,1242,,,,,1242,,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,4 Villes Anséatiques,106,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,Corse,184,,,789,,0,"pas de prix, ni de quantité",0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,Espagne,84,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,Etat Ecclésiastique,32,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,Etat de Barbarie,129,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,Hollande,79,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,"Milan, Toscane et Lucques",82,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,"Naples, Sicile et Parme",82,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,Portugal,80,,,789,,0,erreur de calcul,0,
36,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marchandises ; à la valeur,États du Roi de Sardaigne,115,,,789,,0,erreur de calcul,0,
13,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Nantes,Beauvais sur mer,3,Marchandises ; à la valeur,Petites Isles,312,,,,,,,,0
7,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Nantes,Croisie,13,Marchandises ; à la valeur,bayonne,114,,,122,,,,,0
7,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Nantes,Croisie,13,Marchandises ; à la valeur,danemarketnorvge,122,,,122,,,,,0
8,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Nantes,Beauvais sur mer,11,Marchandises ; à la valeur,Petites Isles,131,,,,,,,,0
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Honfleur,27,Marchandises ; à la valeur,danemarketnorvge,152,,,618,,,,,0
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Honfleur,27,Marchandises ; à la valeur,espagne,290,,,618,,,,,0
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Honfleur,27,Marchandises ; à la valeur,lorient,195,,,618,,,,,0
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Honfleur,27,Marchandises ; à la valeur,russie,176,,,618,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,angleterre,1888,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,danemarketnorvge,1485,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,espagne,2544,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,etatsdelempereur,18,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,8,Marchandises ; à la valeur,etatsunisdamrique,803,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,genveetsuisse,364,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,hollande,555,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,les4villesansatiques,276,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,7,Marchandises ; à la valeur,portugal,620,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,8,Marchandises ; à la valeur,russie,604,,,9294,,,,,0
114,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Le Havre,8,Marchandises ; à la valeur,sude,135,,,9294,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,angleterre,4523,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,danemarketnorvge,1103,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,dunkerquebayonnemarseille,2232,2232,,49885,livres,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,espagne,3915,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,hollande,3032,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,les4villesansatiques,3014,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,21,Marchandises ; à la valeur,pologne,2617,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,20,Marchandises ; à la valeur,portugal,3559,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,21,Marchandises ; à la valeur,russie,24965,,,49885,,,,,0
122,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Rouen,Rouen,21,Marchandises ; à la valeur,sude,3157,,,49885,,,,,0
41,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Marchandises ; à la valeur,angleterre,150,164,,1075,en nombre,,,,0
41,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Marchandises ; à la valeur,danemarketnorvge,658,,,1075,,,,,0
41,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Marchandises ; à la valeur,espagne,110,,,1075,,,,,0
41,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Marchandises ; à la valeur,hollande,155,,,1075,,,,,0
41,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Honfleur,37,Marchandises ; à la valeur,marseilles,739,,,1075,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,angleterre,1361,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,danemarketnorvge,75,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,etatsunisdamrique,90,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,gnes,85,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,hollande,440,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,les4villesansatiques,82,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,marseillepetitesisles,1163,1163,,3843,en nombre,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,portugal,1108,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,russie,80,,,3843,,,,,0
54,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Dieppe,40,Marchandises ; à la valeur,sude,162,,,3843,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,10,Marchandises ; à la valeur,angleterre,2417,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,11,Marchandises ; à la valeur,danemarketnorvge,124,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,10,Marchandises ; à la valeur,espagne,837,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,11,Marchandises ; à la valeur,etatsunisdamrique,241,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,10,Marchandises ; à la valeur,hollande,771,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,11,Marchandises ; à la valeur,les4villesansatiques,301,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,11,Marchandises ; à la valeur,russie,225,,,5124,,,,,0
190,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Le Havre,10,Marchandises ; à la valeur,sardaigne,208,,,5124,,,,,0
264,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,27,Marchandises ; à la valeur,angleterre,5641,,,8399,,,,,0
264,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,27,Marchandises ; à la valeur,dunkerque,1138,,,8399,,,,,0
264,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,27,Marchandises ; à la valeur,hollande,2070,,,8399,,,,,0
264,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,28,Marchandises ; à la valeur,les4villesansatiques,213,,,8399,,,,,0
264,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,27,Marchandises ; à la valeur,portugal,303,,,8399,,,,,0
264,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,28,Marchandises ; à la valeur,russie,172,,,8399,,,,,0
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Saint-Quentin,Vervins intérieur,3,Marchandises ; à la valeur,Etats de l'Empereur,279,,Isles de France,5217,,,,,0
3,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Saint-Quentin,Vervins intérieur,2,Marchandises ; à la valeur,Etats de l'Empereur,350,,,6398,,,,,0
5,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Soissons,Aubenton,2,Marchandises ; à la valeur,Etats de l'Empereur,402,,Champagne,23909,,,somme des valeurs exportés vers Etats de l'Empereur + Allemagne et Pologne,,0
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Soissons,Aubenton,2,Marchandises ; à la valeur,Allemagne et Pologne,398,,Champagne,23909,,,somme des valeurs exportés vers Etats de l'Empereur + Allemagne et Pologne,,0
9,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Soissons,Aubenton,2,Marchandises ; à la valeur,Etats de l'Empereur,564,,,39980,,,,,0
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Saint Amant,18,Marchandises ; à la valeur,etatsdelempereur,281,,,,,,,,0
16,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Condé,16,Marchandises ; à la valeur,etatsdelempereur,166,,,,,,,,0
50,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,13,Marchandises ; à la valeur,allemagne,308,,,,,,,,0
50,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,13,Marchandises ; à la valeur,etatsdelempereur,1560,,,,,,,,0
85,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Valenciennes,10,Marchandises ; à la valeur,allemagneetpologne,110,,,3162,,,,,0
85,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Valenciennes,10,Marchandises ; à la valeur,etatsdelempereur,2427,,,3162,,,,,0
85,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Valenciennes,10,Marchandises ; à la valeur,hollande,625,,,3162,,,,,0
25,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Condé,2,Marchandises ; à la valeur,etatsdelempereur,643,,,,,,,,0
26,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Saint Amant,11,Marchandises ; à la valeur,etatsdelempereur,849,338400,,,livres,,,,0
57,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Marchandises ; à la valeur,allemagne,2059,,,2582,,,,,0
57,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Marchandises ; à la valeur,etatsdelempereur,408,,,2582,,,,,0
