goods_simpl_classification,nbr_occurences_simpl,hamburg_classification,obsolete,nbr_occurences_hamburg
graine de,1,,non,442903
graine de beau,1,,non,442903
graine de becs,1,,non,442903
graine de bois,1,,non,442903
graine de bois d'Inde,7,,non,442903
graine de bois de hêtre,4,,non,442903
graine de bois des Indes,10,,non,442903
graine de bois du Brésil,1,,non,442903
graine de bouquette,2,,non,442903
graine de brim,1,,non,442903
graine de brion,1,,non,442903
graine de brocoli,1,,non,442903
graine de buisson,25,,non,442903
graine de caillou,1,,non,442903
graine de campêche,4,,non,442903
graine de canarico,2,,non,442903
graine de canaris,42,,non,442903
graine de cardamome,1,,non,442903
graine de carotte,1,,non,442903
graine de carrombe,1,,non,442903
graine de cassave,1,,non,442903
graine de chanvre,256,,non,442903
graine de chanvre colza navette et oliette,1,,non,442903
graine de chanvre et de trèfle,1,,non,442903
graine de chapelets,24,,non,442903
graine de choux,102,,non,442903
graine de choux-fleurs,11,,non,442903
graine de citron,1,,non,442903
graine de clave,1,,non,442903
graine de cochenille,13,Cochenille,non,1382
graine de cocon,1,,non,442903
graine de colza,20,,non,442903
graine de colza et ?,1,,non,442903
graine de coriandre,2,,non,442903
graine de coton,14,Coton,non,2933
graine de coton et de garance,2,Coton,non,2933
graine de cumin,12,,non,442903
graine de d'Alma Christi,0,,oui,442903
graine de diverse,4,,non,442903
graine de fenouil,38,,non,442903
graine de fenugrec,2,,non,442903
graine de foin,47,,non,442903
graine de foin de luzerne et de trèfle,1,,non,442903
graine de forestale,2,,non,442903
graine de France,1,,non,442903
graine de genièvre,228,,non,442903
graine de genièvre graine comestible,1,,non,442903
graine de grenier,3,,non,442903
graine de houblon,1,,non,442903
graine de houx,1,,non,442903
graine de jardin,1045,,non,442903
graine de jardin et de fleurs,4,,non,442903
graine de kin,1,,non,442903
graine de laitue,5,,non,442903
graine de lapin,1,,non,442903
graine de laurier,4,,non,442903
graine de laurier dite bekelaers,1,,non,442903
graine de léen,5,,non,442903
graine de légumes,2,,non,442903
graine de lin,716,,non,442903
graine de lin à battre huile,1,,non,442903
graine de lin et à semer,1,,non,442903
graine de lin et grasse,25,,non,442903
graine de lin vieille,1,,non,442903
graine de longue,13,,non,442903
graine de lupin,4,,non,442903
graine de luzerne,98,,non,442903
graine de luzerne et de trèfle,130,,non,442903
graine de melon,4,,non,442903
graine de moutarde,267,,non,442903
graine de mûriers,1,,non,442903
graine de musc,2,,non,442903
graine de muscade,1,,non,442903
graine de navette,60,,non,442903
graine de pain,1,,non,442903
graine de Palma Christi,1,,non,442903
graine de paradis,8,,non,442903
graine de pécan,1,,non,442903
graine de perles,4,,non,442903
graine de perroquet,14,,non,442903
graine de Perse,1,,non,442903
graine de pigeon,1,,non,442903
graine de pirrette,1,,non,442903
graine de pivoine,1,,non,442903
graine de prairie,35,,non,442903
graine de prairie et de trèfle et luzerne,22,,non,442903
graine de pré,4,,non,442903
graine de rabette,8,,non,442903
graine de rosette,1,,non,442903
graine de safranum,1,Safran ; orange,non,1767
graine de sagou,1,,non,442903
graine de sainfoin,9,,non,442903
graine de Saint-Domingue,1,,non,442903
graine de sapin,1,,non,442903
graine de sapotille,1,,non,442903
graine de scammonée,1,,non,442903
graine de semaille,1,,non,442903
graine de senegré,0,,oui,442903
graine de sénegré,4,,non,442903
graine de silvestre,2,,non,442903
graine de soude,2,,non,442903
graine de tabac,0,Tabac ; de Virginie,oui,2941
graine de tasse,1,,non,442903
graine de trèfle,326,,non,442903
graine de trèfle et de luzerne,1,,non,442903
graine de tremaine,10,,non,442903
graine de trioter,1,,non,442903
graine de truelle,1,,non,442903
graine de truffe,5,,non,442903
graine de truffle,0,,oui,442903
graine de vermillon,3,,non,442903
graine de vermillon ou d'eolatte,1,,non,442903
graine de vers à soie,37,,non,442903
graine de vesse,4,,non,442903
graine de zedoria,1,,non,442903
graine des Canaries,33,,non,442903
graine des Îles,2,,non,442903
graine des Indes,1,,non,442903
graine diverse,415,,non,442903
graine diverse et de jardin,25,,non,442903
graine douce,2,,non,442903
graine du jardin,2,,non,442903
graine du soucrillon,1,,non,442903
graine écarlate,7,,non,442903
graine et graine de lin,10,,non,442903
graine et semence froide,1,,non,442903
graine fenouil,2,,non,442903
graine fermentale,1,,non,442903
graine forestale,2,,non,442903
graine forestale et de pastel et de garance,2,,non,442903
graine grainette,2,,non,442903
graine grasse,66,,non,442903
graine huile d'olive,1,,non,442903
graine jaune,226,,non,442903
graine jaune d'Avignon,68,,non,442903
graine jaune d'Avignon ou nerprun,19,,non,442903
graine jaune de laitue,1,,non,442903
graine jaune dit wauwe,1,,non,442903
graine jaune longue,1,,non,442903
graine longue,67,,non,442903
graine menue,1,,non,442903
graine metillon,1,,non,442903
graine pour teinture,17,,non,442903
graine rouge,3,,non,442903
graine triole,1,,non,442903
graine truffe,1,,non,442903
graine vermillon,1,,non,442903
graine verte,2,,non,442903
graine vieille de lin,1,,non,442903
graines de lupin et légumes secs,2,,non,442903
grainette,4,,non,442903
grainette d'Avignon,1,,non,442903
grainette jaune,2,,non,442903
grains,6,,non,442903
grains à chapelets,3,,non,442903
grains ails,3,,non,442903
grains autre que céréales,2,,non,442903
grains avoine,70,,non,442903
grains avoine et froment,1,,non,442903
grains baillarge,1,,non,442903
grains blé,292,,non,442903
grains blé de Turquie,2,,non,442903
grains blé et autre grain,140,,non,442903
grains blé et autre grains,0,,oui,442903
grains blé et autres,56,,non,442903
grains blé et froment,2,,non,442903
grains blé et riz,9,Riz,non,2077
grains blé mercit,1,,non,442903
grains blé mescli,1,,non,442903
grains cuscute,2,,non,442903
grains d'Avignon,1,,non,442903
grains d'Espagne,34,,non,442903
grains d'Inde,71,,non,442903
grains de cire,19,,non,442903
grains de cire blanche,4,,non,442903
grains de coton,1,Coton,non,2933
grains de genièvre,0,,oui,442903
grains de jardin,0,,oui,442903
grains de la Corse,1,,non,442903
grains de lin,5,,non,442903
grains de millet gros,1,,non,442903
grains de plomb,20,Plomb,non,3539
grains de prune,2,,non,442903
grains de Riga,2,,non,442903
grains de séné,1,,non,442903
grains de trèfle,1,,non,442903
grains de verre,29,,non,442903
grains de verre à chapelet,1,,non,442903
grains divers,56,,non,442903
grains dur à tailler,2,,non,442903
grains en advestures de toute espèce,1,,non,442903
grains épeautre,3,,non,442903
grains farine fromage etc.,1,,non,442903
grains froment,1796,,non,442903
grains froment de la Corse,1,,non,442903
grains froment en gerbe,1,,non,442903
grains froment et méteil,1,,non,442903
grains froment par Bayonne et Marseille,1,,non,442903
grains froment par Marseille,3,,non,442903
grains froment seigle,1,,non,442903
grains grenaille,2,,non,442903
grains maïs,113,,non,442903
grains maïs par Marseille,1,,non,442903
grains maïs seigle,2,,non,442903
grains menu,1,,non,442903
grains méteil,49,,non,442903
grains métillon,1,,non,442903
grains métillon en gerbe,1,,non,442903
grains millet,308,,non,442903
grains millet gros,3,,non,442903
grains millet ordinaire,1,,non,442903
grains mondé et perlé,8,,non,442903
grains orge,738,,non,442903
grains orge en gerbe,1,,non,442903
grains orge et soucrion,2,,non,442903
grains orge et soucrion en gerbe,1,,non,442903
grains orge germé,14,,non,442903
grains orge paillarge,1,,non,442903
grains orge par Marseille,1,,non,442903
grains orge par Marseilles,0,,oui,442903
grains orge perlé et mondé,31,,non,442903
grains petits,1,,non,442903
grains riz,2058,Riz,non,2077
grains sarrasin,53,,non,442903
grains seigle,600,,non,442903
grains seigle avarié,1,,non,442903
grains seigle en gerbe,1,,non,442903
grains seigle en gerbes,1,,non,442903
grains seigle et blé,1,,non,442903
grains seigle par Marseille,1,,non,442903
grains soucrillon,7,,non,442903
graisse,334,,non,442903
graisse à chapeler,1,,non,442903
graisse blanche,2,,non,442903
graisse d'autruche,1,,non,442903
graisse d'oint,1,,non,442903
graisse d'ours,2,,non,442903
graisse de baleine,1,,non,442903
graisse de boucherie,51,,non,442903
graisse de cacao,1,,non,442903
graisse de chanvre,3,,non,442903
graisse de cheval d'ours et de pied de bœuf,3,,non,442903
graisse de cire,1,,non,442903
graisse de cochon,6,,non,442903
graisse de gras de peau,6,,non,442903
graisse de jardin,1,,non,442903
graisse de mouton,5,,non,442903
graisse de pied de bœuf,1,,non,442903
graisse de poisson,11,,non,442903
graisse de poisson de pêche étrangère,1,,non,442903
graisse de poisson de pêche française,2,,non,442903
graisse de poisson des pays hors d'Europe,1,,non,442903
graisse de porcs,110,,non,442903
graisse de tasson et autres,1,,non,442903
graisse de toute sorte sauf graisse de bœuf d'ours de gras de peau et suif brut,2,,non,442903
graisse de toute sorte sauf graisse de cheval d'ours de gras de peau et suif brut,1,,non,442903
graisse de toute sorte sauf gras de peau et suif brut,2,,non,442903
graisse douce,3,,non,442903
graisse douce de cochon,1,,non,442903
graisse et chair salée de porcs,1,,non,442903
graisse et suif,1,Suif ; pour faire du savon,non,2023
graisse fine,2,,non,442903
graisse fondue,1,,non,442903
graisse ou vieux-oint,0,,oui,442903
graisse salée,1,,non,442903
grande voile de vaisseaux,1,,non,442903
granille de cochenille,44,Cochenille,non,1382
granit,1,,non,442903
grannette de coton,1,,non,442903
graphite,7,,non,442903
grappins,4,,non,442903
grappins de fer,56,,non,442903
gras de tours,1,,non,442903
gras rouge,1,,non,442903
gras-double,7,,non,442903
grattes,1,,non,442903
grattes en fer,2,,non,442903
grattoirs,3,,non,442903
grattoirs de fer,1,,non,442903
gravelée,152,,non,442903
gravelée et potasse et védasse,0,Potasse,oui,708
gravelée potasse et védasse,139,Potasse,non,708
gravelle,17,,non,442903
gravures,2,,non,442903
gravures encadrées,1,,non,442903
gravures et lithographies,2,,non,442903
gravures noires ou coloriées,6,,non,442903
gravures peintures et sculptures,54,,non,442903
grèles,1,,non,442903
grèles à café,1,,non,442903
grelin,4,,non,442903
grelots,52,,non,442903
grelots de cuivre,60,,non,442903
grelots de laiton,1,,non,442903
grelots et sonnettes,1,,non,442903
grenade,37,,non,442903
grenade à feu,1,,non,442903
grenade de coton,1,,non,442903
grenade de fer,12,,non,442903
grenade de Florence,1,,non,442903
grenade étoffe,2,,non,442903
grenade fruit,7,,non,442903
grenade pour la Compagnie des Indes,1,,non,442903
grenades de fonte,1,,non,442903
grenadier et laurier et jasmin etc,2,,non,442903
grenaille,7,,non,442903
grenaille d'acier et de fer,1,Fer,non,9802
grenaille de cochenille,3,Cochenille,non,1382
grenat,15,,non,442903
grenat et rubis,1,,non,442903
grenat faux,2,,non,442903
grenat faux et autres pierres fausses non montées,1,,non,442903
grenat fin,3,,non,442903
grenat fin monté,1,,non,442903
grenat fin non monté,1,,non,442903
grès,1,,non,442903
grès à laver,4,,non,442903
grès en pavé,3,,non,442903
grès rouge,1,,non,442903
grignons,5,,non,442903
grillages,1,,non,442903
grillages de fer,2,,non,442903
grillages en fer,1,,non,442903
grilles,1,,non,442903
grilles de fer,56,,non,442903
grilles de fer à moulins à sucre,1,,non,442903
grilles de fer de fonte,4,,non,442903
grilles de fer pour moulins à sucre,1,,non,442903
grilles et tambours de fer,1,,non,442903
grillons,1,,non,442903
grillons de fonte,1,,non,442903
grinza,1,,non,442903
gris,3,,non,442903
grisette,53,,non,442903
grisette de Flandre,1,,non,442903
grisette de laine,2,,non,442903
grisette de soie,10,,non,442903
grisons,2,,non,442903
grives,3,,non,442903
groisil,1,,non,442903
groisil de verre,2,,non,442903
groison,2,,non,442903
gros de Mours,0,,oui,442903
gros de Naples,1,,non,442903
gros de Tours,5,,non,442903
gros détours,0,,oui,442903
gros rouge,5,,non,442903
gros tors,2,,non,442903
groseille,1,,non,442903
grosgrain,1,,non,442903
grosil,20,,non,442903
grosse de soie,1,,non,442903
gruau,283,,non,442903
gruau d'avoine,1,,non,442903
gruau de grains comestible,2,,non,442903
gruau de grains sarrasin,1,,non,442903
gruau de millet,1,,non,442903
gruau et fécule,6,,non,442903
grulleau,0,,oui,442903
gruyère,3,,non,442903
guajocum utilisé pour traiter la syphilis,1,,non,442903
guéridon,4,,non,442903
guéridon de sapin,1,,non,442903
guéridon et tables,1,,non,442903
guéridon peint,1,,non,442903
guêtres,18,,non,442903
guêtres de coton,1,,non,442903
guêtres de cuir,3,,non,442903
guêtres de toile,3,,non,442903
gueuse de fer,1,,non,442903
gueuse en fer coulé,0,,oui,442903
gueuse en fer en fonte,0,,oui,442903
guftas,1,,non,442903
guidive des prises,1,,non,442903
guigan de Bengale,0,,oui,442903
guignolet en ratafia,4,,non,442903
guignolet en ratafia de cerise,3,,non,442903
guildive,16,,non,442903
guildive de prise,0,,oui,442903
guin ???,1,,non,442903
guina,1,,non,442903
guincastafs,1,,non,442903
guindeaux,2,,non,442903
guinée,181,,non,442903
Guinée,0,,oui,442903
guinée blanche,92,,non,442903
Guinée blanche,0,,oui,442903
guinée blanche des Indes,4,,non,442903
Guinée blanche des Indes,0,,oui,442903
guinée blanche et bleue,1,,non,442903
Guinée blanche et bleue,0,,oui,442903
guinée blanche et bleue des Indes,4,,non,442903
Guinée blanche et bleue des Indes,0,,oui,442903
guinée blanche ordinaire,2,,non,442903
guinée bleue,187,,non,442903
Guinée bleue,0,,oui,442903
guinée bleue de coton,1,,non,442903
Guinée bleue de coton,0,,oui,442903
guinée bleue des Indes,1,,non,442903
Guinée bleue des Indes,0,,oui,442903
guinée bleue imitant celle des Indes,1,,non,442903
Guinée bleue imitant celle des Indes,0,,oui,442903
guinée de coton,2,,non,442903
guinée des Indes,1,,non,442903
Guinée des Indes,0,,oui,442903
guinée imitant celle des Indes,2,,non,442903
Guinée imitant celle des Indes,0,,oui,442903
guinée masulipatan,1,,non,442903
guinée Sénégal,1,,non,442903
Guinée Sénégal,0,,oui,442903
guinée tachée,1,,non,442903
Guinée tachée,0,,oui,442903
guingan,581,,non,442903
guingan blanc,1,,non,442903
guingan bleu,1,,non,442903
guingan de Bengale,2,,non,442903
guingan de coton,1,,non,442903
guingan de fil,24,,non,442903
guingan de Grenade,1,,non,442903
guingan de lin,19,,non,442903
guingan de Madras,23,,non,442903
guingan de Masulipatan,1,,non,442903
guingan de Pondichéry,26,,non,442903
guingan de Pondichéry et de Madras,1,,non,442903
guingan de prises,0,,oui,442903
guingan de Rouen,3,,non,442903
guingan des Indes,3,,non,442903
guingan des prises,1,,non,442903
guingan du Bengale,8,,non,442903
guingan en Madras,1,,non,442903
guingan peint,2,,non,442903
guingan pièces,1,,non,442903
guinimos,1,,non,442903
guipon,6,,non,442903
guisine,1,,non,442903
guitare,8,,non,442903
guitare de fer,3,,non,442903
guitares,0,,oui,442903
gullots,1,,non,442903
habassis,5,,non,442903
habillement,0,,oui,442903
habillement brodé d'argent et d'or,0,,oui,442903
habillement brodé d'or,0,,oui,442903
habillement brodé de soie,0,,oui,442903
habillement d'argent et d'or,0,,oui,442903
habillement d'or,0,,oui,442903
habillement de drap noir,1,,non,442903
habillement de nègre,0,,oui,442903
habillement de nègre en étoffe,0,,oui,442903
habillement de soie,0,,oui,442903
habillement de toile de chanvre,0,,oui,442903
habillement de troupes,0,,oui,442903
habillement et lingerie,0,,oui,442903
habillement et lingerie et effets militaires,0,,oui,442903
habillement pour nègre,0,,oui,442903
habillement riche,0,,oui,442903
habillement supporté,0,,oui,442903
habillements,0,,oui,442903
habillements neufs,0,,oui,442903
habillements supportés,0,,oui,442903
habillements supportés à la valeur,0,,oui,442903
habillements supportés au kilogramme,0,,oui,442903
habillés,1,,non,442903
habit de droguet,0,,oui,442903
habit de gogorans,0,,oui,442903
habits,438,,non,442903
habits à nègre,1,,non,442903
habits brodés d'argent et d'or,1,,non,442903
habits brodés d'or,15,,non,442903
habits brodés de soie,6,,non,442903
habits complets,3,,non,442903
habits complets et neufs,2,,non,442903
habits d'argent et d'or,1,,non,442903
habits d'étamine,1,,non,442903
habits d'homme,0,,oui,442903
habits d'homme avec argent et or,0,,oui,442903
habits d'or,3,,non,442903
habits de camelot,1,,non,442903
habits de camelot complet,1,,non,442903
habits de cour,1,,non,442903
habits de drap,12,,non,442903
habits de drap d'Elbeuf,1,,non,442903
habits de drap galonné,1,,non,442903
habits de drap galonnés d'argent et d'or,1,,non,442903
habits de drap neuf,1,,non,442903
habits de drap uni,2,,non,442903
habits de droguet,1,,non,442903
habits de droguet de soie,1,,non,442903
habits de femme,0,,oui,442903
habits de gogorans,2,,non,442903
habits de laine,1,,non,442903
habits de laine pour nègre,1,,non,442903
habits de livrée,1,,non,442903
habits de livrée et ornements d'église,2,,non,442903
habits de nègre,1,,non,442903
habits de nègre en étoffe,1,,non,442903
habits de négresse,1,,non,442903
habits de peau,3,,non,442903
habits de peau complets,1,,non,442903
habits de peaux de mouton,1,,non,442903
habits de Pékin brodés,1,,non,442903
habits de pelleterie,1,,non,442903
habits de pinchina,1,,non,442903
habits de satin brodé,1,,non,442903
habits de soie,38,,non,442903
habits de soldat,2,,non,442903
habits de toile,1,,non,442903
habits de toile de chanvre,1,,non,442903
habits de troupes,2,,non,442903
habits de velours,1,,non,442903
habits divers,87,,non,442903
habits enrichis,1,,non,442903
habits et lingerie,581,,non,442903
habits et lingerie et effets militaires,38,,non,442903
habits et meubles,2,,non,442903
habits et ornements d'Eglise,1,,non,442903
habits et taffetas,1,,non,442903
habits et vestes brodés,1,,non,442903
habits et vestes vieux,1,,non,442903
habits neufs,3,,non,442903
habits pour femme,3,,non,442903
habits pour homme,6,,non,442903
habits pour homme avec argent et or,2,,non,442903
habits pour homme brodés d'or,1,,non,442903
habits pour homme complets,1,,non,442903
habits pour homme et pour femme,1,,non,442903
