simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
ouvrages de bois et ouvrages de fer-blanc,5,9b,Divers mélangés,Mixed flows,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de bois et ouvrages de modes et fleurs artificielles,18,9b,Divers mélangés,Mixed flows,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de bois et ouvrages de passementerie,12,9b,Divers mélangés,Mixed flows,"Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois et ouvrages de peau,10,9b,Divers mélangés,Mixed flows,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de bois et ouvrages en terre cuite et ouvrages en brique,13,9b,Divers mélangés,Mixed flows,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de bois et vannerie d'osier,10,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois gros,118,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois menus,86,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois non doré,4,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois peint,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois pour bâtir,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois pour charpente,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois pour le bâtiment,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois sculpté et doré,44,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois simple,30,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois simple et doré,25,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois simples en grilles de sapin,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bois verni,2,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de bronze,7,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de buis,7,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de carreaux et tuiles,2,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de carton,36,6c,Papier,Paper products,Papier,Industrie française et étrangère,209323
ouvrages de carton assemblé coupé et moulé,2,6c,Papier,Paper products,Papier,Industrie française et étrangère,209323
ouvrages de chanvre,1,9c,Divers incertains,Various uncertain,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de chanvre en masse,1,9c,Divers incertains,Various uncertain,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de chanvre en rames,1,9c,Divers incertains,Various uncertain,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de charpentier,68,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de charron,9,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de charronnage,17,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de chêne,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de cire,3,4,"Huiles, graisses et cires d'origine animale et végétale",Oils,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de cire blanche,66,4,"Huiles, graisses et cires d'origine animale et végétale",Oils,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de cire jaune,3,4,"Huiles, graisses et cires d'origine animale et végétale",Oils,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de corail,366,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de corail brut,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de corail fin,2,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de cordonnerie de peaux,1,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,Cordonnerie et sellerie,Industrie française et étrangère,209323
ouvrages de cordonnier,8,9c,Divers incertains,Various uncertain,Cordonnerie et sellerie,Industrie française et étrangère,209323
ouvrages de cordonnier de cuir,1,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,Cordonnerie et sellerie,Industrie française et étrangère,209323
ouvrages de cordonnier de soie,2,9c,Divers incertains,Various uncertain,Cordonnerie et sellerie,Industrie française et étrangère,209323
ouvrages de corne et d'ivoire,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de coton,2,6g,Filés ou tissés de coton,Coton threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,105514
ouvrages de coton et de laine et de fil et de filoselle,9,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,105514
ouvrages de coudrier,60,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,209323
ouvrages de coutellerie,105,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de coutellerie argenterie,1,9c,Divers incertains,Various uncertain,Argenterie et orfèvrerie,Matières d'or et d'argent,3263
ouvrages de crin,1,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de crin de cheval,86,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de cristal,103,8,Articles manufacturés divers n.d.a,Various manufactures,Verrerie,Industrie française et étrangère,209323
ouvrages de cuir,172,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,209323
ouvrages de cuir ?,1,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,209323
ouvrages de cuir ???? en soie pour femme,2,9c,Divers incertains,Various uncertain,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de cuir argenté et doré,5,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,209323
ouvrages de cuir blanc,1,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,209323
ouvrages de cuir doré,3,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,209323
ouvrages de cuir et bonnets de soie,4,9b,Divers mélangés,Mixed flows,Divers mélangés,Divers,30390
ouvrages de cuir et peaux,2,9b,Divers mélangés,Mixed flows,"Cuirs, peaux et pelleterie",Industrie française et étrangère,209323
ouvrages de cuisse,1,???,Produits inconnus,Unknown products,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de cuivre,1208,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre argenté,16,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre doré,10,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre doré et argenté,343,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre et argent,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre garnis en argent,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre jaune,153,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre potin,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre rouge,140,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de cuivre simples,18,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
ouvrages de damier,2,9c,Divers incertains,Various uncertain,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de drap,3,9c,Divers incertains,Various uncertain,Ouvrages divers et mélangés,Industrie française et étrangère,209323
ouvrages de faïence,258,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,209323
ouvrages de fer,1121,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,209323
