marchandises_simplification,classification_hamburg_large,obsolete
ouvrages d'orfèvrerie,,non
ouvrages d'orfèvrerie d'argent,,non
ouvrages d'osier,,non
ouvrages d'osier en corbeille,,non
ouvrages d'osier en paniers,,non
ouvrages damier,,non
ouvrages de bois,,non
ouvrages de bois doré,,non
ouvrages de bois et ouvrages d'osier,,non
ouvrages de bois et ouvrages d'osier et ouvrages d'osier,,non
ouvrages de bois et ouvrages de cuir,,non
ouvrages de bois et ouvrages de cuivre,,non
ouvrages de bois et ouvrages de fer-blanc,,non
ouvrages de bois et ouvrages de modes et fleurs artificielles,,non
ouvrages de bois et ouvrages de passementerie,,non
ouvrages de bois et ouvrages de peau,,non
ouvrages de bois et ouvrages en terre cuite et ouvrages en brique,,non
ouvrages de bois gros,,non
ouvrages de bois menus,,non
ouvrages de bois non doré,,non
ouvrages de bois peint,,non
ouvrages de bois pour charpente,,non
ouvrages de bois pour le bâtiment,,non
ouvrages de bois sculpté et doré,,non
ouvrages de bois simple,,non
ouvrages de bois simple et doré,,non
ouvrages de bois simples en grilles de sapin,,non
ouvrages de bois verni,,non
ouvrages de bois verni de Spa,,non
ouvrages de bronze,,non
ouvrages de buis,,non
ouvrages de carreaux et tuiles,,non
ouvrages de carton,,non
ouvrages de chanvre,,non
ouvrages de chanvre en masse,,non
ouvrages de chanvre en rames,,non
ouvrages de charpentier,,non
ouvrages de charron,,non
ouvrages de charronage,,non
ouvrages de cire,,non
ouvrages de corail,,non
ouvrages de corail brut,,non
ouvrages de corail fin,,non
ouvrages de cordonnier,,non
ouvrages de coton,,non
ouvrages de coton et de laine et de fil et de filoselle,,non
ouvrages de coudrier,,non
ouvrages de coutellerie,,non
ouvrages de coutellerie argenterie,,non
ouvrages de crin,,non
ouvrages de crin de cheval,,non
ouvrages de cristal,,non
ouvrages de cuir,,non
ouvrages de cuir ???? en soie pour femme,,non
ouvrages de cuir blanc,,non
ouvrages de cuir doré,,non
ouvrages de cuir et bonnets de soie,,non
ouvrages de cuirs argenté et doré,,non
ouvrages de cuisse,,non
ouvrages de cuivre,,non
ouvrages de cuivre argenté,,non
ouvrages de cuivre doré,,non
ouvrages de cuivre doré et argenté,,non
ouvrages de cuivre et argent,,non
ouvrages de cuivre garnis en argent,,non
ouvrages de cuivre jaune,,non
ouvrages de cuivre rouge,,non
ouvrages de cuivre simples,,non
ouvrages de drap,,non
ouvrages de faïence,,non
ouvrages de faïence poêle,,non
ouvrages de faïence tasse,,non
ouvrages de fer,Fer,non
ouvrages de fer à nègre,Fer,non
ouvrages de fer à repasser,Fer,non
ouvrages de fer de plomb,Fer,non
ouvrages de fer enclume,Fer,non
ouvrages de fer et ouvrages de jonc,Fer,non
ouvrages de fer noir,Fer,non
ouvrages de fer pour maréchal,Fer,non
ouvrages de fer-blanc,Fer,non
ouvrages de fer-blanc et tôle vernie,,non
ouvrages de fil,,non
ouvrages de fil en filoselle,,non
ouvrages de fil en galon,,non
ouvrages de filoselle,,non
ouvrages de filoselle en ruban,,non
ouvrages de filoselle et de soie,,non
ouvrages de fleuret,,non
ouvrages de fleurs,,non
ouvrages de fleurs artificielle,,non
ouvrages de fonte,Fer,non
ouvrages de fourreurs,,non
ouvrages de grès,,non
ouvrages de jais,,non
ouvrages de jaspe,,non
ouvrages de jonc,,non
ouvrages de jonc et de paille,,non
ouvrages de jonc et sparterie,,non
ouvrages de jouets en malles,,non
ouvrages de laine,,non
ouvrages de laiton,,non
ouvrages de liège,,non
ouvrages de mandrier,,non
ouvrages de marbre,,non
ouvrages de marbre à jouer,,non
ouvrages de marbre et cuivre doré,,non
ouvrages de marbre et ouvrages d'albâtre,,non
ouvrages de marqueterie,,non
ouvrages de mécanique,,non
ouvrages de menuiserie,,non
ouvrages de menuiserie simple,,non
ouvrages de menuisier,,non
ouvrages de métal,,non
ouvrages de mi soie,,non
ouvrages de mode,,non
ouvrages de mode fleurs artificielle,,oui
ouvrages de paille,,non
ouvrages de palmes,,non
ouvrages de pantoufle,,non
ouvrages de papeterie,,non
ouvrages de pâte,,non
ouvrages de peau,,non
ouvrages de peaux d'oigneaux,,non
ouvrages de peaux de daim,,non
ouvrages de peaux diverse,,non
ouvrages de pierre,,non
ouvrages de plâtre,,non
ouvrages de plâtre en figure,,non
ouvrages de plomb,Plomb,non
ouvrages de plume,,non
ouvrages de poterie,,non
ouvrages de potin,,non
ouvrages de sapementier,,non
ouvrages de sapin,,non
ouvrages de sellier de toute sorte,,non
ouvrages de serrurerie,,non
ouvrages de serrurerie fer,Fer,non
ouvrages de serrurerie ressort de voiture,,non
ouvrages de soie,,non
ouvrages de soie et dorure,,non
ouvrages de soulier couvert en étoffe de soye pour femme,,non
ouvrages de spa,,non
ouvrages de sparterie,,non
ouvrages de sparterie commune cordage de jonc paille roseaux et écorce de bois,,non
ouvrages de sparterie commune et cordage de jonc ...,,non
ouvrages de tabac,,non
ouvrages de tabletterie,,non
ouvrages de taillandier,,non
ouvrages de terre,,non
ouvrages de terre cuite,,non
ouvrages de terre en posture,,non
ouvrages de tôle,,non
ouvrages de tonnelier,,non
ouvrages de tonnelier en feuilles,,non
ouvrages de tonnellerie,,non
ouvrages de tourneur,,non
ouvrages de vannerie et bois et osier,,non
ouvrages de verre,,non
ouvrages de verre en ???,,non
ouvrages de verre en rasade,,non
ouvrages de verres,,non
ouvrages devant,,non
ouvrages divers,,non
ouvrages divers d'étain,,non
ouvrages dorés,,non
ouvrages dorés argentés et plaqués,,non
ouvrages dorure fausse,,non
ouvrages en corne,,oui
ouvrages en cuivre plaqué et dorés et argentés,,non
ouvrages en dorure,,non
ouvrages en dorure argent faux,,non
ouvrages en dorure fil d'argent,,non
ouvrages en dorure fine,,non
ouvrages en esparballe,,non
ouvrages en étain,,oui
ouvrages en fleurs artificielle,,non
ouvrages en futaillerie et de Saint-Claude,,non
ouvrages en harnois et sellerie,,non
ouvrages en ivoire et écaille,,non
ouvrages en laiton,,oui
ouvrages en lame à couvrir,,non
ouvrages en marbre,,non
ouvrages en métal,,non
ouvrages en métal et fer,Fer,non
ouvrages en nacre de perle,,non
ouvrages en nattes de bois,,non
ouvrages en nattes de Moscovie,,non
ouvrages en passementerie ordinaire,,non
ouvrages en plomb,Plomb,non
ouvrages en terre cuite,,non
ouvrages en tôle vernie,,non
ouvrages et ornements pour une église,,non
ouvrages et outils d'horlogerie,,non
ouvrages gants de peau,,oui
ouvrages mélangé étoffe de soie,,oui
ouvrages riche,,non
ouvrages sparterie,,oui
ouvrages tricotés pour vestes camisoles et culottes,,non
ouvrages vannerie d'osier,,oui
oxyde de plomb,Oxyde ; de plomb,non
padoux,,non
padoux de fil,,non
padoux de fleurs et soie,,non
padoux de laine,,non
paesures,,non
pagas,,non
pagne,,non
paillassons,,non
paillassons en fibre,,oui
paille,,non
paille d'herbe,,non
paille de foin,,non
paille de lin,,non
paille dite chaume à couvrir toits,,non
paille hachée,,non
paillettes d'argent,,non
paillettes d'or fin et paollous d'or fin,,non
pain,,non
pain à cacheter,,non
pain d'épice,,non
pain de cire blanche,,non
pain de colza et de lin et de navette,,non
pain de grain froment,,oui
pain de grain seigle,,oui
pain de graine de lin,,non
pain de graine et de lin et de navette,,non
pain de navette,,non
pain de navette en poudre,,non
pain de navettes,,non
pain de sucre,,oui
pain petit rond,,oui
palan,,oui
palangre,,non
palatine,,non
palatine avec argent,,non
palatine de chenille,,non
palatine de peau de grèbe,,non
palatine de soie,,non
palatine et coiffures de gaze,,non
palins,,non
palma christi,,non
palme,,non
palme en feuilles,,non
palmier,,oui
palun,,non
paneston,,non
panier,,non
panier d'habit,,non
panier d'oseille,,non
panier d'osier,,non
panier de caudré,,non
panier de coudre,,non
panier de cuivre,,non
panier de femme,,non
panier de jonc,,non
paniers à couvrir de terre cuite,,non
paniers à ouvrages,,non
paniers de foudre,,non
panine,,non
panine de soie,,non
panis à cachette,,non
panne,,non
panne à couvrir,,non
panne d'Amiens,,non
panne de coton,,non
panne de laine,,non
panne de laine et de poil,,non
panne de laine et peluche de laine,,non
panne de poil,,non
panne de soie,,non
panne des prises,,non
panne écarlatte,,non
panne ordinaire,,non
panne peluches et tripe,,non
panne poil,,non
panneaux,,non
pans à couvrir de terre cuite,,non
pantalons,,non
pantalons de soie,,non
pantalons en laine de Kersey,,oui
pantoufles,,non
pantoufles brodées,,non
pantoufles de cuir,,non
pantoufles de cuir et de maroquin,,non
paon,,non
papeline,,non
papeline de soie,,non
papier,,non
papier ???,,non
papier à bulle,,non
papier à bulle blanc,,non
papier à bulle gros,,non
papier à cartouche,,non
papier à connaissements,,non
papier à doublage,,non
papier à doublage et peint,,non
papier à écrire,,non
papier à écrire de différentes quaités,,non
papier à écrire toute espèce,,non
papier à envelopper,,non
papier à états,,non
papier à éventail,,non
papier à facture,,non
papier à faire carte,,non
papier à feites,,non
papier à friser,,non
papier à gargousse,,non
papier à grand compte,,non
papier à image,,non
papier à impression,,non
papier à imprimer,,non
papier à imprimer et à faire carte,,non
papier à l'eau,,non
papier à l'école,,non
papier à l'écu,,non
papier à l'écu fin,,non
papier à l'étoile,,non
papier à l'étoile commun,,non
papier à l'étoile fin,,non
papier à la cloche,,non
papier à la noblesse,,non
papier à la piperie,,non
papier à lettre,,non
papier à lettres de Hollande,,non
papier à leurre,,non
papier à litière,,non
papier à meubler,,non
papier à ministre,,non
papier à musique,,non
papier à paqueter grand format,,non
papier à paqueter petit format,,non
papier à plan,,non
papier à sucre,,non
papier à tapisserie,,non
papier argenté et doré,,non
papier aux armes,,non
papier bâtard,,non
papier bâtard fin,,non
papier bl ???,,oui
papier blanc,,non
papier blanc à écrire,,non
papier blanc à enveloppe,,non
papier blanc petit,,non
papier bleu,,non
papier bleu à couvrir,,non
papier bleu de Hollande,,non
papier bleu et gris,,non
papier bleu petit format,,non
papier bouet,,non
papier brouillard,,non
papier brun,,non
papier buvard,,non
papier buvard fin,,non
papier carré,,non
papier cartier,,non
papier cassé gris,,non
papier collé,,non
papier colombier,,non
papier commun,,non
papier commun et à enveloppe,,non
papier commun et à l'eau,,non
papier cornet,,non
papier cornet et petit,,non
papier corue,,non
papier couronne,,non
papier d'emballage,,non
papier d'emballage gris,,non
papier d'envelope,,non
papier d'estrasse,,non
papier d'éventail,,non
papier de Charente,,non
papier de Chine,,non
papier de couleur,,non
papier de couleur et peint,,non
papier de couleurs et peint,,non
papier de Gênes commun,,non
papier de Gênes fin,,non
papier de Gênes peint,,non
papier de Hollande,,non
papier de Lamballe,,non
papier de marquis,,non
papier de matique,,non
papier de musique,,non
papier de pliage,,non
papier de poste,,non
papier de raisin,,non
papier de tapisserie,,non
papier des Indes,,non
papier dessiné,,non
papier doré,,non
papier doré et fleuragé et marbré,,non
papier double lys,,non
papier drapé,,non
papier en balle,,non
papier estrasse,,non
papier et bois d'éventail,,non
papier fin,,non
papier fin et à l'eau fin,,non
papier fleuragé et doré,,non
papier gaufré,,non
papier grand compte,,non
papier grand cornet,,non
papier grand éléphant,,non
papier grande rame,,non
papier gris,,non
papier gros dit carton,,non
papier grossier,,non
papier impérial,,non
papier intissé,,non
papier jésier,,non
papier lombard,,non
papier marbré,,non
papier marbré doré,,non
papier marbré et à meubler,,non
papier métallisé,,non
papier montage,,non
papier musique gravée,,non
papier noir,,non
papier peint,,non
papier peint à tapisserie,,non
papier peint et à meubler,,non
papier peint et à tapisserie,,non
papier peint et de foulards,,non
papier petit fin,,non
papier pliage,,non
papier point,,non
papier pot fin,,non
papier pour eventails,,non
papier pour teinture,,non
papier pour tenture,,non
papier raisin,,non
papier registres blancs,,non
papier roux,,non
papier royal,,non
papier tellière,,non
papier tontisse,,non
papier violet,,non
papillon sec,,non
parapluie,,non
parapluie commun,,non
parapluie de taffetas,,non
parapluie de toile,,non
parapluie et parasol,,non
parapluies de soie,,non
parasols,,non
parasols de peau,,non
parasols de soie,,non
parasols de taffetas,,non
paravent,,non
paravent de la Chine,,non
parchemins,,non
parchemins en feuilles,,non
parchemins neuf,,non
parchemins vieux,,non
pareira brava,,non
parfum,,non
parfumerie,,non
parfumerie eau de senteur,,non
parfumerie eau spiritueuse,,non
parfumerie huile et essence,,non
parfumerie mêlée de bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,,non
parfumerie musc,,non
parfumerie pommade,,non
parfumerie poudre à poudrer,,non
parfumerie savonnette,Savon,non
pariera,,non
parun,,non
parures d'argent,,oui
passementerie,,non
passementerie argent faux,,non
passementerie d'argent,,non
passementerie d'or,,non
passementerie d'or et d'argent,,non
passementerie d'or et de soie,,non
passementerie de coton,,non
passementerie de fil de soie et galon,,non
passementerie de fil en filoselle,,non
passementerie de fil et coton,,non
passementerie de fil et laine,,non
passementerie de fil et soie,,non
passementerie de laine,,non
passementerie de laine ou sayette,,non
passementerie de poil de chèvre,,non
passementerie de soie,,non
passementerie de soie et laine,,non
passementerie divers,,non
passementerie en frange de fil,,non
passementerie en galon de fil,,oui
passementerie en soie,,non
passementerie fil cordon,,oui
passementerie fine en filet d'or,,non
passementerie fine en velours,,non
passementerie galon d'or et d'argent,,oui
passementerie galon d'or et d'argent faux,,oui
passementerie galon d'or et d'argent fin,,oui
passementerie galon de soie,,oui
passementerie gants en soie,,oui
passementerie laine tressé,,oui
passementerie mêlé de soie,,non
passementerie ordinaire,,non
passementerie ruban de fil,,oui
passementerie ruban de filoselle,,oui
passementerie ruban de soie,,oui
passepierre,,non
passepoil de laine,,non
passes,,non
pastel,,non
pastel à teindre,,non
pastel romain,,non
pastille,,non
pataques,,non
patate,,non
pâte,,non
pâté,,non
pâte à fruits,,non
pâte à papier,,non
pâte d'amande,,non
pâte d'asperge,,non
pâte d'Italie,,non
pâte d'Italie et vermicelle,,non
pâte d'Italie sagou,,non
pâte d'Italie semoule,,non
pâte d'Italie vermicelle macaroni,,non
pâte d'orgeat,,non
pâte d'orgeat et sirop d'orgeat,,non
pâte de cacao,,non
pâté de canard,,non
pâté de chèvre et autre,,non
pâte de guimauve,,non
pâte de térébenthine,,non
pâté de viande,,non
pâte et tablette de guimauve,,non
pâte macaroni,,non
pâte ou vieux chiffons,,non
pâte sagou,,non
pâte semoule,,non
patenas,,non
patenottes,,non
patine,,non
patins,,non
patins à glisser,,non
patins de bois,,non
patins pour femme,,non
pâtisserie,,non
pâtisserie de toute espèce,,oui
patterie,,non
pattes aux vieux chiffons,,non
pattes d'ancre,,non
pattes ou vieux chiffon,,non
paumelle,,non
paumelle germée,,non
pause de Russie,,non
pauvre noir,,non
pavés,,non
pavés de morue,,non
pavillon de toile,,non
pavots,,non
peaux,,non
peaux ???,,non
peaux à apprêtées et de mouton,,non
peaux à faire tambours,,non
peaux à fleurs et de mouton,,non
peaux à panche,,non
peaux à paqueter de veau,,non
peaux à poil de veau,,non
peaux à poil et sec de veau,,non
peaux apprêtée d'orignal,,non
peaux apprêtées,,non
peaux apprêtées d'agneau,,non
peaux apprêtées d'agneau en mesquis,,non
peaux apprêtées d'élan,,non
peaux apprêtées d'hermine et de martre,,non
peaux apprêtées d'ours,,non
peaux apprêtées de basannes,,non
peaux apprêtées de bouc,,non
peaux apprêtées de bouc et de chèvre,,non
peaux apprêtées de buffle,,non
peaux apprêtées de castor,,non
peaux apprêtées de cerf et de daim,,non
peaux apprêtées de chamois,,non
peaux apprêtées de chat,,non
peaux apprêtées de chèvre,,non
peaux apprêtées de chèvre et chevreau,,non
peaux apprêtées de chevreuil,,non
peaux apprêtées de daim,,non
peaux apprêtées de lapin,,non
peaux apprêtées de lièvre,,non
peaux apprêtées de lièvre et lapin,,non
peaux apprêtées de loup,,non
peaux apprêtées de loup cervier,,non
peaux apprêtées de loup et d'ours et de tigre,,non
peaux apprêtées de maroquins,,non
peaux apprêtées de mouton,,non
peaux apprêtées de mouton en mesquis,,non
peaux apprêtées de petit gris,,non
peaux apprêtées de renard,,non
peaux apprêtées de roussette,,non
peaux apprêtées de vache,,non
peaux apprêtées de veau,,non
peaux apprêtées en buffle et de veau,,non
peaux apprêtées en chamois et de veau,,non
peaux apprêtées en couleurs et de veau,,non
