goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
habits de pelleterie,1,,,non,0,386596
habits de pinchina,1,,,non,0,386596
habits de satin brodé,1,,,non,0,386596
habits de soie,38,,,non,0,386596
habits de soldat,2,,,non,0,386596
habits de toile,1,,,non,,386596
habits de toile de chanvre,1,,,non,0,386596
habits de troupes,2,,,non,0,386596
habits de velours,1,,,non,0,386596
habits divers,87,,,non,0,386596
habits enrichis,1,,,non,0,386596
habits et lingerie,581,,,non,1,386596
habits et lingerie et effets militaires,38,,,non,0,386596
habits et meubles,2,,,non,0,386596
habits et ornements d'Eglise,1,,,non,0,386596
habits et taffetas,1,,,non,0,386596
habits et vestes brodés,1,,,non,0,386596
habits et vestes vieux,1,,,non,0,386596
habits neufs,3,,,non,0,386596
habits pour femme,3,,,non,,386596
habits pour homme,6,,,non,0,386596
habits pour homme avec argent et or,2,,,non,,386596
habits pour homme brodés d'or,1,,,non,,386596
habits pour homme complets,1,,,non,0,386596
habits pour homme et pour femme,1,,,non,0,386596
habits pour nègre,3,,,non,0,386596
habits riches,1,,,non,0,386596
habits supportés,4,,,non,0,386596
habits supportés à la valeur,1,,,non,0,386596
habits supportés au kilogramme,2,,,non,0,386596
habits uniformes,1,,,non,0,386596
habits unis,1,,,non,0,386596
habits vieux,5,,,non,0,386596
haches,57,,,non,1,386596
haches d'armes,1,,,non,0,386596
haches de fer,25,,,non,0,386596
haches de fer et d'acier,5,,,non,0,386596
haches de fer et houes de fer et serpes de fer,3,,,non,0,386596
haches et houe et serpes,1,,,non,,386596
haches et houes,4,,,non,0,386596
haches et houes de fer,1,,,non,0,386596
haches et houes et serpes,76,,,non,0,386596
haches et serpes,2,,,non,0,386596
haches paille,1,,,non,0,386596
haillons de laine,2,,,non,0,386596
hallebardes,1,,,non,0,386596
haltsays,1,,,non,0,386596
hamacs,71,,,non,0,386596
hamacs de coton,8,,,non,0,386596
hamacs de retour,0,Hors Canada,,oui,0,154386
hamacs de retour faute de vente,1,,,non,0,386596
hamans,0,,,oui,0,386596
hameçons,56,,,non,0,386596
hameçons cassés,1,,,non,0,386596
hampes de plumes,1,,,non,0,386596
harancades,22,,,non,0,386596
haras,1,,,non,0,386596
hardes,80,,,non,0,386596
hardes à usage,4,,,non,0,386596
hardes capillaire,1,,,non,0,386596
hardes et habillement,0,,,oui,0,386596
hardes et habits,4,,,non,0,386596
hardes neuves,17,,,non,0,386596
hardes perelle,1,,,non,0,386596
hardes pour nègre,2,,,non,0,386596
hardes vieilles,38,,,non,0,386596
hareng frais,0,,,oui,0,386596
harengs,77,Exclusivement Canada,,non,1,7532
harengs blanc,0,,,oui,0,386596
harengs blancs,665,Exclusivement Canada,,non,1,7532
harengs blancs demi-feuillettes,2,,,non,0,386596
harengs blancs feuillettes,2,,,non,0,386596
harengs blancs marinés et salés,15,,,non,0,386596
harengs blancs salés,1,,,non,0,386596
harengs blancs salés et marinés,1,,,non,0,386596
harengs bleus,1,,,non,,386596
harengs cades,2,,,non,0,386596
harengs de la Baltique petits,1,,,non,0,386596
harengs de la pêche nationale,1,,,non,0,386596
harengs et maquereaux salés,4,,,non,1,386596
harengs et saumons salés,1,,,non,0,386596
harengs frais,5,,,non,0,386596
harengs frais et merlan frais,1,,,non,0,386596
harengs fumés,65,,,non,0,386596
harengs marinés et salés,3,,,non,0,386596
harengs marinés et salés et saurs,8,,,non,0,386596
harengs pecks,0,,,oui,0,386596
harengs pecs,3,,,non,0,386596
harengs salés,29,,,non,1,386596
harengs salés et sardines salées,4,,,non,0,386596
harengs salés et sardines salées et saumon salé,6,,,non,0,386596
harengs saurs,411,,,non,0,386596
harengs secs,11,,,non,0,386596
haricots,65,,,non,0,386596
haricots confits,2,,,non,0,386596
haricots en fèves,1,,,non,0,386596
haricots en fil,1,,,non,0,386596
haricots et lentilles et pois secs,3,,,non,0,386596
haricots marinés,1,,,non,0,386596
harmonica et orgues portatives,2,,,non,0,386596
harnais,83,,,non,0,386596
harnais de carrosses,1,,,non,0,386596
harnais de chaise,23,,,non,0,386596
harnais de chevaux,20,,,non,0,386596
harnais de chevaux de cuir,8,,,non,0,386596
harnais de cuir,2,,,non,0,386596
harnais de sellier,1,,,non,0,386596
harnais et chaises roulantes,1,,,non,0,386596
harnais et housses de chevaux,1,,,non,0,386596
harnais et housses de mulet,1,,,non,0,386596
harnais et phaéton,1,,,non,0,386596
harnais et selles,11,,,non,0,386596
harnais pour chaise de cuir,1,,,non,0,386596
harpes,9,,,non,0,386596
harpes et guitare,1,,,non,0,386596
harpes et guitare et psalterions,2,,,non,0,386596
harpes et orgues d'église,2,,,non,0,386596
harpins,1,,,non,0,386596
harpoix,0,,,oui,0,386596
harpoix et tartre,0,,,oui,0,386596
harpoix et térébenthine,0,,,oui,0,386596
harpons de scies,1,,,non,,386596
hartreuse,1,,,non,0,386596
haussière,0,,,oui,0,386596
hautbois,3,,,non,0,386596
hebichets de fil de fer,1,,,non,0,386596
helateas,2,,,non,0,386596
hellébore,1,,,non,0,386596
hemitacortum,2,,,non,0,386596
herbages,81,,,non,0,386596
herbes,60,,,non,1,386596
herbes à charpentier,3,Hors Canada,,non,1,154386
herbes à col,1,,,non,0,386596
herbes à teindre,116,,,non,0,386596
herbes à teindre ou terre jaune,1,,,non,0,386596
herbes aromatiques,1,,,non,,386596
herbes d'absinthe,2,,,non,0,386596
herbes d'acacia,1,,,non,0,386596
herbes d'acacia à teindre,1,,,non,0,386596
herbes d'orseille,101,,,non,0,386596
herbes d'oseille,26,,,non,0,386596
herbes de capillaire,0,Hors Canada,,oui,0,154386
herbes de sarriette,1,,,non,0,386596
herbes de violette,1,,,non,0,386596
herbes émollientes,1,,,non,0,386596
herbes et plantes et racines,6,,,non,0,386596
herbes et racines,1,,,non,0,386596
herbes et trèfle,2,,,non,0,386596
herbes gaude,72,,,non,0,386596
herbes mauves,1,,,non,,386596
herbes médicinales,12,,,non,1,386596
herbes médicinales et plantes médicinales,58,,,non,0,386596
herbes médicinales et plantes médicinales et racines médicinales,35,Hors Canada,,non,1,154386
herbes pérelle,118,,,non,1,386596
herbes plantes racines fleurs etc.,14,,,non,0,386596
herbes qacrette,3,,,non,0,386596
herbes vaudes,28,,,non,0,386596
herbes véroniques,1,,,non,,386596
herbes vulnéraires,24,,,non,0,386596
hermine,2,,,non,0,386596
herminettes,2,,,non,0,386596
hermodatte,51,,,non,0,386596
herse,1,,,non,0,386596
hesses et hirondelles,1,,,non,0,386596
hêtre en blocs,1,,,non,0,386596
hipocide,4,,,non,0,386596
hipouditte,1,,,non,0,386596
histoire naturelle,18,,,non,1,386596
histoire naturelle coquillages,1,,,non,1,386596
Hondschoote blanche,2,,,non,0,386596
Hondschoote peinte,3,,,non,0,386596
hôpitaux,2,,,non,0,386596
hôpitaux à café,1,,,non,0,386596
hôpitaux de cuivre,65,,,non,0,386596
horloge,46,,,non,0,386596
horloge à réveils,1,,,non,0,386596
horloge commune,5,,,non,0,386596
horloge d'église,1,,,non,0,386596
horloge de bois,28,,,non,0,386596
horloge de fer,1,,,non,0,386596
horloge de mer,1,,,non,0,386596
horloge de sable,23,,,non,0,386596
horloge de tables,4,,,non,0,386596
horloge neuve,1,,,non,0,386596
horlogerie,794,,,non,0,386596
horlogerie boîtes d'argent,6,,,non,0,386596
horlogerie boîtes d'or,4,,,non,0,386596
horlogerie boîtes de montre d'argent,1,,,non,0,386596
horlogerie boîtes de montre d'or,1,,,non,0,386596
horlogerie boîtes de pendule,3,,,non,0,386596
horlogerie cadrans,1,,,non,0,386596
horlogerie cadrans d'émail,1,,,non,0,386596
horlogerie carillon,1,,,non,0,386596
horlogerie carillon au-dessous d'une hectogramme,1,,,non,0,386596
horlogerie chaînes d'argent,1,,,non,0,386596
horlogerie chaînes d'or,3,,,non,0,386596
horlogerie chaînes de cuivre,1,,,non,0,386596
horlogerie clefs de montre,1,,,non,0,386596
horlogerie d'or,2,,,non,0,386596
horlogerie et carillon,4,,,non,0,386596
horlogerie fournitures,6,,,non,0,386596
horlogerie horloge de fer,12,,,non,0,386596
horlogerie monom à montre,1,,,non,0,386596
horlogerie monom à pendule,2,,,non,0,386596
horlogerie montres d'argent,12,,,non,0,386596
horlogerie montres d'or,14,,,non,0,386596
horlogerie montres de cuivre,3,,,non,0,386596
horlogerie montres de métal,1,,,non,0,386596
horlogerie montres maillées,1,,,non,0,386596
horlogerie mouvements de montre,7,,,non,0,386596
horlogerie mouvements de pendule,5,,,non,0,386596
horlogerie outils d'horloge,2,,,non,0,386596
horlogerie pendule,36,,,non,1,386596
horlogerie pendule de cuivre,2,,,non,0,386596
horlogerie pendule et réveils,2,,,non,0,386596
horlogerie ressorts de montre,2,,,non,0,386596
horlogerie ressorts de pendule,3,,,non,0,386596
horlogerie réveils,2,,,non,0,386596
horlogerie timbres,1,,,non,0,386596
hôtes,1,,,non,0,386596
hôtes d'osier,4,,,non,0,386596
houblon,293,,,non,0,386596
houes,12,,,non,0,386596
houes de fer,17,,,non,0,386596
houes et serpes,21,,,non,0,386596
houes haches et serpes,4,,,non,,386596
houille,4,,,non,0,386596
houille frontières,2,,,non,0,386596
houille par Ardennes et Meuse,2,,,non,0,386596
houille par mer,3,,,non,0,386596
houille par mer à Baisieux,2,,,non,0,386596
houille par terre,1,,,non,0,386596
houille par terre Ardennes et autre,2,,,non,0,386596
houppe de cygne,5,,,non,0,386596
housses,2,,,non,0,386596
housses de chevaux,25,,,non,0,386596
housses de chevaux enrichie,1,,,non,0,386596
housses de chevaux et faux,1,,,non,0,386596
housses de chevaux et faux et fourreaux garnis de soie,1,,,non,0,386596
housses de chevaux garnies d'argent et d'or,1,,,non,0,386596
housses de drap,6,,,non,0,386596
housses de drap et de velours,2,,,non,0,386596
housses de lit,2,,,non,0,386596
housses de selles,1,,,non,0,386596
housses de velours,1,,,non,0,386596
housses et faux fourreaux,3,,,non,0,386596
housses et faux fourreaux garnis d'argent,1,,,non,0,386596
housses et selles de chevaux,1,,,non,0,386596
housses galonnées,2,,,non,0,386596
housses galonnées d'or,4,,,non,0,386596
housses galonnées d'or et d'argent,1,,,non,,386596
housses garnies d'or,2,,,non,,386596
housses garnies et d'or,0,,,oui,0,386596
hubalingue,1,,,non,0,386596
hubellimeus,1,,,non,0,386596
huide de codde,1,,,non,0,386596
huile,18,Hors Canada,,non,1,154386
huile à ???,1,,,non,0,386596
huile à brûler,48,,,non,0,386596
huile à brûler de graine,1,,,non,0,386596
huile à brûler et de poisson,12,,,non,0,386596
huile à lin,0,,,oui,0,386596
huile ambrée,1,,,non,0,386596
huile antique et huile volatile ambrée,1,,,non,0,386596
huile blanche,1,,,non,0,386596
huile carabée,1,,,non,0,386596
huile chimique,1,,,non,0,386596
huile citron orange et leurs variétés,2,,,non,0,386596
huile commune,4,,,non,0,386596
huile commune d'olive,1,,,non,0,386596
huile concrète de cacao et de laurier,2,,,non,0,386596
huile d'absinthe,2,,,non,0,386596
huile d'Aix,2,,,non,0,386596
huile d'Alma Christi,0,Hors Canada,tropiques,oui,0,154386
huile d'amandes,77,,,non,0,386596
huile d'amandes douces,14,,,non,0,386596
huile d'ambre,11,,,non,0,386596
huile d'anis,28,,,non,0,386596
huile d'anis carvi et fenouil,1,,,non,0,386596
huile d'anis et fenouil,2,,,non,0,386596
huile d'aspic,58,,,non,0,386596
huile d'élite dite keurolie,1,,,non,0,386596
huile d'enc,1,,,non,0,386596
huile d'étain,1,,,non,0,386596
huile d'œillette,31,,,non,0,386596
huile d'olive,3295,,,non,0,386596
huile d'olive à manger,11,,,non,0,386596
huile d'olive blanche de Gênes,1,,,non,0,386596
huile d'olive comestible,3,,,non,0,386596
huile d'olive commune,18,,,non,0,386596
huile d'olive Corse pour la France,1,,,non,0,386596
huile d'olive de fèce ou fie d'huile,2,,,non,0,386596
huile d'olive et autres pour fabrique,21,,,non,0,386596
huile d'olive fine,123,,,non,0,386596
huile d'olive importée en grande partie à Marseille,1,,,non,0,386596
huile d'olive pour fabrique,245,Hors Canada,,non,1,154386
huile d'olive pour fabrique de la Corse,1,,,non,0,386596
huile d'ours,1,Exclusivement Canada,,non,1,7532
huile de baleine,90,,,non,0,386596
huile de baleine et spirituelle,1,,,non,0,386596
huile de baume,1,,,non,0,386596
huile de benedie,1,,,non,0,386596
huile de benjoin,1,,,non,0,386596
huile de brique,1,,,non,0,386596
huile de cacao,2,Hors Canada,,non,1,154386
huile de cacao et palme,1,,,non,0,386596
huile de cade,4,,,non,0,386596
huile de cahouanne,3,Hors Canada,,non,1,154386
huile de cannelle,17,,,non,0,386596
huile de cannelle macis muscade de Rhodes et rose,2,,,non,0,386596
huile de carabe,7,,,non,0,386596
huile de carde,3,,,non,0,386596
huile de casse cède cédrin genièvre,2,,,non,0,386596
huile de castor,1,,,non,0,386596
huile de chanvre,11,,,non,0,386596
huile de chien de mer,2,,,non,0,386596
huile de chimie,1,,,non,0,386596
huile de chimie ?,1,,,non,,386596
huile de citron bergamote et orange,1,,,non,0,386596
huile de coco,1,,,non,0,386596
huile de copahu,53,Hors Canada,amérique du sud,non,1,154386
huile de corde,1,,,non,0,386596
huile de corne de cerf,1,,,non,0,386596
huile de crabette,1,,,non,0,386596
huile de crème,1,,,non,0,386596
huile de cumin,1,,,non,0,386596
huile de dégras,1,,,non,0,386596
huile de faine et de noix,5,,,non,0,386596
huile de farde,1,,,non,0,386596
huile de Flandre,1,,,non,0,386596
huile de flanelle,1,,,non,0,386596
huile de Florence,1,,,non,0,386596
huile de gaïac,1,,,non,0,386596
huile de Garonne,1,,,non,0,386596
huile de genièvre,14,,,non,0,386596
huile de girofle,46,,,non,0,386596
huile de girofle et sassafras,1,,,non,0,386596
huile de girofle et spirituelle,1,,,non,0,386596
huile de grain,4,,,non,0,386596
huile de graine,629,,,non,0,386596
huile de graine d'anis,1,,,non,0,386596
huile de graine d'olive,1,,,non,0,386596
huile de graine de cannelle,1,,,non,0,386596
huile de graine de colza lin navette etc. et de noix,2,,,non,0,386596
huile de graine de girofle,1,,,non,0,386596
huile de graine de lin,3,,,non,0,386596
huile de graine de macis,1,,,non,0,386596
huile de graine de moutarde,1,,,non,0,386596
huile de graine de navette,1,,,non,0,386596
huile de graine de navette et de chanvre,1,,,non,0,386596
huile de graine de poisson,1,,,non,0,386596
huile de graine de Rhodes,1,,,non,0,386596
huile de graine de térébenthine,1,,,non,0,386596
huile de graine et de lin,6,,,non,0,386596
huile de graine et de noix,38,,,non,0,386596
huile de graine grasse,3,,,non,0,386596
huile de grains,5,,,non,0,386596
huile de grains à peintures,0,,,oui,0,386596
huile de grains à peinures,1,,,non,0,386596
huile de graisse,2,,,non,0,386596
huile de graisse de poisson,1,,,non,0,386596
huile de gras,1,,,non,0,386596
huile de gras et de traen pour tanneur,0,,,oui,0,386596
huile de gras et de traens pour tanneurs,1,,,non,0,386596
huile de gras pour tanneur,0,,,oui,0,386596
huile de gras pour tanneurs,1,,,non,0,386596
huile de Haarlem,1,,,non,0,386596
huile de hareng,1,,,non,0,386596
huile de jasmin,17,,,non,0,386596
huile de jasmin et autres fleurs,3,,,non,0,386596
huile de jayet,1,,,non,0,386596
huile de laine,1,,,non,0,386596
huile de laurier,75,,,non,0,386596
huile de lavande,6,,,non,0,386596
huile de lin,842,,,non,0,386596
huile de lin et spirituelle,6,,,non,0,386596
huile de lin pour l'entrepôt pour la Compagnie des Indes,1,,,non,0,386596
huile de loifon,9,,,non,0,386596
huile de loup marin,7,Exclusivement Canada,,non,1,7532
huile de maïs,1,,,non,0,386596
huile de Majorque,1,,,non,0,386596
huile de marjolaine et sauge,1,,,non,0,386596
huile de menthe,1,,,non,0,386596
huile de morne,2,,,non,0,386596
huile de morue,84,Exclusivement Canada,,non,1,7532
huile de muscade,24,,,non,0,386596
huile de navette,179,,,non,0,386596
huile de noisettes,2,,,non,,386596
huile de noix,249,,,non,0,386596
huile de Palma Christi,9,Hors Canada,tropiques,non,1,154386
huile de palme,32,Hors Canada,tropiques,non,1,154386
huile de palmier,1,,,non,1,386596
huile de parfum,4,,,non,0,386596
huile de peinture,1,,,non,0,386596
huile de pierre,1,,,non,0,386596
huile de pignon et ricin,2,,,non,0,386596
huile de pin,1,,,non,0,386596
huile de plantes,1,,,non,1,386596
huile de poisson,1646,Hors Canada,,non,1,154386
huile de poisson des Indes,1,,,non,0,386596
huile de poisson et de lin,1,,,non,0,386596
huile de poisson et poix,1,,,non,0,386596
huile de poix,9,,,non,0,386596
huile de rabette,105,,,non,0,386596
huile de rave,2,,,non,0,386596
huile de Rhodes,14,,,non,0,386596
huile de rhue,1,,,non,0,386596
huile de romarin,4,,,non,0,386596
huile de rose,4,,,non,0,386596
huile de salmus,1,,,non,1,386596
huile de sassafras,2,,,non,0,386596
huile de saturne,1,,,non,1,386596
huile de scorpion,6,,,non,0,386596
huile de sein,1,,,non,0,386596
huile de semence,1,,,non,0,386596
huile de senteur,97,,,non,0,386596
huile de soldat,3,Hors Canada,,non,1,154386
huile de soufre,2,,,non,0,386596
huile de spermaceti,5,,,non,0,386596
huile de storax,8,,,non,0,386596
huile de tamarin,2,Hors Canada,Indes,non,1,154386
huile de tartre,2,,,non,0,386596
huile de térébenthine,235,,,non,0,386596
huile de verre,1,,,non,0,386596
huile de vialle,2,,,non,0,386596
huile de vitriol,289,,,non,0,386596
huile de vitriol et vitriol,24,,,non,0,386596
huile dellevette,2,,,non,0,386596
huile diverse,39,Intraitable,,non,1,6283
huile diverse à la valeur,1,,,non,0,386596
huile du Pérou,3,,,non,1,386596
huile en crasse,4,,,non,0,386596
huile en crasse ou degnes ???,2,,,non,0,386596
huile en dignar,1,,,non,0,386596
huile essencée,1,,,non,0,386596
huile essentielle ou volatile de citron girofle menthe rose etc.,2,,,non,0,386596
huile et acide vitriolique,0,,,oui,0,386596
huile et essence de térébenthine,24,,,non,0,386596
huile et provisions,1,,,non,0,386596
huile et rabete,1,,,non,0,386596
huile et sirop,2,,,non,0,386596
huile fine,3,,,non,0,386596
huile grap indigo,1,,,non,0,386596
huile grasse d'amandes,4,,,non,0,386596
huile grasse d'olive comestible,4,,,non,0,386596
huile grasse d'olive pour fabrique,4,,,non,0,386596
huile grasse de faine et noix,4,,,non,0,386596
huile grasse de graines autres que lin œillette et pavot,2,,,non,0,386596
huile grasse de graines d'œillette ou pavot,2,,,non,0,386596
huile grasse de graines de lin,2,,,non,0,386596
huile grasse de graines grasses,2,,,non,0,386596
huile grasse de palme,2,,,non,0,386596
huile grasse de palme et pignon,2,,,non,0,386596
huile grasse de ricin,4,,,non,0,386596
huile marc d'olive ou amurca,1,,,non,0,386596
huile médicinale,1,,,non,0,386596
huile pétrole,18,,,non,0,386596
huile pour étranger de poisson,1,,,non,0,386596
huile pour France de poisson,3,,,non,0,386596
huile pour lampe,1,,,non,0,386596
huile rabette,1,,,non,0,386596
huile spirituelle d'olive,8,,,non,0,386596
huile spirituelle de poisson,1,,,non,0,386596
huile stale,1,,,non,0,386596
huile succin,3,,,non,0,386596
huile superfine,1,,,non,0,386596
huile térébenthine,12,Hors Canada,Monde,non,1,154386
huile vierge,1,,,non,0,386596
huile vitriol,3,,,non,0,386596
huile volatile,2,,,non,0,386596
huile volatile d'anis fenouil marjolaine romarin et sauge,2,,,non,0,386596
huile volatile de cade cèdre ou oxycèdre et gaïac,2,,,non,0,386596
huile volatile de cannelle girofle macis muscade et sassafras,2,,,non,0,386596
huile volatile de citron orange et leurs variétés,2,,,non,0,386596
huile volatile de genièvre,1,,,non,0,386596
huile volatile de jasmin et autres fleurs d'odeur fugace,2,,,non,0,386596
huile volatile de lavande,2,,,non,0,386596
huile volatile de rose et de Rhodes,2,,,non,0,386596
huîtres,107,,,non,0,386596
