Inconnu,marchandises,definition,
0,merle,"La 9ème édition  du Dictionnaire de l'Académie française, article 'Merle” : “XIIe siècle. Emprunté du latin merula, de même sens. Oiseau de l'ordre des Passériformes, dont l'espèce la plus commune, le merle noir, présente un plumage noir chez le mâle et brun tacheté chez la femelle. Merle à plastron. Merle bleu, dont le plumage est gris bleu chez le mâle. Merle siffleur. • Fig. C'est le merle blanc, se dit d'une chose extrêmement rare ou d'une personne douée de qualités très difficiles à réunir. • Prov. Faute de grives, on mange des merles, faute de ce que l'on désire, il faut se contenter de ce que l'on a.”",
0,merrain,"Savary, volume 3, 1748 : « C'est du bois de chêne refendu en petites planches plus longues que large » ",
1,mervillon,"Pas d’erreur de retranscription (Exemple de source : Objet Général -- 1756 – BMRouen_Ms_Montbret_155-1bB&W.pdf, page 83). Le terme est présent dans une dizaine de sources, à l’import comme à l’export de différents pays (toutes « Objet général »), mais sa définition est inconnue des différents dictionnaires.",
0,mesat de clocher,"Très probable erreur de retranscription, en faveur de «métal de cloche ». Correction effectuée",
0,méteil,"Savary, volume 3, 1748 :  « Métail ou métal » ",
0,meulardeau,Petite meule (http://cnrtl.fr/definition/dmf/MEULARDEAU) ,
,meulardeaux,Meule à aiguiser,
0,meule à favre ,"Faber, favre, febvre, fèvre ou favre désignent « Ouvriers en métaux, artisan faisant usage du marteau » ou de manière plus précise ouvrier travaillant le fer (forgeron, maréchaux et serruriers). Fèvre est en usage en Normandie, favre plutôt dans le sud, notamment dans le sud-est. Extrait de  ",
,meuniers,poissons,
0,mignonnette,Sorte de dentelle ,
,milleret,associé aux agréments de soie,
0,millet,fenegré et millet ,
0,mine de fer,minne de fer/mine de fer à 1600 livres la charée ,
0,"mini, miny, azercor","Savary, volume 3, 1748 : « Marchandise dont il se fait commerce à Amsterdam. […] On n'a pu savoir son nom en français. » Dans état général du commerce : comme azercor (cendre de plomb caliciné pour la peinture ou la médicine) – Dictionnaire Universel du commerce de 1748",
0,minium et mine orange,"Le minium est défini par le Littré comme le « nom vulgaire du deutoxyde de plomb, qui est rouge. » « Par extension, nom d'une couleur à l'huile faite avec le minium, et qui sert à donner une première couche au fer pour le préserver de la rouille. » (voir ci-dessous) ; une « mine orange » est, toujours d’après Le Littré, une espèce de minerai oxydé. (http://littre.reverso.net/dictionnaire-francais/definition/mine_[2]/48346)",
0,miniun,"Défini par le Littré comme le « nom vulgaire du deutoxyde de plomb, qui est rouge. » « Par extension, nom d'une couleur à l'huile faite avec le minium, et qui sert à donner une première couche au fer pour le préserver de la rouille. »",
0,minutier,"La 9ème édition du Dictionnaire de l'Académie française, article « Minutier » : “ XIXe siècle. Dérivé de minute II. Registre dans lequel un notaire consigne les minutes des actes qu'il a rédigés ou reçus. • ADM. Minutier central, service des archives départementales où les notaires sont tenus de déposer les minutes des actes conservés depuis plus de cent vingt-cinq ans.”",
1,miny,après vérification de la transcription il semble que l’orthographe est la bonne. Il s’agit d’une entrée de Hollande dans les deux cas. ,
0,mirabolan,"« Petit fruit de l'Inde de la grosseur d'une petite prune, employé dans des préparations médicinales » (cnrtl)",
1,mireau," 2 occurrence dans al BDD, bonne retranscription. Cependant, aucune définition trouvée. Ce bien est toujours associé à un commerce avec la Guinée. ",
0,"mirobolan, myrobolan, mirobolant, myrobalan","Voir Lemery ou  François Bourguignon de Bussière, Nouveaux éléments de matiere médicale : Aussi noix du Bengale, utilisé pour ses vertus purgatives. Fruit utilisé pour les préparations pharmaceutiques (étymologie CNRTL) MYROBOLAN, MYROBALAN, subst. masc. BOTANIQUE A. − Fruit comestible du badamier. V. badamier ex. 2: . Sous la salutation des palmes, dans le silence interrompu par le cri du perroquet, (...) que le rameau fabuleux descende sous le poids des myrobolans et des pommes-grenades, je ne considérerai plus, arrachant mon regard à la science angélique, quel jardin est offert à mon goûter et à ma récréation... Claudel,Connaiss. Est, 1907, p.92. − En partic., vx. Fruit desséché du badamier autrefois utilisé en pharmacie pour ses propriétés purgatives et en tannerie pour ses propriétés tannifères. On connaît, en pharmacie, sous le nom de myrobalans, cinq sortes de fruits desséchés qui viennent de l'Inde et de l'Amérique (Littré-Robin1858).Les écorces de saule et de bouleau ainsi que le gambier donnent un cuir souple et spongieux, le myrobolam [sic] et le sumac un cuir très souple (Bérard, Gobilliard,Cuirs et peaux, 1947, p.63).V. badamier ex. 1 - Tilf",
1,mistelle,"Article CNRTL ""mistelle"", ""Moût de raisin muté à l'alcool avant fermentation""; origine 19e-20e s., mais vient de l'espagnol",
0,mitraille,"La 4e édition (1762) du Dictionnaire de l'Académie française, atricle “Mitraille”: « Toute sorte de petite marchandise de clincailler. Il se dit aussi De toute sorte de vieux morceaux de cuivre, & pareillement de toute sorte de vieux clous & de vieux fers, dont on charge quelquefois le canon sur des vaisseaux. Un canon chargé de mitraille, à mitraille. »",
0,mitraille,"Savary, volume 3, 1748 : »Vieux cuivre rouge ou jaune «  ou «  ensemble de monnaies » ",
,"mitte, mitte de soie",mitre de coutellerie (voir Wilkipédia – Savary parle de « soie du couteau»),
,molenaers,poisson (voir Tarifs de 1680 pour Bruxelles),
1,mollues,"molue: ""Poisson du genre gade, variété de morue"", CNRTL, article ""morue""",
0,momade,"“Moutarde”, erreur de retranscription",
0,momie,"Savary, volume 3, 1748 : « Les apothicaires donnent aussi ce nom à quantité d'autres drogues qui n'ont pas bien du rapport aux momies égyptiennes. […] C'est une liqueur minérale. » ",
1,momoye de cuivre,"Peut-être 9a : T.Rilliet de Saussure, Lettre sur l'emprunt et l'impôt, 1779 : « L'argent prend alors nécessairement une valeur relative proportionnée à sa rareté et se morcelle en une monnoye de cuivre extrêmement abondante. » ",
0,moncayard,"Encyclopédie de Diderot et d'Alembert : « Moncahcar ou Moncayard : étoffe noire, d'une grande finesse, à châine de soie et trame de fil de laine de sayette. » ",
0,mongette,Mongette : nom donné aux haricots (blancs) dans le midi de la France. ,
1,mongistere," 4 occurrences dans la BDD. Définition introuvable, mais ce bien est toujours associé à un commerce avec les Indes Orientales (produit importé)",
,mongistere,,
0,montichon,"tissu de coton et de soie, Inventaire après décès de Louise Marie Laperroy, fille majeure, 14 septembre 1731 – MC/ET/XXX/251; accessible à https://identitesvestimentaires.wordpress.com/dans-les-actes-notaries-de-paris-archives-nationales/annee-1731/inventaire-apres-deces-de-louise-marie-laperroy-fille-majeure-14-septembre-1731-mcetxxx251/",
0,moque de gréz,Introuvable dans la BDD,
1,morenine de soie,,
0,morphil (dents de),"Morfil, dents déléphant. ""On les nomme marfil ou morfil"", Savary, Dictionnaire 2, article ""Dent d'éléphant"". ",
0,moucade,Moquette ou Mocade ou Moucade : sorte d'étoffe de lin et coton ou lin et lain ou tout de laine (Savary) ,
0,mouffette,Pour la manger ou non ? ,
1,moulons et kibbelinck,,
0,moureaux,Moreaux (provençal) ou Moureaux (gascon) : panier de corde (lin ou chanvre) destiné à mettre la paille pour que les animaux de trait puisse manger en marchant. ,
,moureaux de mulets,espèce de cabat de corde ou de jonc (Les gasconismes corrigés) / mangeoir ambulante,
0,mousse de mer,"Savary, volume 1, 1748 :ou ALGUE/ALGA « Elle est apéritive, vulnéraire et dessiccative. On dit qu'elle tue les puces et les punaises. » ",
0,mousseron,Champignon destiné à la consommation ,
0,mufle à chandelle,"« Mèches à chandelle », erreur de retranscription.",
1,mungistere,,
0,musc,"Savary, volume 3, 1748 : « L'usage du musc est peu considérable en Médecine, surtout à cause des vapeurs que son odeur provoque aux femmes mais les parfumeurs en emploient assez considérablement. » ",
0,muscade,"Savary, volume 3, 1748 : « Espèce de noix aromatique qui vient des Indes Orientales. » ",
0,muscade et macis,"Savary, volume 3, 1748 : « Fleur de la noix muscade. […] On tire du macis une huile qui a diverses propriétés pour la médecine. » ",
1,muscades de perles,,
0,muse,"Le terme « Muse » est présent dans la dictionnaire, mais se rattache rarement à un produit de commerce. Peut être cette définition est la bonne : Le Dictionnaire du Moyen Français (DMF), article “Muse” : MUS. ""Musette (instrument à vent)"" - Muse d'Aussay (d'Alsace) - Muse de blé. ""Cornemuse dont le soufflet est gonflé à la bouche grâce à un court chalumeau de paille""... …",
0,"myrrhe, mirke",MIRRHE ou MYRRHE : Elle pouvait être un des multiples constituants de la thériaque de la pharmacopée maritime occidentale au XVIIIe siècle ,
1,nalle de jonc,Peut-être « natte » ,
1,nalle de paille,Peut-être « natte » ,
0,nattron,"Savary, volume 3, 1748 : « Natron : Espèce de sel noir et grisâtre qui se tire d'un lac d'eau morte dans le territoire de Terrana en Egypte. » ",
0,nature de baleine,"Savary, volume 1, 1748 : « L'on tire trois sortes de marchandises de la baleine. L'huile, les fanons et le sperme ou nature de baleine [...] » Les femmes l'utilisent comme produit de beauté ",
1,naurougue,"1 occurrence dans la BDD, la retranscription est bonne. Cependant, pas de définition trouvée. (Voir Objet Ge?ne?ral -- 1756 – BMRouen_Ms_Montbret_155-1b-2.pdf Page 87)",
1,naurougue,,
,naveaux,navets ?,
,naves de porte,Objet décoratif en forme de navire ?,
0,"necanias, nekanias, nicaneas, nicanes","tissu de coton rayé de l'ouest de l'Inde, listé sous ""nicannee [..] ou niquanias"" dans le glossaire de G. Riello et T. Roy, How India clothed the world, p. 439. Graphie utilisée Nicaneas. ",
0,"neganepeau, maganipau, neganipau, neganipou, neganitapau, negatupaux, negnepaux",Tissu de coton des Indes (destiné au commerce de Guinée) ,
,nelis,toile de coton des indes,
0,néphrétique (bois de),"Article ""Bois néphrétique"", Encyclopédie. ",
1,nepres,"1 occurrence dans la BDD, bonne retranscription. Mais aucune définition trouvée. ( Voir Objet Ge?ne?ral -- 1752 – BMRouen_Ms_Montbret_849-3.pdf Page 78)",
0,neptune de cuivre,"Marchandise de traite destinée au commerce de Guinée, c'est une pièce de cuivre mais il n'y a pas de déf. Ni dans le dictionnaire du commerce ni dans celui de l'académie.; ""recueil de carte marine"" selon le Nouveau dictionnaire universel des arts et métiers, de l'économie industrielle et commerciale de Francœur et al., 1839, — mais pourquoi en cuivre?",
0,nerprun,genre d’arbuste dont les baies servent à faire des colorants (stil de grain),
,nerprun,plante dont le fruit est utilisé en médecine et dans la teinture – colorant jaune ,
1,"neyster (bois portatif, dit)","Terme provenant d’une source belge, n’apparaît pas dans la base de données centrale. ",
1,niaals des Indes ?,,
0,nicanéas,"A.Roman, Saint-Malo au temps des négriers : « Nécanéas (ou nicanéas) : toiles du Cormandel, rayées de bleu et de blanc » ",
0,nicanéas,"Nécanée : Ce sont des toiles rayées de bleu et blanc, qui se fabriquent dans les Indes Orientales (Savary). S'écrit aussi Nicanéas ou Nicanée. ",
1,nina,"2 occurrences dans la BDD, bonnes retranscriptions mais aucune définition trouvée (Voir Objet Ge?ne?ral -- 1760 – BMRouen_Ms_Montbret_155-2.pdf Page 86)",
1,"nina, nina de poil",,
0,noir à imprimer,Teinture ,
0,noir d'espagne,Teinture ,
0,noir de chypre,Teinture ,
0,noix de fumée,semble être « noir » et non « noix » cf savary tome 3 ,
0,noix de galle,"Savary, volume 2, 1748 : « Drogue propre à la teinture et à quelques autres usages. » ",
1,noronges,"1 occurrence, bonne retranscription. Très peu d'informations trouvées sur le terme « noronges ». Un ouvrage semble indiquer qu'il s'agit d'un fruit entre la pomme et l'orange, mais semble être un fruit fictif. Voir Multilingualism and Mother Tongue in Medieval French, Occitan, and Catalan Par Catherine Léglu, Page 177 (https://books.google.fr/books?id=dWYf859eEc4C&pg=PA177&lpg=PA177&dq=noronges&source=bl&ots=bhIX2_OteE&sig=Oh14Or0R_z4oJ-SpbB2Js8qpvVA&hl=fr&sa=X&ved=0ahUKEwiJyqe5y8_MAhWIDsAKHbB3C6wQ6AEIHjAA#v=onepage&q=noronges&f=false)",
1,nousouque," 1 occurrence dans la BDD, bonne retranscription. Aucune définition trouvée (Voir Objet Ge?ne?ral -- 1754 – BMRouen_Ms_Montbret_155-1-2.pdf Page 96)",
1,objects,Introuvable dans la BDD,
1,oblique,"1 occurrence, la retranscription semble bonne. Le terme « oblique » est présent dans les dictionnaires, mais ne semble pas se rapporter à un produit pouvant faire l'objet d'un commerce. (Voir Objet Ge?ne?ral -- 1779 – AN_F12_247.pdf Page 86)",
0,ocre jaune,"Savary, volume 3, 1748 : «  Terre jaune et gossile qui se tire de sa propre mine » ",
,octant,instrument de mesure,
1,odaute,,
1,odeure,"1 occurrence, la retranscription semble correcte, à moins qu'il ne soit écrit « odeurs » et non « odeure ». Pour odeur, difficile à associer à un produit. Peut être : « ODEURS, au pluriel, se prend quelquefois pour Parfums, pour toutes sortes de bonnes odeurs. Cet homme craint les odeurs.  », article “Odeur”, La 8ème édition du Dictionnaire de l'Académie française. (Voir Objet Ge?ne?ral -- 1777 – AN_F12_245.pdf Page 102).",
0,œil d'écrevisse,"Savary, volume 2, 1723 : ou OCULI CANCRI : « […] pelites pierres blanches faites en forme d'yeux que l'on trouve dans la tête des écrevisses de rivières. [...] les yeux d'écrevisses sont à la mode dans la Médecine moderne, & on leur trouve un a ",
0,œuillard de brie,"L. Cotte, Vocabulaire portatif des mécaniques, 1801 : « La meule […] d'un diamètre moyen se nomme meularde ou œillarde » ",
0,oliban,"Savary, volume 3, 1748 : « Sorte de gomme ou de résine que l'on nomme plus communément Encens mâle »Arts et métiers mécaniques, Paris ",
0,onetes de coton," « Ouetes de coton », mauvaise retranscription. Petit dictionnaire de la langue française, suivant l'orthographe de l'Académie, Par Edouard Hocquart, article “Ouate” : “ (ouète), coton pour mettre entre deux étoffes”. (https://books.google.fr/books?id=914OAAAAQAAJ&pg=PT312&lpg=PT312&dq=ONETES+DE+COTON&source=bl&ots=eKo3wLTWJN&sig=ENIad_yw3S_p1wPMbXZdqd7B6P0&hl=fr&sa=X&ved=0ahUKEwjnvOquv8_MAhVrBsAKHct0D4wQ6AEIKjAC#v=onepage&q=onate&f=false)",
