marchandises_simplification,provenance_nord_américaine,details_provenance,obsolete
mouchoirs et mouchoirs des Indes,Hors Amérique du Nord,Indes,non
mouchoirs et mousseline,,,non
mouchoirs fabriqués en France,,,non
mouchoirs fins,,,non
mouchoirs foulards,,,non
mouchoirs gros en fil,,,non
mouchoirs imprimés,,,non
mouchoirs imprimés et teints de chanvre et de lin,,,non
mouchoirs indienne,,,non
mouchoirs Komel et Renis,,,non
mouchoirs linon,,,non
mouchoirs peints,,,non
mouchoirs peints de France,,,non
mouchoirs rayés,,,non
mouchoirs romals,,,non
mouchoirs Tranquebar,,,non
moufles,,,non
moulages de fer de fonte,,,non
moules,,,non
moules (poisson),,,non
moules à chandelle,,,non
moules de boutons,,,non
moules de boutons de bois,,,non
moules de fer à galette,,,non
moules de pierre pour sucre,,,non
moules de plâtre,,,non
moules de plâtre à faire figures,,,non
moules de terre,,,non
moules pour chandelle,,,non
moules pour sucre,,,non
moulinets à chocolat,,,non
moulinets à filer,,,non
moulins,,,non
moulins à blé,,,non
moulins à blé et à bras,,,non
moulins à bras,,,non
moulins à café,,,non
moulins à café doux,,,non
moulins à dessécher,,,non
moulins à dévider soie,,,non
moulins à filer,,,non
moulins à grain,,,non
moulins à lapidaire,,,non
moulins à maïs,,,non
moulins à moudre grain,,,non
moulins à moutarde,,,non
moulins à poivre,,,non
moulins à poivre et à café,,,non
moulins à retordre,,,non
moulins à sarrasin,,,non
moulins à sucre,,,non
moulins à tabac,,,non
moulins à tordre fil,,,non
moulins complets à sucre,,,non
moulins de bois,,,non
moulins de fer,,,non
moulins de fer à sucre,,,non
moulins de soie,,,non
moulins et presses à tabac,,,non
moulons,,,oui
moulons à faire chaux,,,oui
moulons à faire des bâtiments,,,oui
moulons et kibbelinck,,,non
moulures dorées,,,non
mouquette,,,non
moureaux,,,non
moureaux de bois,,,oui
moureaux de mules,,,non
moureaux de mulets,,,non
mousquetons,,,non
mousquets,,,non
mousse,,,non
mousse de bois,,,non
mousse de lin,Hors Amérique du Nord,,non
mousse de mer,,,non
mousse de mer et herbes à teindre,,,non
mousse de roche,,,non
mousseline brochée de coton,,,oui
mousseline brodée de coton,,,oui
mousseline de coton,,,oui
mousseline de coton et nankin,,,oui
mousseline de coton et nankin des Indes,,,oui
mousselines,,,non
mousselines aune,,,non
mousselines blanche,,,non
mousselines bordée,,,non
mousselines brochée de coton,,,non
mousselines brodée de coton,,,non
mousselines brodées,,,non
mousselines de coton,,,non
mousselines de coton et des Indes,,,non
mousselines de coton et nankin,,,non
mousselines de coton et nankin des Indes,,,non
mousselines de coton unies et brûlées,,,non
mousselines de coton unies et peintes,,,non
mousselines de France,,,non
mousselines de l'étranger,,,non
mousselines de la Compagnie,,,non
mousselines de Suisse et siamoise à ligne de soie,,,non
mousselines des Indes,,,non
mousselines et mousselinette de coton,,,non
mousselines et Nankin et toile de coton,Hors Amérique du Nord,Asie,oui
mousselines et toile de coton,,,non
mousselines et toile de coton blanc,,,non
mousselines et toile des Indes,,,non
mousselines fines,,,non
mousselines imprimées,,,non
mousselines nationales,,,non
mousselines siamoise et de Suisse à la ligne de soie,,,non
mousselines unies,,,non
mousselinette,,,non
mousselinette de coton,,,non
mousserons,,,non
mousserons et morilles,,,non
mousserons et truffes,,,non
mousserons secs,,,non
moussets et mousserons frais,,,non
moussets et mousserons secs ou marinés,,,non
moustiquaire de fil,,,non
moutarde,,,non
moutardelle,,,non
moutons,,,non
moutons communs,,,non
moutons et brebis,,,non
moutons gras,,,non
mouvements de montre,,,non
mouvements de pendule,,,non
moyeux,,,non
muce de plomb,,,non
mufle à chandelle,,,non
mules,,,non
mules à moulin,,,non
mules brodées,,,non
mules brodées et souliers brodées,,,non
mules brodées pour femme,,,non
mules de 6 mois,,,non
mules de nattes,,,non
mules et mulets,,,non
mules et mulets adultes,,,non
mules et mulets avec dents de lait,,,non
mules et mulets d'1 an,,,non
mules et mulets et ânes,,,non
mules et mulets n'ayant pas encore de dents adultes,,,non
mules ou mulets,,,non
mulets,,,non
mulets à moyen prix,,,non
mulets de fer,,,oui
mulets de moyenne taille,,,non
mulets jeunes,,,non
mulets mulets,,,non
mulets petits,,,non
mulets poulains,,,non
mulets vieux,,,non
mungistere,,,non
munitions de guerre,,,non
munitions de guerre et projectiles,,,non
muriate d'étain et de potasse,,,non
musc,,,non
musc castoreum et civette,,,non
musc civette castoreum et ambre gris,,,non
muscades,Hors Amérique du Nord,,non
muscades confites,,,non
muscades d'Inde,,,non
muscades de perles,,,non
muscades des entrepôts,,,non
muscades en noix,,,non
muscades et macis,Hors Amérique du Nord,,non
muscades et poivre,,,non
muscades feuilles et noix,,,non
muscades longues,,,non
muscades rondes,,,non
muse,,,non
musique,,,non
musique gravée,,,non
myrobolans confits,,,oui
myrrhe,,,non
myrrhe en grabeau,,,non
myrthe,,,non
NA,,,oui
nacelles,,,non
nacre,,,non
nacre à perles,,,oui
nacre de perles,,,non
nacre de perles argentée brute,,,non
nacre de perles argentée sciée,,,non
nacre de perles dépouillée de sa croûte et sciée,,,non
nacre de perles en coquille brute,,,non
nacre de perles en coquille brute et en sa coquille bâtarde,,,non
nacre de perles noire,,,non
nacre de perles ouvrée,,,non
nacre en coquille,,,non
nacre en coquilles,,,oui
nacre et perles,,,non
nankin,,,non
Nankin,Hors Amérique du Nord,,non
Nankin à l'aune,,,non
nankin blanche,,,non
Nankin blanche,,,oui
Nankin de coton,Hors Amérique du Nord,,oui
nankin des Indes,,,non
naphte,,,non
nappes,,,non
nappes de tables,,,non
nappes et serviettes,,,non
nappes et serviettes de lin,,,non
nappes et serviettes ouvrées,,,non
nappes faites,,,non
nappes fines et ouvrées,,,non
nappes ouvrées,,,non
nappes unies,,,non
natron,,,non
natron et soude,,,non
natrons,,,oui
nattes,,,non
nattes communes à paqueter,,,non
nattes d'emballage,,,non
nattes d'espars,,,non
nattes de jonc,,,non
nattes de jonc à pot emballage,,,non
nattes de jonc et de paille et larges,,,non
nattes de jonc et paille et étroites,,,non
nattes de jonc large,,,non
nattes de jonc rondes pour les pieds,,,non
nattes de moscovie,,,non
nattes de paille,Hors Amérique du Nord,,non
nattes de paille et de jonc,,,non
nattes de Russie,,,non
nattes et tresse de paille d'écorce et de sparte fines,,,non
nattes et tresse de paille d'écorce et de sparte grossières,,,non
nattes et tresse fines,,,non
nattes et tresse grossières,,,non
nattes et tresses de paille d'écorce et de sparte fines,,,oui
nattes et tresses de paille d'écorce et de sparte grossières,,,oui
nattes et tresses fines,,,oui
nattes et tresses grossières,,,oui
nattes moyennes,,,non
nattes pour grenier,,,non
nattes rondes,,,non
nature de baleine,,,non
naurougue,,,non
naveaux,,,non
naves de portes,,,non
navets,,,non
navettes,,,non
navettes à drapier,,,non
navettes d'écaille,,,non
navire,,,non
nécessaires,,,non
nécessaires de cuivre,,,non
nécessaires garnis en argent,,,non
nèfles,,,non
nèfles frais,,,non
neganepeau,,,non
nègre,,,non
nelis,,,non
nepres,,,non
neptune de cuivre,,,non
nerfs de bœuf,,,non
nerprun,,,non
nervures,,,non
niaals des Indes,,,non
nicanéas,,,non
nicanéas fins,,,non
nicanéas grands,,,non
nicanéas larges,,,non
nicanéas longs,,,non
nicanéas petite,,,non
nicanéas petits,,,non
nid d'oiseau,,,non
nina,,,non
nina de poil,,,non
nippes,,,non
nippes de femme,,,non
nippes et atours,,,non
nœuds d'épée,,,non
nœuds d'épée avec or,,,non
nœuds d'épée et cordons de montres,,,non
nogal,,,oui
nogat,,,non
nogat en piastre forte,,,non
noir,,,non
noir à broyer,,,non
noir à imprimer,,,oui
noir à noircir,,,non
noir commun,,,non
noir commun de fumée et autres,,,non
noir d'animal d'ivoire,,,non
noir d'animal d'ivoire d'os,,,non
noir d'animal de corne d'os etc.,,,non
noir d'Espagne,,,non
noir d'ivoire,,,non
noir d'os,,,non
noir de Chypre,,,non
noir de fumée,,,non
noir de fumée pour souliers,,,non
noir de galle,,,non
noir de noircir,,,non
noir minéral naturel,,,non
noir pour imprimer,,,non
noir pour imprimer en traille douce dit d'Allemagne,,,non
noir pour noircir,,,non
noir pour souliers,,,non
noisette sèches,,,non
noisettes,,,non
noisettes et noix,,,non
noisettes faînes,,,non
noisettes pistaches et ???,,,non
noix,,,non
noix d'acajou,Hors Amérique du Nord,tropiques,non
noix de coco,,,non
noix de galle,Hors Amérique du Nord,,oui
noix de Galle,,,non
noix de Galle légère,,,non
noix de Galle pesante,,,non
noix de Galle pesante des entrepôts,,,non
noix de marrons,,,non
noix de muscade,,,non
noix de pipes,,,non
noix de ravensara,,,non
noix épillées,,,non
noix et noisettes,,,oui
noix et riz,,,non
noix grosses,,,non
noix moutarde,,,non
noix pour peintures,,,non
noix sèches,,,non
noix venimeuses,,,non
noix vomiques,,,non
noronges,,,non
nots de morue,,,oui
nots et langues de morue,Exclusivement Amérique du Nord,,oui
nots et langues de morue des Îles,,,oui
nougat,,,non
nousouque,,,non
noves de morue,,,non
noves et langues de morue des Îles,,,non
noyaux,,,non
noyaux d'olives,,,non
noyaux de pêche,,,non
noyaux de pêches,,,non
noyer et cerisier,,,non
numéraire en assignats,,,non
numéraire en assignats par la Cure,,,non
objects,,,oui
objets à la valeur,Hors Amérique du Nord,,non
objets d'art,,,non
objets d'art et d'histoire naturelle,Hors Amérique du Nord,,non
objets d'arts histoire naturelle peintures et gravures,,,oui
objets d'histoire naturelle,,,non
objets de collection,,,non
objets de collection hors de commerce,,,non
objets de collection sculpture et d'histoire naturelle et peinture et gravure,Hors Amérique du Nord,,oui
objets de peu d'importance,,,non
objets de peu de valeur,,,non
objets des Indes,,,non
objets des Indes et de peu importance,,,non
objets divers,Hors Amérique du Nord,,non
objets divers dont la valeur du plus fort n'excède pas 25000 livre,,,non
objets divers dont les plus forts articles n'excèdent pas 10000 livres,,,non
objets manufacturés,,,oui
objets manufacturés réunis,Hors Amérique du Nord,,non
obliques,,,non
obusiers de fonte,,,non
ocre,Hors Amérique du Nord,,non
ocre brun,,,non
ocre brun jaune ou rouge,,,non
ocre de toute espèce,,,non
ocre en pierre,,,non
ocre en poudre,,,non
ocre et brun rouge,,,non
ocre jaune,,,non
ocre jaune et rouge,,,non
ocre noir,,,non
ocre rouge,,,non
octant,,,non
octante,,,oui
odautes,,,non
odeure,,,non
œil de bœuf,,,non
œil de bœuf garni de cuivre,,,non
œillards,,,non
œillards de Brie,,,non
œillets,,,non
œufs,,,non
œufs 15 ou 16 au kilogramme,,,non
œufs d'autruche,,,non
œufs de composition,,,non
œufs de faisan,,,non
œufs de gibier et de volaille,,,non
œufs de perdrix rouge,,,non
œufs de poisson,,,non
œufs de poule,,,non
œufs de thon,,,non
œufs de volaille,,,non
œufs et volaille,,,non
ogarie,,,non
oies,,,non
oies salées,,,non
oignons,,,non
oignons communs,,,non
oignons d'esquilles,,,non
oignons d'hyacinthe,,,non
oignons de Barbarie,,,non
oignons de fleurs,,,non
oignons de fleurs et plantes,,,non
oignons de fleurs jonquilles,,,oui
oignons de jonquilles,,,non
oignons de narcisse,,,non
oignons de narcisses,,,non
oignons de squille,,,non
oignons de tubéreuse,,,non
oignons ordinaires,,,non
oint,,,non
oint vieux,,,non
oiseau à l'eau de vie,,,non
oiseaux,,,non
oiseaux de proie,,,non
oiseaux petits,,,non
oleane ou rocou,,,non
oliban,,,oui
olives,,,non
olives au vinaigre,,,non
olives confites,,,non
olives et picholines confites,,,non
olives fraîches,,,non
olives fraîches et arachis,,,non
olives marinées,,,non
olives salées,,,non
olives salées au vinaigre,,,non
olives salées et au vinaigre,,,non
olivettes,,,non
olivier,,,non
onetes de coton,,,non
ongles d'écaille de tortue,Hors Amérique du Nord,,non
ongles de bœuf,,,non
ongles de caret,Hors Amérique du Nord,,non
onguent,,,non
onguent de laurier,,,non
opales brutes,,,non
opiat et pilules,,,non
opiats,,,non
opium,,,non
opoponax,,,non
optiques,,,non
or battu,,,non
or battu et fin,,,non
or brut brisé en lingots en masse,,,non
or brut en barres bijoux cassés lingots masse poudre,,,non
or en baissette,,,non
or en coquille,,,non
or en feuilles,,,non
or en lingot,,,non
or en poudre,,,non
or et argent,,,non
or et argent balles,,,non
or et argent battu,,,non
or et argent en barres et lingot,,,non
or et argent en feuilles,,,non
or et argent en fil,,,non
or et argent en fil et cantille et paillette,,,non
or et argent en lingot,,,non
or et argent faux,,,non
or et argent faux battu en livret de 24 feuilles,,,non
or et argent fin battu en livret de 24 feuilles,,,non
or et argent monnayés,,,non
or et argent paillette,,,non
or et argent trait,,,non
or faux,,,non
or faux battu,,,non
or filé,,,oui
or filé et vrai,,,oui
or laminé ou tiré,,,non
or massif,,,non
or travaillé,,,non
orange,Hors Amérique du Nord,,non
orange aigre,,,non
orange chinoise,,,non
orange de Malte,,,non
orange douce,,,non
orange du Portugal,,,non
orange en caisses,,,non
orange et citrons,,,non
orange fraîche,,,non
orange ordinaire,,,non
orange petite,,,non
orange sèche,,,non
orange séchée à faire chapelets,,,non
orangelets,,,non
orangelets secs,,,non
orangers,,,non
orangers à planter,,,non
orangers petits,,,non
orbe,,,non
orcanette,,,non
orcillons à faire colle,,,non
orcre,,,oui
oreilles et oreillons à faire colle,,,non
oreillons,,,non
orfèvrerie,,,non
orfèvrerie d'argent,,,non
orfèvrerie d'argent et d'or,,,non
orfèvrerie d'or,,,non
orfèvrerie d'or et d'argent,,,non
orfèvrerie d'or ou de vermeil,,,non
orfèvrerie de platine,,,non
organdis,,,non
organeaux,Hors Amérique du Nord,,non
organette,,,oui
orge jaune,,,non
orge mondé,,,non
orge moulu,,,non
orge perlé,,,non
orgue d'Allemagne,,,non
orgues,,,non
orgues d'église,,,non
orgues de bois,,,non
orgues de savoyard,,,non
orgues portatives,,,non
orgueur de bois,,,oui
origan,,,non
ormeaux à planter,,,non
ornements d'église,,,non
ornements de dessert,,,non
ornements de fer ouvré,,,non
ornements de table,,,non
orobes,,,non
orpiment,,,non
orpiment broyé,,,non
orpin,,,non
orpin broyé,,,non
orpin rouge,,,non
orseille,,,non
orseille apprêtée,,,non
orseille bleu cendré tournesol en pâte,,,non
orseille en drapeaux,,,non
orseille en herbes,,,non
orseille ou tournesol préparé,,,non
orseille sèche,,,non
orseille violette cud beard,,,non
ortites de menuisier,,,non
orviétan,,,non
os de bétail,,,non
os de bœuf,,,non
os de bœuf et vache,,,non
os de cœur de bœuf,,,non
os de cœur de cerf et de seiche,,,non
os de mouton,,,non
os de seiche,,,non
os de seiche serpia officinalis,,,non
os desséchés,,,non
os et sabots de bétail,,,non
oseille,,,non
oseille apprêtée,,,non
osier,,,non
osier d'en dessous de 7 paumes,,,non
osier de 10 à 11 paumes,,,non
osier de 12 à 14 paumes,,,non
osier de 7 à 9 paumes,,,non
osier de fer-blanc,,,non
osier en bottes brut,,,non
osier en bottes fendu et pelé,,,non
osier en bottes fendu ou pelé,,,non
osier en dessous de 10 paumes,,,non
osier fendu ou pelé,,,non
osier torches,,,non
osserie de Dieppe,,,non
ouate,,,non
ouate d'étoupe,,,oui
ouate d'étoupes,,,non
ouate de coton,,,non
ouate de laine,,,non
ouate de soie,,,non
ouseaux,,,oui
outil d'acier pur,,,non
outils,,,non
outils à battre l'or,,,non
outils à faire cartes et moules,,,non
outils à soutirer le vin,,,non
outils à sucre,,,non
outils d'acier et de fer,,,non
outils d'acier pur,,,non
outils d'agriculture,,,non
outils d'horlogerie,,,non
outils d'imprimerie,,,non
outils d'imprimerie et de marbre,,,non
outils de cuisine,,,non
outils de cuivre ou de laiton,,,non
outils de fer,,,non
outils de fer de forgeron,,,non
outils de fer pur,,,non
outils de fer rechargé d'acier,,,non
outils de frecatage,,,non
outils de labourage,,,non
outils de lapidaire,,,non
outils de ménage,,,non
outils de menuiserie,,,non
outils de menuisier,,,non
outils de moulin à papier,,,non
outils de moulins,,,non
outils de moulins de fer,,,non
outils de pêche,,,non
outils de pêche par Marseille,,,non
outils en fer,,,oui
outils en fer et acier,,,oui
outils menuisier,,,non
outils pour boulanger,,,non
outils pour charpentier,,,non
outils pour ferblantier,,,non
outils pour laboureur,,,non
outils pour marchands de vin,,,non
outils pour miroitier,,,non
outils pour orfèvre,,,non
outils pour ouvrier,,,non
outils pour sécheurs,,,non
outils pour tisserand,,,non
outremer,,,non
outres vides,,,non
ouvrage d'architecture,,,non
ouvrage de bois,,,non
ouvrage de coton,,,non
ouvrage de toile,,,non
ouvrage de toile pour linge de table,,,non
ouvrage de tourneur,,,non
ouvrage en argenture et dorure,,,non
ouvrages,,,non
ouvrages ???,,,non
ouvrages ??? à couvrir,,,non
ouvrages brisés et vieux ouvrages de laiton,,,non
ouvrages corbeille d'osier,,,oui
ouvrages d'acier,,,non
ouvrages d'airain,,,non
ouvrages d'albâtre,,,non
ouvrages d'albâtre et ouvrages de bois et ouvrages de marbre,,,non
ouvrages d'ambre,,,non
ouvrages d'ambre jaune,,,non
ouvrages d'argent,,,non
ouvrages d'argent et d'or,,,non
ouvrages d'argent et d'or et de soie,,,non
ouvrages d'argent et d'or faux,,,non
ouvrages d'argent et de soie,,,non
ouvrages d'argent fil et soie,,,non
ouvrages d'argent fin d'or et de soie,,,non
ouvrages d'argent or et soie,,,non
ouvrages d'argent plaqué,,,non
ouvrages d'auf,,,non
ouvrages d'auf bandeaux,,,non
ouvrages d'auf en cousses,,,non
ouvrages d'auf et de jonc,,,non
ouvrages d'écaille,,,non
ouvrages d'étain,Hors Amérique du Nord,,non
ouvrages d'horlogerie,,,non
ouvrages d'horlogerie montés,,,non
ouvrages d'industrie,,,non
ouvrages d'industrie étrangers,Hors Amérique du Nord,,non
ouvrages d'ivoire,,,non
ouvrages d'opium,,,non
ouvrages d'optique,,,non
ouvrages d'or,,,non
ouvrages d'or faux,,,non
ouvrages d'orfèvrerie,,,non
ouvrages d'orfèvrerie d'argent,,,oui
ouvrages d'osier,,,non
ouvrages de bois,Hors Amérique du Nord,,non
ouvrages de bois de noyer,,,non
ouvrages de bois de Saint-Claude,,,non
ouvrages de bois de sapin,,,non
ouvrages de bois doré,,,non
ouvrages de bois en atelier de coluses,,,non
ouvrages de bois en plaqué,,,non
ouvrages de bois et ouvrages d'osier,,,non
ouvrages de bois et ouvrages de cuir,,,non
ouvrages de bois et ouvrages de cuivre,,,non
ouvrages de bois et ouvrages de fer-blanc,,,non
ouvrages de bois et ouvrages de modes et fleurs artificielles,,,non
