simplification,nbr_occurences_simpl,obsolete,luxe_dans_SITC,nbr_occurences_luxe_dans_SITC
linge de table chemises,1,non,,796571
linge de table commun,2,non,,796571
linge de table damassé,6,non,,796571
linge de table de chanvre et de lin en pièces,2,non,,796571
linge de table de lin,10,non,,796571
linge de table de toile,12,non,,796571
linge de table et serviettes,1,oui,,796571
linge de table fin,1,non,,796571
linge de table nappes ouvrées,1,oui,,796571
linge de table neuf,1,non,,796571
linge de table ordinaire,1,non,,796571
linge de table ouvré,25,non,,796571
linge de table ouvré nappes,1,oui,,796571
linge de table serviettes ??? nappes,1,non,,796571
linge de table vieux,1,non,,796571
linge de toile de lin,2,non,,796571
linge lessivé,2,non,,796571
linge neuf,2,non,,796571
linge ouvré de souillé,1,non,,796571
linge ouvré serviettes,1,oui,,796571
linge pour papier vieux,2,non,,796571
linge supporté,5,non,,796571
linge travaillé,135,non,,796571
linge uni,2,non,,796571
linge vieux,135,non,,796571
linge vieux pour entrepôt,1,non,,796571
lingerie,178,non,,796571
lingerie commune,2,non,,796571
lingerie de chanvre,1,non,,796571
lingerie de coton,0,non,,796571
lingerie de lin,26,non,,796571
lingerie de lit et de tables,4,non,,796571
lingerie de tables,2,non,,796571
lingerie de toile d'étoupes,1,non,,796571
lingerie de toile de lin,10,non,,796571
lingerie de toile de lin guingans,1,non,,796571
lingerie de toutes sortes,6,oui,,796571
lingerie des Indes,1,non,,796571
lingerie en chanvre,1,non,,796571
lingerie ouvrée,2,non,,796571
lingerie pour nègre,1,non,,796571
lingerie vieille,3,non,,796571
lingettes,5,non,,796571
lingots d'or,7,non,,796571
lingots d'or du Brésil reçus par l'envoi d'Angleterre,1,non,,796571
lingots d'or venant de Francfort par Strasbourg,1,non,,796571
lingots de cuivre,1,non,,796571
lingots de cuivre et planches de cuivre,2,non,,796571
lingots et monnaies d'argent,2,non,,796571
lingots et monnaies d'or,2,non,,796571
lingots et monnaies étrangères,150,non,,796571
lingots et monnaies étrangères d'argent et d'or,17,non,,796571
lingots ou monnaies étrangères d'argent et d'or,14,oui,,796571
linnieuse,6,non,,796571
linnieuse de poil,2,non,,796571
linon,3,oui,,796571
linon de lin,8,oui,,796571
lions de faïence,1,non,,796571
liqueur de légumes,1,non,,796571
liqueur de Malaga,1,non,,796571
liqueurs,2020,non,,796571
liqueurs à boire,315,non,,796571
liqueurs au fiasque,5,non,,796571
liqueurs communes,42,non,,796571
liqueurs d'Autriche,1,non,,796571
liqueurs de bière,1,non,,796571
liqueurs de côte-rôtie,1,non,,796571
liqueurs de Dantzig,1,non,,796571
liqueurs de Marseille,7,non,,796571
liqueurs de sirop,2,non,,796571
liqueurs de sirop fin,7,non,,796571
liqueurs de ville,29,non,,796571
liqueurs distillées,117,non,,796571
liqueurs diverses,153,non,,796571
liqueurs en jus de citron,5,non,,796571
liqueurs en maroquin,1,non,,796571
liqueurs en sirop,1,non,,796571
liqueurs en sirop fin,3,non,,796571
liqueurs et rhum,10,non,,796571
liqueurs et sirop,182,non,,796571
liqueurs et sirop fin,37,non,,796571
liqueurs et sirops,5,oui,,796571
liqueurs fines,5,non,,796571
liqueurs médicinales,1,non,,796571
liqueurs rhum,3,non,,796571
liqueurs sirop,3,non,,796571
liqueurs sirop fin,19,non,,796571
liqueurs sirops ou vin étranger,91,non,,796571
lisières,1,non,,796571
lisières de drap,34,non,bas de gamme,17938
lisières de velours,4,non,,796571
lisières et rognures de drap,71,non,,796571
lisses,1,non,,796571
lissoirs de verre,1,non,,796571
listeaux,1,non,,796571
listeaux de sapin,1,non,,796571
listonnerie,5,non,,796571
lit anglais,1,non,,796571
lit d'indienne,3,non,,796571
lit de bourre,4,non,,796571
lit de bourre de chèvre,1,non,,796571
lit de camp,1,non,,796571
lit de camp de fer,1,non,,796571
lit de campagne,1,non,,796571
lit de fer,2,non,,796571
lit de fil,1,non,,796571
lit de plume,48,non,,796571
lit de repos,1,non,,796571
lit de sangle,1,non,,796571
lit de satin,0,non,,796571
lit de satin brodé,4,non,,796571
lit de satin brodé chantournés,2,oui,,796571
lit de satin brodé ciels,2,oui,,796571
lit de satin brodé couvertures,2,oui,,796571
lit de satin brodé dossiers,2,oui,,796571
lit de satin brodé grandes pentes,2,oui,,796571
lit de satin brodé petites,2,oui,,796571
lit de satin brodé rideaux,2,oui,,796571
lit de satin brodé tabourets,2,oui,,796571
lit de satin brodé toilettes,2,oui,,796571
lit de satin brodé...,1,oui,,796571
lit de serge garnie,1,non,,796571
lit de siamoise,1,non,,796571
lit en 16 pièces,1,non,,796571
literie,2,non,,796571
litharge,616,non,,796571
litharge d'argent et d'or,3,non,,796571
litharge d'or,32,non,,796571
litharge dur,1,non,,796571
litharge jaune ou rouge,3,non,,796571
litharge pour l'entrepôt,1,non,,796571
lithium,1,non,,796571
litières,18,non,,796571
litières de drap,1,non,,796571
litrage,1,non,,796571
livres,77,non,,796571
livres anglais,1,non,,796571
livres d'imprimerie,1,non,,796571
livres de commerce,2,non,,796571
livres de musique,1,non,,796571
livres de piété,1,non,,796571
livres en blanc,43,non,,796571
livres en blanc et de comptes,1,non,,796571
livres en feuilles,8,non,,796571
livres en langue française,5,non,,796571
livres en langue française et autres ouvrages publiés à l'étranger,1,non,,796571
livres en langue française imprimés en France,1,non,,796571
livres en langue française mémoires scientifiques,1,non,,796571
livres en langue française publiés à l'étranger,1,non,,796571
livres en langue française réimprimés sur édition françaises,1,non,,796571
livres en langues étrangères et mortes,1,non,,796571
livres en langues française et étrangères,2,non,,796571
livres en langues mortes ou étrangères,6,non,,796571
livres espagnols,2,non,,796571
livres estampes et papier,89,non,,796571
livres et registres,1,non,,796571
livres hébreux,1,non,,796571
livres imprimés,6,non,,796571
livres imprimés en France,2,non,,796571
livres journal en papier blanc,2,non,,796571
livres non reliés,148,non,,796571
livres reliés,144,non,,796571
lizal toile,1,non,,796571
locrenan,10,non,,796571
locrenan de 50 aunes,2,non,,796571
locronan,14,non,,796571
lohoria,2,non,,796571
longs vieux,1,non,,796571
loques,129,non,,796571
loriaque,1,non,,796571
loup marin,1,non,,796571
loupine,1,non,,796571
loupins,4,non,,796571
louveas,2,non,,796571
lozes,10,non,,796571
luge,3,non,,796571
luge en planches,1,non,,796571
lumières,1,non,,796571
lunettes,58,non,,796571
lunettes à charnière d'argent,1,non,,796571
lunettes d'approche,10,non,,796571
lunettes d'écaille,2,non,,796571
lunettes de corne,1,non,,796571
lunettes de verre,1,non,,796571
lunettes et microscope,2,non,,796571
lunettes garnies de corne,1,non,,796571
luspeck,1,non,,796571
lustres,182,non,,796571
lustres d'argent et d'or,1,non,,796571
lustres de bois doré,1,non,,796571
lustres de cristal,2,non,,796571
lustres de cristal et verre,17,non,,796571
lustres de Venise,67,non,,796571
lustres vieux,1,non,,796571
lustrine,12,non,milieu de gamme,43473
luth,5,non,,796571
luzes,1,non,,796571
lycopodes,1,non,,796571
macaron,1,non,,796571
macaroni,1,non,,796571
macarons,5,non,,796571
mâchefer,5,non,,796571
mâches,2,non,,796571
maches de fer,2,non,,796571
machicot,9,non,,796571
machine à éteindre le feu,1,non,,796571
machine à feu,1,non,,796571
machine à feu pour mine,1,non,,796571
machine militaire,1,non,,796571
machine pour fabriquer le tabac,1,non,,796571
machines et mécaniques,7,non,,796571
machines pour couper le tabac,1,non,,796571
macis,92,non,,796571
macis des entrepôts,0,non,,796571
Madères,2,non,,796571
Madras,3,non,,796571
Madras mouchoirs,1,non,,796571
madriers,4,non,,796571
madriers d'acajou,117,non,,796571
madriers d'acajou de 10 à 11 pieds,2,non,,796571
madriers d'acajou de 10 pieds,2,non,,796571
madriers d'acajou de 11 pieds,2,non,,796571
madriers d'acajou de 12 pieds,3,non,,796571
madriers d'acajou de 17 pieds,1,non,,796571
madriers d'acajou de 5 pieds,1,non,,796571
madriers d'acajou de 6 à 8 pieds,1,non,,796571
madriers d'acajou de 6 pieds,3,non,,796571
madriers d'acajou de 7 à 6 pieds,1,non,,796571
madriers d'acajou de 7 à 8 pieds,1,non,,796571
madriers d'acajou de 7 pieds,2,non,,796571
madriers d'acajou de 8 à 10 pieds,1,non,,796571
madriers d'acajou de 8 à 9 pieds,1,non,,796571
madriers d'acajou de 8 pieds,2,non,,796571
madriers d'acajou de 9 à 10 pieds,1,non,,796571
madriers d'acajou de 9 à 8 pieds,1,non,,796571
madriers d'acajou de 9 pieds,3,non,,796571
madriers de bois,2,non,,796571
madriers de bois à meuble,2,oui,,796571
madriers de bois d'acajou de 9 à 19 pieds,1,non,,796571
madriers de bois de cayenne,1,non,,796571
madriers de bois de cèdre,1,non,,796571
madriers de bois de chêne,4,non,,796571
madriers de bois de Chypre,1,non,,796571
madriers de bois de couleur,1,non,,796571
madriers de bois de férole,1,non,,796571
madriers de bois de tilleul,1,non,,796571
madriers de bois pour meuble,2,oui,,796571
madriers de bois pour meubles,2,non,,796571
madriers de chêne,5,non,,796571
madriers de chêne de 12 pieds,2,non,,796571
madriers de chêne de 15 pieds,1,non,,796571
madriers de chêne de 22 pieds,1,non,,796571
madriers de chêne de 24 pieds,1,non,,796571
madriers de chêne de 8 pieds,2,non,,796571
madriers de gaïac de 9 pieds,1,non,,796571
madriers de marbre,1,non,,796571
madriers de merisier,3,non,,796571
madriers de noyer,10,non,,796571
madriers de noyer de 10 pieds,1,non,,796571
madriers de noyer de 15 pieds,1,non,,796571
madriers de Prusse,1,non,,796571
madriers de sapin,4,non,,796571
madriers en planche ou poutrelles,1,non,,796571
maêts de misaine,0,oui,,796571
mages de fer,1,non,,796571
magnésie,2,non,,796571
magnol,1,non,,796571
magots,1,non,,796571
mahaleb,1,non,,796571
maiclais,0,non,,796571
mailles de paille,2,non,,796571
maillicot,11,non,,796571
maines,1,non,,796571
maines avec leurs fers,1,non,,796571
maïs et seigle de Corse grains,1,non,,796571
maïs et seigle farine,5,non,,796571
maïs et seigle grains,5,non,,796571
maïs gros,2,non,,796571
malbroug,5,non,,796571
malemole,9,non,,796571
malemole de 12 aunes,1,non,,796571
malemole dome,1,non,,796571
malles,16,non,,796571
malles ???,1,non,,796571
malles d'étoffe or,1,non,,796571
malles de cuir,3,non,,796571
malles et valises et coffres,38,non,,796571
malles travaillées,9,non,,796571
malles vides,1,non,,796571
mallettes travaillées,1,non,,796571
mallons,1,non,,796571
mallons ???,1,non,,796571
mallons de brique,1,non,,796571
malreaux,3,non,,796571
malt,3,non,,796571
mambres de chêne de 10 pieds,1,non,,796571
mamoudis,1,non,,796571
mana,0,non,,796571
manades,1,non,,796571
manche de gaffe de 11 centimètre inclusivement à 15 exclusivement,2,non,,796571
manche de gaffe de 6 à 11 centimètres,2,non,,796571
manche de gaffe de 6 centimètres inclusivement à 11 exclusivement,2,non,,796571
manches à balais,11,non,,796571
manches à lave-place,10,non,,796571
manches brodées,3,non,,796571
manches d'alènes,1,non,,796571
manches de bois blanc,1,non,,796571
manches de bois de gaffes,11,non,,796571
manches de bois pour brosse,1,non,,796571
manches de brosses,1,non,,796571
manches de café,2,non,,796571
manches de couteau,1,non,,796571
manches de couteau de bois,1,non,,796571
manches de fouets,1,non,,796571
manches de gaffes,92,non,,796571
manches de gaffes de 11 à 15 centimètres,1,non,,796571
manches de gaffes de 12 pieds,1,non,,796571
manches de gaffes de 14 à 16 pieds,1,non,,796571
manches de gaffes de 18 pieds,1,non,,796571
manches de gaffes et livardes,1,non,,796571
manches de mail,26,non,,796571
manches de pelles,2,non,,796571
manches de pinceau,1,non,,796571
manches de sapin,1,non,,796571
manches pour fourches et pour balais,2,non,,796571
manches pour pioches,5,non,,796571
manchettes,9,non,,796571
manchettes brodée,157,non,,796571
manchettes d'acier,1,non,,796571
manchettes d'or,1,non,,796571
manchettes de batiste,1,non,,796571
manchettes de coton,2,non,,796571
manchettes de dentelle,23,non,,796571
manchettes de mousseline,3,non,,796571
manchettes de mousseline brodée,1,non,,796571
manchettes et mouchoirs brodés,14,non,,796571
manchettes et mouchoirs de mousseline,6,non,,796571
manchons,69,non,,796571
manchons communs,86,non,,796571
manchons de chèvre angora,1,non,,796571
manchons de grèbe,1,non,,796571
manchons de laine,3,non,,796571
manchons de loup et d'ours,3,non,,796571
manchons de martre,29,non,,796571
manchons de peau de grèbe,1,oui,,796571
manchons de peau de loup et d'ours,3,oui,,796571
manchons de plume,28,non,,796571
manchons de prix,1,non,,796571
manchons de renard,3,non,,796571
manchons de tigre,4,non,,796571
manchons de velours,1,non,,796571
manchons et platines,1,non,,796571
manchons façon de martre,1,non,,796571
manchons fins,1,non,,796571
manchons pour femme,1,non,,796571
mandarine,11,non,,796571
mandes et berces d'osier,98,non,,796571
mandragore,1,non,,796571
manelle en grabeau,1,non,,796571
maneque,1,non,,796571
manganèse,42,non,,796571
mangarbine,2,non,,796571
manicot,4,non,,796571
maniguette,88,non,,796571
manille,4,non,,796571
manilles en bracelets de cuivre,1,non,,796571
manivelles,1,non,,796571
manivelles de fer,1,non,,796571
manne,1015,non,,796571
manne d'osier,1,non,,796571
manne de Calabre,103,non,,796571
manne fine,1,non,,796571
manne vide,1,non,,796571
mannequins,2,non,,796571
manœuvre en grelin,1,non,,796571
manoudis,1,non,,796571
manouf,1,non,,796571
mansonque brodé,1,non,,796571
manteaux,11,non,,796571
manteaux à nègre,2,non,,796571
manteaux courts,1,non,,796571
manteaux d'écarlate,2,non,,796571
manteaux d'écarlate brodés d'or et d'argent,1,non,,796571
manteaux de drap,1,non,,796571
manteaux galonnés,3,non,,796571
manteaux unis,1,non,,796571
manteaux vieux,2,non,,796571
mantelets,10,non,,796571
mantelets courts,4,non,,796571
mantelets de drap écarlate,1,non,,796571
mantelets de soie,3,non,,796571
mantelets écarlates,1,non,,796571
mantelets pour femme,1,non,,796571
mantes,1,non,,796571
mantilles d'écarlate brodées d'or,1,non,,796571
maquereaux,65,non,,796571
maquereaux frais,2,non,,796571
maquereaux salés,49,non,,796571
maquereaux salés ou marinés,1,non,,796571
maquet,84,non,,796571
marbre,244,non,,796571
marbre à broyer,1,non,,796571
marbre à jouer,71,non,,796571
marbre à marbrer couleurs,1,non,,796571
marbre bâtard,0,non,,796571
marbre bille,2,non,,796571
marbre blanc,3,non,,796571
marbre brun,12,non,,796571
marbre brut,256,non,,796571
marbre brut en morceaux,1,non,,796571
marbre brut en pierres,47,non,,796571
marbre brut équarri en marbre statuaire ébauché,7,non,,796571
marbre brut et ouvré,1,non,,796571
marbre chique,2,non,,796571
marbre de Calabre,1,non,,796571
marbre en blocs,112,non,,796571
marbre en carreaux,3,non,,796571
marbre en pièces,1,non,,796571
marbre en pierre,25,non,,796571
marbre en sable,1,non,,796571
marbre et mortiers,3,non,,796571
marbre mortiers,4,non,,796571
marbre moulé poli ou sculpté,7,non,,796571
marbre noir travaillé,3,non,,796571
marbre relevé,1,non,,796571
marbre rond,1,non,,796571
marbre rouge et gris,5,non,,796571
marbre scié sans autre main-d'œuvre ayant d'épaisseur 10 centimètres et plus,1,non,,796571
marbre scié sans autre main-d'œuvre ayant d'épaisseur 16 centimètres et plus,2,non,,796571
marbre scié sans autre main-d'œuvre ayant d'épaisseur moins de 10 centimètres,1,non,,796571
marbre scié sans autre main-d'œuvre ayant d'épaisseur moins de 16 centimètres,3,non,,796571
marbre travaillé,221,non,,796571
marc d'olive,275,non,,796571
marc de brede,1,non,,796571
marc de raisin,9,non,,796571
marcassin,2,non,,796571
marcassite,4,non,,796571
marchandises,9177,non,,796571
marchandises (sauf blé et grains),2,non,,796571
marchandises à l'estimation,1000,non,,796571
marchandises anglaises,2,non,,796571
marchandises blanches,28,non,,796571
marchandises blanches ???,2,non,,796571
marchandises blanches de la Compagnie des Indes,4,non,,796571
marchandises coloniales,1,non,,796571
marchandises coloniales pour ré-exportation,1,non,,796571
marchandises de Chine,37,non,,796571
marchandises de détail,1,non,,796571
marchandises de Flandre,2,non,,796571
marchandises de foire,2,non,,796571
marchandises de fonte,1,non,,796571
marchandises de l'Inde,1,non,,796571
marchandises de la compagnie des Indes,1,non,,796571
marchandises de la Côte,2,non,,796571
marchandises de la foire de Beaucaire,85,non,,796571
marchandises de la foire de retour,2,non,,796571
marchandises de la vente,1,non,,796571
marchandises de Marseille,1,non,,796571
marchandises de modes,148,non,,796571
marchandises de Montauban,27,non,,796571
marchandises de Paris,1,non,,796571
marchandises de retour,7,non,,796571
marchandises des Îles,309,non,,796571
