exportsimports,pays_grouping,direction,marchandises_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Imports,France,Montpellier,encens,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,engrais,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,engrais colombine,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,essence,quintal,livres,kg,48.949999,
Imports,France,Toulon,farine,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,farine de grain froment,quintal,livres,kg,48.949999,
Imports,France,Toulon,farine gruau,quintal,livres,kg,48.949999,
Imports,Suisse,Grenoble,faucilles,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,faux à faucher,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,faïence,quintal,livres,kg,48.949999,
Imports,Hollande,Toulon,fer,quintal,livres,kg,48.949999,
Imports,France,Montpellier,fer brut,quintal,livres,kg,48.949999,
Imports,France,Montpellier,fer coulé,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,fer de fonte,quintal,livres,kg,48.949999,
Imports,Nord,Marseille,fer en ballon,quintal,livres,kg,48.949999,
Exports,Espagne,Bordeaux,fer en chaudière,quintal,livres,kg,48.949999,
Imports,France,Lorient,fer en clou,quintal,livres,kg,48.949999,
Imports,France,Montpellier,fer en plaque,quintal,livres,kg,48.949999,
Exports,France,Marseille,fer vieux,quintal,livres,kg,48.949999,
Imports,Nord,Marseille,fer-blanc,quintal,livres,kg,48.949999,
Imports,France,Toulon,feuillard de fer,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,feuilles de cuivre,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,feuilles de fer,quintal,livres,kg,48.949999,
Exports,Nord,Bordeaux,feuilles de tabac,quintal,livres,kg,48.949999,
Imports,France,Montpellier,ficelle,quintal,livres,kg,48.949999,
Imports,France,Lorient,figue,quintal,livres,kg,48.949999,
Exports,France,Marseille,figue sèche,quintal,livres,kg,48.949999,
Exports,Nord,Marseille,figues sèches,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,fil,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,fil blanc de chanvre,quintal,livres,kg,48.949999,
Exports,France,Marseille,fil blanc à coudre,quintal,livres,kg,48.949999,
Exports,France,Marseille,fil de chanvre écru,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,fil à voile,quintal,livres,kg,48.949999,
Exports,France,Marseille,fil écru,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,fleurs d'aspic,quintal,livres,kg,48.949999,
Imports,Hollande,Toulon,fleurs d'orange,quintal,livres,kg,48.949999,
Imports,France,Montpellier,fleurs sèches,quintal,livres,kg,48.949999,
Exports,France,Marseille,foin,quintal,livres,kg,48.949999,
Exports,France,Marseille,fonds de cuivre,quintal,livres,kg,48.949999,
Exports,France,Marseille,fourrages de son,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,fromage,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,fromage commun,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,fromage de Gruyère,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,fromage de Hollande,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,fromage de Roquefort,quintal,livres,kg,48.949999,
Imports,France,Toulon,fromage de Sardaigne,quintal,livres,kg,48.949999,
Imports,France,Montpellier,fromage de parmesan,quintal,livres,kg,48.949999,
Exports,Angleterre,Marseille,fruits confits en vinaigre,quintal,livres,kg,48.949999,
Imports,Italie,Montpellier,fruits secs,quintal,livres,kg,48.949999,
Imports,France,Narbonne,fèves,quintal,livres,kg,48.949999,
Exports,Nord,Marseille,galle,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,garance,quintal,livres,kg,48.949999,
Imports,France,Montpellier,gingembre,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,glands de chêne,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,gobelets et lampes de verre,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,gomme adragant,quintal,livres,kg,48.949999,
Imports,France,Narbonne,gomme arabique,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,gomme commune,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,gomme de Barbarie,quintal,livres,kg,48.949999,
Exports,France,Marseille,grain avoine,quintal,livres,kg,48.949999,
Imports,France,Montpellier,grain divers,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,grain froment,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,grain maïs,quintal,livres,kg,48.949999,
Imports,France,Montpellier,grain millet,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,grain orge,quintal,livres,kg,48.949999,
Exports,États-Unis d'Amérique,Bordeaux,grain riz,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,grain seigle,quintal,livres,kg,48.949999,
Exports,France,Marseille,grain épeautre,quintal,livres,kg,48.949999,
Exports,Angleterre,Marseille,graine ???,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,graine d'Avignon,quintal,livres,kg,48.949999,
Imports,Espagne,Marseille,graine d'anis,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,graine d'aspic,quintal,livres,kg,48.949999,
Imports,France,Toulon,graine de canarie,quintal,livres,kg,48.949999,
Imports,Nord,Lorient,graine de chanvre,quintal,livres,kg,48.949999,
Exports,Angleterre,Marseille,graine de fenouil,quintal,livres,kg,48.949999,
Imports,Hollande,Marseille,graine de lin,quintal,livres,kg,48.949999,
Imports,France,Toulon,graine de longue,quintal,livres,kg,48.949999,
Imports,Nord,Montpellier,graine de luzerne,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,graine de moutarde,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,graine de trèfle,quintal,livres,kg,48.949999,
Imports,France,Montpellier,graine jaune,quintal,livres,kg,48.949999,
Imports,Espagne,Marseille,graine longue,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,grains ails,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,grains de cire,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,grains de plomb,quintal,livres,kg,48.949999,
Imports,France,Toulon,graisse,quintal,livres,kg,48.949999,
Imports,France,Narbonne,graisse de cire,quintal,livres,kg,48.949999,
Imports,France,Montpellier,graisse fondue,quintal,livres,kg,48.949999,
Imports,France,Narbonne,hareng,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,haricots,quintal,livres,kg,48.949999,
Exports,Angleterre,Amiens,houblon,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,huile d'amande douce,quintal,livres,kg,48.949999,
Exports,Nord,Bordeaux,huile d'olive,quintal,livres,kg,48.949999,
Imports,États-Unis d'Amérique,Bordeaux,huile de baleine,quintal,livres,kg,48.949999,
Imports,États-Unis d'Amérique,Marseille,huile de baleine et spirituelle,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,huile de graine,quintal,livres,kg,48.949999,
Imports,France,Montpellier,huile de lin,quintal,livres,kg,48.949999,
Imports,France,Marseille,huile de lin et spirituelle,quintal,livres,kg,48.949999,
Imports,France,Montpellier,huile de morue,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,huile de navette,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,huile de noix,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,huile de poisson,quintal,livres,kg,48.949999,
Imports,France,Marseille,huile de poisson et spirituelle,quintal,livres,kg,48.949999,
Exports,France,Marseille,huile de poix,quintal,livres,kg,48.949999,
Exports,États-Unis d'Amérique,Bordeaux,huile de térébenthine,quintal,livres,kg,48.949999,
Imports,France,Montpellier,huile de vitriol,quintal,livres,kg,48.949999,
Exports,Angleterre,Bordeaux,huile dellevette,quintal,livres,kg,48.949999,
Exports,France,Marseille,huile en crasse,quintal,livres,kg,48.949999,
Imports,Angleterre,Montpellier,huile pour France de poisson,quintal,livres,kg,48.949999,
Imports,France,Montpellier,huile pour étranger de poisson,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,iris,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,ivoire dent d'éléphant,quintal,livres,kg,48.949999,
Imports,Espagne,Marseille,jalap,quintal,livres,kg,48.949999,
Exports,France,Bordeaux,jambons salés,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,jaune de Naples,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,jus de citron et de limonade,quintal,livres,kg,48.949999,
Imports,Espagne,Marseille,jus de limon,quintal,livres,kg,48.949999,
Imports,Nord,Marseille,laine commune,quintal,livres,kg,48.949999,
Imports,France,Lorient,laine d'Espagne,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,laine d'Italie,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,laine de chevron,quintal,livres,kg,48.949999,
Imports,Espagne,Narbonne,laine en suint,quintal,livres,kg,48.949999,
Exports,Flandre et autres états de l'Empereur,Marseille,laine lavée,quintal,livres,kg,48.949999,
Imports,France,Narbonne,laine lavée surge,quintal,livres,kg,48.949999,
Imports,France,Montpellier,laine pelade,quintal,livres,kg,48.949999,
Imports,Hollande,Marseille,laiton filé,quintal,livres,kg,48.949999,
Exports,France,Marseille,lard,quintal,livres,kg,48.949999,
Exports,Espagne,Auch,lard salé,quintal,livres,kg,48.949999,
Exports,France,Marseille,lentilles,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,librairie,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,lie de vin,quintal,livres,kg,48.949999,
Imports,France,Montpellier,lin cru,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,lin peigné,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,linge pour papier vieux,quintal,livres,kg,48.949999,
Exports,France,Marseille,liqueurs,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,liqueurs communes,quintal,livres,kg,48.949999,
Imports,France,Montpellier,liqueurs en jus de citron,quintal,livres,kg,48.949999,
Exports,France,Marseille,liqueurs et sirop,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,liqueurs fine,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,liqueurs sirop fin,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,litharge,quintal,livres,kg,48.949999,
Exports,France,Marseille,livres,quintal,livres,kg,48.949999,
Imports,France,Lorient,liège,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,légumes,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,légumes pois,quintal,livres,kg,48.949999,
Imports,France,Toulon,légumes secs,quintal,livres,kg,48.949999,
Exports,Espagne,Bordeaux,manches de liège,quintal,livres,kg,48.949999,
Exports,France,Marseille,manne,quintal,livres,kg,48.949999,
Imports,France,Toulon,marbre,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,marbre brut,quintal,livres,kg,48.949999,
Imports,France,Montpellier,marine d'alizari,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,masses de lin,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,mastic,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,mercerie,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,miel,quintal,livres,kg,48.949999,
Imports,États-Unis d'Amérique,Marseille,millet,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,mine de plomb,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,miny,quintal,livres,kg,48.949999,
Imports,Espagne,Narbonne,morue,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,morue sèche,quintal,livres,kg,48.949999,
Exports,France,Amiens,mélasse,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,noir de fumée,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,noisette sèches,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,noisettes,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,noix de galle,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,noix et noisettes sèches,quintal,livres,kg,48.949999,
Exports,France,Marseille,noix sèches,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,oignons,quintal,livres,kg,48.949999,
Exports,France,Marseille,oignons de fleurs,quintal,livres,kg,48.949999,
Imports,France,Marseille,oignons de squille,quintal,livres,kg,48.949999,
Exports,France,Marseille,olives confites,quintal,livres,kg,48.949999,
Exports,Angleterre,Marseille,olives salées,quintal,livres,kg,48.949999,
Exports,France,Amiens,outils de pêche,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,ouvrages d'auf,quintal,livres,kg,48.949999,
Exports,France,Marseille,ouvrages d'osier,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,ouvrages d'étain,quintal,livres,kg,48.949999,
Exports,France,Marseille,ouvrages de bois,quintal,livres,kg,48.949999,
Imports,Hollande,Marseille,ouvrages de cuivre,quintal,livres,kg,48.949999,
Imports,France,Toulon,ouvrages de fer,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,ouvrages de marbre,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,ouvrages de verre en ???,quintal,livres,kg,48.949999,
Exports,France,Marseille,paille,quintal,livres,kg,48.949999,
Exports,Angleterre,Bordeaux,papier d'emballage,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,papier peint,quintal,livres,kg,48.949999,
Imports,France,Narbonne,papier à écrire,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,parfumerie,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,parfumerie pommade,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,parfumerie poudre à poudrer,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,parfumerie savonnette,quintal,livres,kg,48.949999,
Imports,Espagne,Marseille,peaux crues de chèvre,quintal,livres,kg,48.949999,
Imports,France,Montpellier,peaux d'agneau en laine,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,peaux de bouc,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,peaux de chameau,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,peaux de lapin,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,peaux de lapin en poil,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,peaux de lièvre,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,peaux de lièvre en poil,quintal,livres,kg,48.949999,
Exports,France,Marseille,peaux de lièvre et lapin,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,peaux de mouton en laine,quintal,livres,kg,48.949999,
Exports,France,Marseille,peaux de mouton tannée,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,peaux en poil de veau,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,peaux tannées de veau,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,peignes des dieux,quintal,livres,kg,48.949999,
Imports,Espagne,Montpellier,pierres de jais,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,pierres ponces,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,pierres à aiguiser,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,pierres à faux,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,pierres à fusils,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,pierres à huile,quintal,livres,kg,48.949999,
Imports,France,Montpellier,pignons,quintal,livres,kg,48.949999,
Imports,France,Montpellier,piment,quintal,livres,kg,48.949999,
Imports,France,Montpellier,pinceaux,quintal,livres,kg,48.949999,
Imports,France,Toulon,pipes de terre cuite,quintal,livres,kg,48.949999,
Imports,France,Montpellier,pistaches sèches,quintal,livres,kg,48.949999,
Exports,France,Marseille,planches de bois,quintal,livres,kg,48.949999,
Imports,Angleterre,Montpellier,planches de cuivre,quintal,livres,kg,48.949999,
Exports,Angleterre,Marseille,planches de liège,quintal,livres,kg,48.949999,
Exports,France,Marseille,planches de noyer,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,planches de plomb,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,plaques de cuivre,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,platines de cuivre,quintal,livres,kg,48.949999,
Imports,France,Toulon,plomb,quintal,livres,kg,48.949999,
Imports,France,Montpellier,plomb brut,quintal,livres,kg,48.949999,
Imports,France,Narbonne,plomb en barre,quintal,livres,kg,48.949999,
Exports,Levant et Barbarie,Marseille,plomb en grenaille,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,plomb en pain,quintal,livres,kg,48.949999,
Imports,Hollande,Bordeaux,plomb en saumon,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,plumes à lit,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,plumes à écrire,quintal,livres,kg,48.949999,
Exports,France,Marseille,plâtre,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,plâtre gris,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,plâtre moulu,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,poil de chèvre filé,quintal,livres,kg,48.949999,
Imports,Levant et Barbarie,Marseille,poil de chèvre simple,quintal,livres,kg,48.949999,
Exports,France,Marseille,poires fraiches,quintal,livres,kg,48.949999,
Exports,Hollande,Marseille,pois d'Espagne,quintal,livres,kg,48.949999,
Imports,Italie,Narbonne,poisson anchois,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,poisson blanc,quintal,livres,kg,48.949999,
Imports,France,Toulon,poisson morue,quintal,livres,kg,48.949999,
Imports,Angleterre,Bordeaux,poisson salé,quintal,livres,kg,48.949999,
Imports,Nord,Lorient,poisson salé rogues de maquereaux et stockfish,quintal,livres,kg,48.949999,
Imports,Nord,Bordeaux,poisson stockfish,quintal,livres,kg,48.949999,
Imports,France,Toulon,poisson thon mariné,quintal,livres,kg,48.949999,
Imports,France,Narbonne,poivre,quintal,livres,kg,48.949999,
Imports,Espagne,Marseille,poivre giroflé,quintal,livres,kg,48.949999,
Exports,France,Marseille,pommes de terre,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,pommes fraiches,quintal,livres,kg,48.949999,
Imports,Flandre et autres états de l'Empereur,Marseille,porcelaine,quintal,livres,kg,48.949999,
Exports,France,Marseille,poterie,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,poterie de grès,quintal,livres,kg,48.949999,
Imports,France,Narbonne,poterie de terre,quintal,livres,kg,48.949999,
Exports,France,Bordeaux,poudre,quintal,livres,kg,48.949999,
Imports,France,Montpellier,poussière de pin,quintal,livres,kg,48.949999,
Imports,France,Montpellier,provisions de bouche,quintal,livres,kg,48.949999,
Exports,Flandre et autres états de l'Empereur,Bordeaux,prunes communes sèches,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,prunes sèches,quintal,livres,kg,48.949999,
Imports,France,Montpellier,pâte,quintal,livres,kg,48.949999,
Imports,Italie,Toulon,pâte d'Italie et vermicelle,quintal,livres,kg,48.949999,
Imports,Flandre et autres états de l'Empereur,Marseille,pâte d'Italie sagou,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,pâte d'Italie semoule,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,pâte d'amande,quintal,livres,kg,48.949999,
Exports,Angleterre,Bordeaux,pâte macaroni,quintal,livres,kg,48.949999,
Imports,Italie,Grenoble,pâte ou vieux chiffons,quintal,livres,kg,48.949999,
Exports,France,Marseille,pâté de viande,quintal,livres,kg,48.949999,
Imports,Italie,Marseille,quincaillerie,quintal,livres,kg,48.949999,
Exports,Italie,Marseille,quincaillerie commune,quintal,livres,kg,48.949999,
Imports,France,Narbonne,quincaillerie de fer,quintal,livres,kg,48.949999,
Exports,Espagne,Marseille,quincaillerie de fer clou,quintal,livres,kg,48.949999,
Imports,Hollande,Marseille,quincaillerie de fer en fil,quintal,livres,kg,48.949999,
Imports,France,Montpellier,quincaillerie de fer faux,quintal,livres,kg,48.949999,
