simplification,product_simplification,product_revolutionempire,export_import,customs_region,partner_grouping,metric,conv_simplification_to_metric,remarks_unit
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Saint-Malo,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Saint-Malo,France,,,
pintes,eau-de-vie triple,Eaux-de-vie et liqueurs,Exports,Grenoble,Suisse,,,
pintes,eau-de-vie triple,Eaux-de-vie et liqueurs,Exports,,Suisse,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Amiens,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Amiens,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Amiens,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bayonne,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bayonne,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,États-Unis d'Amérique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bordeaux,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Bourgogne,Suisse,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Caen,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Caen,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Caen,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Châlons,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Charleville,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Charleville,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Divers,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Divers,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Flandre,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,France,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Italie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Langres,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Langres,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Levant et Barbarie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Lorient,États-Unis d'Amérique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Lorient,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Lyon,Italie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,États-Unis d'Amérique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Italie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Levant et Barbarie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Marseille,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Montpellier,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Montpellier,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,États-Unis d'Amérique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Italie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Nantes,Portugal,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Portugal,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,États-Unis d'Amérique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Levant et Barbarie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rennes,Portugal,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Asie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Rouen,Portugal,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Afrique,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,,Suisse,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Valenciennes,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Exports,Valenciennes,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Allemagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Amiens,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Amiens,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Bayonne,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Bordeaux,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Caen,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Charleville,Divers,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Charleville,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Charleville,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Flandre,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Flandre,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,France,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Italie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,La Rochelle,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Lorient,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Marseille,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Nantes,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Nantes,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Nantes,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Nord,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Portugal,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rennes,Angleterre,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rennes,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rennes,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rouen,Espagne,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rouen,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rouen,Italie,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Rouen,Portugal,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Saint-Malo,France,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Soisson,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,,Suisse,,,
pintes,eau-de-vie,Eaux-de-vie et liqueurs,Imports,Toulon,France,,,
pintes,guildive,Eaux-de-vie et liqueurs,Exports,Rennes,Afrique,,,
pintes,guildive,Eaux-de-vie et liqueurs,Exports,Rennes,Angleterre,,,
pintes,guildive,Eaux-de-vie et liqueurs,Exports,Rennes,Hollande,,,
pintes,guildive,Eaux-de-vie et liqueurs,Exports,Rennes,Nord,,,
pintes,guildive,Eaux-de-vie et liqueurs,Imports,Rennes,Amériques,,,
pintes,liqueur de Malaga,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Bordeaux,Flandre et autres états de l'Empereur,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Bordeaux,Hollande,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,La Rochelle,Afrique,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,La Rochelle,Amériques,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Nantes,Hollande,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Rouen,Hollande,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Exports,Rouen,Nord,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Bordeaux,Hollande,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Bordeaux,Nord,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
pintes,liqueurs à boire,Eaux-de-vie et liqueurs,Imports,Rouen,Nord,,,
pintes,liqueurs au fiasque,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,liqueurs au fiasque,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,liqueurs d'Autriche,Eaux-de-vie et liqueurs,Imports,Bordeaux,Nord,,,
pintes,liqueurs de Dantzig,Eaux-de-vie et liqueurs,Imports,Bordeaux,Hollande,,,
pintes,liqueurs de sirop,Eaux-de-vie et liqueurs,Exports,Divers,Amériques,,,
pintes,liqueurs de ville,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,liqueurs de ville,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,liqueurs de ville,Eaux-de-vie et liqueurs,Exports,Bordeaux,Hollande,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Allemagne,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Besançon,Allemagne,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Besançon,France,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Espagne,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,États-Unis d'Amérique,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Flandre et autres états de l'Empereur,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,France,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Hollande,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Bordeaux,Nord,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Espagne,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Hollande,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Italie,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Le Havre,Amériques,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Levant et Barbarie,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Afrique,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Exports,,Suisse,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Imports,,Hollande,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Imports,,Italie,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Imports,,Nord,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Imports,,Portugal,,,
pintes,liqueurs diverses,Eaux-de-vie et liqueurs,Imports,,Suisse,,,
pintes,liqueurs en sirop fin,Eaux-de-vie et liqueurs,Exports,Besançon,France,,,
pintes,liqueurs en sirop fin,Eaux-de-vie et liqueurs,Exports,Besançon,Suisse,,,
pintes,liqueurs et rhum,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,liqueurs rhum,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,liqueurs rhum,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Amiens,Angleterre,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Amiens,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Amiens,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,Asie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bayonne,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bordeaux,Asie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bordeaux,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Bordeaux,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Caen,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Flandre,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,Asie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,La Rochelle,États-Unis d'Amérique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,,Levant et Barbarie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Marseille,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Marseille,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Montpellier,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Montpellier,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Montpellier,Hollande,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Montpellier,Italie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Montpellier,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Hollande,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Nantes,Portugal,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rennes,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rennes,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rennes,Asie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Angleterre,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Hollande,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Rouen,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Saint-Quentin,Flandre et autres états de l'Empereur,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Exports,Toulon,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Amiens,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Amiens,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Bayonne,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Flandre,Flandre et autres états de l'Empereur,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Flandre,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,,Hollande,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,La Rochelle,France,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rennes,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rennes,Hollande,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rennes,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Amériques,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Espagne,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Italie,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Nord,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Rouen,Portugal,,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,Saint-Domingue,[vide],,,
pintes,liqueurs,Eaux-de-vie et liqueurs,Imports,,Suisse,,,
pintes,ratafia,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,ratafia,Eaux-de-vie et liqueurs,Exports,Marseille,Afrique,,,
pintes,ratafia,Eaux-de-vie et liqueurs,Exports,Marseille,Amériques,,,
pintes,ratafia,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,ratafia,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,rhum des prises,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,rhum et tafia étranger,Eaux-de-vie et liqueurs,Exports,,Portugal,,,
pintes,rhum et tafia,Eaux-de-vie et liqueurs,Imports,,Amériques,,,
pintes,rhum et tafia,Eaux-de-vie et liqueurs,Imports,,Divers,,,
pintes,rhum et tafia,Eaux-de-vie et liqueurs,Imports,,Outre-mers,,,
pintes,rhum,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,rhum,Eaux-de-vie et liqueurs,Exports,,Divers,,,
pintes,rhum,Eaux-de-vie et liqueurs,Exports,Rennes,États-Unis d'Amérique,,,
pintes,rhum,Eaux-de-vie et liqueurs,Imports,,États-Unis d'Amérique,,,
pintes,rhum,Eaux-de-vie et liqueurs,Imports,,Flandre et autres états de l'Empereur,,,
pintes,rhum,Eaux-de-vie et liqueurs,Imports,Flandre,Angleterre,,,
pintes,rhum,Eaux-de-vie et liqueurs,Imports,Lorient,Angleterre,,,
pintes,rhum,Eaux-de-vie et liqueurs,Imports,,Nord,,,
pintes,rossoli,Eaux-de-vie et liqueurs,Imports,Rouen,Italie,,,
pintes,tafia par Dunkerque et étranger,Eaux-de-vie et liqueurs,Exports,,Italie,,,
pintes,tafia,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,tafia,Eaux-de-vie et liqueurs,Exports,,Allemagne,,,
pintes,tafia,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
pintes,tafia,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,tafia,Eaux-de-vie et liqueurs,Exports,,Asie,,,
pintes,tafia,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
