numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportimport,direction,sheet,marchandises,pays,value,quantit,quantity_unit,,Remarques
5395,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,Habits ; d'etamine,Isles Françoises de l'Amerique,0,"36,00",En nombre,"60,0000000",
5396,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,Habits ; de soye,Isles Françoises de l'Amerique,0,"50,00",Livres,"40,0000000",
5397,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,Habits ; de soye,Isles Françoises de l'Amerique,0,"1,00",valeur,"3 661,0000000",
5398,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,"Haches, houes et serpes",Isles Françoises de l'Amerique,0,"15 215,00",En nombre,"1,0000000",
5399,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,Harangs blancs,Isles Françoises de l'Amerique,0,"12,00",Quarts,"18,0000000",
5400,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,Harnois de chaises,Isles Françoises de l'Amerique,0,"2,00",En nombre,"180,0000000",
5401,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,22,Harnois de chaises,Isles Françoises de l'Amerique,0,"1,00",Valeur,"600,0000000",
5402,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Horlogerie ; Pendules,Isles Françoises de l'Amerique,0,"3,00",En nombre,"120,0000000",
5403,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Horlogerie,Isles Françoises de l'Amerique,0,"1,00",Nombre,"200,0000000",
5404,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Horloge ; de bois,Isles Françoises de l'Amerique,0,"42,00",En nombre,"8,0000000",
5405,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Horloge ; de sable,Isles Françoises de l'Amerique,0,"18,00",En nombre,"3,0000000",
5406,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Huile de crème,Isles Françoises de l'Amerique,0,"1 400,00",Livres,"0,5000000",
5407,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Huile de graine,Isles Françoises de l'Amerique,0,"21 360,00",Livres,"0,4000000",
5408,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Huile de lin,Isles Françoises de l'Amerique,0,"9 744,00",Livres,"0,4000000",
5409,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Huile de noix,Isles Françoises de l'Amerique,0,"8 442,00",Livres,"0,4000000",
5410,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Huile d'olive,Isles Françoises de l'Amerique,0,"25 185,00",Livres,"0,6000000",
5411,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Huile de poisson,Isles Françoises de l'Amerique,0,"6 725,00",Livres,"0,3000000",
5412,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Jambon,Isles Françoises de l'Amerique,0,"14 188,00",Livres,"0,4000000",
5413,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Indienne,Isles Françoises de l'Amerique,0,"845,00",Pièces,"30,0000000",
5414,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Instruments ; de chirurgie,Isles Françoises de l'Amerique,0,"1,00",valeur,"1 000,0000000",
5415,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Instruments ; de mathématiques,Isles Françoises de l'Amerique,0,"1,00",valeur,"1 965,0000000",
5416,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Instruments ; de musique,Isles Françoises de l'Amerique,0,"50,00",Livres,"15,0000000",
5417,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Jougs a bœufs,Isles Françoises de l'Amerique,0,"12,00",En nombre,"1,5000000",
5418,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Langues salées,Isles Françoises de l'Amerique,0,"5,00",Barils,"30,0000000",
5419,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Langues salées,Isles Françoises de l'Amerique,0,"900,00",Livres,"1,0000000",
5420,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lanternes,Isles Françoises de l'Amerique,0,"200,00",Livres,"1,0000000",
5421,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lanternes,Isles Françoises de l'Amerique,0,"1,00",Valeur,"100,0000000",
5422,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lard,Isles Françoises de l'Amerique,0,"147 622,00",Livres,"0,2000000",
5423,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lattes,Isles Françoises de l'Amerique,0,"122 900,00",En nombre,"0,0240000",
5424,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Librairie,Isles Françoises de l'Amerique,0,"3 910,00",Livres,"2,0000000",
5425,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lien de fil,Isles Françoises de l'Amerique,0,"150,00",Livres,"0,9500000",
5426,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Limeneas,Isles Françoises de l'Amerique,0,"135,00",Pièces,"30,0000000",
5427,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Linge vieux,Isles Françoises de l'Amerique,0,"1 725,00",Livres,"1,0000000",
5428,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lingerie ; de chanvre,Isles Françoises de l'Amerique,0,"750,00",Livres,"2,0000000",
5429,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Lingerie ; de lin,Isles Françoises de l'Amerique,0,"1 250,00",Livres,"3,0000000",
5430,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Liqueurs,Isles Françoises de l'Amerique,0,"1 723,00",Bouteilles,"2,0000000",
5431,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Liqueurs,Isles Françoises de l'Amerique,0,"1,00",valeur,"660,0000000",
5432,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Litarge,Isles Françoises de l'Amerique,0,"40,00",Livres,"0,5500000",
5433,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Loriaque,Isles Françoises de l'Amerique,0,"450,00",Livres,"0,5000000",
5434,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Manchettes brodées,Isles Françoises de l'Amerique,0,"1,00",valeur,"215,0000000",
5435,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,Manne,Isles Françoises de l'Amerique,0,"227,00",Livres,"1,0000000",
5436,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,marbre brut,Isles Françoises de l'Amerique,0,"1,00",Pierre,"6,0000000",
5437,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,23,marbre brut,Isles Françoises de l'Amerique,0,"1,00",valeur,"72,0000000",
5438,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Marchandises a l'estimation,Isles Françoises de l'Amerique,0,"1,00",valeur,"3 459,0000000",
5439,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Matelas,Isles Françoises de l'Amerique,0,"167,00",Livres,"1,0000000",
5440,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mercerie,Isles Françoises de l'Amerique,0,"48 602,00",Livres,"4,5000000",
5441,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Meules a eguiser,Isles Françoises de l'Amerique,0,"543,00",En nombre,"2,0000000",
5442,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Meules a taillandier,Isles Françoises de l'Amerique,0,"100,00",En nombre,"5,0000000",
5443,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Miel,Isles Françoises de l'Amerique,0,"220,00",Livres,"0,1500000",
5444,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Miroirs a bordures dorées ; grand,Isles Françoises de l'Amerique,0,"1,00",Nombre,"200,0000000",
5445,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Miroirs a bordures dorées ; petits,Isles Françoises de l'Amerique,0,"180,00",En nombre,"1,0000000",
5446,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Miroirs a bordures dorées,Isles Françoises de l'Amerique,0,"1,00",valeur,"185,0000000",
5447,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Modes,Isles Françoises de l'Amerique,0,"1,00",valeur,"91 095,0000000",
5448,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mors de brides,Isles Françoises de l'Amerique,0,"36,00",En nombre,"2,5000000",
5449,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mortiers de marbre,Isles Françoises de l'Amerique,0,"6,00",En nombre,"3,0000000",
5450,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Morue seche,Isles Françoises de l'Amerique,0,"8 830,00",Livres,"0,3000000",
5451,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Morue verte,Isles Françoises de l'Amerique,0,"7 000,00",Livres,"0,3000000",
5452,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mouchoirs de Cholet,Isles Françoises de l'Amerique,0,"1 705,00",Livres,"4,0000000",
5453,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mouchoirs des Indes,Isles Françoises de l'Amerique,0,"60,00",Livres,"8,0000000",
5454,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mouchoirs de soye,Isles Françoises de l'Amerique,0,"24,00",En nombre,"3,0000000",
5455,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Moulin a sucre complet,Isles Françoises de l'Amerique,0,"1,00",Nombre,"1 200,0000000",
5456,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Mousseline,Isles Françoises de l'Amerique,0,"723,00",Livres,"50,0000000",
5457,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Nécessaire de cuivre,Isles Françoises de l'Amerique,0,"2,00",En nombre,"39,0000000",
5458,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Neganepeaux,Isles Françoises de l'Amerique,0,"100,00",Pièces,"28,0000000",
5459,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Nicaneas,Isles Françoises de l'Amerique,0,"437,00",Pièces,"30,0000000",
5460,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Ocre,Isles Françoises de l'Amerique,0,"49,00",barils,"15,0000000",
5461,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Or battu,Isles Françoises de l'Amerique,0,"22 500,00",Feuilles,"0,0700000",
5462,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Outils d'orfevre,Isles Françoises de l'Amerique,0,"8,00",Livres,"4,0000000",
5463,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Ozier,Isles Françoises de l'Amerique,0,"12 725,00",Torches,"0,2500000",
5464,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Papier blanc,Isles Françoises de l'Amerique,0,"3 813,00",Livres,"0,6000000",
5465,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Papier  peint,Isles Françoises de l'Amerique,0,"1 120,00",Livres,"2,0000000",
5466,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Parasols,Isles Françoises de l'Amerique,0,"1,00",Valeur,"740,0000000",
5467,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Peaux ; de mouton en blanc,Isles Françoises de l'Amerique,0,"33,00",Livres,"0,3500000",
5468,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Peaux ; de veau corroyées,Isles Françoises de l'Amerique,0,"338,00",Douzaines,"35,0000000",
5469,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Peaux ; de veau grasses,Isles Françoises de l'Amerique,0,"280,00",Livres,"1,4000000",
5470,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Peintures,Isles Françoises de l'Amerique,0,"1 025,00",Livres,"1,0000000",
5471,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Pelles ferrées,Isles Françoises de l'Amerique,0,"48,00",En nombre,"2,0000000",
5472,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,24,Pierres a eguiser,Isles Françoises de l'Amerique,0,"96,00",En nombre,"1,5000000",
5473,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pierres a fusils,Isles Françoises de l'Amerique,0,"60 000,00",En nombre,"0,0020000",
5474,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pierres a fusils,Isles Françoises de l'Amerique,0,"856,00",Livres,"0,0500000",
5475,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pierres de grison,Isles Françoises de l'Amerique,0,"1 411,00",En nombre,"1,0000000",
5476,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pierres de Saint Cast,Isles Françoises de l'Amerique,0,"8 000,00",Pieds,"0,2500000",
5477,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pipes a fumer,Isles Françoises de l'Amerique,0,"140,00",Grosses,"2,2500000",
5478,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Planches de sapin,Isles Françoises de l'Amerique,0,"16 822,00",En nombre,"1,0000000",
5479,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Platines a cassave,Isles Françoises de l'Amerique,0,"3 000,00",Livres,"0,3000000",
5480,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Plâtre,Isles Françoises de l'Amerique,0,"650,00",Livres,"0,0041667",
5481,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Plomb en grenaille,Isles Françoises de l'Amerique,0,"14 896,00",Livres,"0,3000000",
5482,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Plomb en rouleaux,Isles Françoises de l'Amerique,0,"28 720,00",Livres,"0,2500000",
5483,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Plumes d'autruches aprêtées,Isles Françoises de l'Amerique,0,"1,00",Livres,"80,0000000",
5484,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Plumes a ecrire,Isles Françoises de l'Amerique,0,"60,00",Livres,"4,0000000",
5485,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Poivre,Isles Françoises de l'Amerique,0,"750,00",Livres,"1,4000000",
5486,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Poix,Isles Françoises de l'Amerique,0,"200,00",Livres,"0,1000000",
5487,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pompes de bois,Isles Françoises de l'Amerique,0,"24,00",En nombre,"2,0000000",
5488,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Porcelaine,Isles Françoises de l'Amerique,0,"8 322,00",Livres,"5,0000000",
5489,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Potin,Isles Françoises de l'Amerique,0,"1 360,00",Livres,"0,2000000",
5490,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Poudre a canon,Isles Françoises de l'Amerique,0,"1 767,00",Livres,"1,0000000",
5491,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Poudre a poudrer,Isles Françoises de l'Amerique,0,"7 225,00",Livres,"0,3000000",
5492,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Poulies de bois,Isles Françoises de l'Amerique,0,"400,00",En nombre,"0,2500000",
5493,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Prunes,Isles Françoises de l'Amerique,0,"3 853,00",Livres,"0,4000000",
5494,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Pruneaux,Isles Françoises de l'Amerique,0,"1 600,00",Livres,"0,2000000",
5495,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Quincaille,Isles Françoises de l'Amerique,0,"23 480,00",Livres,"1,0000000",
5496,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Qunquina,Isles Françoises de l'Amerique,0,"96,00",Livres,"6,0000000",
5497,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Ratafia,Isles Françoises de l'Amerique,0,"40,00",Bouteilles,"2,0000000",
5498,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Ratafia,Isles Françoises de l'Amerique,0,"1,00",Valeur,"195,0000000",
5499,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Rateaux,Isles Françoises de l'Amerique,0,"5,00",En nombre,"0,7500000",
5500,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Raz de Maroc,Isles Françoises de l'Amerique,0,"59,00",Livres,"3,0000000",
5501,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Reglisse,Isles Françoises de l'Amerique,0,"800,00",Livres,"0,1500000",
5502,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Remedes,Isles Françoises de l'Amerique,0,"50,00",Livres,"3,0000000",
5503,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Remedes,Isles Françoises de l'Amerique,0,"1,00",Valeur,"3 250,0000000",
5504,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Rouës diverses,Isles Françoises de l'Amerique,0,"585,00",En nombre,"25,5000000",
5505,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Ruban de fil,Isles Françoises de l'Amerique,0,"30,00",Livres,"6,0000000",
5506,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Ruban de soye,Isles Françoises de l'Amerique,0,"339,25",Livres,"60,0000000",
5507,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,25,Salpetre,Isles Françoises de l'Amerique,0,"25,00",Livres,"1,1000000",
5508,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,26,Salsepareille,Isles Françoises de l'Amerique,0,"50,00",Livres,"1,2500000",
5509,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,26,Sardines salées,Isles Françoises de l'Amerique,0,"18,25",Bariques,"60,0000000",
5510,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,26,Sardines salées,Isles Françoises de l'Amerique,0,"160,00",Barils,"45,0000000",
5511,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,26,Saumon salé,Isles Françoises de l'Amerique,0,"8 668,00",Livres,"0,2000000",
5512,Pascal Fontaine,AD 44 C717,Local/Nantes/AD44C706/Nantes-exports.csv,Local,1765,Export,Nantes,26,Saumure,Isles Françoises de l'Amerique,0,"4,00",Bariques,"5,0000000",
