marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames
Papier ; de Gênes ; fin	Papier	6	6				
Papier ; de Gênes ; peint	Papier	6	6				
Papier ; de Hollande	Papier	6	6				
Papier ; de Lamballe	Papier	6	6				
Papier ; de couleur		6	6				
Papier ; de musique	Papier	6	6				
Papier ; de pliage	Papier	6	6				
Papier ; de poste	Papier	6	6		6	6	
Papier ; de tapisserie	Papier	6	6				
Papier ; des Indes	Papier	6	6				
Papier ; divers	Papier	6	6				
Papier ; doré	Papier	6	6				
Papier ; en balles	Papier	6	6		6	6	
Papier ; fleuragés et doré	Papier	6	6				
Papier ; gauffré	Papier	6	6				
Papier ; gaufré		6	6				
Papier ; grande rame	Papier	6	6				
Papier ; gris	Papier	6	6				
Papier ; gris à paqueter	Papier	6	6		6	6	
Papier ; intissé	Papier	6	6				
Papier ; marbré	Papier	6	6		6	6	
Papier ; marbré et à meubler	Papier	6	6		6	6	
Papier ; marbré, fleuragés et doré	Papier	6	6				
Papier ; métallisé	Papier	6	6				
Papier ; noir	Papier	6	6				
Papier ; papeterie ; divers	Papier	6	6				
Papier ; papeterie ; diverse	Papier	6	6				
Papier ; peint	Papier	6	6				
Papier ; peint et de couleurs	Papier	6	6				
Papier ; peint et à meubler	Papier	6	6		6	6	
Papier ; peints et de foulards	Papier	6	6				
Papier ; pot ; fin	Papier	6	6				
Papier ; pour eventails	Papier	6	6	feuilles de papier pour eventailles	2	2	feuilles de papier pour eventailles
Papier ; roux		6	6				
Papier ; tontisse	Papier	6	6				
Papier ; violet	Papier	6	6				
Papier ; à bulle	Papier	6	6				
Papier ; à bulle blanc	Papier	6	6				
Papier ; à donblage	Papier	6	6				
Papier ; à doublage	Papier	6	6				
Papier ; à envelopper		6	6				
Papier ; à faire cartes	Papier	6	6		6	6	
Papier ; à gargousse	Papier	6	6				
Papier ; à images	Papier	8	8				
Papier ; à imprimer	Papier	6	6		6	6	
Papier ; à imprimer et à faire cartes	Papier	6	6		6	6	
Papier ; à l'écu	Papier	6	6				
Papier ; à l'écu ; commun	Papier	6	6				
Papier ; à l'écu ; fin	Papier	6	6				
Papier ; à l'étoile	Papier	6	6				
Papier ; à l'étoile ; commun	Papier	6	6				
Papier ; à l'étoile ; fin	Papier	6	6				
Papier ; à la piperie		6	6				
Papier ; à lettre	Papier	6	6				
Papier ; à leure	Papier	6	6				
Papier ; à leurre		6	6				
Papier ; à meubler	Papier	6	6		6	6	
Papier ; à paqueter	Papier	6	6		6	6	
Papier ; à paqueter grand forma	Papier	6	6		6	6	
Papier ; à paqueter petit forma	Papier	6	6		6	6	
Papier ; à plans	Papier	6	6				
Papier ; à sucre	Papier	6	6				
Papier ; à tenture	Papier	6	6				
Papier ; à écrire	Papier	6	6				
Papier ; Gros dit carton	Papier	6	6		6	6	
Papillons ; secs	Papillons ; secs	0	0a				
Parapluie	Parapluie	8	8				
Parapluie ; commun		8	8				
Parapluie ; de taffetas		8	8				
Parapluie ; de toile		8	8				
Parapluie et parasol	Parapluie	8	8		8	8	
Parapluies	Parapluie	8	8				
Parapluie ; commun	Parapluie	8	8		8	8	
Parapluie ; de taffetas	Parapluie	8	8		8	8	
Parapluie ; de toile	Parapluie	8	8		8	8	
Parasol	Parasol	8	8		8	8	
Parasols	Parasols	8	8				
Paravent		8	8				
Paravents	Paravents	8	8				
Parchemin	Parchemin	6	6				
Parchemin neuf	Parchemin neuf	6	6				
Parchemin vieux	Parchemin vieux	6	6		6	6	
Parfum	Parfum	5	5				
Parfumerie	Parfumerie	5	5				
Parfumerie ; Divers	Parfumerie	5	5				
Parfumerie ; Diverse	Parfumerie	5	5				
Parfumerie ; Musc	Parfumerie	5	5				
Parfumerie ; Poudres à poudrer	Parfumerie	5	5				
Parfumerie ; Pâte d'amande	Parfumerie	5	5				
Parfumerie ; Savonnette	Parfumerie	5	5				
Parfumerie ; pommade	Parfumerie	5	5				
Pariaca	Pariaca	6	6c	Mouchoirs de pariaca (de soie « indienne ») BD			
Pariarabrava	Pariarabrava	…	…				
Pariera		…	…				
Pariera Brava	Pariarabrava	…	…				
Paruns	Paruns	…	…				
Parures ; d'argent		8	8				
Passement	Passementerie	8	8				
Passement ; d'or et d'argent	Passementerie	8	8				
Passement ; de coton	Passementerie	8	8		6	6d	
Passement ; de fil et coton	Passementerie	8	8		6	6	
Passement ; de fil et laine	Passementerie	8	8		6	6	
Passement ; de fil et soie	Passementerie	8	8		6	6	
Passement ; de laine	Passementerie	8	8		6	6	
Passement ; de laine ou sayette	Passementerie	8	8		6	6	
Passement ; de poil de chèvres	Passementerie	8	8		6	6	
Passement ; de soie et laine	Passementerie	8	8		6	6	
Passement ; galons d'or et d'argent	Passementerie	8	8		6	6	
Passement ; galons d'or et d'argent faux	Passementerie	8	8		6	6	
Passement ; galons d'or et d'argent fin	Passementerie	8	8		6	6	
Passement ; mêlés	Passementerie	8	8		6	6	
Passement ; mêlés de soie	Passementerie	8	8		6	6c	
Passement ; rubans de fil	Passementerie	8	8		6	6	
Passement ; rubans de filoselle	Passementerie	8	8		6	6c	
Passement ; rubans de soie	Passementerie	8	8		6	6c	
Passementerie	Passementerie	8	8				
Passementerie ; argent ; faux	Passementerie	8	8				
Passementerie ; d'or et d'argent	Passementerie	8	8				
Passementerie ; d'or et de soie	Passementerie	8	8				
Passementerie ; de coton	Passementerie	8	8				
Passementerie ; de fil et coton	Passementerie	8	8				
Passementerie ; de fil et laine	Passementerie	8	8				
Passementerie ; de fil et soie	Passementerie	8	8				
Passementerie ; de laine	Passementerie	8	8				
Passementerie ; de laine ou sayette	Passementerie	8	8				
Passementerie ; de mi soie	Passementerie	8	8				
Passementerie ; de poil de chèvres	Passementerie	8	8				
Passementerie ; de soie	Passementerie	8	8				
Passementerie ; de soie et laine	Passementerie	8	8				
Passementerie ; divers	Passementerie	8	8				
Passementerie ; en boutons ; de crin	Passementerie	8	8				
Passementerie ; fine ; en filet ; d'or	Passementerie	8	8				
Passementerie ; fine ; en velours	Passementerie	8	8				
Passementerie ; galon ; de soie	Passementerie	8	8				
Passementerie ; galon d'or et d'argent	Passementerie	8	8				
Passementerie ; galon d'or et d'argent faux	Passementerie	8	8				
Passementerie ; galon d'or et d'argent fin	Passementerie	8	8				
Passementerie ; mêlés de soie	Passementerie	8	8				
Passementerie ; ruban de fil	Passementerie	8	8				
Passementerie ; ruban de filoselle	Passementerie	8	8				
Passementerie ; ruban de soie	Passementerie	8	8				
Passementerie ; d'or	Passementerie	8	8				
Passementerie ; de soie	Passementerie	8	8				
Passementerie ; en soie	Passementerie	8	8				
Passement ; d'or et de soie	Passementerie	8	8		6	6c	
Passepierre	Passepierre	…	…				
Pastilles	Pastilles	…	…				
Pataques	Pataques	9	9a	Monnaie d'argent qui vaut environ l'écu de France de soixante (Savary)			
Patates	Patates	0	0a				
Patins	Patins	8	8				
Patins ; de bois		8	8				
Patins ; pour femmes		8	8				
Patins ; de bois	Patins	8	8		6	6	
Patins ; pour femmes	Patins	8	8		8	8	
Patissoie	Patissoie	0	0a				
Pattes ou vieux chiffons	Pattes ou vieux chiffons	2	2				
Pattes ; d’ancre		6	6	Un ancre a deux pattes, qui prennent appui sur le fond			
Paumelle	Paumelle	…	…				
Paumelle ; germée	Paumelle	…	…				
Pavots	Pavots	2	2				
Pavés	Pavés	2	2				
Peaux		2	2				
Peaux ;  apprêtées ; de cerf et daim		2	2				
Peaux ;  apprêtées ; de lièvres et lapins		2	2				[idem] appretés
Peaux ;  apprêtées ; de loups, d'ours, de tigres, de chiens de mer, etc.		2	2				
Peaux ;  corroyé ; de veau		2	2				
Peaux ;  non apprêtées ; de cerf et daim		2	2				
Peaux ;  non apprêtées ; de lièvres et lapins		2	2				
Peaux ; Apprêtées ; D'agneaux	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De bouc	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De buffles	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De chamois	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De chevreuils	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De chèvres et chevreaux	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De daims	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De maroquins	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De moutons	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De roussette	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; De veaux	Peaux ; Apprêtées	2	2				
Peaux ; Apprêtées ; Diverses	Peaux ; Apprêtées	2	2				
Peaux ; Corroyées ; De chevres	Peaux ; Corroyées	2	2				
Peaux ; Corroyées ; De maroquins	Peaux ; Corroyées	2	2				
Peaux ; Corroyées ; De veaux	Peaux ; Corroyées	2	2				
Peaux ; Corroyées ; Diverses	Peaux ; Corroyées	2	2				
Peaux ; Pelleterie	Peaux	2	2				
Peaux ; Pelleterie ; du Canada	Peaux	2	2				
Peaux ; Pelleterie apprêtées ; Diverses	Peaux ; Apprêtées	2	2				
Peaux ; Pelleterie apprêtées ; Fine	Peaux ; Apprêtées	2	2				
Peaux ; Pelleterie diverses ; apprêtées	Peaux ; Apprêtées	2	2				
Peaux ; Pelleterie en Peaux ; De sauvaignes	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; ?	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; D'angora	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; D'orignaux	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; D'ours	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De biches	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De blaireaux	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De castor	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De chats	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De chiens	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De fauves	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De fouines	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De lièvres et lapin	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De loups cervier	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De loups des bois	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De loutre	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De marmotte	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De martre	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De moke	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De petit gris	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De renard	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De roussette	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De taupe	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; De vison	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; Diverses	Peaux ; crues	2	2				
Peaux ; Pelleterie en peaux ; de rats	Peaux ; crues	2	2				
Peaux ; Tannées	Peaux ; Tannées	2	2				
Peaux ; Tannées ; De moutons	Peaux ; Tannées	2	2				
Peaux ; Tannées ; De veaux	Peaux ; Tannées	2	2				
Peaux ; Tannées ; Diverses	Peaux ; Tannées	2	2				
Peaux ; apprêtée		2	2				
Peaux ; apprêtées		2	2				
Peaux ; apprêtées ; d'agneau		2	2				
Peaux ; apprêtées ; de bouc		2	2				
Peaux ; apprêtées ; de buffle		2	2				
Peaux ; apprêtées ; de chamois		2	2				
Peaux ; apprêtées ; de chevreuil		2	2				
Peaux ; apprêtées ; de chèvre		2	2				
Peaux ; apprêtées ; de chèvre et chevreau		2	2				
Peaux ; apprêtées ; de daim		2	2				
Peaux ; apprêtées ; de maroquin		2	2				
Peaux ; apprêtées ; de mouton		2	2				
Peaux ; apprêtées ; de petit gris		2	2				
Peaux ; apprêtées ; de renard		2	2				
Peaux ; apprêtées ; de roussette		2	2				
Peaux ; apprêtées ; de veau		2	2				
Peaux ; apprêtées ; d'ours		2	2				
Peaux ; apprêtées ; de lièvre		2	2				
Peaux ; apprêtées ; de loup		2	2				
Peaux ; apprêtées ; de loups, d'ours, de tigres		2	2				
Peaux ; apprêtées ; de veau		2	2				
Peaux ; apprêtées ; de veau ; teintées		2	2				
Peaux ; blanche	Peaux ; blanche	2	2				
Peaux ; blanches	Peaux ; blanches	2	2				
Peaux ; bronzées	Peaux ; bronzées	2	2				
Peaux ; cervier		2	2				
Peaux ; corroyées		2	2				
Peaux ; corroyées ; de chèvres		2	2				
Peaux ; corroyées ; de maroquin		2	2				
Peaux ; corroyées ; de veau		2	2				
Peaux ; corroyées ; de veau ; en noir		2	2				
Peaux ; corroyées ; de chèvre		2	2				
Peaux ; crue	Peaux ; crue	2	2				
Peaux ; crues		2	2				
Peaux ; crue ; de figues		2	2				
Peaux ; d'Elan	Peaux	2	2				
Peaux ; d'agneau	Peaux	2	2				
Peaux ; d'agneau ; en laine	Peaux ; crue	2	2				
Peaux ; d'agneau apprêtées		2	2				
Peaux ; d'agneau en laine	Peaux ; crue	2	2				
Peaux ; d'agneaux	Peaux	2	2				
Peaux ; d'agneaux apprêtées	Peaux ; Apprêtées	2	2		2	2	
Peaux ; d'agneaux sans apprêt	Peaux ; crue	2	2				
Peaux ; d'angora		2	2				
Peaux ; d'anguilles	Peaux	2	2				
Peaux ; d'augnittes	Peaux	2	2				
Peaux ; d'emballage	Peaux ; d'emballage	2	2		2	2	
Peaux ; d'hayes	Peaux ; d'hayes	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; d'hermine	Peaux	2	2				
Peaux ; d'hermines	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; d'orignal		2	2				
Peaux ; d'orignaux		2	2				
Peaux ; d'origneaux	Peaux	2	2				
Peaux ; d'ours	Peaux	2	2				
Peaux ; d'ânes		2	2				
Peaux ; d'ânes sans apprêts	Peaux ; crue	2	2	[idem] sans appret	2	2	[idem] sans appret
Peaux ; d'écureuil	Peaux	2	2				
Peaux ; d'élan		2	2				
Peaux ; d'éventails	Peaux ; d'éventails	2	2				
Peaux ; de Bouc ; apprêtées	Peaux ; Apprêtées	2	2				
Peaux ; de Bouc ; en poil	Peaux ; crue	2	2				
Peaux ; de biche	Peaux	2	2				
Peaux ; de biches	Peaux	2	2				
Peaux ; de blaireau		2	2				
Peaux ; de blaireaux	Peaux	2	2				
Peaux ; de bouc	Peaux	2	2				
Peaux ; de boucs		2	2				
Peaux ; de boucs et de chèvres	Peaux	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de boucs et de chèvres apprêtée	Peaux ; Apprêtées	2	2				
Peaux ; de boucs et de chèvres sans apprêtée	Peaux	2	2				
Peaux ; de buffle	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de buffle en chamois	Peaux ; Apprêtées	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de buffles		2	2				
Peaux ; de buffle ; chamoisées		2	2				[idem] appretés
Peaux ; de cabris	Peaux	2	2				
Peaux ; de carcajou	Peaux	2	2				
Peaux ; de carcasson	Peaux	2	2				
Peaux ; de castor	Peaux	2	2				
Peaux ; de cazeaux	Peaux	2	2				
Peaux ; de cerf	Peaux	2	2				
Peaux ; de cerf et daim		2	2				[idem] sans apprêt
Peaux ; de cerfs	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de cerfs et daims	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de cerfs et daims apprêtées	Peaux ; Apprêtées	2	2				
Peaux ; de cerfs et daims sans apprêt	Peaux ; crue	2	2				
Peaux ; de cerfs et de daims	Peaux	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de cervier		2	2				
Peaux ; de chagrin	Peaux ; de chagrin	2	2				
Peaux ; de chameau	Peaux	2	2				
Peaux ; de chamois	Peaux	2	2				
Peaux ; de chat	Peaux	2	2				
Peaux ; de chat ; cervier	Peaux	2	2				
Peaux ; de chat ; sauvage	Peaux	2	2				
Peaux ; de chats	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de chats sans apprets	Peaux ; crue	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de chats sauvages		2	2				
Peaux ; de chevaux	Peaux	2	2				
Peaux ; de chevreau	Peaux	2	2				
Peaux ; de chevreaux	Peaux	2	2				
Peaux ; de chevreuil	Peaux	2	2				
Peaux ; de chevreuil ; à pelleterie	Peaux	2	2				
Peaux ; de chevreuils		2	2				
Peaux ; de chevrotin	Peaux	2	2				
Peaux ; de chien	Peaux	2	2				
Peaux ; de chien ; de mer	Peaux	2	2				
Peaux ; de chien de mer		2	2				
Peaux ; de chiens		2	2				
Peaux ; de chiens de mer		2	2				
Peaux ; de chèvre	Peaux	2	2				
Peaux ; de chèvre ; apprêtées	Peaux ; Apprêtées	2	2				
Peaux ; de chèvre ; en poil	Peaux ; crue	2	2				
Peaux ; de chèvre ; passées	Peaux	2	2				
Peaux ; de cignes	Peaux	2	2				
Peaux ; de cribles	Peaux	2	2				
Peaux ; de cygne		2	2				
Peaux ; de cygnes		2	2				[idem] appretés
Peaux ; de daim	Peaux	2	2				
Peaux ; de daim ; à pelleterie	Peaux	2	2				
Peaux ; de daims	Peaux	2	2				
Peaux ; de daims en chamois	Peaux ; Apprêtées	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de daim ; chamoisées		2	2				
Peaux ; de fauves		2	2				
Peaux ; de fouine	Peaux	2	2				
Peaux ; de fouines	Peaux	2	2				
Peaux ; de fourrure	Peaux	2	2				
Peaux ; de grébes	Peaux	2	2				
Peaux ; de la Louisiane	Peaux	2	2				
Peaux ; de lapin	Peaux	2	2				
Peaux ; de lapin ; à pelleterie	Peaux	2	2				
Peaux ; de lièvre	Peaux	2	2				
Peaux ; de lièvres et lapin		2	2				
Peaux ; de lièvres et lapins	Peaux	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de lièvres et lapins apprêtées	Peaux ; Apprêtées	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de lièvres et lapins sans apprêt	Peaux	2	2				
Peaux ; de lièvres sans poil	Peaux ; Apprêtées	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de lièvres ; sans poil		2	2				[idem] sans apprêt
Peaux ; de loup	Peaux	2	2				
Peaux ; de loup ; cervier	Peaux	2	2				
Peaux ; de loup ; de Moscevik	Peaux	2	2				
Peaux ; de loup ; de Moscou		2	2				
Peaux ; de loup ; de bois	Peaux	2	2				
Peaux ; de loup ; de cervier	Peaux	2	2				
Peaux ; de loup ; marin	Peaux	2	2				
Peaux ; de loups	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de loups des bois		2	2				
Peaux ; de loups, d'ours, de tigres	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de loups, d'ours, de tigres apprêtées	Peaux	2	2				
Peaux ; de loups, d'ours, de tigres, de chiens de mer etc	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de loups, d'ours, de tigres, de chiens de mer etc apprêtées	Peaux	2	2				
Peaux ; de loups, d'ours, de tigres, de chiens de mer, etc.		2	2				[idem] appretés
Peaux ; de loutre	Peaux	2	2				
Peaux ; de loutres		2	2				
Peaux ; de léopard	Peaux	2	2				
Peaux ; de marbre	Peaux	2	2				
Peaux ; de marmotte	Peaux	2	2				
Peaux ; de maroquin	Peaux	2	2				
Peaux ; de martre	Peaux	2	2				
Peaux ; de martres	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de martres et d'hermines	Peaux	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de moke		2	2				
Peaux ; de mouton		2	2				
Peaux ; de mouton ; apprêtées	Peaux	2	2				
Peaux ; de mouton ; basanes		2	2				
Peaux ; de mouton ; blanc		2	2				
Peaux ; de mouton ; chamoisées		2	2				
Peaux ; de mouton ; en bazannes	Peaux	2	2				
Peaux ; de mouton ; en laine	Peaux	2	2				
Peaux ; de mouton ; passées	Peaux	2	2				
Peaux ; de mouton ; tannées	Peaux	2	2				
Peaux ; de mouton ; teinte		2	2				
Peaux ; de mouton apprêtées		2	2				
Peaux ; de mouton apprêtées et en couleur		2	2				
Peaux ; de moutons apprêtées	Peaux	2	2		2	2	
Peaux ; de moutons apprêtées et en couleur	Peaux	2	2		2	2	
Peaux ; de moutons en bazennes	Peaux	2	2		2	2	
Peaux ; de moutons en blanc	Peaux	2	2		2	2	
Peaux ; de moutons en blanc ou en gris	Peaux	2	2		2	2	
Peaux ; de moutons en chamois	Peaux	2	2		2	2	
Peaux ; de moutons en gris	Peaux	2	2		2	2	
Peaux ; de moutons et brebis	Peaux	2	2	[idem] sans apprêt	2	2	[idem] sans apprêt
Peaux ; de mouton ; basane		2	2				
Peaux ; de mouton ; chamoisées		2	2				
Peaux ; de mouton ; en blanc		2	2				
Peaux ; de mouton ; en blanc ou en gris		2	2				
Peaux ; de mouton ; en gris		2	2				
Peaux ; de panthère	Peaux	2	2				
Peaux ; de parchemin		2	2				
Peaux ; de pelisse	Peaux	2	2				
Peaux ; de petit gris	Peaux	2	2				
Peaux ; de plongeon	Peaux	2	2				
Peaux ; de putois	Peaux	2	2				
Peaux ; de pécaudes	Peaux	2	2				
Peaux ; de rat musqué	Peaux	2	2				
Peaux ; de rats		2	2				
Peaux ; de renard	Peaux	2	2				
Peaux ; de renards	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de renards, loutres	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de renards, loutres, fouines etc.	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de renards, loutres, fouines etc. ; apprêtées		2	2				
Peaux ; de renards, loutres, fouines etc. ; sans apprêt		2	2				
Peaux ; de renards, loutres, fouines etc. ; apprêtées	Peaux	2	2				
Peaux ; de renards, loutres, fouines etc. ; sans apprêt	Peaux	2	2				
Peaux ; de rennes	Peaux	2	2				
Peaux ; de requins	Peaux	2	2				
Peaux ; de riche	Peaux	2	2				
Peaux ; de roussette	Peaux	2	2				
Peaux ; de sanglier	Peaux	2	2				
Peaux ; de sauvagine		2	2				
Peaux ; de tambours	Peaux	2	2				
Peaux ; de taupe		2	2				
Peaux ; de tigre	Peaux	2	2				
Peaux ; de tigres	Peaux	2	2	[idem] appretés	2	2	[idem] appretés
Peaux ; de veau		2	2				
Peaux ; de veau ; apprêtées	Peaux ; Apprêtées	2	2				
Peaux ; de veau ; bronzées		2	2				
Peaux ; de veau ; bronzés	Peaux ; Bronzés	2	2				
Peaux ; de veau ; corroyées	Peaux ; Corroyées	2	2				
Peaux ; de veau ; en chamois	Peaux ; Apprêtées	2	2				
Peaux ; de veau ; en couleurs	Peaux	2	2				
Peaux ; de veau ; en grain	Peaux	2	2				
Peaux ; de veau ; en poil	Peaux ; crues	2	2				
Peaux ; de veau ; marin	Peaux	2	2				
Peaux ; de veau ; passées	Peaux	2	2				
Peaux ; de veau ; tannées	Peaux ; tannées	2	2				
Peaux ; de veau ; teinte		2	2				
Peaux ; de veau apprêtés en buffle		2	2				
Peaux ; de veau apprêtés en maroquin		2	2				
Peaux ; de veau apprêtés pour cuir doré		2	2				
Peaux ; de veau en blanc		2	2				
Peaux ; de veau pour cordonniers		2	2				
Peaux ; de veau secs et à poil		2	2				
Peaux ; de veaux		2	2				
Peaux ; de veaux ; apprêtées	Peaux ; Apprêtées	2	2				
Peaux ; de veaux ; bronzées	Peaux ; Bronzés	2	2				
Peaux ; de veaux ; corroyées	Peaux ; Corroyées	2	2				
Peaux ; de veaux ; en croûte		2	2				
Peaux ; de veaux ; en magie		2	2				
Peaux ; de veaux ; en poil	Peaux ; crues	2	2				
Peaux ; de veaux ; marins		2	2				
