marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	nbr_lignes_fr
Spicanardi	Spicanardi	Spicanardi						0	0	1	0					
Spicanardy	Spicanardi	Spicanardi						0	0	1	0					
Spode	Spode	Spode						0	0	1	0					11
Sprats	Sprats	Poisson										1				1
Squine	Squine	Squine						0	0	1	0					2
Stafisaigre	Stafisagre	Stafisagre						0	0	1	0					1
Stil de grain	Stil de grain	Stil de grain						0	0	1	0					
Stil de grains	Stil de grain	Stil de grain						0	0	1	0					1
StinKerque	Stinkerque	Stinkerque						0	0	1	0					14
Stinkerque	Stinkerque	Stinkerque						0	0	1	0					10
Stocfiche	Stockfish	Poisson ; de mer ; salé ; morue						0	0	1	0					3
Stockfisch	Stockfish	Poisson ; de mer ; salé ; morue										1				
Stockfish	Stockfish	Poisson ; de mer ; salé ; morue									1					1
Stocliche	Stockfish	Poisson ; de mer ; salé ; morue						0	0	1	0					3
Stofiche	Stockfish	Poisson ; de mer ; salé ; morue						0	0	1	0					
Storaix	Storax	Drogue ; médicinale ; storax						0	0	1	0					
Storax	Storax	Drogue ; médicinale ; storax						0	0	1	0					
Sublimé	Sublimé	Sublimé						0	0	1	0					
Succade	Succade	Succade						0	0	1	0	1				
Succin, ambre jaune	Ambre ; jaune	Ambre ; jaune										1				
Sucre	Sucre	Sucre						0	0	1	0	1				
Sucre : brut	Sucre ; brut	Sucre ; brut						0	0	1	0					
Sucre : en pain	Sucre ; en pain	Sucre ; en pain						0	0	1	0					
Sucre ; batard	Sucre ; bâtard	Sucre ; bâtard						0	0	1	0					
Sucre ; blanc	Sucre ; blanc	Sucre ; blanc						0	0	1	0					
Sucre ; blanc ; en pain	Sucre ; blanc ; en pain	Sucre ; blanc ; en pain									1					
Sucre ; blanc ; en pains	Sucre ; blanc ; en pains	Sucre ; blanc ; en pain									1					
Sucre ; brun	Sucre ; brun	Sucre ; brun						0	0	1	0					
Sucre ; brut	Sucre ; brut	Sucre ; brut						0	0	1	0					
Sucre ; candi	Sucre ; candy	Sucre ; candy						0	0	1	0					
Sucre ; candy	Sucre ; candy	Sucre ; candy						0	0	1	0					
Sucre ; canoy	Sucre ; candy	Sucre ; candy						0	0	1	0					
Sucre ; carré	Sucre ; carré	Sucre ; carré						0	0	1	0					
Sucre ; cassonade	Sucre ; cassonade	Sucre ; cassonade						0	0	1	0					
Sucre ; cassonnade	Sucre ; cassonade	Sucre ; cassonade						0	0	1	0					
Sucre ; commun	Sucre ; commun	Sucre ; commun						0	0	1	0					
Sucre ; d'Arabe	Sucre ; commun	Sucre ; commun						0	0	1	0					
Sucre ; d'erabe	Sucre ; d'érable	Sucre ; d'érable						0	0	1	0					
Sucre ; d'ergeois	Sucre ; d'orge	Sucre ; d'orge						0	0	1	0					
Sucre ; d'orge	Sucre ; d'orge	Sucre ; d'orge						0	0	1	0					1
Sucre ; de pain	Sucre ; en pain	Sucre ; en pain						0	0	1	0					
Sucre ; divers	Sucre ; divers	Sucre									1					
Sucre ; empains	Sucre ; en pain	Sucre ; en pain						0	0	1	0					
Sucre ; en pain	Sucre ; en pain	Sucre ; en pain						0	0	1	0					
Sucre ; en pains	Sucre ; en pain	Sucre ; en pain						0	0	1	0					
Sucre ; en poudre	Sucre ; en poudre	Sucre ; en poudre						0	0	1	0					
Sucre ; ferré	Sucre ; ferré	Sucre ; terré						0	0	1	0					
Sucre ; mes???	Sucre ; mêlé	Sucre						0	0	1	0					
Sucre ; meslis	Sucre ; mêlé	Sucre						0	0	1	0					
Sucre ; moscoviede	Sucre ; moscovie de	Sucre ; de moscovie						0	0	1	0					
Sucre ; raffiné	Sucre ; raffiné	Sucre ; raffiné						0	0	1	0					
Sucre ; rafiné	Sucre ; raffiné	Sucre ; raffiné						0	0	1	0					
Sucre ; sucrerie divers	Sucre ; divers	Sucre ; divers						0	0	1	0					
Sucre ; terné	Sucre ; terré	Sucre ; terré						0	0	1	0					
Sucre ; terré	Sucre ; terré	Sucre ; terré						0	0	1	0					
Sucre ; test	Sucre ; test	Sucre ; tête						0	0	1	0					2
Sucre ; teste	Sucre ; test	Sucre ; tête						0	0	1	0					
Sucre ; vergeois	Sucre ; vergeoise	Sucre ; vergeoise						0	0	1	0					
Sucre ; versoir	Sucre ; versoir	Sucre ; versoir						0	0	1	0					
Sucre ; versoix	Sucre ; vergeoise	Sucre ; vergeoise						0	0	1	0					
Sucre blanc	Sucre ; blanc	Sucre ; blanc										1				
Sucre brut	Sucre ; brut	Sucre ; brut										1				
Sucre candi	Sucre ; candy	Sucre ; candy										1				
Sucre en pain(s)	Sucre ; en pains	Sucre ; en pain										1				
Sucre en poudre	Sucre ; en poudre	Sucre ; en poudre										1				
Sucre et amandes	Sucre ; et amandes	Sucre et amandes										1				
Sucre et anis	Sucre ; et anis	Anis et sucre										1				
Sucre et cuir	Sucre ; et cuir	Sucre et cuir										1				
Sucre et pruneaux	Sucre ; et pruneaux	Sucre ; et pruneaux										1				
Sucre et prunes	Sucre ; et prunes	Sucre et prunes										1				
Sucre et raisins secs	Sucre et fruits ; secs ; raisins	Sucre et fruits ; secs ; raisins										1				
Sucre et roucou	Sucre ; et roucou	Sucre ; et roucou										1				
Sucre et savon	Surce ; et savon	Surce ; et savon										1				
Sucre et tabac	Sucre ; et tabac	Sucre et tabac										1				
Sucre et vert-de-gris	Sucre ; et vert-de-gris	Sucre ; et vert-de-gris										1				
Sucre fin	Sucre ; fin	Sucre ; fin										1				
Sucre non raffiné	Sucre ; non raffiné	Sucre ; non raffiné										1				
Sucre raffiné	Sucre ; raffiné	Sucre ; raffiné										1				
Sucrerie ; en dragées	Sucrerie ; en dragées	Sucrerie ; dragée									1					
Sucreries ; Diverses	Sucreries ; diverses	Sucrerie						0	0	1	0					
Sucreries ; Dragées	Sucreries ; dragées	Sucrerie ; dragée						0	0	1	0					
Sucreries ; en dragées	Sucreries ; en dragées	Sucrerie ; dragée									1					
Sucreries ; Diverse	Sucreries ; diverses	Sucrerie										1				
Sucres ; Brut	Sucre ; brut	Sucre ; brut						0	0	1	0					
Sucres ; Candy	Sucre ; candy	Sucre ; candy						0	0	1	0					
Sucres ; Cassonade	Sucre ; cassonade	Sucre ; cassonade						0	0	1	0					
Sucres ; Rafiné	Sucre ; raffiné	Sucre ; raffiné						0	0	1	0					
Sucres ; Terré	Sucre ; terré	Sucre ; terré						0	0	1	0					
Sucres ; Vergeois	Sucre ; vergeoise	Sucre ; vergeoise						0	0	1	0					
Sucriers ; de fayance	Sucriers ; de faïence	Ouvrage ; de faïence ; sucriers						0	0	1	0					
Sucrion	Sucrion	Sucrion						0	0	1	0					
Suif	Suif	Suif						0	0	1	1	1				
Suif ; En Chandelle	Suif ; en chandelle	Suif ; en chandelle						0	0	1	0					
Suif ; En chandelle	Suif ; en chandelle	Suif ; en chandelle						0	0	1	0					
Suif ; En pain	Suif ; en pain	Suif ; en pain						0	0	1	0					
Suif ; en branche	Suif ; en branche	Suif ; en branche									1					
Suif ; en chandeles	Suif ; en chandelle	Suif ; en chandelle									1					
Suif ; en chandelle	Suif ; en chandelle	Suif ; en chandelle						0	0	1	0					
Suif ; en chandelles	Suif ; en chandelles	Suif ; en chandelle									1					
Suif ; en pain	Suif ; en pain	Suif ; en pain									1					
Suif ; en poil	Suif ; en poil	Suif ; en poil														
Suif ; fondu	Suif ; fondu	Suif ; fondu									1					
Suif en pain	Suif ; en pain	Suif ; en pain						0	0	1	0					
Suif et bougies en suif	Suif et bougies en suif	Suif et bougies en suif										1				
Suif et chandelles de chanvre	Suif et chandelles de chanvre	Suif et chandelles de chanvre										1				
Suif et chandelles de suif	Suif et chandelles de suif	Suif et chandelles de suif										1				
Suif fondu et en chandelles	Suif ; fondu et en chandelles	Suif ; fondu et en Chandelle						0	0	0	0					
Suine	Suine	Suine						0	0	1	0					
Sul de grain	Stil de grain	Stil de grain						0	0	1	0					
Sulfide de cuivre	Sulfide ; de cuivre	Sulfide ; de cuivre										1				
Sulfure de mercure/vermillon	Sulfure de mercure/vermillon	Drogue ; pour la peinture et la teinture ; Vermillon ou sulfure de vermillon										1				
Sulphure et fromage	Sulphure et fromage	Marchandises diverses										1				
Sumac	Sumac	Drogue ; pour la peinture et la teinture ; Sumac						0	0	1	0					
Sumac des corroyeurs	Sumac ; des corroyeurs	Drogue ; pour la peinture et la teinture ; Sumac										1				
Sumac et figues	Sumac ; et figues	Marchandises diverses										1				
Sçeaux ; de bois	Seaux ; de bois	Seaux ; de bois						0	0	1	0					157
Sçies	Scies	Quincailleries ; de fer ; scies						0	0	1	0					2
Séné	Séné	Drogue ; médicinale ; séné						0	0	1	0					2
Sénégre	Sénégre	Sénégre						0	0	1	0					1
Tabac	Tabac	Tabac						0	0	1	1	1				
Tabac ; En feuilles	Tabac ; en feuilles	Tabac ; en feuilles						0	0	1	0					
Tabac ; Rapé	Tabac ; rapé	Tabac ; râpé						0	0	1	0					
Tabac ; avarié	Tabac ; avarié	Tabac ; avarié						0	0	1	0					
Tabac ; commun	Tabac ; commun	Tabac ; commun						0	0	1	0					
Tabac ; d'Espagne	Tabac ; d'Espagne	Tabac ; d'Espagne						0	0	1	0					
Tabac ; de Brazil	Tabac ; de Brésil	Tabac ; de Brésil						0	0	1	0					
Tabac ; de Brezil	Tabac ; de Brésil	Tabac ; de Brésil						0	0	1	0					
Tabac ; de St. Domingue	Tabac ; de St. Domingue	Tabac ; de St. Domingue						0	0	1	0					
Tabac ; de St. Vincent	Tabac ; de St. Vincent	Tabac ; de St. Vincent						0	0	1	0					
Tabac ; de Virginie	Tabac ; de Virginie	Tabac ; de Virginie						0	0	1	0					
Tabac ; de brezil	Tabac ; de Brésil	Tabac ; de Brésil						0	0	1	0					
Tabac ; de caisse	Tabac ; de caisse	Tabac ; de caisse						0	0	1	0					
Tabac ; de cantine	Tabac ; de cantine	Tabac ; de cantine						0	0	1	0					
Tabac ; de carottes	Tabac ; de carottes	Tabac ; en carotte						0	0	1	0					
Tabac ; de ferme	Tabac ; de la Ferme	Tabac						0	0	1	0					
Tabac ; de la Ferme	Tabac ; de la Ferme	Tabac						0	0	1	0					
Tabac ; de la ferme	Tabac ; de la Ferme	Tabac						0	0	1	0					
Tabac ; de seville	Tabac ; de Séville	Tabac ; de Séville						0	0	1	0					
Tabac ; des prises	Tabac ; des prises	Tabac						0	0	1	0					
Tabac ; en ?	Tabac ; en ?	Tabac									1					
Tabac ; en caisses	Tabac ; en caisses	Tabac ; en caisses						0	0	1	0					
Tabac ; en carotte	Tabac ; en carotte	Tabac ; en carotte									1					
Tabac ; en carottes	Tabac ; en carotte	Tabac ; en carotte						0	0	1	0					
Tabac ; en corde	Tabac ; en cordes	Tabac ; en corde						0	0	1	0					
Tabac ; en cordes	Tabac ; en cordes	Tabac ; en corde						0	0	1	0					
Tabac ; en coren (?)	Tabac ; en cordes	Tabac ; en corde						0	0	1	0					
Tabac ; en côte	Tabac ; en cordes	Tabac ; en corde									1					
Tabac ; en côtes	Tabac ; en cordes	Tabac ; en corde									1					
Tabac ; en feuille	Tabac ; en feuilles	Tabac ; en feuilles									1					
Tabac ; en feuilles	Tabac ; en feuilles	Tabac ; en feuilles									1					
Tabac ; en feüilles	Tabac ; en feuilles	Tabac ; en feuilles						0	0	1	0					
Tabac ; en poudre	Tabac ; en poudre	Tabac ; en poudre						0	0	1	0					
Tabac ; en rouleau	Tabac ; en poudre	Tabac ; en poudre						0	0	1	0					
Tabac ; fabriqué	Tabac ; fabriqué	Tabac ; fabriqué						0	0	1	0					
Tabac ; ouvré	Ouvrages ; de tabac	Tabac ; ouvré						0	0	1	0					
Tabac ; pr echantillon	Tabac ; pour échantillon	Tabac ; pour échantillon						0	0	1	0					
Tabac ; rapé	Tabac ; rapé	Tabac ; râpé						0	0	1	0					
Tabac ; à fumer	Tabac ; à fumer	Tabac ; à fumer						0	0	1	0					
Tabac ; à varié	Tabac ; à varié	Tabac ; à varié						0	0	1	0					
Tabac en feuilles	Tabac en feuilles	Tabac ; en feuilles										1				
Tabac et cuir	Tabac et cuir	Tabac et cuir										1				
Tabac et raisins secs	Tabac et fruits ; secs ; raisin	Tabac et fruits ; secs ; raisin										1				
Tabac et savon	Tabac ; et savon	Tabac et savon										1				
Tabac et sucre	Tabac ; et sucre	Sucre et tabac										1				
Tabacs	Tabacs	Tabac						0	0	0	0					
Tabatieres	Tabatières	Tabatière						0	0	1	0					
Tabatieres : d'olivier	Tabatières ; d'olivier	Tabatière ; d'olivier						0	0	1	0					
Tabatieres ; d'Email	Tabatières ; d'émail	Tabatière ; d'émail						0	0	1	0					
Tabatieres ; d'Olivier	Tabatières ; d'olivier	Tabatière ; d'olivier						0	0	1	0					
Tabatieres ; d'agathe	Tabatières ; d'agate	Tabatière ; d'agate						0	0	1	0					
Tabatieres ; d'argent	Tabatières ; d'argent	Tabatière ; d'argent						0	0	1	0					
Tabatieres ; d'ecaille	Tabatières ; d'écaille	Tabatière ; d'écaille						0	0	1	0					1
Tabatieres ; d'olivier	Tabatières ; d'olivier	Tabatière ; d'olivier						0	0	1	0					
Tabatieres ; d'or	Tabatières ; d'or	Tabatière ; d'or						0	0	1	0					
Tabatieres ; de bergamotte	Tabatières ; de bergamote	Tabatière ; de bergamote						0	0	1	0					
Tabatieres ; de bois	Tabatières ; de bois	Tabatière ; de bois						0	0	1	0					
Tabatieres ; de carton	Tabatières ; de carton	Tabatière ; de carton						0	0	1	0					
Tabatieres ; de corne	Tabatières ; de corne	Tabatière ; de corne						0	0	1	0					
Tabatieres ; de fer blanc	Tabatières ; de fer blanc	Tabatière ; de fer blanc						0	0	1	0					
Tabatieres ; de forme	Tabatières ; de forme	Tabatière ; de forme						0	0	1	0					
Tabatieres ; de forne	Tabatières ; de forme	Tabatière ; de forme						0	0	1	0					
Tabatieres ; de nacre	Tabatières ; de nacre	Tabatière ; de nacre						0	0	1	0					
Tabatieres ; de paille	Tabatières ; de paille	Tabatière ; de paille						0	0	1	0					
Tabatieres ; diverses	Tabatières ; diverses	Tabatière						0	0	1	0					
Tabatieres ; décaille	Tabatières ; d'écaille	Tabatière ; d'écaille						0	0	1	0					
Tabatieres ; enrichies	Tabatières ; enrichies	Tabatière ; enrichies						0	0	1	0					
Tabatieres ; vernies	Tabatières ; vernies	Tabatière ; vernies						0	0	1	0					
Tabatiers ; d'Ecaille	Tabatières ; d'écaille	Tabatière ; d'écaille						0	0	1	0					
Tabatières	Tabatières	Tabatière						0	0	1	0					
Tabattieres ; bois	Tabatières ; de bois	Tabatière ; de bois						0	0	1	0					
Tabattieres ; d 'or	Tabatières ; d'or	Tabatière ; d'or						0	0	1	0					
Tabattieres ; d'argt	Tabatières ; d'argent	Tabatière ; d'argent						0	0	1	0					
Tabattieres ; d'ecaille	Tabatières ; d'écaille	Tabatière ; d'écaille						0	0	1	0					
Tabattieres ; de bergamottes	Tabatières ; de bergamote	Tabatière ; de bergamote						0	0	1	0					
Tabattieres ; de carton	Tabatières ; de carton	Tabatière ; de carton						0	0	1	0					
Tabattieres ; de corne	Tabatières ; de corne	Tabatière ; de corne						0	0	1	0					
Tabattieres ; de fer blanc	Tabatières ; de fer ; blanc	Tabatière ; de fer blanc						0	0	1	0					
Tabernacle de marbre	Tabernacles ; de marbre	Tabernacles ; de marbre						0	0	1	0					
Tabernacles	Tabernacles	Tabernacles						0	0	1	0					
Tabkles ; de marbre	Tables ; de marbre	Table ; de marbre						0	0	1	0					
Tableau	Tableau	Tableau										1				
Tableaux	Tableaux	Tableau						0	0	1	1					
Tableaux ; communs	Tableaux ; communs	Tableau ; commun						0	0	1	0					
Tableaux ; de famille	Tableaux ; de famille	Tableau ; de famille						0	0	1	0					
Tableaux ; divers	Tableaux	Tableau									1					
Tableaux ; encadrés	Tableaux ; encadrés	Tableau ; encadré									1					
Tables	Tables	Table						0	0	1	0					
Tables ; d'ardoises	Tables ; d'ardoises	Table ; d'ardoise						0	0	1	0					
Tables ; de bois	Tables ; de bois	Table ; de bois						0	0	1	0					
Tables ; de marbre	Tables ; de marbre	Table ; de marbre						0	0	1	0					
Tables ; de nuit	Tables ; de nuit	Table ; de nuit						0	0	1	0					
Tables ; de sapin	Tables ; de sapin	Table ; de sapin						0	0	1	0					
Tables ; vernies	Tables ; de sapin	Table ; de sapin						0	0	1	0					
Tables de bois	Tables ; de bois	Table ; de bois						0	0	1	0					
Tables de marbre	Tables ; de marbre	Table ; de marbre						0	0	1	0					
Tablettes ; anisées	Tablettes ; anisées	Tablette ; anisée						0	0	1	0					
Tabliers	Tabliers	Tablier										1				
Tabliers ; peints	Tabliers ; peints	Tablier ; peint						0	0	1	0					
Tabliers brodés	Tabliers brodés	Tablier brodé						0	0	1	0					
Tabliers-blouses pour barbier/chirurgien	Tabliers et blouses ; pour barbier et chirurgien	Tabliers et blouses ; pour barbier et chirurgien										1				
Taffetas	Taffetas	Taffetas						0	0	1	0	1				
Taffetas ; foulas	Taffetas ; foulas	Taffetas ; foulas						0	0	1	0					
Taffia	Tafia	Tafia						0	0	1	0					
Taffis	Tafia	Tafia						0	0	1	0					
Taies	Taies	Taies										1				
Taillanderie	Taillanderie	Taillanderie						0	0	1	0					
Talons ; de bois	Talons ; de bois	Talons ; de bois						0	0	1	0					
Talque	Talc	Talc						0	0	1	0					2
Tamarin	Tamarin	Tamarin						0	0	1	0					
Tamarins	Tamarin	Tamarin						0	0	1	0					
Tambourgs ; de fer	Tambours ; de fer	Tambours ; de fer						0	0	1	0					
Tambours ; à sucre	Tambours ; à sucre	Tambours ; à sucre						0	0	1	0					
Tamis	Tamis	Tamis						0	0	1	0					
Tamis ; à tabac	Tamis ; à tabac	Tamis ; à tabac						0	0	1	0					
Tamis de crin	Tamis ; de crin	Tamis ; de crin						0	0	1	0					
Tanelles	Tanelles	Tanelles						0	0	1	0					
Tapis	Tapis	Tapis						0	0	1	1	1				
Tapis ; d'Auvergne	Tapis ; d'Auvergne	Tapis ; d'Auvergne						0	0	1	0					
Tapis ; d'aubusson	Tapis ; d'Aubusson	Tapis ; d'Aubusson						0	0	1	0					
Tapis ; d'indienne	Tapis ; d'indienne	Tapis ; d'indienne						0	0	1	0					
Tapis ; de Turquie	Tapis ; de Turquie	Tapis ; de Turquie						0	0	1	0					
Tapis ; de laine	Tapis ; de laine	Tapis ; de laine						0	0	1	0					
Tapis ; de lame	Tapis ; de laine	Tapis ; de laine						0	0	1	0					
Tapis ; de moquette	Tapis ; de moquette	Tapis ; de moquette						0	0	1	0					
Tapis ; de toile cirée	Tapis ; de toile cirée	Tapis ; de toile cirée						0	0	1	0					
Tapis ; de toile peinte	Tapis ; de toile peinte	Tapis ; de toile peinte						0	0	1	0					
Tapis ; fil et coton	Tapis ; fil et coton	Tapis ; fil et coton						0	0	1	0					
Tapis ; fil teint	Tapis ; fil teint	Tapis ; fil teint						0	0	1	0					
Tapis de laine	Tapis ; de laine	Tapis ; de laine						0	0	1	0					
Tapis divers	Tapis ; divers	Tapis ; divers						0	0	1	0					
Tapisserais ; de Roüen	Tapisserie ; de Rouen	Tapisserie ; de Rouen						0	0	1	0					
Tapisserie	Tapisserie	Tapisserie						0	0	1	1	1				
Tapisserie ; commune	Tapisserie ; commune	Tapisserie ; commune						0	0	1	0					
Tapisserie ; d'Anbusson	Tapisserie ; d'Aubusson	Tapisserie ; d'Aubusson						0	0	1	0					
Tapisserie ; d'Aubusson	Tapisserie ; d'Aubusson	Tapisserie ; d'Aubusson						0	0	1	0					
Tapisserie ; d'Auvergne	Tapisserie ; d'Auvergne	Tapisserie ; d'Auvergne						0	0	1	0					
Tapisserie ; d'Elbeuf	Tapisserie ; d'Elbeuf	Tapisserie ; d'Elbeuf						0	0	1	0					
Tapisserie ; d'Hautelisse	Tapisserie ; d'Hautelisse	Tapisserie ; d'Hautelisse						0	0	1	0					
Tapisserie ; d'Oudenarde	Tapisserie ; d'Oudenarde	Tapisserie ; d'Oudenarde						0	0	1	0					
Tapisserie ; d'amiens	Tapisserie ; d'Amiens	Tapisserie ; d'Amiens						0	0	1	0					
Tapisserie ; d'anbusson	Tapisserie ; d'Aubusson	Tapisserie ; d'Aubusson						0	0	1	0					
Tapisserie ; d'aubusson	Tapisserie ; d'Aubusson	Tapisserie ; d'Aubusson						0	0	1	0					
Tapisserie ; d'auvergne	Tapisserie ; d'Auvergne	Tapisserie ; d'Auvergne						0	0	1	0					
Tapisserie ; d'hantelisse	Tapisserie ; d'Hautelisse	Tapisserie ; d'Hautelisse						0	0	1	0					
Tapisserie ; d'oudemarde	Tapisserie ; d'Oudenarde	Tapisserie ; d'Oudenarde						0	0	1	0					
Tapisserie ; d'oudenarde	Tapisserie ; d'Oudenarde	Tapisserie ; d'Oudenarde						0	0	1	0					
Tapisserie ; de Beauvais	Tapisserie ; de Beauvais	Tapisserie ; de Beauvais						0	0	1	0					
Tapisserie ; de Bergames	Tapisserie ; de Bergame	Tapisserie ; de Bergame						0	0	1	0					
Tapisserie ; de Bruxelles	Tapisserie ; de Bruxelles	Tapisserie ; de Bruxelles						0	0	1	0					1
Tapisserie ; de Dauphiné	Tapisserie ; de Dauphiné	Tapisserie ; de Dauphiné						0	0	1	0					
Tapisserie ; de Flandre	Tapisserie ; diverses	Tapisserie						0	0	1	0					
Tapisserie ; de Lorrain	Tapisserie ; de laine	Tapisserie ; de laine						0	0	1	0					
Tapisserie ; de Rouen	Tapisserie ; de Rouen	Tapisserie ; de Rouen						0	0	1	0					
Tapisserie ; de Roüen	Tapisserie ; de Rouen	Tapisserie ; de Rouen						0	0	1	0					
Tapisserie ; de bergame	Tapisserie ; de Bergames	Tapisserie ; de Bergame						0	0	1	0					
Tapisserie ; de bergames	Tapisserie ; de Bergame	Tapisserie ; de Bergame						0	0	1	0					
Tapisserie ; de cuir doré	Tapisserie ; de cuir doré	Tapisserie ; de cuir doré						0	0	1	0					1
Tapisserie ; de filozelle	Tapisserie ; de filoselle	Tapisserie ; de filoselle						0	0	1	0					
Tapisserie ; de flandre	Tapisserie ; de Flandres	Tapisserie ; de Flandres						0	0	1	0					
Tapisserie ; de flandres	Tapisserie ; de Flandres	Tapisserie ; de Flandres						0	0	1	0					
Tapisserie ; de gobelins	Tapisserie ; des Gobelins	Tapisserie ; des Gobelins						0	0	1	0					
Tapisserie ; de la Marche	Tapisserie ; de la Marche	Tapisserie ; de la Marche						0	0	1	0					
Tapisserie ; de laine	Tapisserie ; de laine	Tapisserie ; de laine						0	0	1	0					
