marchandises_normalisees	marchandises_simplifies	sitc_rev1	sitc_rev2	remarques_marchandises	sitc1digit	sitc18thc	nbr_lignes_fr_bis
Mouvements ; de montres	Mouvements ; de montres	8	8				43
Mouvements ; de pendule		8	8				1
Mouvements ; de pendules	Mouvements ; de pendules	8	8				
Moyeux	Moyeux	7	7				18
Mules et mulets	Mules et mulets	0	0a				3
Mulets	Mulets	0	0a				4
Munitions		9	9				1
Mûriers	Mûriers	2	2				2
Musc	Musc	2	2				59
Muscades ; de perles	Muscades ; de perles	8	8				5
Muscat à l'eau de vie	Muscat à l'eau de vie	1	1				
Muse	Muse	…	…				2
Musique	Musique	8	8				4
Nacelles	Nacelles	7	7				127
Nacettes	Nacettes	7	7		7	7	1
Nacre	Nacre	2	2	coquilles dite nacre de perle	2	2	2
Nacre ; de perles	Nacre ; de perles	2	2				101
Nacre ; en coquille	Nacre ; en coquille	2	2				1
Nanquin	Nanquin	6	6d				
Nappe		8	8				1
Nappe ; faites		8	8				0
Nappe ; ouvrées		8	8				2
Nappe ; unies		8	8				0
Nappes	Nappes	8	8				
Nappes ; faites	Nappes	8	8		6	6a	
Nappes ; ouvrées	Nappes	8	8				
Nappes ; unies	Nappes	8	8				
Natte		6	6				0
Natte ; à empaqueter		6	6				3
Natte ; de chanvre		6	6				2
Natte ; de jonc		6	6				4
Natte ; de jonc et de paille larges		6	6				0
Natte ; de jonc et paille étroites		6	6				1
Natte ; de jonc large		6	6				3
Natte ; de jonc rondes pour les pieds		6	6				2
Natte ; de paille		6	6				0
Natte ; rondes		6	6				1
Nattes	Nattes	6	6				
Nattes ; communes à pacqueter	Nattes	6	6		6	6	
Nattes ; de jonc large	Nattes	6	6		6	6	
Nattes ; de jonc rondes pour les pieds	Nattes	6	6		6	6	
Nattes ; de joncs	Nattes	6	6		7	7	
Nattes ; de joncs et de paille larges	Nattes	6	6	nattes de joncs larges	6	6	
Nattes ; de joncs et paille étroites	Nattes	6	6	nattes de joncs étroites	6	6	
Nattes ; de jongs	Nattes	6	6				
Nattes ; de paille	Nattes	6	6				
Nattes ; rondes	Nattes	6	6	nattes rondes et communes	6	6	
Nattrons	Nattrons	…	…				5
Nature ; de baleine	Nature ; de baleine	…	…				2
Naveaux	Naveaux	0	0a		0	0a	10
Navets	Légume	0	0a				5
Navettes	Navettes	7	7				6
Navettes ; à drapier	Navettes	7	7				7
Neganepeau	Toiles ; de coton	6	6d	Tissu de coton des Indes (destiné au commerce de Guinée)			4
Nelis	Étoffe	6	6				2
Nelis ; étoffe	Étoffe	6	6				3
Nepres	Nepres	…	...				1
Neptunes de cuivre	Ouvrages ; de cuivre	6	6	Marchandise de traite destinée au commerce de Guinée, c'est une pièce de cuivre mais il n'y a pas de déf. Ni dans le dictionnaire du commerce ni dans celui de l'académie.			3
Nerfs de Bœuf		7	7				84
Nerfs de bœufs	Nerfs de bœufs	7	7				
Nervures		…	…				1
Nicaneas	Toiles ; de coton	6	6d	Etoffe de coton utilisée dans le commerce de Guinée (sorte de Guinée)			
Nids ; d'oiseaux	Nids d'oiseaux	…	…				1
Nina	Nina	…	…				6
Nippes	Nippes	8	8				1
Nippes ; de toute espèce		8	8				4
Nippes et atours	Nippes et atours	8	8		8	8	5
Nœuds d'épées et cordons de montres	Nœuds d'épées et cordons de montres	8	8		8	8	0
Noir ; à imprimer	Noir	5	5				59
Noir ; à noircir	Noir	5	5				
Noir ; commun	Noir	5	5				
Noir ; d'Espagne	Noir	5	5				56
Noir ; d'ivoire	Noir	5	5				
Noir ; de Chypre	Noir	5	5				0
Noir ; de fumée	Noir	5	5				
Noisette		0	0a				8
Noisettes	Noisettes	0	0a				
Noisettes ou avelinnes	Noisettes	0	0a	noisettes et avelennes	0	0a	
Noix	Noix	0	0a				1
Noix ; de coco		0	0b				28
Noix ; de Galle	Noix ; de Galle	0	0a				
Noix ; épillées		0	0a				2
Noix ; grosses		0	0a				4
Noix ; venimeux		2	2				9
Noix ; vomiques	Noix ; vomiques	2	2				7
Noronges	Noronges	…	…				1
Nougat	Nougat	0	0a				2
Nousouque	Nousouque	…	…				251
Noyaux	Noyaux	2	2				3
Noyaux ; de pêche	Noyaux	2	2				2
Noyer et cerisier	Arbre	2	2		2	2	0
Objets ; manufacturés ; réunis	Marchandises ; manufacturés ; réunis	8	8				11
Objets divers de peu de valeur	Marchandises	8	8				1
Ocre	Ocre	5	5				
Ocre ; brun	Ocre	5	5		5	5	
Ocre ; de toute espèce	Ocre	5	5	ocre de toute sorte de couleur	5	5	
Ocre ; jaune	Ocre	5	5				
Ocre ; noir	Ocre	5	5		5	5	
Ocre ; rouge	Ocre	5	5		5	5	
Odeure	Odeure	…	…				2
Œil ; de bœuf	Œil de bœuf	6	6				3
Œil de bœuf	Œil de bœuf	6	6		6	6	1
Œil de bœuf ; garnis de cuivre	Œil de bœuf	6	6		6	6	1
Œillets	Œillets	2	2				6
Œuf	Œufs	0	0a				10
Œufs	Œufs	0	0a				2
Œufs ; de faisans	Œufs	0	0a				1
Œufs ; de poules	Œufs	0	0a				1
Œuillards ; de Brie		…	…				3
Oies	Volaille	0	0a		0	0a	5
Oignon		0	0a				79
Oignons	Oignons	0	0a		0	0a	6
Oignons ; communs	Oignons	0	0a				1
Oignons ; de fleurs	Oignons ; de fleurs	2	2				4
Oiseaux ; de proie	Oiseaux ; de proie	0	0a				0
Oiseaux ; petits	Oiseaux ; petits	0	0a				1
Oiseaux ; petits ; grives, etc.		0	0a				0
Oiseaux, petits, grives, etc.	Oiseaux ; petits	0	0a		0	0a	
Olives	Olives	0	0a				0
Ongles ; de bœuf	Ongles ; de bœuf	2	2				
Ongles ; de carres	Ongles ; de carres	2	2				
Onglons ; de bœuf	Ongles ; de bœuf	2	2				
Opium	Opium	2	2				
Opoponax	Opoponax	…	…				53
Optiques	Instruments ; Optiques	8	8				2
Or		6	6				13
Or ; battu		6	6				1
Or ; batty	Or	6	6				
Or ; caissette		6	6				9
Or ; en baissette	Or	6	6				
Or ; en coquilles	Or	6	6				1
Or ; en feuille		6	6				108
Or ; en feuilles		6	6				2
Or ; en lingot		6	6				1
Or ; en lingots	Or	6	6				19
Or ; en paillette		6	6				1
Or ; faux	Or ; faux	6	6				1
Or ; faux ; battu		6	6				1
Or ; fin , en feuille	Or	6	6				
Or ; fin ; en lingot	Or	6	6				
Or ; fin ; en paillette	Or	6	6				
Or ; massif		6	6				2
Or ; paillettes		6	6				9
Or ; travaillé		6	6				2
Or en lingots	Or	9	9a				
Or et argent		6	6				20
Or et argent ;  en fil, cantilles, paillettes		6	6				1
Or et argent ; balles	Or et argent	6	6				10
Or et argent ; battu	Or et argent	6	6				204
Or et argent ; en barres et lingots		6	6				6
Or et argent ; en feuille		6	6				3
Or et argent ; en fil	Or et argent	8	8		8	8	5
Or et argent ; en lingots	Or et argent	6	6				4
Or et argent ; faux	Or et argent ; faux	6	6				56
Or et argent ; faux ; en feuille		6	6				12
Or et argent ; faux ; en fil, cantilles, etc.		6	6				1
Or et argent ; faux battu en livrets de 24 feuilles	Or et argent ; faux	6	6		6	6	
Or et argent ; faux en fil, cantilles, etc.	Or et argent ; faux	6	6		6	6	
Or et argent ; fin	Or et argent	6	6				
Or et argent ; fin battu en livrets de 24 feuilles	Or et argent	8	8		8	8	
Or et argent ; fin en livrets	Or et argent	6	6				
Or et argent ; fin, en fil, cantilles, paillettes	Or et argent	6	6		6	6	
Or et argent ; paillettes		6	6				1
Or et argent ; trail	Or et argent	6	6				1
Or fin en feuilles	Or	6	6				
Oranges	Fruits	0	0a				
Oranges ; aigres	Fruits	0	0a				
Oranges ; douces	Fruits	0	0a				
Oranges et citrons	Fruits	0	0a		0	0a	
Orcanettes	Orcanettes	…	…				15
Orego	Orego	5	5		5	5	2
Oreillons	Oreillons	2	2	Oreillons ou orillons : chute de peaux et cuirs pour faire de la colle			23
Oreillons ; à faire colle	Oreillons	2	2	Oreillons ou orillons : chute de peaux et cuirs pour faire de la colle			47
Orfèvrerie	Orfèvrerie	8	8				41
Orfèvrerie ; boucles ; d'argent	Orfèvrerie	8	8				34
Orfèvrerie ; chandelier	Orfèvrerie	8	8				3
Orfèvrerie ; d'argent	Orfèvrerie	8	8				8
Orfèvrerie ; d'or	Orfèvrerie	8	8				58
Orfèvrerie ; d'or et d'argent	Orfèvrerie	8	8				13
Orfèvrerie ; diverse	Orfèvrerie	8	8				3
Orfèvrerie ; en argent ; diverse	Orfèvrerie	8	8				
Orfèvrerie ; en argent ; vaisselle d'argent	Orfèvrerie	8	8				
Orfèvrerie ; en or	Orfèvrerie	8	8				
Orfèvrerie ; en or et argent	Orfèvrerie	8	8				
Orfèvrerie ; vaisselle	Orfèvrerie	8	8				4
Orfèvrerie ; vaisselle ; d'argent	Orfèvrerie	8	8				16
Orfèvrerie ; vaisselle d'agent	Orfèvrerie	8	8				
Orfèvrerie ; vaisselle d'argent	Orfèvrerie	8	8				23
Organdis	Toile ; Organdis	6	6d	Sorte de mousseline ou toile de coton, syn.: Betille (Savary)			16
Orge	Orge	0	0a				30
Orge ; ?	Orge	0	0a				
Orge ; commun en jarbes	Orge	0	0a		0	0a	
Orge ; en gerbe	Orge	0	0a				1
Orge ; en graines	Orge	0	0a				
Orge ; et avoine		0	0a				
Orge ; et soucrion		0	0a				
Orge ; germé		0	0a				29
Orge ; germée	Orge	0	0a				
Orge ; mondé	Orge	0	0a				2
Orge ; mondé et perlé	Orge	0	0a		0	0a	3
Orge ; mondée	Orge	0	0a				
Orge ; ou soucrion	Orge	0	0a		0	0a	
Orge ; ou soucrion en jarbes	Orge	0	0a				
Orge ; perlée	Orge	0	0a				
Orge ; soucrion	Orge	0	0a	orge commun soucrion	0	0a	
Orge et avoine	Orge	0	0a				1
Orge et soucrion	Orge	0	0a				29
Orge et soucrion ; en gerbe	Orge	0	0a				13
Orgue	Instruments ; de musique	8	8	orgues pour eglise	8	8	1
Orgue ; clavecins et épinettes	Instruments ; de musique	8	8		8	8	5
Orgue ; de savoyard	Instruments ; de musique	8	8				6
Origan	Origan	0	0a				1
Ornements ; d'Eglise	Ornements	8	8				
Ornements ; d'église	Ornements	8	8				83
Ornements ; de table	Ornements	8	8				45
Orobes	Drogue ; médicinale	2	2	Plante médicinale			1
Orphies		…	…				0
Orpiments	Orpiments	5	5		5	5	
Orpin	Drogue ; médicinale	2	2	Plante médicinale			0
Ortites ; de menuisier	Ortites ; de menuisier	…	…				5
Os ; de baleine		2	2				1
Os ; de bœuf	Os ; de bœuf	2	2				23
Os ; de cœur ; de bœuf	Os ; de bœuf	2	2				10
Os ; de sèche	Os ; de sèche	2	2				27
Osier	Osier	2	2				87
Osier ; d'en dessous de 7 paumes	Osier	2	2				
Osier ; de 10 à 11 paumes	Osier	2	2				
Osier ; de 12 à 14 paumes	Osier	2	2		2	2	
Osier ; de 7 à 9 paumes	Osier	2	2		2	2	
Osier ; en dessous de 10 paumes	Osier	2	2		2	2	
Osier ; ouvrés	Osier ; ouvrés	6	6	ouvrage d'ozier	2	2	9
Osserie ; de Dieppe	Osserie ; de Dieppe	…	…				4
Ouate	Ouate	6	6		6	6	4
Ouate ; d'étoupe		6	6a				0
Ouate ; d'etouppes	Ouate	6	6a		6	6a	
Ouate ; de coton		6	6d				0
Ouate ; de cotton	Ouate	6	6d		6	6d	
Ouate ; de laine	Ouate	6	6b		6	6b	0
Ouate ; de soie		6	6c				0
Ouate ; de soye	Ouate	6	6c		6	6c	
Outil ; de bois	Outils	6	6				1
Outils	Outils	6	6				53
Outils ; à battre l'or	Outils	6	6				2
Outils ; à faire cartes et moules	Outils	6	6		6	6	5
Outils ; à soutirer le vin	Outils	6	6				0
Outils ; d'horloger	Outils	6	6				1
Outils ; d'imprimerie	Outils	6	6		6	6	8
Outils ; d'ouvriers	Outils	6	6				5
Outils ; de charpentier	Outils	6	6				15
Outils ; de ferblanctier	Outils	6	6		6	6	
Outils ; de ferblantier	Outils	6	6				0
Outils ; de laboureurs	Outils	6	6		6	6	1
Outils ; de marchands de vin	Outils	6	6		6	6	0
Outils ; de miroitier	Outils	6	6		6	6	0
Outils ; de moulin à papier	Outils	6	6		6	6	5
Outils ; de orfèvres	Outils	6	6		6	6	0
Outils ; de tisserands	Outils	6	6		6	6	0
Outils ; divers	Outils	6	6		6	6	
Outils ; en fer	Outils	6	6				2
Outils ; menuisier	Outils	6	6				1
Outils ; pour la pêche	Outils	8	8				0
Ouvrage		6	6				1
Ouvrage ; ancres		7	7				1
Ouvrage ; bois ; pour fusil		9	9				0
Ouvrage ; d'airain		6	6				6
Ouvrage ; d'albâtre		6	6				4
Ouvrage ; d'ambre ; jaune		6	6				36
Ouvrage ; d'étain		6	6				3
Ouvrage ; d'opium		5	5				20
Ouvrage ; d'optique		8	8				8
Ouvrage ; d'osier		6	6				13
Ouvrage ; damier		8	8				1
Ouvrage ; de bois		6	6				264
Ouvrage ; de bois ; aviron		7	7				16
Ouvrage ; de bois ; doré		8	8				15
Ouvrage ; de bois ; menu		6	6				1
Ouvrage ; de bois ; navires		7	7				7
Ouvrage ; de bois sculpté et doré		8	8				5
Ouvrage ; de bois vernis de Spa		8	8				1
Ouvrage ; de boissellerie		8	8				4
Ouvrage ; de bronze		6	6				2
Ouvrage ; de carton		6	6				1
Ouvrage ; de charron		7	7				12
Ouvrage ; de cire		6	6				1
Ouvrage ; de coudriers		6	6				5
Ouvrage ; de cristal		6	6				2
Ouvrage ; de cuir		6	6				11
Ouvrage ; de cuir ; cordonnerie et sellerie		7	7				45
Ouvrage ; de cuivre		6	6				101
Ouvrage ; de cuivre ; Doré et argenté		6	6				4
Ouvrage ; de cuivre et argent		6	6				1
Ouvrage ; de cuivre rouge		6	6				10
Ouvrage ; de drap		8	8				0
Ouvrage ; de faïence		6	6				24
Ouvrage ; de faïence ; carreaux		6	6				
Ouvrage ; de faïence ; commune		6	6				1
Ouvrage ; de faïence ; diverse		6	6				4
Ouvrage ; de faïence ; gobelets		6	6				1
Ouvrage ; de faïence ; poêles		6	6				20
Ouvrage ; de faïence ; sucriers		6	6				0
Ouvrage ; de faïence ; tasse		6	6				0
Ouvrage ; de fer		6	6				28
Ouvrage ; de fer ; à nègres		6	6				1
Ouvrage ; de fer ; à repasser		6	6				4
Ouvrage ; de fer ; ancre		7	7				13
Ouvrage ; de fer ; ancres		7	7				72
Ouvrage ; de fer ; blanc		6	6				2
Ouvrage ; de fer ; carillon		8	8				7
Ouvrage ; de fer ; cricks		7	7				165
Ouvrage ; de fer ; de plomb		6	6				1
Ouvrage ; de fer ; enclumes		6	6				35
Ouvrage ; de fer ; enclumes et étaux		6	6				15
Ouvrage ; de fer ; fonte		6	6				2
Ouvrage ; de fer ; lampes		8	8				120
Ouvrage ; de fer pour maréchal		7	7				2
Ouvrage ; de fleuret		8	8				1
Ouvrage ; de fournisseur		…	…				37
Ouvrage ; de jonc		6	6				21
Ouvrage ; de laine		8	8				5
Ouvrage ; de laiton		6	6b				2
Ouvrage ; de mandriers		6	6				0
Ouvrage ; de marbre et cuivre ; doré		8	8				4
Ouvrage ; de marqueterie		8	8				2
Ouvrage ; de mécanique		7	7				3
Ouvrage ; de menuiserie		8	8				1
Ouvrage ; de métal		6	6				4
Ouvrage ; de mode		8	8				46
Ouvrage ; de mode ; fleurs artificielles		8	8				82
Ouvrage ; de pâte		6	6	Poterie ?			2
Ouvrage ; de Pierre		6	6				1
Ouvrage ; de pierre		6	6				1
Ouvrage ; de plâtre		6	6a				10
Ouvrage ; de plâtre en figures		8	8				1
Ouvrage ; de plomb		6	6				17
Ouvrage ; de plomb ; caractères d'imprimerie		7	7				4
Ouvrage ; de Plume		6	6				1
Ouvrage ; de porcelaine		6	6				27
Ouvrage ; de porcelaine et faïence		6	6				35
Ouvrage ; de porcelaine, faïence et poterie		6	6				8
Ouvrage ; de poterie et faïence		6	6				47
Ouvrage ; de selliers de toutes sortes		7	7				1
Ouvrage ; de serrurerie		8	8				3
Ouvrage ; de serrurerie ; fer		8	8				3
Ouvrage ; de serrurerie ; ressort de voiture		7	7				0
Ouvrage ; de soie		6	6c				0
Ouvrage ; de soie et dorure		6	6c				2
Ouvrage ; de spa		…	…				7
Ouvrage ; de tabletterie		8	8				180
Ouvrage ; de taillandier		7	7				15
Ouvrage ; de terre		6	6				1
Ouvrage ; de terre cuite		6	6				52
Ouvrage ; de terre cuite ; Moules		6	6				1
Ouvrage ; de terre en postures		6	6				1
Ouvrage ; de tonneliers		6	6				1
Ouvrage ; de tonnellerie		6	6				1
Ouvrage ; de tourneur		6	6				14
Ouvrage ; de verre		6	6				8
Ouvrage ; de verre ; bouteille		6	6				0
Ouvrage ; de verre ; bouteilles		6	6				0
Ouvrage ; de verre ; Dame Jeanne		6	6				0
Ouvrage ; de verre ; en table		8	8				0
Ouvrage ; de verre ; flacons		6	6				0
Ouvrage ; de verre ; gobelets		6	6				0
Ouvrage ; de verre ; verres et gobelets		6	6				0
Ouvrage ; divers		…	…				116
Ouvrage ; divers ; en bois et futailles vides		6	6				9
Ouvrage ; en bois		6	6				1
Ouvrage ; en corne		6	6				0
Ouvrage ; en cuir		6	6				8
Ouvrage ; en dorure		8	8				30
Ouvrage ; en dorure ; argent ; faux		8	8				2
Ouvrage ; en dorure ; Fausse		8	8				18
Ouvrage ; en dorure ; fil ; d'argent		6	6				15
Ouvrage ; en dorure ; Fine		8	8				2
Ouvrage ; en esparballe		…	…				0
Ouvrage ; en étain		6	6				0
Ouvrage ; en ivoire et Écailles		6	6				0
Ouvrage ; en laiton		6	6				0
Ouvrage ; en lames ; à couvrir		6	6				1
Ouvrage ; en marbre		6	6				1
Ouvrage ; en métal		6	6				1
Ouvrage ; en nacre de perle		8	8				0
Ouvrage ; panneaux ; à couvrir ; de terre cuite		6	6				14
Ouvrage ; sculpture		8	8				3
Ouvrage ; sellerie		7	7				7
Ouvrage ; tricot ; vestes, camisoles et culottes		8	8				1
Ouvrage : de bois ; aviron		7	7				4
Ouvrages ; d'acier		6	6				0
Ouvrages ; d'airain	Ouvrages ; d'airain	6	6				
Ouvrages ; d'albâtre	Ouvrages ; d'albâtre	6	6				
Ouvrages ; d'étain		6	6				1
Ouvrages ; d'osier	Ouvrages ; d'osier	6	6				
Ouvrages ; de bois	Ouvrages ; de bois	6	6				0
Ouvrages ; de bois ; doré	Ouvrages ; de bois	6	6				
Ouvrages ; de bois ; Gros	Ouvrages ; de bois	6	6				
Ouvrages ; de bois ; gros	Ouvrages ; de bois	6	6				
Ouvrages ; de bois ; menu	Ouvrages ; de bois	6	6		6	6	
Ouvrages ; de bois sculpté et doré	Ouvrages ; de bois	6	6		6	6	
Ouvrages ; de bois simple	Ouvrages ; de bois	6	6				
Ouvrages ; de bois simple ; Aviron	Ouvrages ; de bois	7	7				
Ouvrages ; de bois simple ; Divers	Ouvrages ; de bois	6	6				
Ouvrages ; de bois simple ; En bateaux	Ouvrages ; de bois	7	7				
Ouvrages ; de bois simple ; En grilles de sapin	Ouvrages ; de bois	6	6				
Ouvrages ; de bois simple ; En horloge	Ouvrages ; de bois	8	8				
Ouvrages ; de bois vernis de Spa	Ouvrages ; de bois	6	6	ouvrages de Spa et vernis	6	6	
Ouvrages ; de boissellerie	Ouvrages ; de boissellerie	6	6				
Ouvrages ; de bronze	Ouvrages ; de bronze	6	6				
Ouvrages ; de buis	Ouvrages ; de bois	6	6				
Ouvrages ; de carton	Ouvrages ; de carton	6	6				
Ouvrages ; de charpentier	Ouvrages ; de charpentier	6	6	bois préparée pour charpente	6	6	
Ouvrages ; de charpentiers	Ouvrages ; de charpentiers	6	6	bois préparée pour charpente	6	6	
Ouvrages ; de charron	Ouvrages ; de charron	6	6				
Ouvrages ; de cire	Ouvrages ; de cire	6	6				
Ouvrages ; de cordonnier ; en souliers	Ouvrages ; de cordonnier ; en souliers	8	8				
Ouvrages ; de coudriers	Ouvrages ; de coudriers	6	6				
Ouvrages ; de crin		6	6b				15
Ouvrages ; de cristal	Ouvrages ; de cristal	6	6				
Ouvrages ; de cuir	Ouvrages ; de cuir	6	6				1
Ouvrages ; de cuir ; en cordonnerie et sellerie	Ouvrages ; de cuir	8	8				
Ouvrages ; de cuivre ; Divers	Ouvrages ; de cuivre	6	6				
Ouvrages ; de cuivre ; Doré et argenté	Ouvrages ; de cuivre	6	6				
Ouvrages ; de cuivre ; Simples	Ouvrages ; de cuivre	6	6				
Ouvrages ; de drap	Ouvrages ; de drap	6	6b		6	6b	
Ouvrages ; de faïence	Ouvrages ; de faïence	6	6				
Ouvrages ; de faïence ; carreaux	Ouvrages ; de faïence	6	6				
Ouvrages ; de faïence ; gobelets	Ouvrages ; de faïence	6	6				
Ouvrages ; de faïence ; poêles	Ouvrages ; de faïence	6	6				
Ouvrages ; de faïence ; sucriers	Ouvrages ; de faïence	6	6				
Ouvrages ; de faïence ; tasse	Ouvrages ; de faïence	6	6				
Ouvrages ; de fer		6	6				1
Ouvrages ; de fer ; ancres	Ouvrages ; de fer	7	7				
Ouvrages ; de fer ; blanc	Ouvrages ; de fer	6	6				
Ouvrages ; de fer ; cricks	Ouvrages ; de fer	6	6				
Ouvrages ; de fer ; divers	Ouvrages ; de fer	6	6				
Ouvrages ; de fer ; enclumes	Ouvrages ; de fer	6	6				
Ouvrages ; de fleuret	Ouvrages ; de fleuret	6	6c				
Ouvrages ; de fournisseur	Ouvrages ; de fournisseur	6	6				
Ouvrages ; de joncs	Ouvrages ; de joncs	6	6				
Ouvrages ; de laine	Ouvrages ; de laine	6	6b				
Ouvrages ; de laiton	Ouvrages ; de laiton	6	6				
Ouvrages ; de mandriers	Ouvrages ; de mandriers	6	6		8	8	
Ouvrages ; de marqueterie	Ouvrages ; de marqueterie	6	6				
Ouvrages ; de mécanique	Ouvrages ; de mécanique	8	8				
Ouvrages ; de menuiserie	Ouvrages ; de menuiserie	6	6		6	6	
Ouvrages ; de menuiserie simple	Ouvrages ; de menuiserie	6	6		6	6	
Ouvrages ; de métal	Ouvrages ; de métal	6	6				
Ouvrages ; de mi soie	Ouvrages ; de mi soie	6	6c				
Ouvrages ; de modes ; Divers	Ouvrages ; de modes	8	8				
Ouvrages ; de modes ; En fleurs artificielles	Ouvrages ; de modes	8	8				
Ouvrages ; de passementerie	Ouvrages ; de passementerie	8	8				
Ouvrages ; de pattes	Ouvrages ; de pattes	6	6				
Ouvrages ; de peaux	Ouvrages ; de peaux	6	6				
Ouvrages ; de pelleteries	Ouvrages ; de pelleteries	6	6		6	6	
Ouvrages ; de pierre	Ouvrages ; de pierre	6	6		6	6	
Ouvrages ; de pierres	Ouvrages ; de pierres	6	6				
Ouvrages ; de plâtre	Ouvrages ; de plâtre	6	6				
Ouvrages ; de plâtre en figures	Ouvrages ; de plâtre en figures	6	6	ouvrage de platre	6	6	
Ouvrages ; de plomb	Ouvrages ; de plomb	6	6				
Ouvrages ; de plumes	Ouvrages ; de plumes	6	6				
Ouvrages ; de porcelaine	Ouvrages ; de porcelaine	6	6				
Ouvrages ; de porcelaine et faïence	Ouvrages ; de porcelaine	6	6		6	6	
Ouvrages ; de porcelaine, faïence et poterie	Ouvrages ; de porcelaine, faïence et poterie	6	6				
Ouvrages ; de poterie et faïence	Ouvrages ; de poterie et faïence	6	6				
Ouvrages ; de sculpteur	Ouvrages ; de sculpteur	6	6		6	6	
Ouvrages ; de sculpture	Ouvrages ; de sculpture	8	8				
Ouvrages ; de sellerie	Ouvrages ; de sellerie	7	7				
Ouvrages ; de selliers de toutes sortes	Ouvrages ; de selliers de toutes sortes	7	7	ouvrages de sellier, harnois, brides et autres ouvrages semblables	7	7	
Ouvrages ; de serrurerie	Ouvrages ; de serrurerie	6	6				
Ouvrages ; de serrurerie ; en ressorts de voitures	Ouvrages ; de serrurerie	6	6				
Ouvrages ; de serrurerie ; fer	Ouvrages ; de serrurerie	6	6				
Ouvrages ; de soie	Ouvrages ; de soie	6	6				
Ouvrages ; de soie et dorure	Ouvrages ; de soie et dorure	6	6c				
Ouvrages ; de spa	Ouvrages ; de spa	6	6				
Ouvrages ; de tableterrie	Ouvrages ; de tableterrie	8	8				
Ouvrages ; de taillaudier	Ouvrages ; de taillaudier	6	6				
Ouvrages ; de terre ; cuite	Ouvrages ; de terre cuite	6	6				
Ouvrages ; de terre cuite		6	6				46
Ouvrages ; de terre cuite ; Briques	Ouvrages ; de terre cuite	6	6				
