Numéro de ligne,Data entry by,Source,exportimports,Year,Sheet,Marchandises,Pays,Quantité,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
2581,Milewski,Montbret 1552579,Exports,1754,84,Lard,Italie,,431.10,0.00,0.00,453784.60,
2582,Milewski,Montbret 1552580,Exports,1754,84,Lard,Levant,,330.00,0.00,0.00,453784.60,
2583,Milewski,Montbret 1552581,Exports,1754,84,Lard,Savoye,,1163.00,0.00,0.00,453784.60,
2584,Milewski,Montbret 1552582,Exports,1754,84,Lard,Suisse,,605.70,0.00,0.00,453784.60,
2585,Milewski,Montbret 1552583,Exports,1754,84,Lassets ; de fil,Allemagne,,240.00,0.00,0.00,449.35,
2586,Milewski,Montbret 1552584,Exports,1754,84,Lassets ; de fleuret,Flandre,,195.00,0.00,0.00,449.35,
2587,Milewski,Montbret 1552585,Exports,1754,84,Lassets ; de peau,Savoye,,5.00,0.00,0.00,449.35,
2588,Milewski,Montbret 1552586,Exports,1754,84,Lassets ; de soye,Flandre,,9.35,0.00,0.00,449.35,
2589,Milewski,Montbret 1552587,Exports,1754,84,Lattes,Isles,,6075.00,0.00,0.00,0.00,
2590,Milewski,Montbret 1552588,Exports,1754,84,Laurier,Flandre,,35.00,0.00,0.00,0.00,
2591,Milewski,Montbret 1552589,Exports,1754,84,Legumes,Angleterre,,675.90,0.00,0.00,316871.80,
2592,Milewski,Montbret 1552590,Exports,1754,84,Legumes,Espagne,,152881.50,0.00,0.00,316871.80,
2593,Milewski,Montbret 1552591,Exports,1754,84,Legumes,Guinée,,280.00,0.00,0.00,316871.80,
2594,Milewski,Montbret 1552592,Exports,1754,84,Legumes,Hollande,,111228.75,0.00,0.00,316871.80,
2595,Milewski,Montbret 1552593,Exports,1754,84,Legumes,Isles,,14310.00,0.00,0.00,316871.80,
2596,Milewski,Montbret 1552594,Exports,1754,84,Legumes,Italie,,35147.70,0.00,0.00,316871.80,
2597,Milewski,Montbret 1552595,Exports,1754,84,Legumes,Levant,,2347.95,0.00,0.00,316871.80,
2598,Milewski,Montbret 1552596,Exports,1754,85,Lentilles,Flandre,,44.00,0.00,0.00,0.00,
2599,Milewski,Montbret 1552597,Exports,1754,85,Leton ; ouvré,Espagne,,180.25,6770.25,0.00,27869.75,
2600,Milewski,Montbret 1552598,Exports,1754,85,Leton ; ouvré,Savoye,,6590.00,6770.25,0.00,27869.75,
2601,Milewski,Montbret 1552599,Exports,1754,85,Leton ; en planches,Suisse,,21080.00,0.00,0.00,27869.75,
2602,Milewski,Montbret 1552600,Exports,1754,85,Leton ; vieux,Espagne,,19.50,0.00,0.00,27869.75,
2603,Milewski,Montbret 1552601,Exports,1754,85,Librairie,Allemagne,,685.00,0.00,0.00,300413.00,
2604,Milewski,Montbret 1552602,Exports,1754,85,Librairie,Espagne,,187826.00,0.00,0.00,300413.00,
2605,Milewski,Montbret 1552603,Exports,1754,85,Librairie,Hollande,,7690.00,0.00,0.00,300413.00,
2606,Milewski,Montbret 1552604,Exports,1754,85,Librairie,Isles,,520.00,0.00,0.00,300413.00,
2607,Milewski,Montbret 1552605,Exports,1754,85,Librairie,Italie,,65112.00,0.00,0.00,300413.00,
2608,Milewski,Montbret 1552606,Exports,1754,85,Librairie,Levant,,1300.00,0.00,0.00,300413.00,
2609,Milewski,Montbret 1552607,Exports,1754,85,Librairie,Portugal,,37280.00,0.00,0.00,300413.00,
2610,Milewski,Montbret 1552608,Exports,1754,85,Liege,Allemagne,,36.00,0.00,0.00,13050.80,
2611,Milewski,Montbret 1552609,Exports,1754,85,Liege,Angleterre,,169.35,0.00,0.00,13050.80,
2612,Milewski,Montbret 1552610,Exports,1754,85,Liege,Danemark,,420.00,0.00,0.00,13050.80,
2613,Milewski,Montbret 1552611,Exports,1754,85,Liege,Espagne,,60.00,0.00,0.00,13050.80,
2614,Milewski,Montbret 1552612,Exports,1754,85,Liege,Flandre,,17.00,0.00,0.00,13050.80,
2615,Milewski,Montbret 1552613,Exports,1754,85,Liege,Guinée,,52.50,0.00,0.00,13050.80,
2616,Milewski,Montbret 1552614,Exports,1754,85,Liege,Hollande,,10546.85,0.00,0.00,13050.80,
2617,Milewski,Montbret 1552615,Exports,1754,85,Liege,Isles,,140.00,0.00,0.00,13050.80,
2618,Milewski,Montbret 1552616,Exports,1754,85,Liege,Italie,,1023.00,0.00,0.00,13050.80,
2619,Milewski,Montbret 1552617,Exports,1754,85,Liege,Levant,,143.50,0.00,0.00,13050.80,
2620,Milewski,Montbret 1552618,Exports,1754,85,Liege,Nord,,223.00,0.00,0.00,13050.80,
2621,Milewski,Montbret 1552619,Exports,1754,85,Liege,Savoye,,116.85,0.00,0.00,13050.80,
2622,Milewski,Montbret 1552620,Exports,1754,85,Liege,Suisse,,102.75,0.00,0.00,13050.80,
2623,Milewski,Montbret 1552621,Exports,1754,85,Ligature,Espagne,,1472.00,0.00,0.00,2421.00,
2624,Milewski,Montbret 1552622,Exports,1754,85,Ligature,Flandre,,416.00,0.00,0.00,2421.00,
2625,Milewski,Montbret 1552623,Exports,1754,85,Ligature,Italie,,128.00,0.00,0.00,2421.00,
2626,Milewski,Montbret 1552624,Exports,1754,85,Ligature,Portugal,,405.00,0.00,0.00,2421.00,
2627,Milewski,Montbret 1552625,Exports,1754,85,Lignes à pêcher,Espagne,,187.50,0.00,0.00,16797.90,
2628,Milewski,Montbret 1552626,Exports,1754,85,Lignes à pêcher,Hollande,,262.50,0.00,0.00,16797.90,
2629,Milewski,Montbret 1552627,Exports,1754,85,Lignes à pêcher,Isles,,16347.90,0.00,0.00,16797.90,
2630,Milewski,Montbret 1552628,Exports,1754,85,Limansas,Guinée,,2890.00,0.00,0.00,0.00,
2631,Milewski,Montbret 1552629,Exports,1754,86,Limeneas,Guinée,,116339.00,0.00,0.00,156589.00,
2632,Milewski,Montbret 1552630,Exports,1754,86,Limeneas,Hollande,,40250.00,0.00,0.00,156589.00,
2633,Milewski,Montbret 1552631,Exports,1754,86,Lin ; peigné,Allemagne,,5.40,9776.90,0.00,9776.90,
2634,Milewski,Montbret 1552632,Exports,1754,86,Lin ; peigné,Espagne,,904.00,9776.90,0.00,9776.90,
2635,Milewski,Montbret 1552633,Exports,1754,86,Lin ; peigné,Isles,,3355.00,9776.90,0.00,9776.90,
2636,Milewski,Montbret 1552634,Exports,1754,86,Lin ; peigné,Italie,,5512.50,9776.90,0.00,9776.90,
2637,Milewski,Montbret 1552635,Exports,1754,86,Linge vieux,Allemagne,,2400.00,0.00,0.00,0.00,
2638,Milewski,Montbret 1552636,Exports,1754,86,Lingerie,Allemagne,,84820.00,0.00,0.00,99420.00,
2639,Milewski,Montbret 1552637,Exports,1754,86,Lingerie,Espagne,,2600.00,0.00,0.00,99420.00,
2640,Milewski,Montbret 1552638,Exports,1754,86,Lingerie,Flandre,,11250.00,0.00,0.00,99420.00,
2641,Milewski,Montbret 1552639,Exports,1754,86,Lingerie,Isles,,750.00,0.00,0.00,99420.00,
2642,Milewski,Montbret 1552640,Exports,1754,86,Liqueurs,Allemagne,,600.50,0.00,0.00,246353.45,
2643,Milewski,Montbret 1552641,Exports,1754,86,Liqueurs,Angleterre,,2552.60,0.00,0.00,246353.45,
2644,Milewski,Montbret 1552642,Exports,1754,86,Liqueurs,Danemark,,2636.40,0.00,0.00,246353.45,
2645,Milewski,Montbret 1552643,Exports,1754,86,Liqueurs,Espagne,,40619.90,0.00,0.00,246353.45,
2646,Milewski,Montbret 1552644,Exports,1754,86,Liqueurs,Flandre,,337.00,0.00,0.00,246353.45,
2647,Milewski,Montbret 1552645,Exports,1754,86,Liqueurs,Guinée,,75.00,0.00,0.00,246353.45,
2648,Milewski,Montbret 1552646,Exports,1754,86,Liqueurs,Hollande,,14892.10,0.00,0.00,246353.45,
2649,Milewski,Montbret 1552647,Exports,1754,86,Liqueurs,Isles,,74130.00,0.00,0.00,246353.45,
2650,Milewski,Montbret 1552648,Exports,1754,87,Liqueurs,Italie,,41481.05,0.00,0.00,246353.45,
2651,Milewski,Montbret 1552649,Exports,1754,87,Liqueurs,Levant,,59865.00,0.00,0.00,246353.45,
2652,Milewski,Montbret 1552650,Exports,1754,87,Liqueurs,Nord,,3151.95,0.00,0.00,246353.45,
2653,Milewski,Montbret 1552651,Exports,1754,87,Liqueurs,Portugal,,24.00,0.00,0.00,246353.45,
2654,Milewski,Montbret 1552652,Exports,1754,87,Liqueurs,Russie,,263.20,0.00,0.00,246353.45,
2655,Milewski,Montbret 1552653,Exports,1754,87,Liqueurs,Savoye,,3855.00,0.00,0.00,246353.45,
2656,Milewski,Montbret 1552654,Exports,1754,87,Liqueurs,Suede,,1831.75,0.00,0.00,246353.45,
2657,Milewski,Montbret 1552655,Exports,1754,87,Liqueurs,Suisse,,38.00,0.00,0.00,246353.45,
2658,Milewski,Montbret 1552656,Exports,1754,87,Lits de bourre de chevre,Savoye,,333.00,0.00,0.00,0.00,
2659,Milewski,Montbret 1552657,Exports,1754,87,Litarge,Espagne,,52.20,0.00,0.00,2633.50,
2660,Milewski,Montbret 1552658,Exports,1754,87,Litarge,Flandre,,1.25,0.00,0.00,2633.50,
2661,Milewski,Montbret 1552659,Exports,1754,87,Litarge,Guinée,,8.00,0.00,0.00,2633.50,
2662,Milewski,Montbret 1552660,Exports,1754,87,Litarge,Isles,,11.25,0.00,0.00,2633.50,
2663,Milewski,Montbret 1552661,Exports,1754,87,Litarge,Italie,,460.80,0.00,0.00,2633.50,
2664,Milewski,Montbret 1552662,Exports,1754,87,Litarge,Suisse,,2100.00,0.00,0.00,2633.50,
2665,Milewski,Montbret 1552663,Exports,1754,87,Livres en blanc,Flandre,,10656.00,0.00,0.00,0.00,
2666,Milewski,Montbret 1552664,Exports,1754,87,Lizieres de drap,Savoye,,46.25,0.00,0.00,51.65,
2667,Milewski,Montbret 1552665,Exports,1754,87,Lizieres de drap,Suisse,,5.40,0.00,0.00,51.65,
2668,Milewski,Montbret 1552666,Exports,1754,87,Loupins,Espagne,,3712.50,0.00,0.00,0.00,
2669,Milewski,Montbret 1552667,Exports,1754,87,Lunettes,Flandre,,100.00,0.00,0.00,142.00,
2670,Milewski,Montbret 1552668,Exports,1754,87,Lunettes,Italie,,24.00,0.00,0.00,142.00,
2671,Milewski,Montbret 1552669,Exports,1754,87,Lunettes,Suisse,,18.00,0.00,0.00,142.00,
2672,Milewski,Montbret 1552670,Exports,1754,87,Lustres,Angleterre,,1000.00,0.00,0.00,93895.00,
2673,Milewski,Montbret 1552671,Exports,1754,87,Lustres,Espagne,,90315.00,0.00,0.00,93895.00,
2674,Milewski,Montbret 1552672,Exports,1754,87,Lustres,Italie,,2130.00,0.00,0.00,93895.00,
2675,Milewski,Montbret 1552673,Exports,1754,87,Lustres,Levant,,450.00,0.00,0.00,93895.00,
2676,Milewski,Montbret 1552674,Exports,1754,87,Luzes,Savoye,,2064.00,0.00,0.00,0.00,
2677,Milewski,Montbret 1552675,Exports,1754,88,Manchettes brodées,Espagne,,312.00,0.00,0.00,6769.00,
2678,Milewski,Montbret 1552676,Exports,1754,88,Manchettes brodées,Flandre,,570.00,0.00,0.00,6769.00,
2679,Milewski,Montbret 1552677,Exports,1754,88,Manchettes brodées,Hollande,,22.00,0.00,0.00,6769.00,
2680,Milewski,Montbret 1552678,Exports,1754,88,Manchettes brodées,Isles,,5865.00,0.00,0.00,6769.00,
2681,Milewski,Montbret 1552679,Exports,1754,88,Manchons,Espagne,,6.00,0.00,0.00,570.00,
2682,Milewski,Montbret 1552680,Exports,1754,88,Manchons,Flandre,,564.00,0.00,0.00,570.00,
2683,Milewski,Montbret 1552681,Exports,1754,88,Mandarins,Nord,,3400.00,0.00,0.00,0.00,
2684,Milewski,Montbret 1552682,Exports,1754,88,Mane,Espagne,,2847.00,0.00,0.00,26394.75,
2685,Milewski,Montbret 1552683,Exports,1754,88,Mane,Flandre,,150.00,0.00,0.00,26394.75,
2686,Milewski,Montbret 1552684,Exports,1754,88,Mane,Isles,,24.00,0.00,0.00,26394.75,
2687,Milewski,Montbret 1552685,Exports,1754,88,Mane,Italie,,23373.75,0.00,0.00,26394.75,
2688,Milewski,Montbret 1552686,Exports,1754,88,Manteaux,Guinée,,800.00,0.00,0.00,0.00,
2689,Milewski,Montbret 1552687,Exports,1754,88,Mantelets,Espagne,,100.00,0.00,0.00,0.00,
2690,Milewski,Montbret 1552688,Exports,1754,88,Maquereaux salés,Allemagne,,12.00,0.00,0.00,5812.00,
2691,Milewski,Montbret 1552689,Exports,1754,88,Maquereaux salés,Isles,,5800.00,0.00,0.00,5812.00,
2692,Milewski,Montbret 1552690,Exports,1754,88,Mar de raisin,Allemagne,,1263.00,0.00,0.00,0.00,
2693,Milewski,Montbret 1552691,Exports,1754,88,Marbre ; Brute,Allemagne,,36.00,841.00,0.00,9576.00,
2694,Milewski,Montbret 1552692,Exports,1754,88,Marbre ; Brute,Italie,,805.00,841.00,0.00,9576.00,
2695,Milewski,Montbret 1552693,Exports,1754,88,Marbre ; ouvré ; divers,Allemagne,,6590.00,8685.00,8735.00,9576.00,
2696,Milewski,Montbret 1552694,Exports,1754,88,Marbre ; ouvré ; divers,Angleterre,,280.00,8685.00,8735.00,9576.00,
2697,Milewski,Montbret 1552695,Exports,1754,88,Marbre ; ouvré ; divers,Flandre,,540.00,8685.00,8735.00,9576.00,
2698,Milewski,Montbret 1552696,Exports,1754,88,Marbre ; ouvré ; divers,Hollande,,1275.00,8685.00,8735.00,9576.00,
2699,Milewski,Montbret 1552697,Exports,1754,88,Marbre ; ouvré ; en tables,Isles,,50.00,8735.00,0.00,9576.00,
2700,Milewski,Montbret 1552698,Exports,1754,89,Marchandises ; blanches,Guinée,,36660.00,565498.00,0.00,3160854.80,
2701,Milewski,Montbret 1552699,Exports,1754,89,Marchandises ; blanches,Hollande,,72.00,565498.00,0.00,3160854.80,
2702,Milewski,Montbret 1552700,Exports,1754,89,Marchandises ; blanches,Italie,,189086.00,565498.00,0.00,3160854.80,
2703,Milewski,Montbret 1552701,Exports,1754,89,Marchandises ; blanches,Suisse,,339680.00,565498.00,0.00,3160854.80,
2704,Milewski,Montbret 1552702,Exports,1754,89,Marchandises ; meslées,Allemagne,,849701.75,2585381.80,0.00,3160854.80,
2705,Milewski,Montbret 1552703,Exports,1754,89,Marchandises ; meslées,Angleterre,,47321.40,2585381.80,0.00,3160854.80,
2706,Milewski,Montbret 1552704,Exports,1754,89,Marchandises ; meslées,Danemark,,578.00,2585381.80,0.00,3160854.80,
2707,Milewski,Montbret 1552705,Exports,1754,89,Marchandises ; meslées,Espagne,,447679.50,2585381.80,0.00,3160854.80,
2708,Milewski,Montbret 1552706,Exports,1754,89,Marchandises ; meslées,Flandre,,571383.95,2585381.80,0.00,3160854.80,
2709,Milewski,Montbret 1552707,Exports,1754,89,Marchandises ; meslées,Guinée,,37.00,2585381.80,0.00,3160854.80,
2710,Milewski,Montbret 1552708,Exports,1754,89,Marchandises ; meslées,Hollande,,207800.50,2585381.80,0.00,3160854.80,
2711,Milewski,Montbret 1552709,Exports,1754,89,Marchandises ; meslées,Isles,,287731.00,2585381.80,0.00,3160854.80,
2712,Milewski,Montbret 1552710,Exports,1754,89,Marchandises ; meslées,Italie,,42573.40,2585381.80,0.00,3160854.80,
2713,Milewski,Montbret 1552711,Exports,1754,89,Marchandises ; meslées,Levant,,24.00,2585381.80,0.00,3160854.80,
2714,Milewski,Montbret 1552712,Exports,1754,89,Marchandises ; meslées,Nord,,2400.00,2585381.80,0.00,3160854.80,
2715,Milewski,Montbret 1552713,Exports,1754,89,Marchandises ; meslées,Portugal,,60606.00,2585381.80,0.00,3160854.80,
2716,Milewski,Montbret 1552714,Exports,1754,89,Marchandises ; meslées,Russie,,15987.00,2585381.80,0.00,3160854.80,
2717,Milewski,Montbret 1552715,Exports,1754,89,Marchandises ; meslées,Savoye,,2258.10,2585381.80,0.00,3160854.80,
2718,Milewski,Montbret 1552716,Exports,1754,89,Marchandises ; meslées,Suede,,15623.00,2585381.80,0.00,3160854.80,
2719,Milewski,Montbret 1552717,Exports,1754,89,Marchandises ; meslées,Suisse,,33677.20,2585381.80,0.00,3160854.80,
2720,Milewski,Montbret 1552718,Exports,1754,89,Marchandises ; de modes,Flandre,,9975.00,0.00,0.00,3160854.80,
2721,Milewski,Montbret 1552719,Exports,1754,89,Marechauderie,Suisse,,2541.75,0.00,0.00,0.00,
2722,Milewski,Montbret 1552720,Exports,1754,89,Maregue,Isles,,600.00,0.00,0.00,0.00,
2723,Milewski,Montbret 1552721,Exports,1754,89,Marons,Allemagne,,220.00,0.00,0.00,549.00,
2724,Milewski,Montbret 1552722,Exports,1754,89,Marons,Angleterre,,166.50,0.00,0.00,549.00,
2725,Milewski,Montbret 1552723,Exports,1754,89,Marons,Danemark,,80.00,0.00,0.00,549.00,
2726,Milewski,Montbret 1552724,Exports,1754,89,Marons,Flandre,,82.50,0.00,0.00,549.00,
2727,Milewski,Montbret 1552725,Exports,1754,89,Marsoin,Suisse,,120.00,0.00,0.00,0.00,
2728,Milewski,Montbret 1552726,Exports,1754,89,Masques de Venise,Flandre,,607.50,0.00,0.00,0.00,
2729,Milewski,Montbret 1552727,Exports,1754,89,Mastic,Espagne,,249.00,0.00,0.00,3342.00,
2730,Milewski,Montbret 1552728,Exports,1754,89,Mastic,Italie,,1869.00,0.00,0.00,3342.00,
2731,Milewski,Montbret 1552729,Exports,1754,89,Mastic,Levant,,450.00,0.00,0.00,3342.00,
2732,Milewski,Montbret 1552730,Exports,1754,89,Mastic,Nord,,774.00,0.00,0.00,3342.00,
2733,Milewski,Montbret 1552731,Exports,1754,90,Matelats de laine,Allemagne,,520.00,0.00,0.00,968.85,
2734,Milewski,Montbret 1552732,Exports,1754,90,Matelats de laine,Angleterre,,93.60,0.00,0.00,968.85,
2735,Milewski,Montbret 1552733,Exports,1754,90,Matelats de laine,Flandre,,270.25,0.00,0.00,968.85,
2736,Milewski,Montbret 1552734,Exports,1754,90,Matelats de laine,Hollande,,25.00,0.00,0.00,968.85,
2737,Milewski,Montbret 1552735,Exports,1754,90,Matelats de laine,Suisse,,60.00,0.00,0.00,968.85,
2738,Milewski,Montbret 1552736,Exports,1754,90,Médicaments,Guinée,,900.00,0.00,0.00,1020.00,
2739,Milewski,Montbret 1552737,Exports,1754,90,Médicaments,Nord,,120.00,0.00,0.00,1020.00,
2740,Milewski,Montbret 1552738,Exports,1754,90,Mercerie,Allemagne,,1552843.00,0.00,0.00,8342775.75,
2741,Milewski,Montbret 1552739,Exports,1754,90,Mercerie,Angleterre,,101747.00,0.00,0.00,8342775.75,
2742,Milewski,Montbret 1552740,Exports,1754,90,Mercerie,Danemark,,4251.50,0.00,0.00,8342775.75,
2743,Milewski,Montbret 1552741,Exports,1754,90,Mercerie,Espagne,,2359441.75,0.00,0.00,8342775.75,
2744,Milewski,Montbret 1552742,Exports,1754,90,Mercerie,Flandre,,275933.00,0.00,0.00,8342775.75,
2745,Milewski,Montbret 1552743,Exports,1754,90,Mercerie,Guinée,,213500.00,0.00,0.00,8342775.75,
2746,Milewski,Montbret 1552744,Exports,1754,90,Mercerie,Hollande,,414381.00,0.00,0.00,8342775.75,
2747,Milewski,Montbret 1552745,Exports,1754,90,Mercerie,Isles,,1644775.00,0.00,0.00,8342775.75,
2748,Milewski,Montbret 1552746,Exports,1754,90,Mercerie,Italie,,821530.00,0.00,0.00,8342775.75,
2749,Milewski,Montbret 1552747,Exports,1754,90,Mercerie,Levant,,54057.50,0.00,0.00,8342775.75,
2750,Milewski,Montbret 1552748,Exports,1754,90,Mercerie,Nord,,84350.00,0.00,0.00,8342775.75,
2751,Milewski,Montbret 1552749,Exports,1754,90,Mercerie,Portugal,,175132.00,0.00,0.00,8342775.75,
2752,Milewski,Montbret 1552750,Exports,1754,90,Mercerie,Russie,,36040.00,0.00,0.00,8342775.75,
2753,Milewski,Montbret 1552751,Exports,1754,90,Mercerie,Savoye,,183905.00,0.00,0.00,8342775.75,
2754,Milewski,Montbret 1552752,Exports,1754,90,Mercerie,Suede,,62920.00,0.00,0.00,8342775.75,
2755,Milewski,Montbret 1552753,Exports,1754,90,Mercerie,Suisse,,357969.00,0.00,0.00,8342775.75,
2756,Milewski,Montbret 1552754,Exports,1754,91,Merluche,Isles,,18720.00,0.00,0.00,25469.95,
2757,Milewski,Montbret 1552755,Exports,1754,91,Merluche,Savoye,,6736.45,0.00,0.00,25469.95,
2758,Milewski,Montbret 1552756,Exports,1754,91,Merluche,Suisse,,13.50,0.00,0.00,25469.95,
2759,Milewski,Montbret 1552757,Exports,1754,91,Metal de cloche,Espagne,,6.75,0.00,0.00,0.00,
2760,Milewski,Montbret 1552758,Exports,1754,91,Meubles,Allemagne,,2216.00,0.00,0.00,132094.50,
2761,Milewski,Montbret 1552759,Exports,1754,91,Meubles,Angleterre,,750.00,0.00,0.00,132094.50,
2762,Milewski,Montbret 1552760,Exports,1754,91,Meubles,Flandre,,14647.50,0.00,0.00,132094.50,
2763,Milewski,Montbret 1552761,Exports,1754,91,Meubles,Guinée,,250.00,0.00,0.00,132094.50,
2764,Milewski,Montbret 1552762,Exports,1754,91,Meubles,Isles,,114231.00,0.00,0.00,132094.50,
2765,Milewski,Montbret 1552763,Exports,1754,91,Meules ; à éguiser,Suisse,,6768.00,0.00,0.00,26573.75,
2766,Milewski,Montbret 1552764,Exports,1754,91,Meules ; à moulin,Allemagne,,11100.00,13470.75,0.00,26573.75,
2767,Milewski,Montbret 1552765,Exports,1754,91,Meules ; à moulin,Espagne,,150.00,13470.75,0.00,26573.75,
2768,Milewski,Montbret 1552766,Exports,1754,91,Meules ; à moulin,Flandre,,1824.00,13470.75,0.00,26573.75,
2769,Milewski,Montbret 1552767,Exports,1754,91,Meules ; à moulin,Levant,,80.00,13470.75,0.00,26573.75,
2770,Milewski,Montbret 1552768,Exports,1754,91,Meules ; à moulin,Savoye,,200.00,13470.75,0.00,26573.75,
2771,Milewski,Montbret 1552769,Exports,1754,91,Meules ; à moulin,Suisse,,116.75,13470.75,0.00,26573.75,
2772,Milewski,Montbret 1552770,Exports,1754,91,Meules ; à taillandier,Isles,,6335.00,0.00,0.00,26573.75,
2773,Milewski,Montbret 1552771,Exports,1754,91,Miel,Allemagne,,3205.75,0.00,0.00,863089.35,
2774,Milewski,Montbret 1552772,Exports,1754,91,Miel,Angleterre,,39442.90,0.00,0.00,863089.35,
2775,Milewski,Montbret 1552773,Exports,1754,91,Miel,Espagne,,3562.55,0.00,0.00,863089.35,
2776,Milewski,Montbret 1552774,Exports,1754,91,Miel,Flandre,,2663.20,0.00,0.00,863089.35,
2777,Milewski,Montbret 1552775,Exports,1754,91,Miel,Hollande,,767507.35,0.00,0.00,863089.35,
2778,Milewski,Montbret 1552776,Exports,1754,91,Miel,Italie,,16582.50,0.00,0.00,863089.35,
2779,Milewski,Montbret 1552777,Exports,1754,91,Miel,Levant,,5748.45,0.00,0.00,863089.35,
2780,Milewski,Montbret 1552778,Exports,1754,91,Miel,Nord,,21369.00,0.00,0.00,863089.35,
2781,Milewski,Montbret 1552779,Exports,1754,91,Miel,Savoye,,2142.90,0.00,0.00,863089.35,
2782,Milewski,Montbret 1552780,Exports,1754,91,Miel,Suisse,,864.75,0.00,0.00,863089.35,
2783,Milewski,Montbret 1552781,Exports,1754,91,Mignonette,Suisse,,630.00,0.00,0.00,0.00,
2784,Milewski,Montbret 1552782,Exports,1754,91,Migon,Savoye,,176.25,0.00,0.00,0.00,
2785,Milewski,Montbret 1552783,Exports,1754,92,Mine ; de fer,Savoye,,180.00,0.00,0.00,228.25,
2786,Milewski,Montbret 1552784,Exports,1754,92,Mine ; de plomb,Isles,,42.50,48.25,0.00,228.25,
2787,Milewski,Montbret 1552785,Exports,1754,92,Mine ; de plomb,Savoye,,5.75,48.25,0.00,228.25,
2788,Milewski,Montbret 1552786,Exports,1754,92,Miny,Italie,,146.60,0.00,0.00,0.00,
2789,Milewski,Montbret 1552787,Exports,1754,92,Mirobolans,Espagne,,48.00,0.00,0.00,0.00,
2790,Milewski,Montbret 1552788,Exports,1754,92,Miroirs ; divers,Allemagne,,70.00,96478.00,0.00,105909.00,
2791,Milewski,Montbret 1552789,Exports,1754,92,Miroirs ; divers,Danemark,,40.00,96478.00,0.00,105909.00,
2792,Milewski,Montbret 1552790,Exports,1754,92,Miroirs ; divers,Espagne,,36016.00,96478.00,0.00,105909.00,
2793,Milewski,Montbret 1552791,Exports,1754,92,Miroirs ; divers,Guinée,,1152.00,96478.00,0.00,105909.00,
2794,Milewski,Montbret 1552792,Exports,1754,92,Miroirs ; divers,Italie,,53200.00,96478.00,0.00,105909.00,
2795,Milewski,Montbret 1552793,Exports,1754,92,Miroirs ; divers,Portugal,,6000.00,96478.00,0.00,105909.00,
2796,Milewski,Montbret 1552794,Exports,1754,92,Miroirs ; glaces,Allemagne,,2200.00,9431.00,0.00,105909.00,
2797,Milewski,Montbret 1552795,Exports,1754,92,Miroirs ; glaces,Espagne,,80.00,9431.00,0.00,105909.00,
2798,Milewski,Montbret 1552796,Exports,1754,92,Miroirs ; glaces,Flandre,,6045.00,9431.00,0.00,105909.00,
2799,Milewski,Montbret 1552797,Exports,1754,92,Miroirs ; glaces,Isles,,600.00,9431.00,0.00,105909.00,
2800,Milewski,Montbret 1552798,Exports,1754,92,Miroirs ; glaces,Nord,,506.00,9431.00,0.00,105909.00,
2801,Milewski,Montbret 1552799,Exports,1754,92,Mirrhe,Hollande,,375.00,0.00,0.00,0.00,
2802,Milewski,Montbret 1552800,Exports,1754,92,Molton,Espagne,,5738.00,0.00,0.00,6722.00,
2803,Milewski,Montbret 1552801,Exports,1754,92,Molton,Flandre,,152.00,0.00,0.00,6722.00,
2804,Milewski,Montbret 1552802,Exports,1754,92,Molton,Isles,,300.00,0.00,0.00,6722.00,
