simplification,categorization,note
drogue ; pour la peinture et la teinture ; fnée platte,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; diverse,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; curcuma,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; cunier,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; couleur et huile,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; borax ; raffiné,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; bleu en encre,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; bleu de pierre,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; bleu ; en pierre,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; blanc de ?,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; blanc,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; alun ; en dracy,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; alun,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; Inde ; platte,,
drogue ; pour la peinture et la teinture ; vert de gris,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; verni,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; vermillon,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; verdet,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture ; sumac,,
drogue ; pour la peinture et la teinture ; stil de grain,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; serra merita,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; sanguine,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; pastel,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; orpiment,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; ocre,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; muce de plomb,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; minium,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; jais,drogue ; pour la peinture et la teinture,
drogue ; térébenthine ; huile,drogues,
drogue ; pour la peinture ; galle,,
drogue ; pour la peinture et la teinture,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; cendre bleue,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; blanc de herps,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; blanc de ferax,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; blanc d'Espagne,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture et la teinture ; azur et bleu de Prusse,drogue ; pour la peinture et la teinture,
drogue ; pour la peinture,,
drogue ; odorante ; musc,drogues,
drogue ; odorante ; encens,drogues,
drogue ; odorante ; ambre jaune,drogues,
drogue ; odorante ; ambre gris,drogues,
drogue ; odorante,drogues,
drogue ; noix ; de galle,,
drogue ; mastic,drogues,
drogue ; huile d'amande,drogues,
drogue ; graine diverse,drogues,
drogue ; gousse lagne,drogues,
drogue ; gousse gatte,drogues,
drogue ; gousse diverse,drogues,
drogue ; gousse arabique,drogues,
drogue ; mêlée ; gomme ; laque,,
drogue ; mêlée ; gomme ; gutte,,
gomme ; gedda,gomme,
gomme ; galanga,gomme,
gomme ; euphorbe,gomme,
gomme ; élemy,gomme,
gomme ; élastique,,
gomme ; diverse,gomme,
gomme ; de gaïac,,
gomme ; de cenzier,gomme,
drogue ; mêlée ; gomme ; de barbarie,,
drogue ; mêlée ; gomme ; commune,,
drogue ; mêlée ; gomme ; arabique,,
drogue ; mêlée ; gomme ; adragant,,
drogue ; mêlée ; gomme ; Sénégal,,
drogue ; galbanum,drogues,
drogue ; mêlée ; fleur d'aspic ou de lavande,,
drogue ; essence de vitriol,drogues,
drogue ; térébenthine ; essence,drogues,
drogue ; doraze,drogues,
drogue ; mêlée ; borax,,
drogue ; blanc de baleine,drogues,
drogue ; mêlée ; benjoin,,
drogue ; asfafélida,drogues,
drogue ; mêlée,,
drogue ; métallique et chimique ; sel ; d'étain,drogues,
drogue ; métallique ; vitriol,drogues,
drogue ; métallique ; toutenague,drogues,
drogue ; métallique ; sel ; ammoniac,,
drogue ; métallique ; salamouris,drogues,
drogue ; métallique ; piharge,drogues,
drogue ; métallique ; mercure,drogues,
drogue ; métallique ; mercerie,drogues,
drogue ; métallique ; divers,drogues,
drogue ; métallique ; auchinoise,drogues,
drogue ; métallique ; arsenic,drogues,
drogue ; métallique ; argent vif,drogues,
drogue ; métallique,drogues,
drogue ; tournesol,drogues,
drogue ; médicinale ; plante ; tamarin,drogue ; médicinale,
drogue ; médicinale ; plante ; simarouba,drogue ; médicinale,
drogue ; médicinale ; plante ; sebestre,drogue ; médicinale,
drogue ; médicinale ; plante ; salsepareille,drogue ; médicinale,
drogue ; safran,drogues,
drogue ; médicinale ; plante ; rhubarbe,drogue ; médicinale,
drogue ; médicinale ; plante ; racine,drogue ; médicinale,
drogue ; médicinale ; plante ; ogarie,drogue ; médicinale,
drogue ; médicinale ; plante ; ginseng,drogue ; médicinale,
drogue ; médicinale ; plante ; galanga,drogue ; médicinale,
drogue ; médicinale ; plante ; fleur de benjoin,drogue ; médicinale,
drogue ; médicinale ; plante ; cumin,drogue ; médicinale,
drogue ; médicinale ; plante ; coriandre,drogue ; médicinale,
drogue ; médicinale ; plante ; coque levant,drogue ; médicinale,
drogue ; médicinale ; plante ; carrue,drogue ; médicinale,
drogue ; médicinale ; plante ; aristoloche,drogue ; médicinale,
drogue ; médicinale ; plante,drogue ; médicinale,
drogue ; médicinale ; zedonire,drogue ; médicinale,
drogue ; médicinale ; vanille,drogue ; médicinale,
drogue ; médicinale ; thériaque,drogue ; médicinale,
drogue ; médicinale ; tamarin,drogue ; médicinale,
drogue ; médicinale ; séné,drogue ; médicinale,
drogue ; médicinale ; storax ; liquide,drogue ; médicinale,
drogue ; médicinale ; squine,,
drogue ; médicinale ; séné ; en feuille,drogue ; médicinale,
drogue ; médicinale ; semen contra,drogue ; médicinale,
drogue ; médicinale ; sel ammoniac,drogue ; médicinale,
drogue ; médicinale ; seamanée,drogue ; médicinale,
drogue ; médicinale ; salsepareille,drogue ; médicinale,
drogue ; médicinale ; safran,,
drogue ; médicinale ; réunie,drogue ; médicinale,
drogue ; médicinale ; réglisse ; sur bâne,drogue ; médicinale,
drogue ; médicinale ; réglisse ; en bois,drogue ; médicinale,
drogue ; médicinale ; réglisse,drogue ; médicinale,
drogue ; médicinale ; rhubarbe,drogue ; médicinale,
drogue ; médicinale ; racine diverse,drogue ; médicinale,
drogue ; médicinale ; quinquina,drogue ; médicinale,
drogue ; médicinale ; pignon d'Inde,drogue ; médicinale,
drogue ; médicinale ; orge ; perlé,drogue ; médicinale,
drogue ; médicinale ; opium,drogue ; médicinale,
drogue ; médicinale ; mousse ; de mer,drogue ; médicinale,
drogue ; médicinale ; magnésie,drogue ; médicinale,
drogue ; médicinale ; jalap,drogue ; médicinale,
huile ; d'amande douce,huile,
drogue ; médicinale ; gentiane,drogue ; médicinale,
drogue ; médicinale ; galbanum,,
drogue ; médicinale ; fleur ; de violette,,
drogue ; médicinale ; eau vulnéraire,drogue ; médicinale,
drogue ; médicinale ; eau sederale,drogue ; médicinale,
drogue ; médicinale ; eau de felzer,drogue ; médicinale,
drogue ; médicinale ; diagedum,drogue ; médicinale,
drogue ; médicinale ; cumin,drogue ; médicinale,
drogue ; médicinale ; cordial,drogue ; médicinale,
drogue ; médicinale ; coque du Levant,drogue ; médicinale,
drogue ; médicinale ; chimique ; eau forte,drogue ; médicinale,
drogue ; médicinale ; chicolin,drogue ; médicinale,
drogue ; médicinale ; casse,drogue ; médicinale,
drogue ; médicinale ; carrouge,,
drogue ; médicinale ; capillaire,drogue ; médicinale,
drogue ; médicinale ; camomille,drogue ; médicinale,
drogue ; médicinale ; calaurure,,
drogue ; médicinale ; bol d'Arménie,drogue ; médicinale,
drogue ; médicinale ; bois ; réglisse,drogue ; médicinale,
drogue ; médicinale ; beunne,drogue ; médicinale,
drogue ; médicinale ; baume ; divers,drogue ; médicinale,
drogue ; médicinale ; aloès ; capalin,drogue ; médicinale,
drogue ; médicinale ; agaric ; gros,drogues,
drogue ; musc,drogues ; chimiques,
drogue ; minium,,
drogue ; mine ; de plomb,,
drogue ; mauris,drogues ; chimiques,
drogue ; litharge,drogues,
drogue ; jus ; de réglisse,,
drogue ; indigo ; des îles française,,
drogue ; indigo,,
drogue ; térébenthine ; essence et huile,drogues,
drogue ; huile de vitriol,drogues,
drogue ; gomme ; élastique,,
drogue ; gomme ; verdet,,
drogue ; gomme ; pour peinture et teinture,,
drogue ; gomme ; métallique ; diverse,,
gomme ; myrrhe,gomme,
gomme ; laque,gomme,
drogue ; gomme ; herbe ; grande,,
drogue ; gomme ; gutte,drogues,
drogue ; gomme ; galle,,
drogue ; gomme ; du Sénégal,,
drogue ; gomme ; diverse,,
drogue ; gomme ; de barbarie,,
drogue ; gomme ; couperose,,
drogue ; gomme ; commune,,
drogue ; gomme ; barbarie,,
drogue ; gomme ; arabique,,
gomme ; Sénégal,,
drogue ; gomme,,
drogue ; galle,,
drogue ; fine,,
drogue ; réunie ; diverse,drogues,
drogue ; diverse ; sagon,drogues ; chimiques,
brai ; raffiné,,
drogue ; de misme,,
droguet ; de laine et fil,droguet,
droguet ; de laine,droguet,
droguet ; de castor,droguet,
drogue ; d'apothicaire,,
drogue ; couperose,,
drogue ; médicinale ; sublime,drogue ; médicinale,
drogue ; médicinale ; storax,drogue ; médicinale,
drogue ; médicinale ; sang dragon,drogue ; médicinale,
drogue ; médicinale ; sableuée,drogue ; médicinale,
drogue ; médicinale ; résine de jalap,drogue ; médicinale,
drogue ; médicinale ; précipité,drogue ; médicinale,
drogue ; médicinale ; poudre brillant,drogue ; médicinale,
drogue ; médicinale ; jus de réglisse,drogue ; médicinale,
drogue ; médicinale ; diverse,drogue ; médicinale,
drogue ; médicinale ; crème de tartre,drogue ; médicinale,
drogue ; médicinale ; cristal de tartre,drogue ; médicinale,
drogue ; médicinale ; chévaque,drogue ; médicinale,
drogue ; médicinale ; cavefico,drogue ; médicinale,
drogue ; médicinale ; canyolore,drogue ; médicinale,
drogue ; médicinale ; camphre,drogue ; médicinale,
drogue ; médicinale ; benjoin,drogue ; médicinale,
drogue ; médicinale,drogue ; médicinale,
drogue ; cochenille,,
drogue ; chimique et métallique ; zinc,drogues ; chimiques,
drogue ; chimique et métallique ; sublime,,
drogue ; chimique et métallique ; sel ; divers,drogues ; chimiques,
drogue ; chimique et métallique ; sel ; de Globert,,
drogue ; chimique et métallique ; esprit ; de sel,,
drogue ; chimique et métallique ; eau ; forte,,
drogue ; chimique et métallique ; diverse,,
drogue ; chimique et métallique ; arsenic,,
drogue ; chimique et métallique ; argent ; vif,,
drogue ; chimique et métallique ; antimoine,,
drogue ; chimique et métallique,drogues ; chimiques,
drogue ; chimique ; sublimé,drogues ; chimiques,
drogue ; chimique ; sel sublimé,drogues ; chimiques,
drogue ; chimique ; sel saturne,drogues ; chimiques,
drogue ; chimique ; sel gemme,drogues ; chimiques,
drogue ; chimique ; sel divers,drogues ; chimiques,
drogue ; chimique ; sel de tamarin,drogues ; chimiques,
drogue ; chimique ; sel de potasse,drogues ; chimiques,
drogue ; chimique ; sel de plomb,drogues ; chimiques,
drogue ; chimique ; sel de paume,drogues ; chimiques,
drogue ; chimique ; sel de Globert,drogues ; chimiques,
drogue ; chimique ; sel d'opium,drogues,
drogue ; chimique ; sel d'epsum,drogues ; chimiques,
drogue ; chimique ; sel ammoniac,drogues ; chimiques,
drogue ; chimique ; esprit de vice,drogues ; chimiques,
drogue ; chimique ; esprit de sel,drogues ; chimiques,
drogue ; chimique ; eau forte,drogues ; chimiques,
drogue ; chimique ; diverse,drogues ; chimiques,
drogue ; chimique ; ?,drogues ; chimiques,
drogue ; chimique,,
drogue ; castor,,
drogue ; cassia lignea,,
drogue ; canéfice,,
drogue ; cantharide,,
drogue ; azur,,
drogue ; alun,,
drogue ; alquifoux,,
drogue,drogues,
draperie et étoffe ; de laine,,
draperie et étoffe,,
drap ; à la valeur,,
drap ; platine,drap,
draperie ; ordinaire,,
drap ; de laine ; diverse,,
drap ; de laine ; de Sedan,,
drap ; de laine ; Londrin,,
drap ; de laine,drap,
drap ; de Silésie ; petit,drap,
drap ; de Poitou,,
draperie ; de Montauban,,
drap ; de Languedoc ; ordinaire,,
drap ; de Languedoc ; fin,,
drap ; de Champagne,drap,
drap ; d'or; d'argent et soie,,
drap ; callemande,drap,
drapeau ; vigogne,drapeaux,
drapeau ; vieux,drapeaux,
drapeau ; poil et laine,drapeaux,
drapeau ; mi vigogne,drapeaux,
drapeau ; mi castor,drapeaux,
drapeau ; castor,drapeaux,
drapeau,drapeaux,
drap ; à doubler,drap,
drap ; vert,drap,
drap ; teint ; d'Espagne et de Hollande,,
drap ; teint,,
drap ; serge ; écarlate,serge,
drap ; serge ; à doubler,serge,
drap ; serge ; imprimée,serge,
drap ; serge ; forte,serge,
drap ; serge ; fil et laine,serge,
drap ; serge ; drapée,serge,
drap ; serge ; des prise,serge,
drap ; serge ; de Montauban,serge,
drap ; serge ; de Lille,serge,
drap ; serge ; d'aumale,serge,
drap ; serge ; d'Arnetal,serge,
drap ; raz ; des Lo,drap,
drap ; raz ; de castor,drap,
drap ; raz ; d'Angleterre,,
drap ; ratine ; diverse,drap,
drap ; poudrin,drap,
drap ; petit,drap,
drap ; palencourt,drap,
drap ; noir,drap,
drap ; naturel ; diverse,drap,
drap ; naturel ; de Sedan,drap,
drap ; naturel ; commune,drap,
drap ; naturel ; Sirre,drap,
drap ; native ; divers,drap,
drap ; imprimé,drap,
drap ; grossier,drap,
drap ; goudronné,,
drap ; fin ; du Languedoc,,
drap ; fin,,
drap ; du nord teint,,
drap ; du nord blanc,,
drap ; du Dauphiné,drap,
drap ; droguet ; fil a laine,,
drap ; droguet ; de milan,droget,
drap ; droguet ; de laine,droget,
drap ; droguet ; de castor,droget,
drap ; droguet ; de Hollande,droget,
drap ; droguet ; d'Angleterre,droget,
drap ; drapé,drap,
drap ; draperie ; tricot,drap,
drap ; draperie ; ratine,drap,
drap ; draperie ; petite ; du Maroc,drap,
drap ; draperie ; petite ; divers,drap,
drap ; draperie ; petite ; de main,drap,
drap ; draperie ; petite ; de Silésie,drap,
drap ; draperie ; petite ; de Sedan,drap,
drap ; draperie ; petite ; de Languedoc,drap,
drap ; draperie ; petite,drap,
drap ; draperie ; ordinaire,drap,
drap ; draperie ; moutade,drap,
drap ; draperie ; layette,drap,
drap ; draperie ; iada,drap,
drap ; draperie ; futaine,drap,
drap ; draperie ; frac,drap,
drap ; draperie ; fine,drap,
drap ; draperie ; divers,drap,
drap ; draperie ; de Montauban,drap,
drap ; draperie ; de Languedoc,drap,
drap ; draperie ; de Carcassonne,drap,
drap ; draperie ; d'aufine,drap,
drap ; draperie ; d'Amiens,drap,
drap ; draperie ; d'Abbeville,drap,
drap ; draperie ; cadi,drap,
drap ; draperie ; Damas,drap,
drap ; drache,,
drap ; divers ; écarlate,drap,
drap ; divers ; fin,drap,
drap ; divers ; de Limbourg,drap,
drap ; divers ; anglais,drap,
drap ; dit plawens ou codde,,
drap ; dit plamens,,
drap ; dit packlaeken teint,,
drap ; dit packlaeken blanc,,
drap ; dit packlaeken,,
drap ; de soie,drap,
drap ; de montagne,drap,
drap ; de lit vieux,,
drap ; de lit ; neuf,,
drap ; de lit ; commun,,
drap ; de lit,drap,
drap ; de linge ; commun,,
drap ; de lin ; vieux,,
drap ; de lin,drap,
drap ; de fil et laine ; serge,drap,
drap ; étranger,drap,
drap ; écarlate,drap,
drap ; serge ; sergette,serge,
drap ; serge ; de laine,serge,
drap ; ratine,drap,
drap ; pinchina,drap,
drap ; droguet,droget,
drap ; ordinaire,drap,
drap ; irtaine,drap,
drap ; flanelle,drap,
drap ; de laine ; fin,,
drap ; espagnolette,drap,
drap ; du sceau,drap,
drap ; du nord,drap,
drap ; de laine ; draperie ; diverse,,
drap ; diverse,drap,
drap ; divers,drap,
drap ; des prise,drap,
drap ; de cérémonie,drap,
drap ; de laine ; de Vir,,
drap ; de Sir,drap,
drap ; de Saint Robert,drap,
drap ; de Rome,drap,
drap ; de Nison,drap,
drap ; de Cherbourg,drap,
drap ; de laine ; de Beauvais,,
drap ; de ?,drap,
drap ; cordellat,drap,
drap ; de laine ; commun,,
drap ; capoterie,drap,
drap ; bleu,drap,
drap ; bayette,drap,
drap ; de laine ; avarié,drap,
drap ; de laine ; au ? de soie,drap,
drap ; de la Bouille,,
drap ; de fil ; vieux,,
drap ; de douzaine,drap,
drap ; de coutil,,
drap ; de coton,,
drap ; de castor par aune,,
drap ; de castor,drap,
drap ; de burs ou de frise,,
drap ; de bourbon,drap,
drap ; de Vir,drap,
drap ; de Van Robais,drap,
drap ; de Ségovie,drap,
drap ; de Soudrain,drap,
drap ; de Silésie,drap,
drap ; de Sedan ; de retour,drap,
drap ; de Sedan,drap,
drap ; de Saint Lô,drap,
drap ; de Rouen,drap,
drap ; de Reims,drap,
drap ; de Pie,,
drap ; de Picardie,drap,
drap ; de Panguede,drap,
drap ; de Normandie,drap,
drap ; de Moucu,drap,
drap ; de Montauban,drap,
"drap ; de Maroc, teint de douzaine",,
drap ; de Maroc,,
drap ; de Louvier ; au 6e de soie,drap,
drap ; de Londrin,,
drap ; de Lodève,drap,
drap ; de Limoux,drap,
drap ; de Limbourg,,
drap ; de Latte,drap,
drap ; de Languedoc,drap,
drap ; de Komrix,,
drap ; de Hollande,drap,
drap ; de Lille,drap,
drap ; de Glouster,,
drap ; de Glates,drap,
drap ; de France,drap,
drap ; de Carcassonne,drap,
drap ; de Bergoopseau,drap,
drap ; de Beauvais,drap,
drap ; d'or et d'argent fin,drap,
drap ; d'estames,drap,
drap ; d'aucrin,drap,
drap ; d'Espagne,drap,
drap ; d'Elbeuf ; de retour,drap,
drap ; d'Elbeuf,drap,
drap ; d'Elberd,,
drap ; d'Aumale,drap,
drap ; d'Arnetal,drap,
"drap ; d'Angleterre, de Hollande et d'Espagne",drap,
drap ; d'Angleterre,drap,
drap ; d'Andelis,drap,
drap ; d'Amiens,drap,
drap ; d'Amboise,drap,
drap ; d'Abbeville,drap,
drap ; crêpe,drap,
drap ; commun,drap,
drap ; casimir,drap,
drap ; carizé,drap,
drap ; brodé ; en soie,drap,
drap ; brodé ; en or et argent,drap,
drap ; brodé ; au ciseau ; en soie,drap,
drap ; blanc par aune,,
drap ; blanc de douzaine,,
drap ; blanc de Hollande,,
drap ; blanc de Bremer,,
drap ; blanc d'Espagne,,
drap ; blanc,,
drap ; au 6e de soie,drap,
drap ; londrin,drap,
drap ; Languedoc,,
drap ; droguet ; de fil et laine,droget,
drap,drap,
dragée,dragées,
drague ; de bière,,
dragonne ; d'épée,dragonnes,
dragonne,,
drache ; de bierre,,
drache,draches,
douzaine de ?,,
douve ; pour pipe,,
douve ; en bois pour teinture en cuve,,
douve ; de deux pouces,,
douve,,
douvain,,
douelle ; à tonneau,douelles,
douelle ; à quartz,douelles,
douelle ; à pièce,,
douelle ; à pipe,,
douelle ; à fond,douelles,
douelle ; à barrique,douelles,
douelle ; fonçaille,douelles,
douelle ; de sapin,douelles,
douelle,douelles,
doublure de martre pour habit,,
dossier ; de chaise,dossiers ; de chaises,
dospin ; en pierre,dospin ; en pierre,
doréas,doréas,
dorure ; fine ; en galon ; d'or,,
dorure ; fine,,
