source,product_orthographic,product_simplification,product_sitc,product_edentreaty,product_canada,product_medicinales,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,product_RE_aggregate,product_threesectors,product_threesectorsM,nbr_occurences_navigo_marseille_,nbr_occurences_navigo_g5,nbr_occurrences_datasprint
Pillets de frêne,piliers de frêne,piliers de frêne,6b,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,"Ouvrages de bois, liège et jonc",,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",Industrie française et étrangère,Manufactures,Produits manufacturés,0,1,0
Pirre [pierre],pierres,pierres,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,0,0,2
Pistache,pistaches,pistaches,0a,,Hors Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits secs et noix,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,0,0
Pistaches,pistaches,pistaches,0a,,Hors Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits secs et noix,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,0,0
Pièces de [Illisible],pièces de ???,pièces de ???,9a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Monnaies et métaux précieux,No link with beaver,,,,Monnaies et métaux précieux,Precious metals,Precious metals,Matières d'or et d'argent,Non-agricultural primary goods,Produits primaires,0,1,0
Pièces de bois,pièces de bois,pièces de bois,,,,,,,,,,,,,,,,,,,,[vide],Unknown,Inconnus,0,0,3
Planche,planches,planches,6b,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",Industrie française et étrangère,Manufactures,Produits manufacturés,11,11,134
Planches,planches,planches,6b,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",Industrie française et étrangère,Manufactures,Produits manufacturés,47,256,89
Planches de liège,planches de liège,planches de liège,6b,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,Not coffee,,,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",Industrie française et étrangère,Manufactures,Produits manufacturés,0,1,0
Planches de sapin,planches de sapin,planches de sapin,6b,,Exclusivement Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",Industrie française et étrangère,Manufactures,Produits manufacturés,0,1,0
Platre,plâtre,plâtre,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Matières premières diverses,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,3,0,2
Plomb,plomb,plomb,6j,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Plomb,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,Métaux,Non-agricultural primary goods,Produits primaires,16,10,0
Plomb Laminé,plomb laminé,plomb laminé,6j,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,Industrie française et étrangère,Manufactures,Produits manufacturés,0,1,0
Plomb a giboyer,plomb à giboyer,plomb de chasse,8,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,Industrie française et étrangère,Manufactures,Produits manufacturés,7,0,0
Plomb à giboyer,plomb à giboyer,plomb de chasse,8,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,Plomb,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,Industrie française et étrangère,Manufactures,Produits manufacturés,3,0,0
Plume,plumes,plumes,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Plumes brutes,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Agriculture,Produits agricoles,0,1,0
Plumes,plumes,plumes,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Plumes brutes,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Agriculture,Produits agricoles,1,2,0
Plumes d'autruches,plumes d'autruche,plumes d'autruche,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Plumes brutes,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Agriculture,Produits agricoles,1,0,0
Plumes de poules,plumes de poule,plumes de poule,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Plumes brutes,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Agriculture,Produits agricoles,1,0,0
Poids,poids,poids,6j,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,Industrie française et étrangère,Manufactures,Produits manufacturés,0,1,0
Poires,poires,poires,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits frais,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,2,0
Pois,pois,pois,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,2,2
Pois chiches,pois chiches,pois chiches,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,12,0,0
Pois pointues,pois pointus,pois pointus,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,3,0,0
Pois pointus,pois pointus,pois pointus,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,2,0,0
Pois quarres,pois carrés,pois carrés,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,0,0
Pois quarrés,pois carrés,pois carrés,0a,,Pas importé en France depuis l'Amérique avant 1763,,,Pas grain (0),,,,,,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,0,0
Pois verts,pois verts,pois verts,0a,,Peut-être Canada,not a medical product,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,1,0
Poisson,poisson,poisson,0a,,Autres pêches,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,6,2
Poisson Salé,poisson salé,poisson salé,0a,,Pêche d'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,57,0,0
Poisson sec,poisson sec,poisson sec,0a,,Autres pêches,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,1,2
Poissons salés,poisson salé,poisson salé,0a,,Pêche d'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,1,0,0
Poivre,poivre,poivre,0b,,Hors Canada,not a medical product,Poivre ; blanc-noir,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Poivre et piment,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,Subsistances,Agriculture,Produits agricoles,0,1,0
Poix,poix,poix,2,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Brai, goudron et résines",No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",Matières premières,Non-agricultural primary goods,Produits primaires,1,2,0
Pommes,pommes,pommes,0a,,Pas importé en France depuis l'Amérique avant 1763,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fruits frais,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,2,6
Pommes de terre,pommes de terre,pommes de terre,0a,,Exclusivement Canada,not a medical product,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,Subsistances,Agriculture,Produits agricoles,0,2,0
