numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,prix_unitaire,remarks
6930,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Vitriol,Gènes,240.0,2293.8,240.0,
6931,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Vitriol,Italie,120.0,2293.8,120.0,
6932,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Vitriol,Savoye,207.0,2293.8,207.0,
6933,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Volaille,Allemagne,3850.25,13310.8,3850.41666667,
6934,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Volaille,Angleterre,249.0,13310.8,249.0,
6935,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Volaille,Espagne,778.85,13310.8,779.416666667,
6936,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Volaille,Flandre,290.45,13310.8,290.75,
6937,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Volaille,Genève,2310.0,13310.8,2310.0,
6938,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Volaille,Savoye,5832.25,13310.8,5832.41666667,
6939,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Exports,134,Yeux ; d'écrevisses,Italie,300.0,300.0,300.0,
24,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Allemagne,56969.1,263065.35,56969.1666667,
25,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Danemark,7617.75,263065.35,7618.25,
26,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Espagne,1522.5,263065.35,1522.83333333,
27,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Flandre,75.25,263065.35,75.4166666667,
28,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Genève,343.8,263065.35,344.333333333,
29,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Gènes,700.0,263065.35,700.0,
30,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Hollande,138315.15,263065.35,138315.25,
31,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Italie,3675.0,263065.35,3675.0,
32,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Nord,21936.0,263065.35,21936.0,
33,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Suisse,2107.8,263065.35,2108.33333333,
34,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Acier,Suède,29803.0,263065.35,29803.0,
35,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Agaric,Allemagne,1000.0,1845.0,1000.0,
36,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Agaric,Hollande,845.0,1845.0,845.0,
37,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,2,Ajamis,Levant,478746.0,478746.0,478746.0,
61,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Aiguilles,Allemagne,309640.0,337820.0,309640.0,
62,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Aiguilles,Flandre,23375.0,337820.0,23375.0,
63,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Aiguilles,Hollande,4550.0,337820.0,4550.0,
64,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Aiguilles,Savoye,255.0,337820.0,255.0,
65,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Ails,Espagne,4374.5,6472.5,4374.83333333,
66,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Ails,Gènes,2078.0,6472.5,2078.0,
67,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Ails,Naples,20.0,6472.5,20.0,
68,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alaya,Levant,2588.0,2588.0,2588.0,
69,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Aloës,Hollande,5278.0,5278.0,5278.0,
70,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alpargatte,Espagne,190.8,190.8,191.333333333,
71,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alumettes,Gènes,190.0,562.0,190.0,
72,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alumettes,Hollande,372.0,562.0,372.0,
73,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Allemagne,21857.0,398948.95,21857.0,
74,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Angleterre,2804.8,398948.95,2805.33333333,
75,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Espagne,59257.75,398948.95,59258.25,
76,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Hollande,122332.9,398948.95,122333.5,
77,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Italie,46380.0,398948.95,46380.0,
78,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Levant,27631.0,398948.95,27631.0,
79,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Naples,17028.0,398948.95,17028.0,
80,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Nord,101615.5,398948.95,101615.833333,
81,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Alun,Suisse,42.0,398948.95,42.0,
82,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Amadou,Allemagne,13951.35,14103.35,13951.5833333,
83,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Amadou,Gènes,146.0,14103.35,146.0,
84,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,3,Amadou,Naples,6.0,14103.35,6.0,
117,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amandes,Espagne,19058.9,22987.7,19059.5,
118,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amandes,Flandre,18.4,22987.7,18.6666666667,
119,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amandes,Hollande,3214.4,22987.7,3214.66666667,
120,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amandes,Italie,480.0,22987.7,480.0,
121,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amandes,Portugal,200.0,22987.7,200.0,
122,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amandes,Savoye,16.0,22987.7,16.0,
123,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Ambre,Hollande,7275.0,7275.0,7275.0,
124,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Ameçons,Espagne,100.0,100.0,100.0,
125,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amidon,Allemagne,1244.0,51483.0,1244.0,
126,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amidon,Espagne,940.0,51483.0,940.0,
127,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amidon,Flandre,22793.2,51483.0,22793.3333333,
128,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amidon,Hollande,22893.6,51483.0,22894.0,
129,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amidon,Nord,3383.2,51483.0,3383.33333333,
130,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Amidon,Savoye,229.0,51483.0,229.0,
131,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Anchois,Angleterre,360.75,51550.55,361.25,
132,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Anchois,Espagne,50954.8,51550.55,50955.3333333,
133,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Anchois,Flandre,31.0,51550.55,31.0,
134,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Anchois,Gènes,9.0,51550.55,9.0,
135,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Anchois,Savoye,195.0,51550.55,195.0,
136,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Ancres ; de fer,Espagne,22822.5,24278.8,22822.8333333,
137,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Ancres ; de fer,Hollande,1064.0,24278.8,1064.0,
138,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Ancres ; de fer,Nord,392.3,24278.8,392.5,
139,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,4,Angélique,Hollande,120.0,120.0,120.0,
175,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Anis,Espagne,3692.0,5098.95,3692.0,
176,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Anis,Flandre,116.0,5098.95,116.0,
177,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Anis,Hollande,278.95,5098.95,279.583333333,
178,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Anis,Levant,1012.0,5098.95,1012.0,
179,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Antimoine,Hollande,19307.5,20488.75,19307.8333333,
180,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Antimoine,Nord,1181.25,20488.75,1181.41666667,
181,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Arbres ; à planter,Flandre,22.5,73.0,22.8333333333,
182,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Arbres ; à planter,Hollande,50.5,73.0,50.8333333333,
183,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Arcenic,Gènes,100.0,11410.4,100.0,
184,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Arcenic,Hollande,6563.7,11410.4,6564.16666667,
185,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Arcenic,Nord,4746.7,11410.4,4747.16666667,
186,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Ardoises,Allemagne,54547.5,60197.0,54547.8333333,
187,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Ardoises,Flandre,1537.5,60197.0,1537.83333333,
188,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Ardoises,Genève,36.0,60197.0,36.0,
189,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Ardoises,Savoye,4076.0,60197.0,4076.0,
190,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Argent ; vif,Allemagne,2250.0,86385.0,2250.0,
191,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Argent ; vif,Hollande,84135.0,86385.0,84135.0,
192,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Argenterie,Angleterre,3912.0,62442.0,3912.0,
193,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Argenterie,Hollande,480.0,62442.0,480.0,
194,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Argenterie,Italie,27500.0,62442.0,27500.0,
195,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Argenterie,Savoye,30550.0,62442.0,30550.0,
196,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Armes ; blanches ; bayonnettes,Flandre,712.5,712.5,712.833333333,
197,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Armes ; blanches ; diverses,Allemagne,89250.5,89250.5,89250.8333333,
198,David CASSAGNES,"BM Rouen, Fonds Montbret, 155-2",National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,Objet Général,1758,Imports,5,Armes ; blanches ; lames,Flandre,3000.0,3000.0,3000.0,
