numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
3098,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Stocfiche,Savoye,2866.0,6398,,,
3099,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Storax,Hollande,1860.0,0,,,
3100,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; blanc,Espagne,20086.0,620180,402850,,
3101,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; blanc,Italie,87163.0,620180,402850,,
3102,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; blanc,Genes,17330.0,620180,402850,,
3103,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; blanc,Levant,116550.0,620180,402850,,
3104,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; blanc,Savoye,161721.0,620180,402850,,
3105,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; brun,Espagne,31276.8,620180,45959,,
3106,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; brun,Naples,5760.0,620180,45959,,
3107,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; brun,Nord,8922.0,620180,45959,,
3108,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; cassonnade,Espagne,115251.2,620180,118524,,
3109,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; cassonnade,Italie,3210.2,620180,118524,,
3110,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; cassonnade,Genes,63.0,620180,118524,,
3111,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; d'orge,Flandre,2.4,620180,,,
3112,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; de pain,Allemagne,62.0,620180,13169,,
3113,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; de pain,Espagne,6806.3,620180,13169,,
3114,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; de pain,Flandre,17.3,620180,13169,,
3115,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; de pain,Levant,3724.0,620180,13169,,
3116,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; de pain,Savoye,2511.3,620180,13169,,
3117,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; de pain,Suisse,48.0,620180,13169,,
3118,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; terré,Geneve,3299.1,620180,37961,,
3119,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; terré,Suede,1000.0,620180,37961,,
3120,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; terré,Suisse,33662.3,620180,37961,,
3121,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; versoir,Espagne,698.0,620180,1714,,
3122,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucre ; versoir,Savoye,1016.0,620180,1714,,
3123,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,114,Sucrion,Flandre,7929.0,0,,,
3124,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Allemagne,19611.6,33193,,,
3125,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Flandre,162.0,33193,,,
3126,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Geneve,777.4,33193,,,
3127,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Hollande,3000.0,33193,,,
3128,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Isles,5400.0,33193,,,
3129,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Genes,45.0,33193,,,
3130,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Levant,90.0,33193,,,
3131,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Savoye,3750.3,33193,,,
3132,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Suif,Suisse,357.2,33193,,,
3133,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Sumac,Allemagne,397.8,2322,,,
3134,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Sumac,Espagne,980.0,2322,,,
3135,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Sumac,Hollande,729.0,2322,,,
3136,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Sumac,Nord,215.0,2322,,,
3137,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; en carottes,Espagne,876.0,51003,1080,,
3138,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; en carottes,Flandre,204.0,51003,1080,,
3139,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; de la ferme,Espagne,7470.0,51003,16098,,
3140,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; de la ferme,Isles,228.0,51003,16098,,
3141,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; de la ferme,Italie,2730.0,51003,16098,,
3142,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; de la ferme,Genes,4260.0,51003,16098,,
3143,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; de la ferme,Levant,1410.0,51003,16098,,
3144,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; en feuilles,Espagne,16417.8,51003,20379,,
3145,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; en feuilles,Flandre,3715.8,51003,20379,,
3146,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; en feuilles,Hollande,245.5,51003,20379,,
3147,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; en poudre,Espagne,13272.0,51003,,,
3148,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabac ; rapé,Isles,174.0,51003,,,
3149,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabattieres ; d'argt,Espagne,1500.0,55780,1700,,
3150,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabattieres ; d'argt,Flandre,200.0,55780,1700,,
3151,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabattieres ; de bergamottes,Naples,300.0,55780,,,
3152,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabattieres ; bois,Espagne,1200.0,55780,2200,,
3153,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,115,Tabattieres ; bois,Italie,300.0,55780,2200,,
3154,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; bois,Genes,100.0,55780,2200,,
3155,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; bois,Levant,300.0,55780,2200,,
3156,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; bois,Savoye,300.0,55780,2200,,
3157,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de carton,Allemagne,1949.0,55780,23461,,
3158,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de carton,Danemark,400.0,55780,23461,,
3159,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de carton,Espagne,96.0,55780,23461,,
3160,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de carton,Flandre,18413.5,55780,23461,,
3161,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de carton,Hollande,2352.0,55780,23461,,
3162,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de carton,Nord,250.0,55780,23461,,
3163,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de corne,Allemagne,2300.0,55780,25005,,
3164,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de corne,Espagne,10550.0,55780,25005,,
3165,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de corne,Geneve,2200.0,55780,25005,,
3166,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de corne,Hollande,2380.0,55780,25005,,
3167,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de corne,Nord,500.0,55780,25005,,
3168,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de corne,Portugal,7075.0,55780,25005,,
3169,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; d'ecaille,Allemagne,25.0,55780,60,,
3170,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; d'ecaille,Flandre,35.0,55780,60,,
3171,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; de fer blanc,Allemagne,20.0,55780,,,
3172,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabattieres ; d 'or,Flandre,3034.0,55780,,,
3173,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tables ; de bois,Flandre,61.5,212,172,,
3174,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tables ; de bois,Savoye,110.0,212,172,,
3175,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tables ; de marbre,Espagne,10.0,212,,,
3176,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tables ; de nuit,Espagne,30.0,212,,,
3177,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tableaux,Allemagne,60.0,1308,,,
3178,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tableaux,Flandre,1078.0,1308,,,
3179,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tableaux,Geneve,170.0,1308,,,
3180,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tabernacle de marbre,Savoye,0.0,0,,,
3181,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Taffia,Angleterre,564.0,26182,,,
3182,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Taffia,Espagne,700.0,26182,,,
3183,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Taffia,Hollande,24917.5,26182,,,
3184,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tamarin,Savoye,120.0,0,,,
3185,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tamis,Espagne,312.0,324,,,
3186,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,116,Tamis,Savoye,12.0,324,,,
3187,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapis de laine,Espagne,6.0,0,,,
3188,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'aubusson,Nord,500.0,56777,5924,,
3189,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'aubusson,Suisse,5424.0,56777,5924,,
3190,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'auvergne,Allemagne,5985.0,56777,14530,,
3191,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'auvergne,Espagne,2645.0,56777,14530,,
3192,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'auvergne,Geneve,3100.0,56777,14530,,
3193,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'auvergne,Levant,1800.0,56777,14530,,
3194,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; d'auvergne,Savoye,1000.0,56777,14530,,
3195,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; de Bergames,Savoye,45.0,56777,,,
3196,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; commune,Allemagne,80.0,56777,,,
3197,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; de Flandre,Allemagne,624.0,56777,,,
3198,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; de Rouen,Allemagne,1339.5,56777,35574,,
3199,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,117,Tapisserie ; de Rouen,geneve,2366.0,56777,35574,,
