numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,leurvaleursubtotal_2,remarks,doubleaccounts,leurvaleursubtotal_1
807,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meules à taillandiers,La Martinique,144,48,Étranger,en nombre,,,0,354
808,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meules,St Domingue,678,226,Languedoc,en nombre,,,0,
809,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,St Domingue,2922,,Isle de France,,,Pas de quantité indiquée,0,3222
810,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,La Guadeloupe,300,,Isle de France,,,Pas de quantité indiquée,0,3222
811,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,Sénégal et Guinée,640,,Isle de France,,,Pas de quantité indiquée,0,
812,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,St Domingue,42149,,Guyenne,,,Pas de quantité indiquée,0,46479
813,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,La Martinique,1882,,Guyenne,,,Pas de quantité indiquée,0,46479
814,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,La Guadeloupe,2448,,Guyenne,,,Pas de quantité indiquée,0,46479
815,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,Sénégal et Guinée,164,,Guyenne,,,Pas de quantité indiquée,0,
816,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,St Domingue,400,,Étranger,,,Pas de quantité indiquée,0,2416
817,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,La Guadeloupe,2016,,Étranger,,,Pas de quantité indiquée,0,2416
818,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Meubles divers,Sénégal et Guinée,200,,Étranger,,,Pas de quantité indiquée,0,
819,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,Sénégal et Guinée,917,131,Bretagne,douzaines,,,0,
820,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,St Domingue,211968,8832,Anjou,douzaines,,,0,387792
821,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,La Martinique,14808,617,Anjou,douzaines,,,0,387792
822,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,La Guadeloupe,157920,6580,Anjou,douzaines,,,0,387792
823,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,Cayenne et Guyanne,3096,129,Anjou,douzaines,,,0,387792
824,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,Sénégal et Guinée,46440,1935,Anjou,douzaines,,,0,
825,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,St Domingue,2100,60,Normandie,douzaines,,,0,2975
826,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,La Martinique,875,25,Normandie,douzaines,,,0,2975
827,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,St Domingue,5280,220,Étranger,douzaines,,,0,
828,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,Sénégal et Guinée,1440,15,Étranger,douzaines,,,0,
829,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,Sénégal et Guinée,6000,300,Étranger,pièces,,,0,
830,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,St Domingue,14000,350,Languedoc,douzaines,,,0,
831,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,St Domingue,54570,1819,Bearn,douzaines,,,0,57900
832,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,La Martinique,1200,40,Bearn,douzaines,,,0,57900
833,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,La Guadeloupe,1770,59,Bearn,douzaines,,,0,57900
834,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs divers,Cayenne et Guyanne,360,12,Bearn,douzaines,,,0,57900
835,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de batiste,St Domingue,868,,Isle de France,,,Pas de quantité indiquée,0,998
836,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de batiste,La Guadeloupe,130,,Isle de France,,,Pas de quantité indiquée,0,998
837,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton,St Domingue,20490,683,Normandie,douzaines,,,0,
838,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton,Sénégal et Guinée,12090,403,Normandie,douzaines,,,0,
839,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs des Indes,St Domingue,113964,"2069,3333333333",Indes commerce français,douzaines,,,0,
841,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs des Indes,La Martinique,8424,156,Indes commerce français,douzaines,,,0,132918
842,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs des Indes,La Guadeloupe,9450,175,Indes commerce français,douzaines,,,0,132918
843,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs des Indes,Cayenne et Guyanne,1080,12,Indes commerce français,douzaines,,,0,132918
844,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs des Indes,Sénégal et Guinée,109922,25000,Indes commerce français,en nombre,,,0,
845,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton,St Domingue,840,28,Touraine,douzaines,,,0,1050
846,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton,La Guadeloupe,210,7,Touraine,douzaines,,,0,1050
847,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton,St Domingue,19500,650,Languedoc,douzaines,,,0,
848,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton,Sénégal et Guinée,9600,320,Languedoc,douzaines,,,0,
849,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,St Domingue,429694,14322,Anjou,douzaines,,,0,486858
850,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,La Martinique,33078,1114,Anjou,douzaines,,,0,486858
851,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,La Guadeloupe,24086,818,Anjou,douzaines,,,0,486858
852,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,Sénégal et Guinée,22520,760,Anjou,douzaines,,,0,
853,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,St Domingue,19152,399,Bearn,douzaines,,,0,21072
854,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,La Guadeloupe,1920,40,Bearn,douzaines,,,0,21072
855,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,St Domingue,48750,1625,Languedoc,douzaines,,,0,50250
856,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,La Martinique,1500,50,Languedoc,douzaines,,,0,50250
857,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,Sénégal et Guinée,2100,70,Languedoc,douzaines,,,0,
858,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,St Domingue,22500,750,Normandie,douzaines,,,0,
859,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,Sénégal et Guinée,5940,330,Amiens,douzaines,,,0,
860,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de coton en fil,Sénégal et Guinée,2160,90,Étranger,douzaines,,,0,
861,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil et batiste,St Domingue,432,6,Isle de France,douzaines,,,0,
862,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,St Domingue,1050,70,Bourgogne,douzaines,,,0,
863,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,Sénégal et Guinée,160,4,Alsace,douzaines,,,0,
864,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,St Domingue,91773,3399,Bearn,douzaines,,,0,105463
865,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,La Martinique,7776,288,Bearn,douzaines,,,0,105463
866,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,La Guadeloupe,3051,113,Bearn,douzaines,,,0,105463
867,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,Cayenne et Guyanne,2863,106,Bearn,douzaines,,,0,105463
868,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,10,Mouchoirs de fil,Sénégal et Guinée,513,19,Bearn,douzaines,,,0,
869,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de fil,St Domingue,11430,381,Languedoc,douzaines,,,0,
870,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de fil,St Domingue,159240,5308,Anjou,douzaines,,,0,165540
871,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de fil,La Martinique,1500,50,Anjou,douzaines,,,0,165540
872,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de fil,La Guadeloupe,3900,130,Anjou,douzaines,,,0,165540
873,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de fil,Cayenne et Guyanne,900,30,Anjou,douzaines,,,0,165540
874,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de gaze,St Domingue,2475,75,Isle de France,douzaines,,,0,
875,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de kinfin,Sénégal et Guinée,40796,868,Étranger,pièces,,,0,
876,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Mouchoirs de romals,Sénégal et Guinée,215460,4788,Étranger,pièces,,,0,
877,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Moulin à blés,St Domingue,750,46,Guyenne,en nombre,,,0,
878,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Moulin à vaner le caffé,St Domingue,38542,991,Guyenne,en nombre,,,0,41537
879,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Moulin à vaner le caffé,La Martinique,525,21,Guyenne,en nombre,,,0,41537
880,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Moulin à vaner le caffé,La Guadeloupe,2470,52,Guyenne,en nombre,,,0,41537
881,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Or faux,St Domingue,750,50,Isle de France,livres,,,0,
882,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Or faux,Sénégal et Guinée,705,47,Isle de France,livres,,,0,
883,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Or en feuilles,St Domingue,1300,,Isle de France,,,Pas de quantité indiquée,0,
884,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages de bois,St Domingue,5856,,Guyenne,,,Pas de quantité indiquée,0,7109
885,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages de bois,La Martinique,953,,Guyenne,,,Pas de quantité indiquée,0,7109
886,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages de bois,La Guadeloupe,300,,Guyenne,,,Pas de quantité indiquée,0,7109
887,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages divers en cuir,St Domingue,3012,,Guyenne,,,Pas de quantité indiquée,0,
888,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages divers en cuir,Sénégal et Guinée,2150,,Guyenne,,,Pas de quantité indiquée,0,
889,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour hommes,St Domingue,119502,26556,Guyenne,pièces,,,0,153319
890,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour hommes,La Martinique,11709,2602,Guyenne,paires,,,0,153319
891,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour hommes,La Guadeloupe,21073,4683,Guyenne,paires,,,0,153319
892,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour hommes,Cayenne et Guyanne,1035,230,Guyenne,paires,,,0,153319
893,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour hommes,Sénégal et Guinée,2295,510,Guyenne,paires,,,0,
894,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour enfants,St Domingue,6544,3272,Guyenne,paires,,,0,7816
895,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour enfants,La Martinique,408,204,Guyenne,paires,,,0,7816
896,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers pour enfants,La Guadeloupe,864,432,Guyenne,paires,,,0,7816
897,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,St Domingue,144220,28844,Guyenne,paires,,,0,170840
898,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,La Martinique,11915,2383,Guyenne,paires,,,0,170840
899,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,La Guadeloupe,14345,2869,Guyenne,paires,,,0,170840
900,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,Cayenne et Guyanne,360,72,Guyenne,paires,,,0,170840
901,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,Sénégal et Guinée,1655,331,Guyenne,paires,,,0,
902,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,St Domingue,2750,550,Lyonnais,paires,,,0,
903,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,St Domingue,3000,600,Isle de France,paires,,,0,4625
904,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en souliers de soye,La Guadeloupe,1625,325,Isle de France,paires,,,0,4625
905,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en pantoufles,St Domingue,1570,314,Guyenne,paires,,,0,1905
906,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en pantoufles,La Martinique,335,67,Guyenne,paires,,,0,1905
907,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en bottes,St Domingue,9156,436,Guyenne,paires,,,0,10773
908,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en bottes,La Martinique,1218,58,Guyenne,paires,,,0,10773
909,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages en bottes,La Guadeloupe,399,19,Guyenne,paires,,,0,10773
910,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages de selliers,St Domingue,22734,,Guyenne,,,Pas de quantité indiquée,0,25366
911,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages de selliers,La Martinique,1172,,Guyenne,,,Pas de quantité indiquée,0,25366
912,Cyril Mouton,ANOM Col F 2B 14 (tableau 17),Colonies/1789 - Bordeaux - Exports colonies.csv,Colonies,1789,Exports,Bordeaux,11,Ouvrages de selliers,La Guadeloupe,1460,,Guyenne,,,Pas de quantité indiquée,0,25366
