numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,remarks,doubleaccounts
2387,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; de lin,Hollande,186,465,,livres,897328,,0
2388,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,138,Fil ; de lin,Hollande,897142,224285.5,,livres,897328,,0
2389,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; en poigné,Hollande,634.5,423,,livres,634.5,,0
2390,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,138,Fil ; à relingues,Hollande,140,2,,barils,140,,0
2391,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,138,Fil ; à rez,Hollande,562.5,750,,livres,562.5,,0
2392,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,138,Fil ; à tisserand,Hollande,3480,3480,,livres,3480,,0
2393,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,138,Fil ; à voile,Hollande,2106,2340,,livres,3016,,0
2394,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,138,Fil ; à voile,Hollande,910,13,,barils,3016,,0
2395,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,139,Flacons ; de verre,Hollande,141.6,708,,livres,,,0
2396,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,139,Flacons ; de verre,Hollande,40,4,,paniers,,,0
2397,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,139,Fleaux ; de fer,Hollande,205,410,,livres,,,0
2398,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,139,Fleaux ; de fer,Hollande,1228.5,2457,,livres,,,0
2399,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,139,Fleaux ; de fer,Hollande,1015,29,,en nombre,,,0
2400,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,139,Fleaux ; de fer,Hollande,57.2,220,,livres,,,0
2401,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,139,Flèches ; marinés,Hollande,1332,222,,livres,,,0
2402,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,139,Flèches ; marinés,Hollande,80,1,,caisses,,,0
2403,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,139,Fleur ; d'esquinante,Hollande,152.5,122,,livres,,,0
2404,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,139,Fleur ; de muscade,Hollande,50,5,,livres,,,0
2405,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,139,Fleur ; de souffre,Hollande,289.7,,,,,,0
2406,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,139,Folium ; indi,Hollande,137.5,55,,livres,,,0
2407,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,139,Forces ; à drapier,Hollande,120,4,,en nombre,,,0
2408,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,139,Forces ; à drapier,Hollande,1400,70,,en nombre,,,0
2409,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Saint-Quentin,139,Forces ; à drapier,Hollande,324,12,,en nombre,,,0
2410,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,139,Fouets,Hollande,36,,,,,,0
2411,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,140,Fromage ; d'Hollande,Hollande,52514.8,228325,,livres,,,0
2412,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,140,Fromage ; d'Hollande,Hollande,60537,178050,,livres,,,0
2413,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,140,Fromage ; d'Hollande,Hollande,174,58,,livres,,,0
2414,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,140,Fromage ; d'Hollande,Hollande,59951.2,199839,,livres,,,0
2415,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Caen,140,Fromage ; d'Hollande,Hollande,3971.8,11348,,livres,,,0
2416,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,140,Fromage ; d'Hollande,Hollande,104165.6,231479,,livres,,,0
2417,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,140,Fromage ; d'Hollande,Hollande,131365.5,375330,,livres,,,0
2418,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Montpellier,140,Fromage ; d'Hollande,Hollande,325,1300,,livres,,,0
2419,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,140,Fromage ; d'Hollande,Hollande,88847.7,296159,,livres,,,0
2420,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,140,Fromage ; d'Hollande,Hollande,8022,4584,,pains,,,0
2421,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,140,Fromage ; d'Hollande,Hollande,5066.7,16889,,livres,,,0
2422,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,140,Fromage ; d'Hollande,Hollande,196.8,82,,pains,,,0
2423,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,140,Fromage ; d'Hollande,Hollande,4108.4,560271,,livres,,,0
2424,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,140,Fusils,Hollande,500,50,,en nombre,,,0
2425,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,140,Fusils,Hollande,1300,52,,en nombre,,,0
2426,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,140,Futailles,Hollande,189,63,,barriques,,,0
2427,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,140,Futailles,Hollande,25.5,17,,tierçons,,,0
2428,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,140,Futailles,Hollande,24,16,,en nombre,,,0
2429,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,140,Futaine,Hollande,288,18,,pièces,,,0
2430,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,141,Galanga,Hollande,2568.8,1027,,livres,,,0
2431,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,141,Galbamum,Hollande,3.6,6,,livres,,,0
2432,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,141,Galles,Hollande,72,90,,livres,,,0
2433,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,141,Galles,Hollande,234.3,937,,livres,,,0
2434,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,141,Galles,Hollande,3061.4,3222.5,,livres,,,0
2435,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,141,Galons ; de fil,Hollande,2215,886,,livres,,,0
2436,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,141,Galons ; de soye,Hollande,700,20,,livres,,,0
2437,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,141,Garance ; billon,Hollande,7848,52320,,livres,7848,,0
2438,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,141,Garance ; commune,Hollande,30492,72600,,livres,496488.6,,0
2439,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,141,Garance ; commune,Hollande,5215,10430,,livres,496488.6,,0
2440,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,141,Garance ; commune,Hollande,16742,66968,,livres,496488.6,,0
2441,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,141,Garance ; commune,Hollande,10528,21056,,livres,496488.6,,0
2442,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,141,Garance ; commune,Hollande,119213.6,298034,,livres,496488.6,,0
2443,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,141,Garance ; commune,Hollande,3143.3,6985,,livres,496488.6,,0
2444,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,141,Garance ; commune,Hollande,311154.8,414873,,livres,496488.6,,0
2445,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,141,Garance ; grappe,Hollande,8308.299999999999,15106,,livres,8308.299999999999,,0
2446,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,141,Garance ; non robée,Hollande,57280,114560,,livres,57280,,0
2447,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,142,Gaudron,Hollande,1239,59,,barils,,,0
2448,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,142,Gaudron,Hollande,2286,127,,barils,,,0
2449,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,142,Gaudron,Hollande,14625,97500,,livres,,,0
2450,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,142,Gaudron,Hollande,13046,593,,barils,,,0
2451,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,142,Gaudron,Hollande,22154,1007,,barils,,,0
2452,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gaudron,Hollande,42320,1058,,barils,,,0
2453,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gaudron,Hollande,70,2,,gonnes,,,0
2454,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rennes,142,Gaules,Hollande,5460,273,,en nombre,,,0
2455,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,142,Geroffle,Hollande,3075,512.5,,livres,,,0
2456,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bayonne,142,Geroffle,Hollande,7812,558,,livres,,,0
2457,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,142,Geroffle,Hollande,103774,9434,,livres,,,0
2458,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,142,Geroffle,Hollande,12630,1263,,livres,,,0
2459,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,142,Geroffle,Hollande,236800,29600,,livres,,,0
2460,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,142,Geroffle,Hollande,288,36,,livres,,,0
2461,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Geroffle,Hollande,181732.5,12115.5,,livres,,,0
2462,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gingembre,Hollande,90.7,259,,livres,,,0
2463,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gome ; adragan,Hollande,5467,1562,,livres,5467,,0
2464,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gome ; animée,Hollande,50,25,,livres,50,,0
2465,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,142,Gome ; anpatte,Hollande,2100,700,,livres,2100,,0
2466,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,142,Gome ; arabique,Hollande,112.5,150,,livres,112.5,,0
2467,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gome ; armoniac,Hollande,330,82.5,,livres,330,,0
2468,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gome ; de cedre,Hollande,675,450,,livres,675,,0
2469,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,142,Gome ; conviola,Hollande,760,190,,livres,760,,0
2470,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,142,Gome ; copale,Hollande,120,30,,livres,9885,,0
2471,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,142,Gome ; copale,Hollande,9765,4340,,livres,9885,,0
2472,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,143,Gome ; elemy,Hollande,7035,1407,,livres,7035,,0
2473,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,143,Gome ; de gayac,Hollande,11,55,,livres,11,,0
2474,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,143,Gome ; gutte,Hollande,277.8,252.5,,livres,5543.8,,0
2475,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,143,Gome ; gutte,Hollande,72,24,,livres,5543.8,,0
2476,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,La Rochelle,143,Gome ; gutte,Hollande,52.5,15,,livres,5543.8,,0
2477,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,143,Gome ; gutte,Hollande,5141.5,734.5,,livres,5543.8,,0
2478,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Amiens,143,Gome ; lacque,Hollande,510,510,,livres,17713,,0
2479,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,143,Gome ; lacque,Hollande,2760,690,,livres,17713,,0
2480,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Marseille,143,Gome ; lacque,Hollande,520,400,,livres,17713,,0
2481,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,143,Gome ; lacque,Hollande,13923,3978,,livres,17713,,0
2482,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,143,Gome ; tamaqua,Hollande,275,55,,livres,275,,0
2483,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,143,Grains ; de verre,Hollande,624,2080,,livres,,,0
2484,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Bordeaux,143,Graine ; d'Alpiste,Hollande,32.2,161,,livres,32.2,,0
2485,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,143,Graine ; d'ambrette,Hollande,22,22,,livres,22,,0
2486,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Rouen,143,Graine ; d'anis,Hollande,210,600,,livres,210,,0
2487,Jérémy Hervelin,Fonds Gournay - M86,National par direction/Saint-Brieuc/1750.csv,National par direction,1750,Imports,Nantes,143,Graine ; d'asperge,Hollande,50.8,29,,livres,50.8,,0
