dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; essence,Angleterre,1780.2,2967,1888,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; essence,Belgique,1.8,3,1888,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; essence,Etats Sardes,1.8,3,1888,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; essence,Etats-Unis,81,135,1888,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; essence,Suisse,21,35,1888,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; essence,Toscane,2.4,4,1888,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; liquide,Allemagne,1159.2,7728,2177,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; liquide,Autriche,116.55,777,2177,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; liquide,Etats Sardes,0,0,2177,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,163,Résines ; Thérébenthine ; liquide,Suisse,1350.75,9005,2177,Kilo,0.15
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Angleterre,38.4,16,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Belgique,49336.8,20557,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Bourbon,21350.4,8896,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Brésil,3115.2,1298,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Côtes d'Afrique,25212,10505,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Egypte,3487.2,1453,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Etats Sardes,6945.6,2894,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Etats-Unis,51343.2,21393,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Ile Maurice,0,0,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Indes anglaises,104512.8,43547,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Indes françaises,35076,14615,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Indes hollandaises,0,0,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Pays-Bas,4653.6,1939,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Portugal,12439.2,5183,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Prusse,4.8,2,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Sénégal,86.4,36,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,164,Résines ; gomme de Copal,Villes anséatiques,16185.6,6744,333787,Kilo,2.4
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Alger,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Allemagne,18,6,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Angleterre,69,23,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Belgique,123,41,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Bourbon,84,28,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Brésil,7341,2447,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Chili,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Cuba et P.R.,21651,7217,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Deux-Siciles,237,79,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Etats Sardes,17163,5721,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Etats-Unis,8958,2986,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Guatémala,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Martinique,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Mexique,7512,2504,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,N.-Grenade,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Portugal,3030,1010,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,R.de la Plata,13029,4343,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,St Thomas,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Suisse,33,11,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Toscane,228,76,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Venezuela,1362,454,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,168,Salsepareille,Villes anséatiques,0,0,80838,Kilo,3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Alger,29100,970000,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Allemagne,92215.5,3073850,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Angleterre,120,4000,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Autriche,60,2000,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Belgique,21,700,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Deux-Siciles,4440,148000,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Espagne,1095,36500,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Etats Sardes,372166.86,12405562,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Etats barbares,19155,638500,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Etats romains,450,15000,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Grèce,11880,396000,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Suisse,16694.73,556491,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Toscane,1125,37500,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Turquie,96642,3221400,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,142,Sangsues,Villes anséatiques,111,3700,678462,pièce,0.03
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; bruts ou en poudre,Angleterre,3769.6,1178,3770,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Allemagne,13971.2,4366,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Angleterre,56374.4,17617,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Belgique,1424,445,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Pays-Bas,512,160,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Prusse,348.8,109,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Suisse,780.8,244,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,Sels ammoniacaux ; raffinés,Toscane,272,85,74003,Kilo,3.2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de magnésie",Allemagne,367.2,612,876,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de magnésie",Angleterre,250.2,417,876,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de magnésie",Etats Sardes,161.4,269,876,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de magnésie",Pays-Bas,54,90,876,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de magnésie",Toscane,21,35,876,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de magnésie",Villes anséatiques,22.2,37,876,Kilo,0.6
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de soude",Allemagne,154.5,515,858,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de soude",Angleterre,694.5,2315,858,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Imports,207,"Sels, sulfates ; de soude",Etats Sardes,9,30,858,Kilo,0.3
