numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,
786,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Miel,Rennes,Angleterre," 600,00    ",Livres,"0,000","0,00","0,00","0,00",
787,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Pommes,Rennes,Angleterre," 4,00    ",Paniers,"0,000","0,00","0,00","0,00",
788,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Peaux de veau en poil,Rennes,Angleterre," 800,00    ",Nombres,"0,000","0,00","0,00","0,00",
789,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Plumes a lit,Rennes,Angleterre," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
790,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Piere de moulage,Rennes,Angleterre," 150,00    ",Nombres,"0,000","0,00","0,00","0,00",
791,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Raisin,Rennes,Angleterre," 424,00    ",Livres,"0,000","0,00","0,00","0,00",
792,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Savon,Rennes,Angleterre," 2 430,00    ",Livres,"0,000","0,00","0,00","0,00",
793,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de halle,Rennes,Angleterre," 4 080,00    ",Aunes,"0,000","0,00","0,00","0,00",
794,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de Leon,Rennes,Angleterre," 3 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
795,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de Morlaix,Rennes,Angleterre," 66,00    ",Aunes,"0,000","0,00","0,00","0,00",
796,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de laval,Rennes,Angleterre," 18,00    ",Pièces,"0,000","0,00","0,00","0,00",
797,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile de Couti,Rennes,Angleterre," 100,00    ",Aunes,"0,000","0,00","0,00","0,00",
798,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Toile a voile,Rennes,Angleterre," 1 260,00    ",Aunes,"0,000","0,00","0,00","0,00",
799,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Vin d'Espagne,Rennes,Angleterre," 6,00    ",Bariques,"0,000","0,00","0,00","0,00",
800,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,24,1714,Vin de Bordeaux,Rennes,Angleterre," 12,75    ",Tonneaux,"0,000","0,00","0,00","0,00",
801,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Huitre a la daube,Rennes,Hollande," 5,00    ",Bariques,"0,000","0,00","0,00","0,00",
802,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Ris,Rennes,Nord," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
803,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Savon,Rennes,Nord," 2 500,00    ",Livres,"0,000","0,00","0,00","0,00",
804,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Canelle,Rennes,Espagne," 75,00    ",Livres,"0,000","0,00","0,00","0,00",
805,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Gerofle,Rennes,Espagne," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
806,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Muscade,Rennes,Espagne," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
807,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Merain a bariques ; douelles,Rennes,Espagne," 8 000,00    ",Nombres,"0,000","0,00","0,00","0,00",
808,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Poivre,Rennes,Espagne," 2 559,00    ",Livres,"0,000","0,00","0,00","0,00",
809,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Peignes de cornes,Rennes,Espagne," 500,00    ",Livres,"0,000","0,00","0,00","0,00",
810,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Papier,Rennes,Espagne," 250,00    ",Rames,"0,000","0,00","0,00","0,00",
811,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Tabatieres de corne,Rennes,Espagne," 100,00    ",Livres,"0,000","0,00","0,00","0,00",
812,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile de bretagne large,Rennes,Espagne," 400,00    ",Pièces,"0,000","0,00","0,00","0,00",
813,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile de bretagne étroite,Rennes,Espagne," 3 000,00    ",Pièces,"0,000","0,00","0,00","0,00",
814,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile écruë,Rennes,Espagne," 3 006,00    ",Aunes,"0,000","0,00","0,00","0,00",
815,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile de laval,Rennes,Espagne," 3 600,00    ",Aunes,"0,000","0,00","0,00","0,00",
816,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile crée large,Rennes,Espagne," 46 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
817,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile crée gratienne,Rennes,Espagne," 4 800,00    ",Aunes,"0,000","0,00","0,00","0,00",
818,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Toile crée rosconne,Rennes,Espagne," 170 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
819,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Couverture de laine,Rennes,Portugal," 300,00    ",Nombres,"0,000","0,00","0,00","0,00",
820,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Drap écarlatte,Rennes,Portugal," 40,00    ",Aunes,"0,000","0,00","0,00","0,00",
821,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Drap d'Elbeuf,Rennes,Portugal," 100,00    ",Aunes,"0,000","0,00","0,00","0,00",
822,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Drap de Berri,Rennes,Portugal," 1 024,00    ",Aunes,"0,000","0,00","0,00","0,00",
823,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Dauphine,Rennes,Portugal," 3 860,00    ",Aunes,"0,000","0,00","0,00","0,00",
824,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Damas cramoisi,Rennes,Portugal," 48,00    ",Aunes,"0,000","0,00","0,00","0,00",
825,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Damas jaune,Rennes,Portugal," 77,00    ",Aunes,"0,000","0,00","0,00","0,00",
826,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Damas vert,Rennes,Portugal," 40,00    ",Aunes,"0,000","0,00","0,00","0,00",
827,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Eau de vie,Rennes,Portugal," 3,25    ",Tonneaux,"0,000","0,00","0,00","0,00",
828,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Farine,Rennes,Portugal," 6 000,00    ",Livres,"0,000","0,00","0,00","0,00",
829,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Galon d'or fin,Rennes,Portugal," 18,00    ",Marcs,"0,000","0,00","0,00","0,00",
830,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Galon d'argent fin,Rennes,Portugal," 18,00    ",Marcs,"0,000","0,00","0,00","0,00",
831,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Lard,Rennes,Portugal," 10 400,00    ",Livres,"0,000","0,00","0,00","0,00",
832,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,25,1714,Panne de velour sur soie,Rennes,Portugal," 40,00    ",Aunes,"0,000","0,00","0,00","0,00",
833,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Ras de maroc,Rennes,Portugal," 4 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
834,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Rubans picard,Rennes,Portugal," 400,00    ",Pièces,"0,000","0,00","0,00","0,00",
835,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Tafetas a la bonne femme,Rennes,Portugal," 1 300,00    ",Aunes,"0,000","0,00","0,00","0,00",
836,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Triomphante,Rennes,Portugal," 1 660,00    ",Aunes,"0,000","0,00","0,00","0,00",
837,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de batiste,Rennes,Portugal," 100,00    ",Pièces,"0,000","0,00","0,00","0,00",
838,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de cambray,Rennes,Portugal," 100,00    ",Pièces,"0,000","0,00","0,00","0,00",
839,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de Bretagne,Rennes,Portugal," 1 500,00    ",Pièces,"0,000","0,00","0,00","0,00",
840,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile cholet,Rennes,Portugal," 88,00    ",Pièces,"0,000","0,00","0,00","0,00",
841,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile haut brin de Dinant,Rennes,Portugal," 1 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
842,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de Rouën,Rennes,Portugal," 3 000,00    ",Aunes,"0,000","0,00","0,00","0,00",
843,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Venitiennes,Rennes,Portugal," 240,00    ",Aunes,"0,000","0,00","0,00","0,00",
844,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Acier,Rennes,Barbarie dans l'Ocean," 4 000,00    ",Livres,"0,000","0,00","0,00","0,00",
845,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Fer en barres,Rennes,Barbarie dans l'Ocean," 12 800,00    ",Livres,"0,000","0,00","0,00","0,00",
846,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Papier,Rennes,Barbarie dans l'Ocean," 600,00    ",Rames,"0,000","0,00","0,00","0,00",
847,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de Rouën,Rennes,Barbarie dans l'Ocean," 500,00    ",Aunes,"0,000","0,00","0,00","0,00",
848,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Chataignes,Rennes,Angleterre," 9 000,00    ",Nombres,"0,000","0,00","0,00","0,00",
849,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Fil de Rennes,Rennes,Angleterre," 406,00    ",Livres,"0,000","0,00","0,00","0,00",
850,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Huitres a la daube,Rennes,Angleterre," 24,00    ",Barils,"0,000","0,00","0,00","0,00",
851,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Miel,Rennes,Angleterre," 2 050,00    ",Livres,"0,000","0,00","0,00","0,00",
852,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Poires,Rennes,Angleterre," 6,00    ",Paniers,"0,000","0,00","0,00","0,00",
853,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Pommes,Rennes,Angleterre," 24,00    ",Bariques,"0,000","0,00","0,00","0,00",
854,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Plumes a lit,Rennes,Angleterre," 250,00    ",Livres,"0,000","0,00","0,00","0,00",
855,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Savon,Rennes,Angleterre," 6 140,00    ",Livres,"0,000","0,00","0,00","0,00",
856,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de halle,Rennes,Angleterre," 6 320,00    ",Aunes,"0,000","0,00","0,00","0,00",
857,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile d'olonne,Rennes,Angleterre," 1 700,00    ",Aunes,"0,000","0,00","0,00","0,00",
858,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de Leon,Rennes,Angleterre," 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
859,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Toile de Couti,Rennes,Angleterre," 10,00    ",Aunes,"0,000","0,00","0,00","0,00",
860,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Vin de Bordeaux,Rennes,Angleterre," 5,00    ",Tonneaux,"0,000","0,00","0,00","0,00",
861,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,26,1714,Voile de vaisseaux ; grandes,Rennes,Angleterre," 4,00    ",Nombres,"0,000","0,00","0,00","0,00",
862,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Bas de soie,Rennes,Hollande," 120,00    ",Paires,"0,000","0,00","0,00","0,00",
863,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Crin de cheval,Rennes,Hollande," 600,00    ",Livres,"0,000","0,00","0,00","0,00",
864,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Damas,Rennes,Hollande," 12,00    ",Pièces,"0,000","0,00","0,00","0,00",
865,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Graine de lin,Rennes,Hollande," 510,00    ",Boisseaux,"0,000","0,00","0,00","0,00",
866,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Grisette,Rennes,Hollande," 6,00    ",Pièces,"0,000","0,00","0,00","0,00",
867,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Indigo,Rennes,Hollande," 15 315,00    ",Livres,"0,000","0,00","0,00","0,00",
868,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Lit complet de satin brodé,Rennes,Hollande," 2,00    ",Nombres,"0,000","0,00","0,00","0,00",
869,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Lampas,Rennes,Hollande," 6,00    ",Pièces,"0,000","0,00","0,00","0,00",
870,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Miel,Rennes,Hollande," 1 000,00    ",Livres,"0,000","0,00","0,00","0,00",
871,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Mouchoirs de soie,Rennes,Hollande," 100,00    ",Nombres,"0,000","0,00","0,00","0,00",
872,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Pekin,Rennes,Hollande," 134,00    ",Pièces,"0,000","0,00","0,00","0,00",
873,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Peaux de veau en poil,Rennes,Hollande," 1 000,00    ",Nombres,"0,000","0,00","0,00","0,00",Pas le même prix original/copie
874,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Soie a coudre,Rennes,Hollande," 32,50    ",Livres,"0,000","0,00","0,00","0,00",
875,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Thé,Rennes,Hollande," 133,00    ",Livres,"0,000","0,00","0,00","0,00",
876,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Tabac,Rennes,Hollande," 6 900,00    ",Livres,"0,000","0,00","0,00","0,00",
877,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Vieus-oin,Rennes,Hollande," 300,00    ",Livres,"0,000","0,00","0,00","0,00",
878,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Azur,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 600,00    ",Livres,"0,000","0,00","0,00","0,00",
879,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Acier,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 600,00    ",Livres,"0,000","0,00","0,00","0,00",
880,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Bas de soie pour homme,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 306,00    ",Paires,"0,000","0,00","0,00","0,00",
881,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Bas de soie pour femme,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 250,00    ",Paires,"0,000","0,00","0,00","0,00",
882,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Bas de fil,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 150,00    ",Douzaines,"0,000","0,00","0,00","0,00",
883,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Bray,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 5,00    ",Barils,"0,000","0,00","0,00","0,00",
884,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Canelle,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 792,00    ",Livres,"0,000","0,00","0,00","0,00",
885,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Cire blanche,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 27 187,00    ",Livres,"0,000","0,00","0,00","0,00",Pas la même quantité original/copie
886,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Camelot de France,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 400,00    ",Aunes,"0,000","0,00","0,00","0,00",
887,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Camelot de Doüay,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 964,00    ",Aunes,"0,000","0,00","0,00","0,00",
888,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Chapeaux de castor,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 050,00    ",Nombres,"0,000","0,00","0,00","0,00",
889,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Chaussettes,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 25,00    ",Douzaines,"0,000","0,00","0,00","0,00",
890,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Couvertures de toile peinte,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1,00    ",Nombres,"0,000","0,00","0,00","0,00",Mesure d'origine livre
891,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Couteaux communs,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 1 181,00    ",Douzaines,"0,000","0,00","0,00","0,00",
892,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Cable de 12 pouces de grosseur,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 5,00    ",Nombres,"0,000","0,00","0,00","0,00",
893,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Carreaux de terre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 30 000,00    ",Nombres,"0,000","0,00","0,00","0,00",
894,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Dentelles de gisors,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 168,00    ",Pièces,"0,000","0,00","0,00","0,00",
895,Anthony Rebours,AD44_C706,Local/Rennes/Rennes – Sorties – 1714.csv,Local,Exports,27,1714,Dentelle du havre,Rennes,"Espagne, les Canaries et les Indes Occidentales"," 40,00    ",Cartons,"0,000","0,00","0,00","0,00",
