numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_2,remarks,doubleaccounts
1334,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Passementerie,Empire d'Autriche,14400,,56900,,0
1335,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Royaume d'Espagne,426900,,3127700,,0
1336,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Hollande,3600,,3127700,,0
1337,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Etats d'Allemagne,51300,,3127700,,0
1338,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,République de suisse,466700,,3127700,,0
1339,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Etats-Unis d'Amérique,1100,,3127700,,0
1340,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Villes anséatiques,137900,,3127700,,0
1341,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Royaume de Suede,1000,,3127700,,0
1342,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Peaux et pelleteries,Milanes et toscane,59000,,3127700,,0
1343,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Royaume de Genes,15900,,3127700,,0
1344,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Empire ottoman et barbarie,33100,,3127700,,0
1345,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Royaume de Naples,29500,,3127700,,0
1346,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Royaume de sardaigne,300000,,3127700,,0
1347,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Empire d'Autriche,36300,,3127700,,0
1348,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Royaume de Portugal,1097600,,3127700,,0
1349,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,Angleterre,108700,,3127700,,0
1350,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Peaux et pelleteries,"Colonies francaises en Amérique,Asie et afrique",359100,,3127700,,0
1351,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Royaume d'Espagne,229800,,1728700,,0
1352,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Hollande,187400,,1728700,,0
1353,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Royaume de Prusse,27000,,1728700,,0
1354,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Etats d'Allemagne,2400,,1728700,,0
1355,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,République de suisse,59700,,1728700,,0
1356,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Etats-Unis d'Amérique,11000,,1728700,,0
1357,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Villes anséatiques,224500,,1728700,,0
1358,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Royaume de Danemarck,17700,,1728700,,0
1359,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Royaume de Suede,18600,,1728700,,0
1360,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers à écrire,Milanes et toscane,1500,,1728700,,0
1361,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Royaume de Genes,1400,,1728700,,0
1362,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Empire ottoman et barbarie,207900,,1728700,,0
1363,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Royaume de Naples,1000,,1728700,,0
1364,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Royaume de sardaigne,28500,,1728700,,0
1365,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Empire d'Autriche,32200,,1728700,,0
1366,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Empire de Russie,91200,,1728700,,0
1367,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Royaume de Portugal,171900,,1728700,,0
1368,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Etats de Rome,5100,,1728700,,0
1369,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,Angleterre,67400,,1728700,,0
1370,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers à écrire,"Colonies francaises en Amérique,Asie et afrique",342500,,1728700,,0
1371,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers pour tenture,Royaume d'Espagne,75800,,256800,,0
1372,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers pour tenture,Hollande,8800,,256800,,0
1373,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers pour tenture,Royaume de Prusse,9500,,256800,,0
1374,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers pour tenture,Etats d'Allemagne,14300,,256800,,0
1375,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers pour tenture,République de suisse,19000,,256800,,0
1376,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Papiers pour tenture,Etats-Unis d'Amérique,1000,,256800,,0
1377,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Royaume de Genes,2900,,256800,,0
1378,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Royaume de Naples,1700,,256800,,0
1379,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Royaume de sardaigne,40900,,256800,,0
1380,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Empire d'Autriche,21000,,256800,,0
1381,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Empire de Russie,10900,,256800,,0
1382,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Royaume de Portugal,2000,,256800,,0
1383,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,Angleterre,7200,,256800,,0
1384,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Papiers pour tenture,"Colonies francaises en Amérique,Asie et afrique",41800,,256800,,0
1385,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Poudre à tirer,"Colonies francaises en Amérique,Asie et afrique",544100,,544100,,0
1386,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Jeux de voiles,"Colonies francaises en Amérique,Asie et afrique",1590000,,1590000,,0
1387,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Royaume d'Espagne,196100,,3840400,le total devrait être,0
1388,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Hollande,169600,,3840400,,0
1389,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Royaume de Prusse,11000,,3840400,,0
1390,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Etats d'Allemagne,84000,,3840400,,0
1391,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,République de suisse,126800,,3840400,,0
1392,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Etats-Unis d'Amérique,255300,,3840400,,0
1393,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Villes anséatiques,15000,,3840400,,0
1394,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Royaume de Danemarck,37300,,3840400,,0
1395,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Royaume de Suede,24600,,3840400,,0
1396,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,11,///Industrie générale///Articles d'industrie réunis,Milanes et toscane,83100,,3840400,,0
1397,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Royaume de Genes,63700,,3840400,,0
1398,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Empire ottoman et barbarie,335600,,3840400,,0
1399,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Royaume de Naples,4500,,3840400,,0
1400,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Royaume de sardaigne,167100,,3840400,,0
1401,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Empire d'Autriche,528800,,3840400,,0
1402,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Empire de Russie,62200,,3840400,,0
1403,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Royaume de Portugal,8700,,3840400,,0
1404,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Etats de Rome,2200,,3840400,,0
1405,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,Angleterre,172300,,3840400,,0
1406,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,12,///Industrie générale///Articles d'industrie réunis,"Colonies francaises en Amérique,Asie et afrique",1502500,,3840400,,0
1407,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Quinquina,Hollande,3100,,9100,,0
1408,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Quinquina,République de suisse,2100,,9100,,0
1409,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Quinquina,Royaume de Naples,3900,,9100,,0
1410,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Safran,Hollande,13500,,268700,,0
1411,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Safran,Etats d'Allemagne,32000,,268700,,0
1412,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Safran,République de suisse,40700,,268700,,0
1413,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Safran,Royaume de Danemarck,6400,,268700,,0
1414,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Safran,Royaume de Suede,39600,,268700,,0
1415,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Safran,Royaume de sardaigne,25300,,268700,,0
1416,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Safran,Empire d'Autriche,103400,,268700,,0
1417,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Safran,Angleterre,1600,,268700,,0
1418,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Safran,"Colonies francaises en Amérique,Asie et afrique",6200,,268700,,0
1419,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Royaume d'Espagne,157000,,1076800,,0
1420,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Hollande,32600,,1076800,,0
1421,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Etats d'Allemagne,24200,,1076800,,0
1422,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,République de suisse,129500,,1076800,,0
1423,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Villes anséatiques,28100,,1076800,,0
1424,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Royaume de Danemarck,4800,,1076800,,0
1425,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Royaume de Suede,4600,,1076800,,0
1426,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues médicinales///Drogues médicinales réunies,Milanes et toscane,59300,,1076800,,0
1427,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Republique de Genes,68700,,1076800,,0
1428,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Empire ottoman et barbarie,7500,,1076800,,0
1429,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Royaume de Naples,7000,,1076800,,0
1430,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Royaume de sardaigne,27000,,1076800,,0
1431,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Empire d'Autriche,58900,,1076800,,0
1432,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Empire de Russie,5000,,1076800,,0
1433,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Etats de Rome,4600,,1076800,,0
1434,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,Angleterre,62800,,1076800,,0
1435,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,République de VENISE,9000,,1076800,,0
1436,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,14,///Drogues médicinales///Drogues médicinales réunies,"Colonies francaises en Amérique,Asie et afrique",386200,,1076800,,0
1437,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues diverses///Gommes diverses,Royaume d'Espagne,33300,,1092600,,0
1438,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues diverses///Gommes diverses,Hollande,157200,,1092600,,0
1439,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1787.csv,Résumé,1787,Exports,13,///Drogues diverses///Gommes diverses,Etats d'Allemagne,1000,,1092600,,0
