numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts,remarks
1195,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Horlogerie,"Angleterre, en vertu de licences",330500,0,
1196,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Librairie,"Angleterre, en vertu de licences",23323600,0,
1197,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Mercerie,"Angleterre, en vertu de licences",53200,0,
1198,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Meubles et glaces,"Angleterre, en vertu de licences",39700,0,
1199,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de bois,"Angleterre, en vertu de licences",25600,0,
1200,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuir,"Angleterre, en vertu de licences",60200,0,
1201,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de cuivre doré et argenté,"Angleterre, en vertu de licences",4377300,0,
1202,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de marbre,"Angleterre, en vertu de licences",99100,0,
1203,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Ouvrages de modes et fleurs artificielles,"Angleterre, en vertu de licences",306500,0,
1204,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Papeterie,"Angleterre, en vertu de licences",3840200,0,
1205,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parasols,"Angleterre, en vertu de licences",12500,0,
1206,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Peaux et pelleterie,"Angleterre, en vertu de licences",148700,0,
1207,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Parfumerie,"Angleterre, en vertu de licences",237300,0,
1208,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Pierres et meules,"Angleterre, en vertu de licences",9100,0,
1209,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Porcelaines,"Angleterre, en vertu de licences",9269200,0,
1210,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quincaillerie,"Angleterre, en vertu de licences",148900,0,
1211,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Tableaux et estampes,"Angleterre, en vertu de licences",158000,0,
1212,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Verrerie,"Angleterre, en vertu de licences",178900,0,
1213,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis,"Angleterre, en vertu de licences",57700,0,
1214,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume d'Espagne,2100,0,
1215,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Crème de tartre,Royaume d'Espagne,2600,0,
1216,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume d'Espagne,106700,0,
1217,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Royaume d'Espagne,300,0,
1218,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Royaume d'Espagne,1900,0,
1219,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Royaume d'Espagne,10600,0,
1220,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Royaume d'Espagne,1100,0,
1221,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume de Prusse,200,0,
1222,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Safran,Royaume de Prusse,1800,0,
1223,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Royaume de Prusse,2600,0,
1224,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Etats de l'Allemagne,303200,0,
1225,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,Etats de l'Allemagne,200,0,
1226,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Camphre,Etats de l'Allemagne,130600,0,
1227,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Crème de tartre,Etats de l'Allemagne,7700,0,
1228,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quinquina,Etats de l'Allemagne,35300,0,
1229,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Safran,Etats de l'Allemagne,227300,0,
1230,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Etats de l'Allemagne,33100,0,
1231,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Etats de l'Allemagne,39000,0,
1232,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,Etats de l'Allemagne,84400,0,
1233,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Etats de l'Allemagne,45500,0,
1234,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Etats de l'Allemagne,109400,0,
1235,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Etats de l'Allemagne,36900,0,
1236,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,République de Suisse,28600,0,
1237,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,République de Suisse,700,0,
1238,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Camphre,République de Suisse,3400,0,
1239,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quinquina,République de Suisse,9100,0,
1240,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Safran,République de Suisse,122300,0,
1241,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,République de Suisse,49000,0,
1242,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,République de Suisse,12000,0,
1243,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,République de Suisse,119600,0,
1244,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,République de Suisse,71700,0,
1245,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",République de Suisse,58400,0,
1246,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,République de Suisse,6500,0,
1247,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Etats-Unis de l'Amérique,38400,0,
1248,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,Etats-Unis de l'Amérique,117800,0,
1249,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Crème de tartre,Etats-Unis de l'Amérique,33200,0,
1250,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Etats-Unis de l'Amérique,1900,0,
1251,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Etats-Unis de l'Amérique,10300,0,
1252,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Etats-Unis de l'Amérique,600,0,
1253,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Etats-Unis de l'Amérique,17000,0,
1254,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Villes Anséatiques et Hollande,13200,0,
1255,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Camphre,Villes Anséatiques et Hollande,1200,0,
1256,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quinquina,Villes Anséatiques et Hollande,1500,0,
1257,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Safran,Villes Anséatiques et Hollande,7900,0,
1258,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Villes Anséatiques et Hollande,37800,0,
1259,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Villes Anséatiques et Hollande,7500,0,
1260,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,Villes Anséatiques et Hollande,1600,0,
1261,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Villes Anséatiques et Hollande,4100,0,
1262,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Villes Anséatiques et Hollande,5000,0,
1263,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Villes Anséatiques et Hollande,7200,0,
1264,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume de Danemarck,45100,0,
1265,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,Royaume de Danemarck,5500,0,
1266,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Camphre,Royaume de Danemarck,4100,0,
1267,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Safran,Royaume de Danemarck,300,0,
1268,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume de Danemarck,187900,0,
1269,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Royaume de Danemarck,54500,0,
1270,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,Royaume de Danemarck,2100,0,
1271,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Royaume de Danemarck,18800,0,
1272,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Royaume de Danemarck,10000,0,
1273,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume d'italie,42600,0,
1274,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,Royaume d'italie,1100,0,
1275,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Camphre,Royaume d'italie,500,0,
1276,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quinquina,Royaume d'italie,30100,0,
1277,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Safran,Royaume d'italie,4400,0,
1278,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume d'italie,60400,0,
1279,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Royaume d'italie,14700,0,
1280,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,Royaume d'italie,9900,0,
1281,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Royaume d'italie,15000,0,
1282,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Royaume d'italie,62400,0,
1283,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Royaume d'italie,19800,0,
1284,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Empire Ottoman et Barbarie,18600,0,
1285,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Crème de tartre,Empire Ottoman et Barbarie,1600,0,
1286,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Empire Ottoman et Barbarie,25000,0,
1287,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Empire Ottoman et Barbarie,800,0,
1288,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Empire Ottoman et Barbarie,16000,0,
1289,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume de Naples,140500,0,
1290,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Crème de tartre,Royaume de Naples,1500,0,
1291,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quinquina,Royaume de Naples,203900,0,
1292,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Royaume de Naples,16400,0,
1293,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Royaume de Naples,2200,0,
1294,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,Royaume de Naples,5300,0,
1295,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Royaume de Naples,11000,0,
1296,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Royaume de Naples,26900,0,
1297,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Royaume de Naples,44300,0,
1298,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Empire d'Autriche,1600,0,
1299,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,Empire d'Autriche,,0,
1300,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Quinquina,Empire d'Autriche,,0,
1301,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,Empire d'Autriche,,0,
1302,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,Empire d'Autriche,,0,
1303,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Gommes diverses,Empire d'Autriche,15300,0,
1304,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,Empire d'Autriche,,0,
1305,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,"Vitriol, huile et acide vitriolique",Empire d'Autriche,,0,
1306,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,Empire d'Autriche,,0,
1307,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Drogues diverses,"Angleterre, en vertu de licences",159900,0,
1308,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Antimoine,"Angleterre, en vertu de licences",2200,0,
1309,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Crème de tartre,"Angleterre, en vertu de licences",81300,0,
1310,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Essence et huile de térébenthine,"Angleterre, en vertu de licences",308300,0,
1311,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Sels chimiques,"Angleterre, en vertu de licences",6000,0,
1312,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Exports,Articles réunis de peu de valeur,"Angleterre, en vertu de licences",136500,0,
1,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Fruits frais, citrons et oranges",Royaume d'Espagne,23000,0,
2,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Fruits secs,Royaume d'Espagne,4200,0,
3,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Légumes,Royaume d'Espagne,14300,0,
4,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Miel,Royaume d'Espagne,13400,0,
5,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Poissons frais et salés,Royaume d'Espagne,34100,0,
6,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Poissons morue et stockfisch,Royaume d'Espagne,504400,0,
7,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Poissons anchois,Royaume d'Espagne,264100,0,
8,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Provisions de bouche,Royaume d'Espagne,3500,0,
9,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Vins et eaux-de-vie,Royaume d'Espagne,6000,0,
10,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Café,Royaume d'Espagne,168000,0,
11,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Sucre,Royaume d'Espagne,364700,0,
12,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Poivre et piments,Royaume d'Espagne,10000,0,
13,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Coton,Royaume d'Espagne,1382600,0,
14,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Laines diverses,Royaume d'Espagne,4688500,0,
15,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,"Poil de chèvre, lièvre et lapin",Royaume d'Espagne,1500,0,
16,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Soies,Royaume de Prusse,13800,0,
17,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Bestiaux,Etats de l'Allemagne,3829300,0,
18,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Beurre,Etats de l'Allemagne,78800,0,
19,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,Blé,Etats de l'Allemagne,430600,0,
20,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1813.csv,Résumé,1813,Imports,chairs salées,Etats de l'Allemagne,247500,0,
