numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value,remarks
381,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Indigo,17000,
382,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Sardaigne,Verdet,1000,
383,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Vins de Bordeaux,53000,
384,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Vins de liqueurs,1000,
385,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Fruits divers,44000,
386,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Sel,40000,
387,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Provisions de bouche réunies,16000,
388,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Tabacs,26000,
389,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Empire de Russie,Articles réunis,18000,
390,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Eaux-de-vie,227000,
391,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Vins divers,16000,
392,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Chairs salées,141000,
393,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Beurre,1046000,
394,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Provisions de bouche réunies,5000,
395,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Coton,1000,
396,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Articles réunis,8000,
397,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Cuirs apprêtés,247000,
398,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Tabacs,12000,
399,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Articles réunis,6000,
400,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Portugal,Verdet,2000,
401,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Graines de jardin,5000,
402,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Articles réunis,1000,
403,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Angleterre,Cochenille,12000,
404,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Eaux-de-vie,3000,
405,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Vins divers,54000,
406,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Vins de liqueurs,1000,
407,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Provisions de bouche réunies,7000,
408,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Liqueurs,4000,
409,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Sirops,11000,
410,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Café,23000,
411,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Articles réunis,5000,
412,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Bois divers,7000,
413,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Cuirs apprêtés,196000,
414,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Tabacs,4000,
415,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Articles réunis,3000,
416,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Cochenille,9000,
417,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Garance,3000,
418,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Indigo,15000,
419,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Verdet,23000,
420,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Milanes et Toscane,Drogues réunies,8000,
421,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Eaux-de-vie,1800000,
422,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Vins divers,7289000,
423,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Vins de liqueurs,66000,
424,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Huile d'olive,27000,
425,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,"Bestiaux en bœufs, vaches, porcs et moutons",9000,
426,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Blé,1191000,
427,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Farine,242000,
428,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Chairs salées,6000,
429,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Fromages,160000,
430,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Légumes,19000,
431,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Fruits divers,367000,
432,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Poissons de toute sorte,111000,
433,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Miel,12000,
434,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Sel,460000,
435,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Provisions de bouche réunies,88000,
436,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Liqueurs,95000,
437,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Sirops,87000,
438,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Cacao,16000,
439,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Café,249000,
440,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Sucre,19000,
441,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Epiceries,6000,
442,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Cannelle,54000,
443,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Girofle,2000,
444,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Coton,4000,
445,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Fil,16000,
446,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Laine,12000,
447,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Articles réunis,62000,
448,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Bois divers,54000,
449,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Cires jaune et blanche,33000,
450,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Cuirs apprêtés,2521000,
451,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Tabacs,93000,
452,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Articles réunis,24000,
453,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Alun,31000,
454,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Cochenille,1176000,
455,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Garance,10000,
456,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Indigo,426000,
457,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Rocou,45000,
458,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Verdet,238000,
459,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,République de Génes,Drogues réunies,48000,
460,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Mules et mulets,1902000,
461,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Cuivre,85000,
462,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Fers,351000,
463,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Autres métaux,153000,
464,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Bonneteries diverses,793000,
465,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Bonneteries de soie,2270000,
466,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Chapellerie,154000,
467,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Dentelles,116000,
468,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Draperies,849000,
469,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Etoffes diverses,37000,
470,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Etoffes de coton,238000,
471,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Etoffes de laine,3741000,
472,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Etoffes de soie,2262000,
473,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Etoffes mélangées de ces matières,654000,
474,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Etoffes riches,19000,
475,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,"Gazes, crèpes et mouchoirs de soie",138000,
476,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Mouchoirs divers en fil et coton,1012000,
477,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Rubannerie de soie,640000,
478,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Rubannerie ordinaire,61000,
479,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Toiles de lin et de chanvre,16459000,
480,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Toiles de coton,2685000,
481,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Toiles de fil et coton,27000,
482,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Mousselines,134000,
483,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Objets manufacturés réunis,15000,
484,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Merceries,1727000,
485,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Gants de peau,56000,
486,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Habillemens et lingerie,57000,
487,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Faïence et poterie,32000,
488,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Horlogerie,173000,
489,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Meubles et glaces,11000,
490,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Tableaux et estampes,30000,
491,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Quincaillerie,626000,
492,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Parfumerie,8000,
493,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Savons,5000,
494,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Verrerie,84000,
495,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Porcelaine,1000,
496,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Bijouterie,135000,
497,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Dorures fines,94000,
498,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Librairie,86000,
499,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Ouvrages de cuir en cordonnerie et sellerie,9000,
500,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Ouvrages divers en bois,6000,
501,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Ouvrages de cuivre doré et argenté,18000,
502,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Ouvrages de modes et fleurs artificielles,38000,
503,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Passementerie,46000,
504,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Peaux et pelleteries,205000,
505,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Papiers à écrire,191000,
506,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Papiers pour tenture,26000,
507,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Armes,6000,
508,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume d'Espagne,Articles d'industrie réunis,279000,
509,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Cuivre,576000,
510,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Fers,872000,
511,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Autres métaux,56000,
512,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Bonneteries diverses,1289000,
513,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Bonneteries de soie,34000,
514,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Chapellerie,270000,
515,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Dentelles,1622000,
516,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Draperies,83000,
517,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Etoffes diverses,378000,
518,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Etoffes de coton,3000,
519,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Etoffes de laine,879000,
520,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Etoffes de soie,2203000,
521,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Etoffes mélangées de ces matières,492000,
522,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,"Gazes, crèpes et mouchoirs de soie",16000,
523,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Mouchoirs divers en fil et coton,8000,
524,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Rubannerie de soie,106000,
525,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Rubannerie ordinaire,55000,
526,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Toiles de lin et de chanvre,10241000,
527,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Toiles de coton,1086000,
528,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Toiles de fil et coton,1267000,
529,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Mousselines,6000,
530,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Objets manufacturés réunis,18000,
531,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An 9.csv,Résumé,An 9,Exportations,Royaume de Hollande,Merceries,554000,
