numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,doubleaccounts
994,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,7,///Articles réunis///D'une valeur moindre de 2000 francs chacun,Angleterre,253400,3223300,0
995,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,7,///Articles réunis///D'une valeur moindre de 2000 francs chacun,République de Venise,59400,3223300,0
996,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Exports,7,///Articles réunis///D'une valeur moindre de 2000 francs chacun,"Colonies francaises en Asie,Afrique en Amérique",199000,3223300,0
1,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Royaume d'Espagne,32000,9419600,0
2,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Hollande,697100,9419600,0
3,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Royaume de Prusse,225400,9419600,0
4,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Etats d'Allemagne,11900,9419600,0
5,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Villes anséatique,567300,9419600,0
6,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Royaume de Danemarck,98100,9419600,0
7,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Royaume de suede,49900,9419600,0
8,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Milane et toscane,241000,9419600,0
9,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",République de Genes,185000,9419600,0
10,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Blé et autres grains, comestibles",Empire ottoman et barbarie,2832300,9419600,0
11,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Blé et autres grains, comestibles",Royaume de naples,2131800,9419600,0
12,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Blé et autres grains, comestibles",Royaume de Sardaigne,370700,9419600,0
13,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Blé et autres grains, comestibles",Empire d'Autriche,579400,9419600,0
14,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Blé et autres grains, comestibles",Etats de Rome,393200,9419600,0
15,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Blé et autres grains, comestibles",Angleterre,892500,9419600,0
16,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Blé et autres grains, comestibles",République de Venise,112000,9419600,0
17,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Riz,Royaume d'Espagne,10500,1901400,0
18,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Riz,Etats-Unis d'amérique,180300,1901400,0
19,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Riz,Milane et toscane,17800,1901400,0
20,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Riz,République de Genes,294200,1901400,0
21,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Riz,Royaume de Sardaigne,944100,1901400,0
22,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Riz,Empire d'Autriche,50600,1901400,0
23,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Riz,Angleterre,393300,1901400,0
24,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Riz,"Colonies francaises en Asie,Afrique en Amérique",10600,1901400,0
25,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Farine et biscuit de mer,Royaume d'Espagne,11400,828200,0
26,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Farine et biscuit de mer,Hollande,9400,828200,0
27,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Farine et biscuit de mer,Etats-Unis d'amérique,41900,828200,0
28,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Farine et biscuit de mer,Villes anséatique,17800,828200,0
29,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Farine et biscuit de mer,Milane et toscane,23500,828200,0
30,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Farine et biscuit de mer,Empire d'Autriche,97500,828200,0
31,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Farine et biscuit de mer,Angleterre,626700,828200,0
32,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,Royaume d'Espagne,27700,1196800,0
33,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,Hollande,673300,1196800,0
34,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,Villes anséatique,103100,1196800,0
35,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,Royaume de Danemarck,16300,1196800,0
36,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,Milane et toscane,33400,1196800,0
37,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,République de Genes,18700,1196800,0
38,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Légumes,Empire ottoman et barbarie,153800,1196800,0
39,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Légumes,Royaume de naples,44200,1196800,0
40,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Légumes,Royaume de Sardaigne,18600,1196800,0
41,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Légumes,Etats de Rome,24800,1196800,0
42,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Légumes,Angleterre,82900,1196800,0
43,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Royaume d'Espagne,100600,6408700,0
44,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Etats d'Allemagne,620800,6408700,0
45,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",République de suisse,177500,6408700,0
46,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Royaume de Sardaigne,929500,6408700,0
47,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons",Empire d'Autriche,4580300,6408700,0
48,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Chairs salées,Hollande,86400,3813400,0
49,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Chairs salées,Etats d'Allemagne,10300,3813400,0
50,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Chairs salées,Etats-Unis d'amérique,94800,3813400,0
51,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Chairs salées,Angleterre,3621900,3813400,0
52,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Fromage,Hollande,2594500,4147400,0
53,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Fromage,République de suisse,1386900,4147400,0
54,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Fromage,Villes anséatique,9900,4147400,0
55,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Fromage,République de Genes,15200,4147400,0
56,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Fromage,Royaume de Sardaigne,124000,4147400,0
57,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Fromage,Angleterre,16900,4147400,0
58,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Poissons de toute sorte,Royaume d'Espagne,1037400,2760600,0
59,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Poissons de toute sorte,Hollande,238200,2760600,0
60,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Poissons de toute sorte,Etats-Unis d'amérique,185800,2760600,0
61,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Poissons de toute sorte,Royaume de Danemarck,296000,2760600,0
62,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Poissons de toute sorte,Royaume de suede,76600,2760600,0
63,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Poissons de toute sorte,République de Genes,119500,2760600,0
64,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Poissons de toute sorte,Royaume de naples,61400,2760600,0
65,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Poissons de toute sorte,Royaume de Sardaigne,297900,2760600,0
66,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Poissons de toute sorte,Empire d'Autriche,158300,2760600,0
67,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Poissons de toute sorte,Empire de Russie,38200,2760600,0
68,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Poissons de toute sorte,Angleterre,251300,2760600,0
69,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Huile d'olive,Royaume d'Espagne,4238900,6377700,0
70,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Huile d'olive,Etats-Unis d'amérique,18300,6377700,0
71,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Huile d'olive,Milane et toscane,10900,6377700,0
72,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Huile d'olive,République de Genes,1876100,6377700,0
73,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Huile d'olive,Empire d'Autriche,67000,6377700,0
74,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Huile d'olive,Royaume de Portugal,166500,6377700,0
75,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Royaume d'Espagne,506600,1547300,0
76,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Hollande,50200,1547300,0
77,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Milane et toscane,66200,1547300,0
78,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits verts, en oranges et citrons.",République de Genes,394300,1547300,0
79,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits verts, en oranges et citrons.",Empire ottoman et barbarie,17100,1547300,0
80,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits verts, en oranges et citrons.",Royaume de Sardaigne,227500,1547300,0
81,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits verts, en oranges et citrons.",Royaume de Portugal,285400,1547300,0
82,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume d'Espagne,185500,947100,0
83,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Milane et toscane,46700,947100,0
84,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",République de Genes,39900,947100,0
85,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Empire ottoman et barbarie,111800,947100,0
86,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume de naples,322200,947100,0
87,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume de Sardaigne,46500,947100,0
88,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Empire d'Autriche,17200,947100,0
89,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Royaume de Portugal,92500,947100,0
90,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins",Angleterre,20600,947100,0
91,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,"1///Subsistances///Fruits secs, en amandes ,figues et raisins","Colonies francaises en Asie,Afrique en Amérique",64200,947100,0
92,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Vins,Royaume d'Espagne,791400,870600,0
93,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Vins,Hollande,10100,870600,0
94,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Vins,"Colonies francaises en Asie,Afrique en Amérique",69100,870600,0
95,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Eaux-de-vie,Royaume d'Espagne,4581300,7114600,0
96,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,1///Subsistances///Eaux-de-vie,Hollande,1884600,7114600,0
97,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Eaux-de-vie,Empire d'Autriche,134500,7114600,0
98,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,10,1///Subsistances///Eaux-de-vie,Royaume de Portugal,514200,7114600,0
99,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",Royaume d'Espagne,38900,4679000,0
100,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",Hollande,425700,4679000,0
101,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",République de suisse,11700,4679000,0
102,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",Etats-Unis d'amérique,23100,4679000,0
103,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",Villes anséatique,45500,4679000,0
104,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",Royaume de Danemarck,69900,4679000,0
105,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1788.csv,Résumé,1788,Imports,9,"1///Subsistances///Provisions diverses,principalement en beurre",Milane et toscane,18900,4679000,0
