numrodeligne,datantryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
1042,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Chapellerie en paille et sparterie,3600
1043,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Dentelles de fil et tulles,87400
1044,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Dentelles de soie dite blonde,5000
1045,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Rubanerie ord.re (celle en dorure fine et de soie exceptée),5900
1046,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Cotonnades ; bonneterie,39000
1047,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Cotonnades ; couvertures,15800
1048,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Cotonnades ; draps, étoffes de toute sorte",282000
1049,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Cotonnades ; gazes, crèpes et tulles",800
1050,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Cotonnades ; mouchoirs et schals,78900
1051,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Cotonnades ; toiles unies, bazin et nankin",421300
1052,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Cotonnades ; toiles mousselines unies et peintes,17500
1053,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Cotonnades ; toiles peintes, teintes et imprimées, indiennes et siamoises",325500
1054,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Lainages ; bonneterie,30500
1055,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Lainages ; couvertures, tapis et tapisseries",13600
1056,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Lainages ; draperies,2118400
1057,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Lainages ; schals de laine et poil,1800
1058,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Soieries ; bonneterie,4600
1059,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Soieries ; étoffes unies et brochées en pure soie,94700
1060,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Soieries ; gazes, crèpes et tulles",1500
1061,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Soieries ; passementerie,11600
1062,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Soieries ; rubans,57300
1063,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,"Tissus de soie, coton et laine mélangés",1400
1064,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Tissus de fleuret,7000
1065,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Toilerie ; Toiles mélées de lin et de chanvre,106200
1066,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Toilerie ; toiles de lin de toutes sortes,144900
1067,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Toilerie ; toiles linge de table,1400
1068,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Royaume de Sardaigne,Toilerie ; toiles mouchoirs blancs et teints,600
1069,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Alun,63800
1070,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Couleurs et teintures diverses préparées,1900
1071,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Craie, blanc d'Espagne, ocre jaune et rouge",800
1072,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Encre à écrire et à imprimer,7100
1073,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Garance et alyzary,54000
1074,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Noir d'ivoire,7100
1075,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Stil de grain,2100
1076,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Verdet et vert-de-gris,58100
1077,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Vernis préparés,1000
1078,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Articles réunis,10500
1079,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Cuivre,17400
1080,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Fers divers,7300
1081,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Etain,1100
1082,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Chapellerie en poil et laine,87900
1083,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Chapellerie en paille et sparterie,14000
1084,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Dentelles de fil et tulles,49900
1085,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Dentelles de soie dite blonde,76900
1086,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Cotonnades ; bonneterie,2100
1087,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Cotonnades ; couvertures,8400
1088,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Cotonnades ; draps, étoffes de toute sorte",374900
1089,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Cotonnades ; gazes, crèpes et tulles",5500
1090,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Cotonnades ; mouchoirs et schals,128400
1091,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Cotonnades ; toiles unies, bazin et nankin",1286400
1092,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Cotonnades ; toiles mousselines unies et peintes,11700
1093,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Cotonnades ; toiles peintes, teintes et imprimées, indiennes et siamoises",19600
1094,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Lainages ; bonneterie,13300
1095,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Lainages ; couvertures, tapis et tapisseries",10600
1096,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Lainages ; draperies,3454500
1097,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Lainages ; étoffes fines en casimir et mérinos,332200
1098,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Lainages ; schals de laine et poil,59000
1099,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Soieries ; bonneterie,182200
1100,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Soieries ; étoffes unies et brochées en pure soie,4501100
1101,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Soieries ; gazes, crèpes et tulles",501300
1102,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Soieries ; mouchoirs et schals,325900
1103,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Soieries ; passementerie,91000
1104,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Soieries ; rubans,249100
1105,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Ouvrages riches ; dentelles, galons, passementerie, rubans",163800
1106,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Ouvrages riches ; étoffes riches en or et argent mélangés de soie,180000
1107,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Ouvrages en dorure fausse,210100
1108,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,"Tissus de soie, coton et laine mélangés",416300
1109,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Tissus de fleuret,326700
1110,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Tissus de crin,10400
1111,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; bonneterie de fil ,500
1112,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; Toiles mélées de lin et de chanvre,12700
1113,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; toiles de coutil et de bazin,7900
1114,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; toiles de lin de toutes sortes,35500
1115,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; toiles batiste et linon,401700
1116,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; toiles linge de table,4100
1117,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; toiles mouchoirs blancs et teints,900
1118,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Italie,Toilerie ; toiles peintes et teintes en fil,24100
1119,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Alun,7700
1120,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Bleu de Prusse,3400
1121,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Cochenille,21800
1122,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Encre à écrire et à imprimer,900
1123,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Garance et alyzary,51000
1124,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Noir d'ivoire,2800
1125,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Verdet et vert-de-gris,62400
1126,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Vernis préparés,500
1127,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Articles réunis,200
1128,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Cuivre,3000
1129,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Fers divers,13200
1130,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Etain,700
1131,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Chapellerie en poil et laine,32300
1132,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Chapellerie en paille et sparterie,1000
1133,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Dentelles de soie dite blonde,3800
1134,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Cotonnades ; bonneterie,800
1135,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Cotonnades ; couvertures,1600
1136,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,"Cotonnades ; gazes, crèpes et tulles",600
1137,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Cotonnades ; mouchoirs et schals,6700
1138,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,"Cotonnades ; toiles unies, bazin et nankin",248300
1139,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Lainages ; bonneterie,17200
1140,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Lainages ; draperies,1345700
1141,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Lainages ; étoffes fines en casimir et mérinos,32500
1142,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Lainages ; schals de laine et poil,20100
1143,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Soieries ; étoffes unies et brochées en pure soie,237000
1144,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,"Soieries ; gazes, crèpes et tulles",10200
1145,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Soieries ; mouchoirs et schals,37100
1146,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Soieries ; passementerie,6100
1147,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Soieries ; rubans,96300
1148,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,"Tissus de soie, coton et laine mélangés",82000
1149,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Tissus de crin,1200
1150,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Toilerie ; toiles de lin de toutes sortes,22200
1151,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Naples et Sicile,Toilerie ; toiles batiste et linon,13900
1152,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Garance et alyzary,17300
1153,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Noir d'os,2400
1154,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Cuivre,2200
1155,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Fers divers,1200
1156,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Chapellerie en poil et laine,400
1157,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,"Cotonnades ; toiles unies, bazin et nankin",100300
1158,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Lainages ; draperies,22000
1159,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Soieries ; étoffes unies et brochées en pure soie,8600
1160,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Etats de Rome,Toilerie ; toiles de lin de toutes sortes,2500
1161,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Alun,2500
1162,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Couleurs et teintures diverses préparées,1400
1163,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,"Craie, blanc d'Espagne, ocre jaune et rouge",37200
1164,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Encre à écrire et à imprimer,5600
1165,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Garance et alyzary,2243900
1166,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Noir d'ivoire,1100
1167,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Verdet et vert-de-gris,73200
1168,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Articles réunis,3800
1169,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Cuivre,37300
1170,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1821.csv,Résumé,1821,Exportations,Angleterre et ses colonies,Fers divers,11800
