Numéro de ligne,Data entry by,Source,Year,Exports-Imports,Sheet,Marchandises,Marchandises,Marchandises-1,Marchandises-2,Marchandises-3,Marchandises-4,Pays,Leur Valeur,,Leur valeur recalculée,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Leur Valeur (sub-total 2),,Total,,Remarks
1 907,Annick Davis,Montbret 849,1752,Imports,180,Peinceaux,Peinceaux,,,,,Hollande,,,"1 857 826,75",,,,,,1 857 826,15,
1 909,Annick Davis,Montbret 849,1752,Imports,180,Peintures,Peintures,,,,,Hollande,247,0,"247,00",,,,,,1 857 826,15,
1 912,Annick Davis,Montbret 849,1752,Imports,180,Pelles ; de bois,Pelles , de bois,,,,Hollande,800,0,"800,00",,,,,,1 857 826,15,
1 915,Annick Davis,Montbret 849,1752,Imports,180,Peluche,Peluche,,,,,Hollande,,,"1 857 826,75",,,,,,1 857 826,15,
1 917,Annick Davis,Montbret 849,1752,Imports,180,Photas,Photas,,,,,Hollande,,,"1 857 826,75",,,,,,1 857 826,15,
1 930,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; à fusils,Pierres , à fusils,,,,Hollande,322,10,"322,50",422,10,,,,257 392,15,
1 932,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; d'yacinthe,Pierres , d'yacinthe,,,,Hollande,8,0,"8,00",,,,,,257 392,15,
1 933,Annick Davis,Montbret 849,1752,Imports,181,Pierres ; ponce,Pierres , ponce,,,,Hollande,34 151,5,"34 151,25",45 433,0,,,,257 392,15,
1 943,Annick Davis,Montbret 849,1752,Imports,181,Piment,Piment,,,,,Hollande,40 707,11,"40 707,55",,,,,,5 277 164,2,
1 948,Annick Davis,Montbret 849,1752,Imports,182,Pipes ; à fumer,Pipes , à fumer,,,,Hollande,65 360,12,"65 360,60",,,,,,5 277 164,2,
1 955,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de chesne,Planches , de chesne,,,,Hollande,246 147,10,"246 147,50",636 765,0,,,,5 277 164,2,
1 958,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Prusse,Planches , de Prusse,,,,Hollande,240,0,"240,00",47 580,0,,,,5 277 164,2,
1 965,Annick Davis,Montbret 849,1752,Imports,182,Planches ; de Sapin,Planches , de Sapin,,,,Hollande,148 286,14,"148 286,70",961 993,6,,,,5 277 164,2,
1 977,Annick Davis,Montbret 849,1752,Imports,183,Plocq,Plocq,,,,,Hollande,10 034,12,"10 034,60",,,,,,5 277 164,2,
1 980,Annick Davis,Montbret 849,1752,Imports,183,Plomb ; en grenaille,Plomb , en grenaille,,,,Hollande,52 181,16,"52 181,80",52 685,16,,,,5 277 164,2,
1 985,Annick Davis,Montbret 849,1752,Imports,183,Plomb ; en Saumon,Plomb , en Saumon,,,,Hollande,79 092,3,"79 092,15",880 808,10,,,,5 277 164,2,
1 988,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; d'autruche ; aprestée,Plumes , d'autruche , aprestée,,,Hollande,200,0,"200,00",,,34 711,18,,5 277 164,2,
1 989,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; d'autruche ; brutes,Plumes , d'autruche , brutes,,,Hollande,2 227,18,"2 227,90",34 511,18,34 711,18,,5 277 164,2,
1 992,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; à cure dents,Plumes , à cure dents,,,,Hollande,3 798,15,"3 798,75",,,,,,5 277 164,2,
1 994,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; à écrire,Plumes , à écrire,,,,Hollande,25 210,15,"25 210,75",136 939,15,,,,5 277 164,2,
1 997,Annick Davis,Montbret 849,1752,Imports,183,Plumes ; à lit,Plumes , à lit,,,,Hollande,13 424,12,"13 424,60",40 793,16,,,,5 277 164,2,
2 000,Annick Davis,Montbret 849,1752,Imports,183,Poëles ; à feu,Poëles , à feu,,,,Hollande,440,0,"440,00",,,,,,5 277 164,2,
2 001,Annick Davis,Montbret 849,1752,Imports,183,Poëles ; à frire,Poëles , à frire,,,,Hollande,19 641,8,"19 641,40",19 921,8,,,,5 277 164,2,
2 003,Annick Davis,Montbret 849,1752,Imports,183,Poids ; de fer,Poids , de fer,,,,Hollande,,,"5 277 164,10",,,,,,5 277 164,2,
2 006,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de chameau,Poil , de chameau,,,,Hollande,16 817,10,"16 817,50",19 047,10,,,,5 277 164,2,
2 012,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de liévre,Poil , de liévre,,,,Hollande,18 310,0,"18 310,00",,,,,,5 277 164,2,
2 013,Annick Davis,Montbret 849,1752,Imports,184,Poil ; de sanglier,Poil , de sanglier,,,,Hollande,5 117,10,"5 117,50",11 651,10,,,,5 277 164,2,
2 017,Annick Davis,Montbret 849,1752,Imports,184,Pois ; verds,Pois , verds,,,,Hollande,24 180,0,"24 180,00",,,,,,5 277 164,2,
2 028,Annick Davis,Montbret 849,1752,Imports,184,Poivre ; blanc,Poivre , blanc,,,,Hollande,416,5,"416,25",63 123,15,,,,5 277 164,2,
2 032,Annick Davis,Montbret 849,1752,Imports,184,Poivre ; long,Poivre , long,,,,Hollande,865,0,"865,00",,,,,,5 277 164,2,
2 033,Annick Davis,Montbret 849,1752,Imports,184,Poivre ; noir,Poivre , noir,,,,Hollande,2 040 436,2,"2 040 436,10",2 077 175,2,,,,5 277 164,2,
2 038,Annick Davis,Montbret 849,1752,Imports,184,Poix ; raisine,Poix , raisine,,,,Hollande,5 517,1,"5 517,05",5 725,18,,,,5 277 164,2,
2 042,Annick Davis,Montbret 849,1752,Imports,185,Pommes ; de canne,Pommes , de canne,,,,Hollande,,,"5 277 164,10",,,,,,5 277 164,2,
2 050,Annick Davis,Montbret 849,1752,Imports,185,Porcelaine ; contrefaitte,Porcelaine , contrefaitte,,,,Hollande,90,0,"90,00",,,,,,5 277 164,2,
2 055,Annick Davis,Montbret 849,1752,Imports,185,Porcelaine ; ordinaire,Porcelaine , ordinaire,,,,Hollande,49 957,10,"49 957,50",73 432,10,,,,5 277 164,2,
2 062,Annick Davis,Montbret 849,1752,Imports,185,Potin,Potin,,,,,Hollande,1 540,10,"1 540,50",,,,,,5 277 164,2,
2 066,Annick Davis,Montbret 849,1752,Imports,186,Potterie ; de grez,Potterie , de grez,,,,Hollande,5 428,19,"5 428,95",8 708,0,,,,5 277 164,2,
2 070,Annick Davis,Montbret 849,1752,Imports,186,Potterie ; de terre ; diverses,Potterie , de terre , diverses,,,Hollande,949,12,"949,60",3 829,6,200 812,11,,5 277 164,2,
2 074,Annick Davis,Montbret 849,1752,Imports,186,Poudre ; à canon,Poudre , à canon,,,,Hollande,64 798,0,"64 798,00",65 557,10,,,,5 277 164,2,
2 077,Annick Davis,Montbret 849,1752,Imports,186,Poudre ; à poudrer,Poudre , à poudrer,,,,Hollande,78,0,"78,00",,,,,,5 277 164,2,
2 078,Annick Davis,Montbret 849,1752,Imports,186,Poutres,Poutres,,,,,Hollande,249,0,"249,00",,,,,,5 277 164,2,
2 086,Annick Davis,Montbret 849,1752,Imports,186,Precipité,Precipité,,,,,Hollande,,,"5 277 164,10",,,,,,5 277 164,2,
2 088,Annick Davis,Montbret 849,1752,Imports,187,Pruneaux,Pruneaux,,,,,Hollande,42,0,"42,00",,,,,,5 277 164,2,
2 096,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de cuivre,Quincaille , de cuivre,,,,Hollande,1 668,0,"1 668,00",13 059,0,,,,5 277 164,2,
2 100,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de fer,Quincaille , de fer,,,,Hollande,78 750,6,"78 750,30",544 213,14,,,,5 277 164,2,
2 106,Annick Davis,Montbret 849,1752,Imports,187,Quincaille ; de fer et acier,Quincaille , de fer et acier,,,,Hollande,24 171,0,"24 171,00",67 902,10,,,,5 277 164,2,
2 110,Annick Davis,Montbret 849,1752,Imports,187,Quinquina,Quinquina,,,,,Hollande,12 048,0,"12 048,00",,,,,,17 339,2,
2 112,Annick Davis,Montbret 849,1752,Imports,187,Racines ; d'angelique,Racines , d'angelique,,,,Hollande,206,6,"206,30",,,,,,17 339,2,
2 113,Annick Davis,Montbret 849,1752,Imports,187,Racines ; de Jalap,Racines , de Jalap,,,,Hollande,180,0,"180,00",,,,,,18,5,
2 118,Annick Davis,Montbret 849,1752,Imports,188,Raisin ; Sec,Raisin , Sec,,,,Hollande,359,14,"359,70",,,,,,18,5,
2 123,Annick Davis,Montbret 849,1752,Imports,188,Raisine ; de Jalap,Raisine , de Jalap,,,,Hollande,,,"62 491,00",,,,,,62 491,0,
2 124,Annick Davis,Montbret 849,1752,Imports,188,Rassade,Rassade,,,,,Hollande,17 640,0,"17 640,00",,,,,,62 491,0,
2 127,Annick Davis,Montbret 849,1752,Imports,188,Ratafia,Ratafia,,,,,Hollande,33,15,"33,75",,,,,,62 491,0,
2 129,Annick Davis,Montbret 849,1752,Imports,188,Ratine,Ratine,,,,,Hollande,,,"19 078,70",,,,,,19 078,14,
2 130,Annick Davis,Montbret 849,1752,Imports,188,Raves ; de morüe,Raves , de morüe,,,,Hollande,,,"19 078,70",,,,,,19 078,14,
2 132,Annick Davis,Montbret 849,1752,Imports,188,Réagal,Réagal,,,,,Hollande,,,"19 078,70",,,,,,19 078,14,
2 136,Annick Davis,Montbret 849,1752,Imports,189,Remedes,Remedes,,,,,Hollande,,,"19 078,70",,,,,,19 078,14,
2 139,Annick Davis,Montbret 849,1752,Imports,189,Rhubarde,Rhubarde,,,,,Hollande,18 100,0,"18 100,00",,,,,,19 078,14,
2 145,Annick Davis,Montbret 849,1752,Imports,189,Ris,Ris,,,,,Hollande,81 444,10,"81 444,50",,,,,,19 078,14,
2 161,Annick Davis,Montbret 849,1752,Imports,190,Rotins,Rotins,,,,,Hollande,,,"19 078,70",,,,,,19 078,14,
2 163,Annick Davis,Montbret 849,1752,Imports,190,Rouge ; d'Angleterre,Rouge , d'Angleterre,,,,Hollande,1 040,0,"1 040,00",,,,,,19 078,14,
2 164,Annick Davis,Montbret 849,1752,Imports,190,Rouge ; d'Inde,Rouge , d'Inde,,,,Hollande,1 181,5,"1 181,25",,,,,,19 078,14,
2 169,Annick Davis,Montbret 849,1752,Imports,190,Ruban ; de fil,Ruban , de fil,,,,Hollande,135 352,15,"135 352,75",626 365,15,,,,9,0,
2 170,Annick Davis,Montbret 849,1752,Imports,190,Ruban ; fil et laine,Ruban , fil et laine,,,,Hollande,47 657,10,"47 657,50",,,,,,100,0,
2 171,Annick Davis,Montbret 849,1752,Imports,190,Ruban ; de laine,Ruban , de laine,,,,Hollande,438,15,"438,75",1 538,15,,,,6 948,10,
2 177,Annick Davis,Montbret 849,1752,Imports,191,Rubiatintorum,Rubiatintorum,,,,,Hollande,,,"6 948,50",,,,,,6 948,10,
2 180,Annick Davis,Montbret 849,1752,Imports,191,Sabres,Sabres,,,,,Hollande,,,"6 948,50",,,,,,6 948,10,
2 183,Annick Davis,Montbret 849,1752,Imports,191,Sacs,Sacs,,,,,Hollande,197,0,"197,00",,,,,,35 900,0,
2 184,Annick Davis,Montbret 849,1752,Imports,191,Saffle,Saffle,,,,,Hollande,,,"148 395,00",,,,,,148 395,0,
2 188,Annick Davis,Montbret 849,1752,Imports,191,Sagoul,Sagoul,,,,,Hollande,,,"148 395,00",,,,,,148 395,0,
2 189,Annick Davis,Montbret 849,1752,Imports,191,Salemporis,Salemporis,,,,,Hollande,,,"148 395,00",,,,,,148 395,0,
2 192,Annick Davis,Montbret 849,1752,Imports,192,Salsepareille,Salsepareille,,,,,Hollande,3 652,10,"3 652,50",,,,,,403 507,0,
2 195,Annick Davis,Montbret 849,1752,Imports,192,Sandarac,Sandarac,,,,,Hollande,,,"403 507,00",,,,,,403 507,0,
2 196,Annick Davis,Montbret 849,1752,Imports,192,Sang ; de dragon,Sang , de dragon,,,,Hollande,,,"403 507,00",,,,,,403 507,0,
2 197,Annick Davis,Montbret 849,1752,Imports,192,Sanguine,Sanguine,,,,,Hollande,,,"403 507,00",,,,,,403 507,0,
2 200,Annick Davis,Montbret 849,1752,Imports,192,Sapins ; à fre. Échelle,Sapins , à fre. Échelle,,,,Hollande,139,0,"139,00",20 941,13,,,,12 819,10,
2 206,Annick Davis,Montbret 849,1752,Imports,192,Sasses,Sasses,,,,,Hollande,,,"12 819,50",,,,,,12 819,10,
2 216,Annick Davis,Montbret 849,1752,Imports,192,Saumons ; salés,Saumons , salés,,,,Hollande,30 988,15,"30 988,75",198 115,15,,,,12 819,10,
2 221,Annick Davis,Montbret 849,1752,Imports,192,Savon ; d'alicante,Savon , d'alicante,,,,Hollande,2 307,7,"2 307,35",,,,,,12 819,10,
2 224,Annick Davis,Montbret 849,1752,Imports,193,Savon ; marbré,Savon , marbré,,,,Hollande,16 412,4,"16 412,20",20 061,4,,,,12 819,10,
2 226,Annick Davis,Montbret 849,1752,Imports,193,Savon ; noir,Savon , noir,,,,Hollande,255,0,"255,00",,,,,,12 819,10,
2 227,Annick Davis,Montbret 849,1752,Imports,193,Saxafras,Saxafras,,,,,Hollande,,,"12 819,50",,,,,,12 819,10,
2 228,Annick Davis,Montbret 849,1752,Imports,193,Scamonée,Scamonée,,,,,Hollande,700,0,"700,00",,,,,,1 836,5,
2 231,Annick Davis,Montbret 849,1752,Imports,193,Scies,Scies,,,,,Hollande,2 522,7,"2 522,35",,,,,,1 836,5,
2 234,Annick Davis,Montbret 849,1752,Imports,193,Seaux ; de bois,Seaux , de bois,,,,Hollande,513,0,"513,00",,,,,,1 021,10,
2 237,Annick Davis,Montbret 849,1752,Imports,194,Sels ; armoniac,Sels , armoniac,,,,Hollande,45,0,"45,00",87 975,0,,,,1 021,10,
2 239,Annick Davis,Montbret 849,1752,Imports,194,Sels ; de globert,Sels , de globert,,,,Hollande,20,0,"20,00",,,,,,1 021,10,
2 241,Annick Davis,Montbret 849,1752,Imports,194,Sels ; grum,Sels , grum,,,,Hollande,220,0,"220,00",,,,,,11 835,0,
2 242,Annick Davis,Montbret 849,1752,Imports,194,Sels ; de Saturne,Sels , de Saturne,,,,Hollande,235,0,"235,00",4 735,0,,,,11 835,0,
2 244,Annick Davis,Montbret 849,1752,Imports,194,Sels ; de tamarin,Sels , de tamarin,,,,Hollande,10,0,"10,00",,,,,,11 835,0,
2 249,Annick Davis,Montbret 849,1752,Imports,194,Sels ; d'ypsum,Sels , d'ypsum,,,,Hollande,81,0,"81,00",4 016,16,,,,53 651,0,
2 250,Annick Davis,Montbret 849,1752,Imports,194,Selpêtre,Selpêtre,,,,,Hollande,176 632,10,"176 632,50",,,,,,53 651,0,
2 254,Annick Davis,Montbret 849,1752,Imports,194,Semence ; de perles,Semence , de perles,,,,Hollande,192,0,"192,00",,,,,,53 651,0,
2 257,Annick Davis,Montbret 849,1752,Imports,194,Semencontra,Semencontra,,,,,Hollande,2 106,0,"2 106,00",,,,,,53 651,0,
2 265,Annick Davis,Montbret 849,1752,Imports,195,Son,Son,,,,,Hollande,,,"51,50",,,,,,51,10,
2 266,Annick Davis,Montbret 849,1752,Imports,195,Sonnettes,Sonnettes,,,,,Hollande,,,"51,50",,,,,,51,10,
2 268,Annick Davis,Montbret 849,1752,Imports,196,Soude,Soude,,,,,Hollande,112,10,"112,50",,,,,,12 983,5,
2 271,Annick Davis,Montbret 849,1752,Imports,196,Souffre,Souffre,,,,,Hollande,58 754,15,"58 754,75",,,,,,12 983,5,
2 285,Annick Davis,Montbret 849,1752,Imports,197,Soye ; de porc,Soye , de porc,,,,Hollande,2 563,0,"2 563,00",,,,,,12 983,5,
2 289,Annick Davis,Montbret 849,1752,Imports,197,Spicaceltina,Spicaceltina,,,,,Hollande,125,0,"125,00",,,,,,12 983,5,
2 292,Annick Davis,Montbret 849,1752,Imports,197,Spicanardi,Spicanardi,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 293,Annick Davis,Montbret 849,1752,Imports,197,Squine,Squine,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 296,Annick Davis,Montbret 849,1752,Imports,197,Stocliche,Stocliche,,,,,Hollande,754,0,"754,00",,,,,,14 947 117,3,
2 300,Annick Davis,Montbret 849,1752,Imports,197,Sublimé,Sublimé,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 303,Annick Davis,Montbret 849,1752,Imports,198,Sucre ; candy,Sucre , candy,,,,Hollande,816,17,"816,85",915,17,,,,14 947 117,3,
2 306,Annick Davis,Montbret 849,1752,Imports,198,Sucre ; en pain,Sucre , en pain,,,,Hollande,14 923,8,"14 923,40",25 817,9,,,,14 947 117,3,
2 314,Annick Davis,Montbret 849,1752,Imports,199,Suif,Suif,,,,,Hollande,89 863,7,"89 863,35",,,,,,14 947 117,3,
2 319,Annick Davis,Montbret 849,1752,Imports,199,Sumac,Sumac,,,,,Hollande,1 312,18,"1 312,90",,,,,,14 947 117,3,
2 323,Annick Davis,Montbret 849,1752,Imports,199,Tabac ; commun,Tabac , commun,,,,Hollande,342,0,"342,00",647,0,,,,14 947 117,3,
2 329,Annick Davis,Montbret 849,1752,Imports,199,Tabac ; en feüilles,Tabac , en feüilles,,,,Hollande,140 091,10,"140 091,50",3 488 208,15,,,,14 947 117,3,
2 331,Annick Davis,Montbret 849,1752,Imports,199,Tabac ; à fumer,Tabac , à fumer,,,,Hollande,531,0,"531,00",,,,,,14 947 117,3,
2 333,Annick Davis,Montbret 849,1752,Imports,199,Tabac ; en poudre,Tabac , en poudre,,,,Hollande,1 001,5,"1 001,25",6 391,5,,,,14 947 117,3,
2 335,Annick Davis,Montbret 849,1752,Imports,200,Tabatieres ; d'agathe,Tabatieres , d'agathe,,,,Hollande,81,0,"81,00",,,,,,14 947 117,3,
2 337,Annick Davis,Montbret 849,1752,Imports,200,Tabatieres ; d'Email,Tabatieres , d'Email,,,,Hollande,10,0,"10,00",,,,,,14 947 117,3,
2 341,Annick Davis,Montbret 849,1752,Imports,200,Tables ; de sapin,Tables , de sapin,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 345,Annick Davis,Montbret 849,1752,Imports,200,Tableaux,Tableaux,,,,,Hollande,650,0,"650,00",,,,,,14 947 117,3,
2 348,Annick Davis,Montbret 849,1752,Imports,201,Tamarin,Tamarin,,,,,Hollande,3 008,5,"3 008,25",,,,,,14 947 117,3,
2 356,Annick Davis,Montbret 849,1752,Imports,201,Tapsel,Tapsel,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 358,Annick Davis,Montbret 849,1752,Imports,201,Tartre,Tartre,,,,,Hollande,925,0,"925,00",,,,,,14 947 117,3,
2 361,Annick Davis,Montbret 849,1752,Imports,201,Tavelle,Tavelle,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 364,Annick Davis,Montbret 849,1752,Imports,202,Teintures,Teintures,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 369,Annick Davis,Montbret 849,1752,Imports,202,Terebenthine,Terebenthine,,,,,Hollande,580,0,"580,00",,,,,,14 947 117,3,
2 373,Annick Davis,Montbret 849,1752,Imports,202,Terramérita,Terramérita,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 374,Annick Davis,Montbret 849,1752,Imports,202,Terre ; d'ombre,Terre , d'ombre,,,,Hollande,186,18,"186,90",246,18,,,,14 947 117,3,
2 376,Annick Davis,Montbret 849,1752,Imports,202,Terre ; de porcelaine,Terre , de porcelaine,,,,Hollande,18,0,"18,00",25 177,10,,,,14 947 117,3,
2 379,Annick Davis,Montbret 849,1752,Imports,202,Terre ; pourie,Terre , pourie,,,,Hollande,50,0,"50,00",,,,,,14 947 117,3,
2 380,Annick Davis,Montbret 849,1752,Imports,202,Terre ; rouge,Terre , rouge,,,,Hollande,776,5,"776,25",,,,,,14 947 117,3,
2 381,Annick Davis,Montbret 849,1752,Imports,202,Terre ; de veronne,Terre , de veronne,,,,Hollande,622,16,"622,80",,,,,,14 947 117,3,
2 382,Annick Davis,Montbret 849,1752,Imports,202,Terre ; verte,Terre , verte,,,,Hollande,435,7,"435,35",,,,,,14 947 117,3,
2 388,Annick Davis,Montbret 849,1752,Imports,202,Thé,Thé,,,,,Hollande,34 992,17,"34 992,85",,,,,,14 947 117,3,
2 399,Annick Davis,Montbret 849,1752,Imports,203,Toile ; d'Allemagne,Toile , d'Allemagne,,,,Hollande,252,0,"252,00",,,,,,14 947 117,3,
2 403,Annick Davis,Montbret 849,1752,Imports,203,Toile ; batiste,Toile , batiste,,,,Hollande,108,0,"108,00",,,,,,14 947 117,3,
2 406,Annick Davis,Montbret 849,1752,Imports,203,Toile ; blanche,Toile , blanche,,,,Hollande,1 958,5,"1 958,25",3 024,5,,,,14 947 117,3,
2 408,Annick Davis,Montbret 849,1752,Imports,203,Toile ; bleüe,Toile , bleüe,,,,Hollande,300,0,"300,00",,,,,,14 947 117,3,
2 411,Annick Davis,Montbret 849,1752,Imports,205,Toile ; à carreaux,Toile , à carreaux,,,,Hollande,1 125,0,"1 125,00",,,,,,14 947 117,3,
2 413,Annick Davis,Montbret 849,1752,Imports,205,Toile ; de chanvre,Toile , de chanvre,,,,Hollande,2 058,0,"2 058,00",6 724,17,,,,14 947 117,3,
2 418,Annick Davis,Montbret 849,1752,Imports,205,Toile ; cirée,Toile , cirée,,,,Hollande,210,0,"210,00",4 971,15,,,,14 947 117,3,
2 420,Annick Davis,Montbret 849,1752,Imports,205,Toile ; de coton,Toile , de coton,,,,Hollande,5 460,0,"5 460,00",5 700,0,,,,14 947 117,3,
2 422,Annick Davis,Montbret 849,1752,Imports,205,Toile ; cottray,Toile , cottray,,,,Hollande,160,0,"160,00",15 640,0,,,,14 947 117,3,
2 428,Annick Davis,Montbret 849,1752,Imports,206,Toile ; diverses,Toile , diverses,,,,Hollande,1 350,0,"1 350,00",193 013,0,,,,14 947 117,3,
2 433,Annick Davis,Montbret 849,1752,Imports,206,Toile ; d'Emballage,Toile , d'Emballage,,,,Hollande,6 388,0,"6 388,00",42 255,16,,,,14 947 117,3,
2 442,Annick Davis,Montbret 849,1752,Imports,206,Toile ; grosse,Toile , grosse,,,,Hollande,680,0,"680,00",446 776,14,,,,14 947 117,3,
2 447,Annick Davis,Montbret 849,1752,Imports,207,Toile ; de lin ; d'Hollande,Toile , de lin , d'Hollande,,,Hollande,36 464,0,"36 464,00",,,37 675,17,,14 947 117,3,
2 457,Annick Davis,Montbret 849,1752,Imports,208,Toile ; peinte,Toile , peinte,,,,Hollande,104 645,15,"104 645,75",104 658,5,,,,14 947 117,3,
2 458,Annick Davis,Montbret 849,1752,Imports,208,Toile ; platille,Toile , platille,,,,Hollande,39 750,0,"39 750,00",118 601,0,,,,14 947 117,3,
2 462,Annick Davis,Montbret 849,1752,Imports,208,Toile ; serpilliere,Toile , serpilliere,,,,Hollande,600,0,"600,00",660,0,,,,14 947 117,3,
2 465,Annick Davis,Montbret 849,1752,Imports,208,Toile ; a Voille,Toile , a Voille,,,,Hollande,72 607,10,"72 607,50",164 898,15,,,,14 947 117,3,
2 470,Annick Davis,Montbret 849,1752,Imports,209,Tournesol,Tournesol,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 476,Annick Davis,Montbret 849,1752,Imports,209,Turbit,Turbit,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 477,Annick Davis,Montbret 849,1752,Imports,209,Tutie,Tutie,,,,,Hollande,150,0,"150,00",,,,,,14 947 117,3,
2 487,Annick Davis,Montbret 849,1752,Imports,210,Verd ; d'antimoine,Verd , d'antimoine,,,,Hollande,6,5,"6,25",,,,,,14 947 117,3,
2 490,Annick Davis,Montbret 849,1752,Imports,210,Verdet,Verdet,,,,,Hollande,2 699,9,"2 699,45",,,,,,14 947 117,3,
2 501,Annick Davis,Montbret 849,1752,Imports,211,Vermillon,Vermillon,,,,,Hollande,133 295,10,"133 295,50",,,,,,14 947 117,3,
2 504,Annick Davis,Montbret 849,1752,Imports,211,Vernis,Vernis,,,,,Hollande,,,"14 947 117,15",,,,,,14 947 117,3,
2 508,Annick Davis,Montbret 849,1752,Imports,211,Verres ; cassés,Verres , cassés,,,,Hollande,2 254,10,"2 254,50",3 328,0,,,,14 947 117,3,
2 515,Annick Davis,Montbret 849,1752,Imports,211,Verres ; communs,Verres , communs,,,,Hollande,5 452,0,"5 452,00",8 342,0,,,,6 650,10,
2 520,Annick Davis,Montbret 849,1752,Imports,211,Verres ; de cristal,Verres , de cristal,,,,Hollande,26 472,15,"26 472,75",210 449,5,,,,5 547,5,
2 523,Annick Davis,Montbret 849,1752,Imports,211,Verres ; de montre,Verres , de montre,,,,Hollande,240,0,"240,00",313,0,,,,5 547,5,
2 529,Annick Davis,Montbret 849,1752,Imports,212,Vieux-oing,Vieux-oing,,,,,Hollande,1 350,0,"1 350,00",,,,,,5 547,5,
2 536,Annick Davis,Montbret 849,1752,Imports,213,Vin ; de Canaries,Vin , de Canaries,,,,Hollande,1 140,0,"1 140,00",11 790,0,,,,5 547,5,
2 538,Annick Davis,Montbret 849,1752,Imports,213,Vin ; du cap,Vin , du cap,,,,Hollande,3 733,6,"3 733,30",,,,,,27,0,
2 541,Annick Davis,Montbret 849,1752,Imports,214,Vin ; de Constance,Vin , de Constance,,,,Hollande,189,12,"189,60",,,,,,7 652,0,
2 545,Annick Davis,Montbret 849,1752,Imports,214,Vin ; d'Espagne,Vin , d'Espagne,,,,Hollande,25,0,"25,00",90 888,0,222 572,10,,7 652,0,
