Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,Leur valeur,,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),,Total,Remarks,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers
1832,Fatima zahra,Montbret 155-1833,1759,Imports,79,Maniquette,,,,,Hollande,,,23,,0,0,,0,,22,10,,,,,,
1833,Fatima zahra,Montbret 155-1834,1759,Imports,79,Maquet,,,,,Savoye,,,1 191,,0,0,,0,,1 191,,,,,,,
1834,Fatima zahra,Montbret 155-1835,1759,Imports,79,Maquereaux,,,,,Danemark,,,71 476,,0,0,,81 701,,71 476,5,,,,,81 701,5
1835,Fatima zahra,Montbret 155-1836,1759,Imports,79,Maquereaux,,,,,Hollande,,,10 225,,0,0,,81 701,,10 225,,,,,,81 701,5
1836,Fatima zahra,Montbret 155-1837,1759,Imports,79,Marbre ; brut,,,,,Espagne,,,8 400,,13 842,0,,20 737,,8 400,,13 842,,,,20 737,
1837,Fatima zahra,Montbret 155-1838,1759,Imports,79,Marbre ; brut,,,,,Flandre,,,572,,13 842,0,,20 737,,572,,13 842,,,,20 737,
1838,Fatima zahra,Montbret 155-1839,1759,Imports,79,Marbre ; brut,,,,,Italie,,,2 660,,13 842,0,,20 737,,2 660,,13 842,,,,20 737,
1839,Fatima zahra,Montbret 155-1840,1759,Imports,79,Marbre ; brut,,,,,Naples,,,540,,13 842,0,,20 737,,540,,13 842,,,,20 737,
1840,Fatima zahra,Montbret 155-1841,1759,Imports,79,Marbre ; brut,,,,,Genes,,,1 670,,13 842,0,,20 737,,1 670,,13 842,,,,20 737,
1841,Fatima zahra,Montbret 155-1842,1759,Imports,79,Marbre ; ouvré,,,,,Allemagne,,,1 098,,6 895,0,,20 737,,1 098,,6 895,,,,20 737,
1842,Fatima zahra,Montbret 155-1843,1759,Imports,79,Marbre ; ouvré,,,,,Flandre,,,2 715,,6 895,0,,20 737,,2 715,,6 895,,,,20 737,
1843,Fatima zahra,Montbret 155-1844,1759,Imports,79,Marbre ; ouvré,,,,,Geneve,,,2 724,,6 895,0,,20 737,,2 724,,6 895,,,,20 737,
1844,Fatima zahra,Montbret 155-1845,1759,Imports,79,Marbre ; ouvré,,,,,Hollande,,,358,,6 895,0,,20 737,,358,,6 895,,,,20 737,
1845,Fatima zahra,Montbret 155-1846,1759,Imports,79,Marchand. Meslées,,,,,Allemagne,,,81 440,,0,0,,130 470,,81 440,,,,,,130 470,2
1846,Fatima zahra,Montbret 155-1847,1759,Imports,79,Marchand. Meslées,,,,,Angleterre,,,456,,0,0,,130 470,,455,19,,,,,130 470,2
1847,Fatima zahra,Montbret 155-1848,1759,Imports,79,Marchand. Meslées,,,,,Danemark,,,831,,0,0,,130 470,,830,10,,,,,130 470,2
1848,Fatima zahra,Montbret 155-1849,1759,Imports,79,Marchand. Meslées,,,,,Espagne,,,8 051,,0,0,,130 470,,8 050,10,,,,,130 470,2
1849,Fatima zahra,Montbret 155-1850,1759,Imports,79,Marchand. Meslées,,,,,Flandre,,,19 840,,0,0,,130 470,,19 840,6,,,,,130 470,2
1850,Fatima zahra,Montbret 155-1851,1759,Imports,79,Marchand. Meslées,,,,,Geneve,,,5 038,,0,0,,130 470,,5 038,,,,,,130 470,2
1851,Fatima zahra,Montbret 155-1852,1759,Imports,79,Marchand. Meslées,,,,,Hollande,,,13 511,,0,0,,130 470,,13 510,17,,,,,130 470,2
1852,Fatima zahra,Montbret 155-1853,1759,Imports,79,Marchand. Meslées,,,,,Isles,,,170,,0,0,,130 470,,170,,,,,,130 470,2
1853,Fatima zahra,Montbret 155-1854,1759,Imports,79,Marchand. Meslées,,,,,Italie,,,398,,0,0,,130 470,,398,,,,,,130 470,2
1854,Fatima zahra,Montbret 155-1855,1759,Imports,79,Marchand. Meslées,,,,,Genes,,,153,,0,0,,130 470,,153,,,,,,130 470,2
1855,Fatima zahra,Montbret 155-1856,1759,Imports,79,Marchand. Meslées,,,,,Levant,,,72,,0,0,,130 470,,72,,,,,,130 470,2
1856,Fatima zahra,Montbret 155-1857,1759,Imports,79,Marchand. Meslées,,,,,Nord,,,18,,0,0,,130 470,,18,,,,,,130 470,2
1857,Fatima zahra,Montbret 155-1858,1759,Imports,79,Marchand. Meslées,,,,,Portugal,,,3,,0,0,,130 470,,3,,,,,,130 470,2
1858,Fatima zahra,Montbret 155-1859,1759,Imports,79,Marchand. Meslées,,,,,Russie,,,126,,0,0,,130 470,,126,,,,,,130 470,2
1859,Fatima zahra,Montbret 155-1860,1759,Imports,79,Marchand. Meslées,,,,,Savoye,,,144,,0,0,,130 470,,144,,,,,,130 470,2
1860,Fatima zahra,Montbret 155-1861,1759,Imports,79,Marchand. Meslées,,,,,Suede,,,120,,0,0,,130 470,,120,,,,,,130 470,2
1861,Fatima zahra,Montbret 155-1862,1759,Imports,79,Marchand. Meslées,,,,,Suisse,,,100,,0,0,,130 470,,100,,,,,,130 470,2
1862,Fatima zahra,Montbret 155-1863,1759,Imports,79,Maregne,,,,,Espagne,,,650,,0,0,,0,,650,,,,,,,
1863,Fatima zahra,Montbret 155-1864,1759,Imports,80,Masques,,,,,Italie,,,360,,0,0,,660,,360,,,,,,660,
1864,Fatima zahra,Montbret 155-1865,1759,Imports,80,Masques,,,,,Genes,,,300,,0,0,,660,,300,,,,,,660,
1865,Fatima zahra,Montbret 155-1866,1759,Imports,80,Massicol,,,,,Hollande,,,190,,0,0,,0,,190,,,,,,,
1866,Fatima zahra,Montbret 155-1867,1759,Imports,80,Mastic,,,,,Levant,,,14 520,,0,0,,0,,14 520,,,,,,,
1867,Fatima zahra,Montbret 155-1868,1759,Imports,80,Mats ; divers,,,,,Hollande,,,35 300,,54 900,0,,60 952,,35 300,,54 900,,,,60 952,
1868,Fatima zahra,Montbret 155-1869,1759,Imports,80,Mats ; divers,,,,,Russie,,,19 600,,54 900,0,,60 952,,19 600,,54 900,,,,60 952,
1869,Fatima zahra,Montbret 155-1870,1759,Imports,80,Mats ; petits,,,,,Danemark,,,195,,5 652,0,,60 952,,195,,5 652,,,,60 952,
1870,Fatima zahra,Montbret 155-1871,1759,Imports,80,Mats ; petits,,,,,Hollande,,,5 457,,5 652,0,,60 952,,5 457,,5 652,,,,60 952,
1871,Fatima zahra,Montbret 155-1872,1759,Imports,80,Mats ; matures,,,,,Danemark,,,400,,0,0,,60 952,,400,,,,,,60 952,
1872,Fatima zahra,Montbret 155-1873,1759,Imports,80,Matelas,,,,,Allemagne,,,75,,0,0,,147,,75,,,,,,147,
1873,Fatima zahra,Montbret 155-1874,1759,Imports,80,Matelas,,,,,Savoye,,,72,,0,0,,147,,72,,,,,,147,
1874,Fatima zahra,Montbret 155-1875,1759,Imports,80,Maugrebine,,,,,Levant,,,240,,0,0,,0,,240,,,,,,,
1875,Fatima zahra,Montbret 155-1876,1759,Imports,80,Meches,,,,,Flandre,,,3 371,,0,0,,3 605,le total devrait être,3 370,10,,,,,3 605,4
1876,Fatima zahra,Montbret 155-1877,1759,Imports,80,Meches,,,,,Hollande,,,157,,0,0,,3 605,,157,4,,,,,3 605,4
1877,Fatima zahra,Montbret 155-1878,1759,Imports,80,Meches,,,,,Genes,,,78,,0,0,,3 605,,78,,,,,,3 605,4
1878,Fatima zahra,Montbret 155-1879,1759,Imports,80,Medicaments,,,,,Hollande,,,84,,0,0,,0,,84,,,,,,,
1879,Fatima zahra,Montbret 155-1880,1759,Imports,80,Mercerie,,,,,Allemagne,,,1 349 276,,0,0,,2 210 731,,1 349 276,,,,,,2 210 730,10
1880,Fatima zahra,Montbret 155-1881,1759,Imports,80,Mercerie,,,,,Espagne,,,243 896,,0,0,,2 210 731,,243 895,15,,,,,2 210 730,10
1881,Fatima zahra,Montbret 155-1882,1759,Imports,80,Mercerie,,,,,Flandre,,,284 333,,0,0,,2 210 731,,284 333,,,,,,2 210 730,10
1882,Fatima zahra,Montbret 155-1883,1759,Imports,80,Mercerie,,,,,Geneve,,,2 798,,0,0,,2 210 731,,2 798,5,,,,,2 210 730,10
1883,Fatima zahra,Montbret 155-1884,1759,Imports,80,Mercerie,,,,,Hollande,,,194 094,,0,0,,2 210 731,,194 094,,,,,,2 210 730,10
1884,Fatima zahra,Montbret 155-1885,1759,Imports,80,Mercerie,,,,,Italie,,,17 625,,0,0,,2 210 731,,17 625,,,,,,2 210 730,10
1885,Fatima zahra,Montbret 155-1886,1759,Imports,80,Mercerie,,,,,Naples,,,2 800,,0,0,,2 210 731,,2 800,,,,,,2 210 730,10
1886,Fatima zahra,Montbret 155-1887,1759,Imports,80,Mercerie,,,,,Genes,,,48 110,,0,0,,2 210 731,,48 110,,,,,,2 210 730,10
1887,Fatima zahra,Montbret 155-1888,1759,Imports,80,Mercerie,,,,,Nord,,,37 504,,0,0,,2 210 731,,37 504,,,,,,2 210 730,10
1888,Fatima zahra,Montbret 155-1889,1759,Imports,80,Mercerie,,,,,Portugal,,,2 040,,0,0,,2 210 731,,2 040,,,,,,2 210 730,10
1889,Fatima zahra,Montbret 155-1890,1759,Imports,80,Mercerie,,,,,Savoye,,,21 288,,0,0,,2 210 731,,21 288,,,,,,2 210 730,10
1890,Fatima zahra,Montbret 155-1891,1759,Imports,80,Mercerie,,,,,Suisse,,,6 967,,0,0,,2 210 731,,6 966,10,,,,,2 210 730,10
1891,Fatima zahra,Montbret 155-1892,1759,Imports,81,Mercure,,,,,Allemagne,,,31 685,,0,0,,32 845,,31 685,,,,,,32 845,
1892,Fatima zahra,Montbret 155-1893,1759,Imports,81,Mercure,,,,,Hollande,,,1 160,,0,0,,32 845,,1 160,,,,,,32 845,
1893,Fatima zahra,Montbret 155-1894,1759,Imports,81,Merluche,,,,,Danemark,,,8 788,,0,0,,10 102,,8 788,,,,,,10 102,
1894,Fatima zahra,Montbret 155-1895,1759,Imports,81,Merluche,,,,,Savoye,,,1 314,,0,0,,10 102,,1 314,,,,,,10 102,
1895,Fatima zahra,Montbret 155-1896,1759,Imports,81,Metal de cloche,,,,,Allemagne,,,75,,0,0,,1 571,,75,,,,,,1 571,6
1896,Fatima zahra,Montbret 155-1897,1759,Imports,81,Metal de cloche,,,,,Flandre,,,250,,0,0,,1 571,,250,,,,,,1 571,6
1897,Fatima zahra,Montbret 155-1898,1759,Imports,81,Metal de cloche,,,,,Geneve,,,840,,0,0,,1 571,,840,,,,,,1 571,6
1898,Fatima zahra,Montbret 155-1899,1759,Imports,81,Metal de cloche,,,,,Hollande,,,400,,0,0,,1 571,,400,,,,,,1 571,6
1899,Fatima zahra,Montbret 155-1900,1759,Imports,81,Metal de cloche,,,,,Savoye,,,6,,0,0,,1 571,,6,6,,,,,1 571,6
1900,Fatima zahra,Montbret 155-1901,1759,Imports,81,Meubles,,,,,Allemagne,,,896,,0,0,,12 546,,896,,,,,,12 546,
1901,Fatima zahra,Montbret 155-1902,1759,Imports,81,Meubles,,,,,Flandre,,,11 500,,0,0,,12 546,,11 500,,,,,,12 546,
1902,Fatima zahra,Montbret 155-1903,1759,Imports,81,Meubles,,,,,Geneve,,,70,,0,0,,12 546,,70,,,,,,12 546,
1903,Fatima zahra,Montbret 155-1904,1759,Imports,81,Meubles,,,,,Savoye,,,80,,0,0,,12 546,,80,,,,,,12 546,
1904,Fatima zahra,Montbret 155-1905,1759,Imports,81,Meules ; batardes,,,,,Espagne,,,999,,0,0,,31 322,,999,,,,,,31 321,15
1905,Fatima zahra,Montbret 155-1906,1759,Imports,81,Meules ; à éguiser,,,,,Espagne,,,12 864,,12 915,0,,31 322,,12 864,,12 915,,,,31 321,15
1906,Fatima zahra,Montbret 155-1907,1759,Imports,81,Meules ; à éguiser,,,,,Flandre,,,51,,12 915,0,,31 322,,51,,12 915,,,,31 321,15
1907,Fatima zahra,Montbret 155-1908,1759,Imports,81,Meules ; à favre,,,,,Espagne,,,772,,0,0,,31 322,,772,,,,,,31 321,15
1908,Fatima zahra,Montbret 155-1909,1759,Imports,81,Meules ; à moulin,,,,,Allemagne,,,840,,1 340,0,,31 322,,840,,1 340,,,,31 321,15
1909,Fatima zahra,Montbret 155-1910,1759,Imports,81,Meules ; à moulin,,,,,Espagne,,,500,,1 340,0,,31 322,,500,,1 340,,,,31 321,15
1910,Fatima zahra,Montbret 155-1911,1759,Imports,81,Meules ; à taillandier,,,,,Allemagne,,,9,,15 296,0,,31 322,,9,,15 295,15,,,31 321,15
1911,Fatima zahra,Montbret 155-1912,1759,Imports,81,Meules ; à taillandier,,,,,Espagne,,,287,,15 296,0,,31 322,,286,15,15 295,15,,,31 321,15
1912,Fatima zahra,Montbret 155-1913,1759,Imports,81,Meules ; à taillandier,,,,,Hollande,,,15 000,,15 296,0,,31 322,,15 000,,15 295,15,,,31 321,15
1913,Fatima zahra,Montbret 155-1914,1759,Imports,81,Miel,,,,,Allemagne,,,8,,0,0,,1 333,,8,,,,,,1 333,5
1914,Fatima zahra,Montbret 155-1915,1759,Imports,81,Miel,,,,,Espagne,,,510,,0,0,,1 333,,510,1,,,,,1 333,5
1915,Fatima zahra,Montbret 155-1916,1759,Imports,81,Miel,,,,,Flandre,,,761,,0,0,,1 333,,761,4,,,,,1 333,5
1916,Fatima zahra,Montbret 155-1917,1759,Imports,81,Miel,,,,,Savoye,,,54,,0,0,,1 333,,54,,,,,,1 333,5
1917,Fatima zahra,Montbret 155-1918,1759,Imports,82,Mine ; de fer,,,,,Espagne,,,3 750,,0,0,,101 671,,3 750,,,,,,101 671,
1918,Fatima zahra,Montbret 155-1919,1759,Imports,82,Mine ; de plomb,,,,,Allemagne,,,1 050,,97 921,0,,101 671,,1 050,,97 921,,,,101 671,
1919,Fatima zahra,Montbret 155-1920,1759,Imports,82,Mine ; de plomb,,,,,Flandre,,,200,,97 921,0,,101 671,,200,,97 921,,,,101 671,
1920,Fatima zahra,Montbret 155-1921,1759,Imports,82,Mine ; de plomb,,,,,Hollande,,,93 165,,97 921,0,,101 671,,93 164,15,97 921,,,,101 671,
1921,Fatima zahra,Montbret 155-1922,1759,Imports,82,Mine ; de plomb,,,,,Nord,,,3 506,,97 921,0,,101 671,,3 506,5,97 921,,,,101 671,
1922,Fatima zahra,Montbret 155-1923,1759,Imports,82,Mirobolans,,,,,Italie,,,450,,0,0,,0,,450,,,,,,,
1923,Fatima zahra,Montbret 155-1924,1759,Imports,82,Miny,,,,,Hollande,,,10 907,,0,0,,0,,10 906,12,,,,,,
1924,Fatima zahra,Montbret 155-1925,1759,Imports,82,Miroirs,,,,,Nord,,,283,,0,0,,0,,282,10,,,,,,
1925,Fatima zahra,Montbret 155-1926,1759,Imports,82,Mirche,,,,,Flandre,,,332,,0,0,,3 557,,332,,,,,,3 556,10
1926,Fatima zahra,Montbret 155-1927,1759,Imports,82,Mirche,,,,,Hollande,,,338,,0,0,,3 557,,337,10,,,,,3 556,10
1927,Fatima zahra,Montbret 155-1928,1759,Imports,82,Mirche,,,,,Levant,,,2 887,,0,0,,3 557,,2 887,,,,,,3 556,10
1928,Fatima zahra,Montbret 155-1929,1759,Imports,82,Mongette,,,,,Hollande,,,9,,0,0,,0,,9,,,,,,,
1929,Fatima zahra,Montbret 155-1930,1759,Imports,82,Mortiers ; de marbre,,,,,Espagne,,,100,,3 971,0,,4 171,,100,,3 971,,,,4 171,
1930,Fatima zahra,Montbret 155-1931,1759,Imports,82,Mortiers ; de marbre,,,,,Naples,,,307,,3 971,0,,4 171,,307,,3 971,,,,4 171,
1931,Fatima zahra,Montbret 155-1932,1759,Imports,82,Mortiers ; de marbre,,,,,Genes,,,2 853,,3 971,0,,4 171,,2 853,,3 971,,,,4 171,
1932,Fatima zahra,Montbret 155-1933,1759,Imports,82,Mortiers ; de marbre,,,,,Savoye,,,711,,3 971,0,,4 171,,711,,3 971,,,,4 171,
1933,Fatima zahra,Montbret 155-1934,1759,Imports,82,Mortiers ; de pierres,,,,,Genes,,,100,,200,0,,4 171,,100,,200,,,,4 171,
1934,Fatima zahra,Montbret 155-1935,1759,Imports,82,Mortiers ; de pierres,,,,,Savoye,,,100,,200,0,,4 171,,100,,200,,,,4 171,
1935,Fatima zahra,Montbret 155-1936,1759,Imports,82,Morue ; seche,,,,,Danemark,,,59 436,,639 817,0,,2 201 710,,59 435,16,639 816,13,,,2 201 709,10
1936,Fatima zahra,Montbret 155-1937,1759,Imports,82,Morue ; seche,,,,,Espagne,,,443 274,,639 817,0,,2 201 710,,443 274,2,639 816,13,,,2 201 709,10
1937,Fatima zahra,Montbret 155-1938,1759,Imports,82,Morue ; seche,,,,,Hollande,,,117 003,,639 817,0,,2 201 710,,117 002,15,639 816,13,,,2 201 709,10
1938,Fatima zahra,Montbret 155-1939,1759,Imports,82,Morue ; seche,,,,,Naples,,,11 600,,639 817,0,,2 201 710,,11 600,,639 816,13,,,2 201 709,10
1939,Fatima zahra,Montbret 155-1940,1759,Imports,82,Morue ; seche,,,,,Nord,,,450,,639 817,0,,2 201 710,,450,,639 816,13,,,2 201 709,10
1940,Fatima zahra,Montbret 155-1941,1759,Imports,82,Morue ; seche,,,,,Savoye,,,8 054,,639 817,0,,2 201 710,,8 054,,639 816,13,,,2 201 709,10
1941,Fatima zahra,Montbret 155-1942,1759,Imports,83,Morue ; verte,,,,,Allemagne,,,7 964,,1 561 893,0,,2 201 710,,7 963,16,1 561 892,17,,,2 201 709,10
1942,Fatima zahra,Montbret 155-1943,1759,Imports,83,Morue ; verte,,,,,Danemark,,,345 054,,1 561 893,0,,2 201 710,,345 054,8,1 561 892,17,,,2 201 709,10
1943,Fatima zahra,Montbret 155-1944,1759,Imports,83,Morue ; verte,,,,,Flandre,,,111 219,,1 561 893,0,,2 201 710,,111 219,5,1 561 892,17,,,2 201 709,10
1944,Fatima zahra,Montbret 155-1945,1759,Imports,83,Morue ; verte,,,,,Hollande,,,1 093 455,,1 561 893,0,,2 201 710,,1 093 455,8,1 561 892,17,,,2 201 709,10
1945,Fatima zahra,Montbret 155-1946,1759,Imports,83,Morue ; verte,,,,,Italie,,,4 000,,1 561 893,0,,2 201 710,,4 000,,1 561 892,17,,,2 201 709,10
1946,Fatima zahra,Montbret 155-1947,1759,Imports,83,Morue ; verte,,,,,Suede,,,200,,1 561 893,0,,2 201 710,,200,,1 561 892,17,,,2 201 709,10
1947,Fatima zahra,Montbret 155-1948,1759,Imports,83,Morilles,,,,,Flandre,,,102,,0,0,,0,,102,,,,,,,
1948,Fatima zahra,Montbret 155-1949,1759,Imports,83,Mouchoirs ; de coton,,,,,Levant,,,24 344,,24 356,0,,173 826,,24 344,,24 356,,,,173 826,
1949,Fatima zahra,Montbret 155-1950,1759,Imports,83,Mouchoirs ; de coton,,,,,Suisse,,,12,,24 356,0,,173 826,,12,,24 356,,,,173 826,
1950,Fatima zahra,Montbret 155-1951,1759,Imports,83,Mouchoirs ; de fil,,,,,Italie,,,200,,3 750,0,,173 826,,200,,3 750,,,,173 826,
1951,Fatima zahra,Montbret 155-1952,1759,Imports,83,Mouchoirs ; de fil,,,,,Genes,,,3 300,,3 750,0,,173 826,,3 300,,3 750,,,,173 826,
1952,Fatima zahra,Montbret 155-1953,1759,Imports,83,Mouchoirs ; de fil,,,,,Savoye,,,250,,3 750,0,,173 826,,250,,3 750,,,,173 826,
1953,Fatima zahra,Montbret 155-1954,1759,Imports,83,Mouchoirs ; de fil et coton,,,,,Italie,,,640,,2 740,0,,173 826,,640,,2 740,,,,173 826,
1954,Fatima zahra,Montbret 155-1955,1759,Imports,83,Mouchoirs ; de fil et coton,,,,,Levant,,,1 500,,2 740,0,,173 826,,1 500,,2 740,,,,173 826,
1955,Fatima zahra,Montbret 155-1956,1759,Imports,83,Mouchoirs ; de fil et coton,,,,,Savoye,,,600,,2 740,0,,173 826,,600,,2 740,,,,173 826,
1956,Fatima zahra,Montbret 155-1957,1759,Imports,83,Mouchoirs ; de gaze,,,,,Genes,,,360,,720,0,,173 826,,360,,720,,,,173 826,
1957,Fatima zahra,Montbret 155-1958,1759,Imports,83,Mouchoirs ; de gaze,,,,,Savoye,,,360,,720,0,,173 826,,360,,720,,,,173 826,
1958,Fatima zahra,Montbret 155-1959,1759,Imports,83,Mouchoirs ; de laine,,,,,Genes,,,236,,0,0,,173 826,,236,,,,,,173 826,
1959,Fatima zahra,Montbret 155-1960,1759,Imports,83,Mouchoirs ; de mousseline,,,,,Levant,,,1 596,,0,0,,173 826,,1 596,,,,,,173 826,
1960,Fatima zahra,Montbret 155-1961,1759,Imports,84,Mouchoirs ; de soye,,,,,Espagne,,,124 992,,140 428,0,,173 826,,124 992,,140 428,,,,173 826,
1961,Fatima zahra,Montbret 155-1962,1759,Imports,84,Mouchoirs ; de soye,,,,,Naples,,,4 200,,140 428,0,,173 826,,4 200,,140 428,,,,173 826,
1962,Fatima zahra,Montbret 155-1963,1759,Imports,84,Mouchoirs ; de soye,,,,,Genes,,,9 216,,140 428,0,,173 826,,9 216,,140 428,,,,173 826,
1963,Fatima zahra,Montbret 155-1964,1759,Imports,84,Mouchoirs ; de soye,,,,,Levant,,,960,,140 428,0,,173 826,,960,,140 428,,,,173 826,
1964,Fatima zahra,Montbret 155-1965,1759,Imports,84,Mouchoirs ; de soye,,,,,Savoye,,,1 060,,140 428,0,,173 826,,1 060,,140 428,,,,173 826,
1965,Fatima zahra,Montbret 155-1966,1759,Imports,84,Moules de boutons,,,,,Allemagne,,,50,,0,0,,0,,50,,,,,,,
1966,Fatima zahra,Montbret 155-1967,1759,Imports,84,Moulins ; à caffé,,,,,Hollande,,,3 524,,0,0,,3 719,,3 523,15,,,,,3 718,15
1967,Fatima zahra,Montbret 155-1968,1759,Imports,84,Moulins ; de fer,,,,,Nord,,,180,,0,0,,3 719,,180,,,,,,3 718,15
1968,Fatima zahra,Montbret 155-1969,1759,Imports,84,Moulins ; à momarde,,,,,Hollande,,,15,,0,0,,3 719,,15,,,,,,3 718,15
1969,Fatima zahra,Montbret 155-1970,1759,Imports,84,Mousserons,,,,,Espagne,,,530,,0,0,,0,,530,,,,,,,
1970,Fatima zahra,Montbret 155-1971,1759,Imports,84,Moutardes,,,,,Flandre,,,61,,0,0,,0,,60,10,,,,,,
1971,Fatima zahra,Montbret 155-1972,1759,Imports,84,Moutons,,,,,Allemagne,,,79 420,,0,0,,106 634,,79 420,,,,,,106 634,
1972,Fatima zahra,Montbret 155-1973,1759,Imports,84,Moutons,,,,,Flandre,,,1 490,,0,0,,106 634,,1 490,,,,,,106 634,
1973,Fatima zahra,Montbret 155-1974,1759,Imports,84,Moutons,,,,,Hollande,,,110,,0,0,,106 634,,110,,,,,,106 634,
1974,Fatima zahra,Montbret 155-1975,1759,Imports,84,Moutons,,,,,Savoye,,,25 614,,0,0,,106 634,,25 614,,,,,,106 634,
1975,Fatima zahra,Montbret 155-1976,1759,Imports,84,Mules et mulets,,,,,Allemagne,,,60,,0,0,,55 300,,60,,,,,,55 300,
1976,Fatima zahra,Montbret 155-1977,1759,Imports,84,Mules et mulets,,,,,Espagne,,,10 800,,0,0,,55 300,,10 800,,,,,,55 300,
1977,Fatima zahra,Montbret 155-1978,1759,Imports,84,Mules et mulets,,,,,Savoye,,,44 440,,0,0,,55 300,,44 440,,,,,,55 300,
1978,Fatima zahra,Montbret 155-1979,1759,Imports,84,Muscades,,,,,Espagne,,,810,,0,0,,118 092,,810,,,,,,118 092,
1979,Fatima zahra,Montbret 155-1980,1759,Imports,84,Muscades,,,,,Flandre,,,477,,0,0,,118 092,,477,,,,,,118 092,
1980,Fatima zahra,Montbret 155-1981,1759,Imports,84,Muscades,,,,,Geneve,,,133,,0,0,,118 092,,133,,,,,,118 092,
1981,Fatima zahra,Montbret 155-1982,1759,Imports,84,Muscades,,,,,Hollande,,,116 672,,0,0,,118 092,,116 672,,,,,,118 092,
1982,Fatima zahra,Montbret 155-1983,1759,Imports,85,Nacres de perles,,,,,Espagne,,,525,,0,0,,3 074,,525,,,,,,3 073,10
1983,Fatima zahra,Montbret 155-1984,1759,Imports,85,Nacres de perles,,,,,Flandre,,,200,,0,0,,3 074,,200,,,,,,3 073,10
1984,Fatima zahra,Montbret 155-1985,1759,Imports,85,Nacres de perles,,,,,Hollande,,,1 159,,0,0,,3 074,,1 158,10,,,,,3 073,10
1985,Fatima zahra,Montbret 155-1986,1759,Imports,85,Nacres de perles,,,,,Nord,,,1 190,,0,0,,3 074,,1 190,,,,,,3 073,10
1986,Fatima zahra,Montbret 155-1987,1759,Imports,85,Nattes,,,,,Flandre,,,430,,0,0,,2 595,,430,,,,,,2 595,
1987,Fatima zahra,Montbret 155-1988,1759,Imports,85,Nattes,,,,,Hollande,,,2 165,,0,0,,2 595,,2 165,,,,,,2 595,
1988,Fatima zahra,Montbret 155-1989,1759,Imports,85,Noir ; de fumée,,,,,Allemagne,,,8 171,,21 907,0,,23 963,,8 171,,21 906,10,,,23 962,10
1989,Fatima zahra,Montbret 155-1990,1759,Imports,85,Noir ; de fumée,,,,,Espagne,,,1 740,,21 907,0,,23 963,,1 740,,21 906,10,,,23 962,10
1990,Fatima zahra,Montbret 155-1991,1759,Imports,85,Noir ; de fumée,,,,,Hollande,,,5 831,,21 907,0,,23 963,,5 830,10,21 906,10,,,23 962,10
1991,Fatima zahra,Montbret 155-1992,1759,Imports,85,Noir ; de fumée,,,,,Nord,,,6 165,,21 907,0,,23 963,,6 165,,21 906,10,,,23 962,10
1992,Fatima zahra,Montbret 155-1993,1759,Imports,85,Noir ; à imprimer,,,,,Hollande,,,640,,1 960,0,,23 963,,640,,1 960,,,,23 962,10
1993,Fatima zahra,Montbret 155-1994,1759,Imports,85,Noir ; à imprimer,,,,,Nord,,,1 320,,1 960,0,,23 963,,1 320,,1 960,,,,23 962,10
1994,Fatima zahra,Montbret 155-1995,1759,Imports,85,Noir ; d'yvoire,,,,,Hollande,,,96,,0,0,,23 963,,96,,,,,,23 962,10
1995,Fatima zahra,Montbret 155-1996,1759,Imports,85,Noisettes,,,,,Allemagne,,,91,,0,0,,4 689,,90,10,,,,,4 689,6
1996,Fatima zahra,Montbret 155-1997,1759,Imports,85,Noisettes,,,,,Espagne,,,3 680,,0,0,,4 689,,3 679,16,,,,,4 689,6
1997,Fatima zahra,Montbret 155-1998,1759,Imports,85,Noisettes,,,,,Flandre,,,377,,0,0,,4 689,,377,,,,,,4 689,6
1998,Fatima zahra,Montbret 155-1999,1759,Imports,85,Noisettes,,,,,Hollande,,,260,,0,0,,4 689,,260,,,,,,4 689,6
1999,Fatima zahra,Montbret 155-2000,1759,Imports,85,Noisettes,,,,,Italie,,,282,,0,0,,4 689,,282,,,,,,4 689,6
2000,Fatima zahra,Montbret 155-2001,1759,Imports,86,Noix ,,,,,Hollande,,,700,,0,0,,0,,700,,,,,,,
2001,Fatima zahra,Montbret 155-2002,1759,Imports,86,Ocre,,,,,Allemagne,,,270,,0,0,,6 128,,270,,,,,,6 128,
2002,Fatima zahra,Montbret 155-2003,1759,Imports,86,Ocre,,,,,Flandre,,,2 630,,0,0,,6 128,,2 630,5,,,,,6 128,
2003,Fatima zahra,Montbret 155-2004,1759,Imports,86,Ocre,,,,,Hollande,,,3 108,,0,0,,6 128,,3 107,15,,,,,6 128,
2004,Fatima zahra,Montbret 155-2005,1759,Imports,86,Ocre,,,,,Italie,,,120,,0,0,,6 128,,120,,,,,,6 128,
2005,Fatima zahra,Montbret 155-2006,1759,Imports,86,Œillets,,,,,Espagne,,,86,,0,0,,0,,86,,,,,,,
2006,Fatima zahra,Montbret 155-2007,1759,Imports,86,Œufs,,,,,Genes,,,600,,0,0,,0,,600,,,,,,,
2007,Fatima zahra,Montbret 155-2008,1759,Imports,86,Oignons ; communs,,,,,Italie,,,138,,198,0,,16 685,,138,,198,,,,16 685,
